suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
dnaA	PP_0010	P0A116	DNAA_PSEPK	dnaA	dnaA PP_0010	Chromosomal replication initiator protein DnaA	reviewed	3.0		GO:0003688; GO:0005524; GO:0005737; GO:0005886; GO:0006270; GO:0006275; GO:0008289	kegg:ppu02020	Two-component system	true	KEGG	ppu02020	Two-component system	genes/PSEPK/dnaA	PRESENT	genes/PSEPK/dnaA/dnaA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/dnaA/dnaA-deep-research-asta.md
czcR-I	PP_0029	Q88RV0	Q88RV0_PSEPK	czcR-I	czcR-I PP_0029	Two component heavy metal response regulator	unreviewed	2.0		GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0006355; GO:0032993	kegg:ppu02020	Two-component system	true	KEGG	ppu02020	Two-component system	genes/PSEPK/czcR-I	PRESENT	genes/PSEPK/czcR-I/czcR-I-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/czcR-I/czcR-I-deep-research-asta.md
czrSA	PP_0030	Q88RU9	Q88RU9_PSEPK	czrSA	czrSA PP_0030	Sensor protein (EC 2.7.13.3)	unreviewed	2.0	2.7.13.3	GO:0000155; GO:0005524; GO:0005886	kegg:ppu02020	Two-component system	true	KEGG	ppu02020	Two-component system	genes/PSEPK/czrSA	PRESENT	genes/PSEPK/czrSA/czrSA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/czrSA/czrSA-deep-research-asta.md
czcR-II	PP_0047	Q88RT2	Q88RT2_PSEPK	czcR-II	czcR-II PP_0047	Response regulator	unreviewed	2.0		GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0006355; GO:0032993	kegg:ppu02020	Two-component system	true	KEGG	ppu02020	Two-component system	genes/PSEPK/czcR-II	PRESENT	genes/PSEPK/czcR-II/czcR-II-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/czcR-II/czcR-II-deep-research-asta.md
kinB	PP_0132	Q88RJ7	Q88RJ7_PSEPK	kinB	kinB PP_0132	histidine kinase (EC 2.7.13.3)	unreviewed	2.0	2.7.13.3	GO:0000155; GO:0005524; GO:0005886	kegg:ppu02020	Two-component system	true	KEGG	ppu02020	Two-component system	genes/PSEPK/kinB	PRESENT	genes/PSEPK/kinB/kinB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/kinB/kinB-deep-research-asta.md
algB	PP_0133	Q88RJ6	ALGB_PSEPK	algB	algB PP_0133	Alginate biosynthesis transcriptional regulatory protein AlgB	reviewed	3.0		GO:0000160; GO:0005524; GO:0006351; GO:0006355; GO:0042121; GO:0043565	kegg:ppu02020	Two-component system	true	KEGG	ppu02020	Two-component system	genes/PSEPK/algB	PRESENT	genes/PSEPK/algB/algB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/algB/algB-deep-research-asta.md
PP_0161	PP_0161	Q88RG9	Q88RG9_PSEPK	PP_0161	PP_0161	Transmembrane sensor	unreviewed	1.0		GO:0016989	kegg:ppu02020	Two-component system	true	KEGG	ppu02020	Two-component system	genes/PSEPK/PP_0161	PRESENT	genes/PSEPK/PP_0161/PP_0161-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0161/PP_0161-deep-research-asta.md
PP_0162	PP_0162	Q88RG8	Q88RG8_PSEPK	PP_0162	PP_0162	RNA polymerase sigma-70 factor, ECF subfamily	unreviewed	1.0		GO:0003677; GO:0006352; GO:0016987	kegg:ppu02020	Two-component system	true	KEGG	ppu02020	Two-component system	genes/PSEPK/PP_0162	PRESENT	genes/PSEPK/PP_0162/PP_0162-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0162/PP_0162-deep-research-asta.md
algR	PP_0185	Q88RE6	Q88RE6_PSEPK	algR	algR PP_0185	Positive alginate biosynthesis regulatory protein	unreviewed	1.0		GO:0000156; GO:0000976; GO:0005829; GO:0006355; GO:0032993	kegg:ppu02020	Two-component system	true	KEGG	ppu02020	Two-component system	genes/PSEPK/algR	PRESENT	genes/PSEPK/algR/algR-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/algR/algR-deep-research-asta.md
ompR	PP_0246	Q88R87	Q88R87_PSEPK	ompR	ompR PP_0246	DNA-binding dual transcriptional regulator OmpR (Transcriptional regulatory protein OmpR)	unreviewed	2.0		GO:0000156; GO:0000976; GO:0005829; GO:0006351; GO:0032993; GO:0045893	kegg:ppu02020	Two-component system	true	KEGG	ppu02020	Two-component system	genes/PSEPK/ompR	PRESENT	genes/PSEPK/ompR/ompR-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/ompR/ompR-deep-research-asta.md
