suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
coaX	PP_0438	Q88QQ0	COAX_PSEPK	coaX	coaX PP_0438	Type III pantothenate kinase (EC 2.7.1.33) (PanK-III) (Pantothenic acid kinase)	reviewed	3.0	2.7.1.33	GO:0004594; GO:0005524; GO:0005737; GO:0015937; GO:0046872	kegg:ppu00770	Pantothenate and CoA biosynthesis	true	KEGG	ppu00770	Pantothenate and CoA biosynthesis	genes/PSEPK/coaX	PRESENT	genes/PSEPK/coaX/coaX-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/coaX/coaX-deep-research-asta.md
PP_0614	PP_0614	Q88Q81	Q88Q81_PSEPK	PP_0614	PP_0614	N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1 (EC 3.5.1.6, EC 3.5.3.9)	unreviewed	2.0	3.5.1.6; 3.5.3.9	GO:0003837; GO:0046872; GO:0047652	kegg:ppu00410	beta-Alanine metabolism	false	KEGG	ppu00770	Pantothenate and CoA biosynthesis	genes/PSEPK/PP_0614	PRESENT	genes/PSEPK/PP_0614/PP_0614-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0614/PP_0614-deep-research-asta.md
coaE	PP_0631	Q88Q65	COAE_PSEPK	coaE	coaE PP_0631	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	reviewed	3.0	2.7.1.24	GO:0004140; GO:0005524; GO:0005737; GO:0015937	kegg:ppu00770	Pantothenate and CoA biosynthesis	true	KEGG	ppu00770	Pantothenate and CoA biosynthesis	genes/PSEPK/coaE	PRESENT	genes/PSEPK/coaE/coaE-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/coaE/coaE-deep-research-asta.md
PP_0922	PP_0922	Q88PC8	Q88PC8_PSEPK	PP_0922	PP_0922	ACP phosphodiesterase	unreviewed	1.0		GO:0006633; GO:0008770	kegg:ppu00770	Pantothenate and CoA biosynthesis	true	KEGG	ppu00770	Pantothenate and CoA biosynthesis	genes/PSEPK/PP_0922	PRESENT	genes/PSEPK/PP_0922/PP_0922-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0922/PP_0922-deep-research-asta.md
PP_1157	PP_1157	Q877U6	Q877U6_PSEPK	PP_1157	PP_1157 PP_3365	Acetolactate synthase	unreviewed	1.0		GO:0000287; GO:0003984; GO:0005948; GO:0009097; GO:0009099; GO:0030976; GO:0050660	kegg:ppu00660	C5-Branched dibasic acid metabolism	false	KEGG	ppu00770	Pantothenate and CoA biosynthesis	genes/PSEPK/PP_1157	PRESENT	genes/PSEPK/PP_1157/PP_1157-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_1157/PP_1157-deep-research-asta.md
PP_1183	PP_1183	Q88NM4	Q88NM4_PSEPK	PP_1183	PP_1183	Enterobactin synthase component D (4'-phosphopantetheinyl transferase EntD) (Enterochelin synthase D)	unreviewed	3.0		GO:0000287; GO:0005886; GO:0008897; GO:0009239; GO:0009366	kegg:ppu00074	Mycolic acid biosynthesis	false	KEGG	ppu00770	Pantothenate and CoA biosynthesis	genes/PSEPK/PP_1183	PRESENT	genes/PSEPK/PP_1183/PP_1183-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_1183/PP_1183-deep-research-asta.md
panE	PP_1351	Q88N64	Q88N64_PSEPK	panE	panE PP_1351	2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase)	unreviewed	2.0	1.1.1.169	GO:0005737; GO:0008677; GO:0015940; GO:0050661	kegg:ppu00770	Pantothenate and CoA biosynthesis	true	KEGG	ppu00770	Pantothenate and CoA biosynthesis	genes/PSEPK/panE	PRESENT	genes/PSEPK/panE/panE-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/panE/panE-deep-research-asta.md
PP_1394	PP_1394	Q88N22	Q88N22_PSEPK	PP_1394	PP_1394	Acetolactate synthase, large subunit	unreviewed	1.0		GO:0000287; GO:0003984; GO:0005948; GO:0009097; GO:0009099; GO:0030976; GO:0050660	kegg:ppu00660	C5-Branched dibasic acid metabolism	false	KEGG	ppu00770	Pantothenate and CoA biosynthesis	genes/PSEPK/PP_1394	PRESENT	genes/PSEPK/PP_1394/PP_1394-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_1394/PP_1394-deep-research-asta.md
mazG	PP_1657	Q88MB7	Q88MB7_PSEPK	mazG	mazG PP_1657	Nucleoside triphosphate pyrophosphohydrolase (EC 3.6.1.8)	unreviewed	2.0	3.6.1.8	GO:0006203; GO:0006950; GO:0046047; GO:0046052; GO:0046061; GO:0046076; GO:0046081; GO:0047693	kegg:ppu00770	Pantothenate and CoA biosynthesis	true	KEGG	ppu00770	Pantothenate and CoA biosynthesis	genes/PSEPK/mazG	PRESENT	genes/PSEPK/mazG/mazG-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/mazG/mazG-deep-research-asta.md
PP_2325	PP_2325	Q88KG5	Q88KG5_PSEPK	PP_2325	PP_2325	2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase)	unreviewed	2.0	1.1.1.169	GO:0005737; GO:0008677; GO:0015940	kegg:ppu00770	Pantothenate and CoA biosynthesis	true	KEGG	ppu00770	Pantothenate and CoA biosynthesis	genes/PSEPK/PP_2325	PRESENT	genes/PSEPK/PP_2325/PP_2325-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_2325/PP_2325-deep-research-asta.md
