gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_0054	PP_0054	Q88RS5	Probable membrane transporter protein		GO:0005886	IPR002781;IPR051598;	PF01925;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	other_domain_resolved_membrane_proteins	Other domain-resolved membrane proteins	transport_membrane_domain_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 83 other domain-resolved membrane proteins. The new boundary module separates TauE/TSUP transporter candidates, AI-2E/PerM and other broad permease candidates, isolated ABC permease and binding-protein side nodes, metal/TerC/GDT1/MgtC homeostasis proteins, envelope/cell-shape/curli/biofilm side nodes, cytosolic nucleic-acid/tRNA/transcription spillovers, NRPS/RHS/toxin side nodes, and DoxX/SURF1/DedA/PAP2/MAPEG or other low-information membrane-domain proteins.	PRESENT	CURATED	PRESENT
PP_0107	PP_0107	Q88RM2	SURF1-like protein		GO:0005886	IPR002994;IPR045214;	PF02104;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	other_domain_resolved_membrane_proteins	Other domain-resolved membrane proteins	transport_membrane_domain_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 83 other domain-resolved membrane proteins. The new boundary module separates TauE/TSUP transporter candidates, AI-2E/PerM and other broad permease candidates, isolated ABC permease and binding-protein side nodes, metal/TerC/GDT1/MgtC homeostasis proteins, envelope/cell-shape/curli/biofilm side nodes, cytosolic nucleic-acid/tRNA/transcription spillovers, NRPS/RHS/toxin side nodes, and DoxX/SURF1/DedA/PAP2/MAPEG or other low-information membrane-domain proteins.	PRESENT	CURATED	PRESENT
ygdQ	PP_0146	Q88RI3	Transport protein		GO:0016020	IPR005496;	PF03741;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	other_domain_resolved_membrane_proteins	Other domain-resolved membrane proteins	transport_membrane_domain_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 83 other domain-resolved membrane proteins. The new boundary module separates TauE/TSUP transporter candidates, AI-2E/PerM and other broad permease candidates, isolated ABC permease and binding-protein side nodes, metal/TerC/GDT1/MgtC homeostasis proteins, envelope/cell-shape/curli/biofilm side nodes, cytosolic nucleic-acid/tRNA/transcription spillovers, NRPS/RHS/toxin side nodes, and DoxX/SURF1/DedA/PAP2/MAPEG or other low-information membrane-domain proteins.	PRESENT	CURATED	PRESENT
PP_0176	PP_0176	Q88RF4	Efflux transporter		GO:0005886; GO:0022857	IPR006726;	PF04632;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	other_domain_resolved_membrane_proteins	Other domain-resolved membrane proteins	transport_membrane_domain_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 83 other domain-resolved membrane proteins. The new boundary module separates TauE/TSUP transporter candidates, AI-2E/PerM and other broad permease candidates, isolated ABC permease and binding-protein side nodes, metal/TerC/GDT1/MgtC homeostasis proteins, envelope/cell-shape/curli/biofilm side nodes, cytosolic nucleic-acid/tRNA/transcription spillovers, NRPS/RHS/toxin side nodes, and DoxX/SURF1/DedA/PAP2/MAPEG or other low-information membrane-domain proteins.	PRESENT	CURATED	PRESENT
PP_0241	PP_0241	Q88R92	Transporter		GO:0015689	IPR008995;IPR004606;IPR005116;	PF03459;	Molybdenum;Reference proteome	other_domain_resolved_membrane_proteins	Other domain-resolved membrane proteins	transport_membrane_domain_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 83 other domain-resolved membrane proteins. The new boundary module separates TauE/TSUP transporter candidates, AI-2E/PerM and other broad permease candidates, isolated ABC permease and binding-protein side nodes, metal/TerC/GDT1/MgtC homeostasis proteins, envelope/cell-shape/curli/biofilm side nodes, cytosolic nucleic-acid/tRNA/transcription spillovers, NRPS/RHS/toxin side nodes, and DoxX/SURF1/DedA/PAP2/MAPEG or other low-information membrane-domain proteins.	PRESENT	CURATED	PRESENT
djlA	PP_0407	Q88QT1	DnaJ-like protein DjlA			IPR007791;IPR001623;IPR036869;IPR029024;	PF27507;PF00226;PF05099;	Chaperone;Membrane;Reference proteome;Transmembrane;Transmembrane helix	other_domain_resolved_membrane_proteins	Other domain-resolved membrane proteins	transport_membrane_domain_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 83 other domain-resolved membrane proteins. The new boundary module separates TauE/TSUP transporter candidates, AI-2E/PerM and other broad permease candidates, isolated ABC permease and binding-protein side nodes, metal/TerC/GDT1/MgtC homeostasis proteins, envelope/cell-shape/curli/biofilm side nodes, cytosolic nucleic-acid/tRNA/transcription spillovers, NRPS/RHS/toxin side nodes, and DoxX/SURF1/DedA/PAP2/MAPEG or other low-information membrane-domain proteins.	PRESENT	CURATED	PRESENT
PP_0487	PP_0487	Q88QK3	Probable membrane transporter protein		GO:0005886	IPR002781;IPR052017;	PF01925;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	other_domain_resolved_membrane_proteins	Other domain-resolved membrane proteins	transport_membrane_domain_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 83 other domain-resolved membrane proteins. The new boundary module separates TauE/TSUP transporter candidates, AI-2E/PerM and other broad permease candidates, isolated ABC permease and binding-protein side nodes, metal/TerC/GDT1/MgtC homeostasis proteins, envelope/cell-shape/curli/biofilm side nodes, cytosolic nucleic-acid/tRNA/transcription spillovers, NRPS/RHS/toxin side nodes, and DoxX/SURF1/DedA/PAP2/MAPEG or other low-information membrane-domain proteins.	PRESENT	CURATED	PRESENT
PP_0621	PP_0621	Q88Q74	MYND finger			IPR049708;		Membrane;Reference proteome;Transmembrane;Transmembrane helix	other_domain_resolved_membrane_proteins	Other domain-resolved membrane proteins	transport_membrane_domain_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 83 other domain-resolved membrane proteins. The new boundary module separates TauE/TSUP transporter candidates, AI-2E/PerM and other broad permease candidates, isolated ABC permease and binding-protein side nodes, metal/TerC/GDT1/MgtC homeostasis proteins, envelope/cell-shape/curli/biofilm side nodes, cytosolic nucleic-acid/tRNA/transcription spillovers, NRPS/RHS/toxin side nodes, and DoxX/SURF1/DedA/PAP2/MAPEG or other low-information membrane-domain proteins.	PRESENT	CURATED	PRESENT
PP_0636	PP_0636	Q88Q61	Cold shock DNA-binding domain protein		GO:0003677; GO:0005829	IPR011129;IPR002059;IPR012340;	PF00313;	DNA-binding;Membrane;Reference proteome;Transmembrane;Transmembrane helix	other_domain_resolved_membrane_proteins	Other domain-resolved membrane proteins	transport_membrane_domain_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 83 other domain-resolved membrane proteins. The new boundary module separates TauE/TSUP transporter candidates, AI-2E/PerM and other broad permease candidates, isolated ABC permease and binding-protein side nodes, metal/TerC/GDT1/MgtC homeostasis proteins, envelope/cell-shape/curli/biofilm side nodes, cytosolic nucleic-acid/tRNA/transcription spillovers, NRPS/RHS/toxin side nodes, and DoxX/SURF1/DedA/PAP2/MAPEG or other low-information membrane-domain proteins.	PRESENT	CURATED	PRESENT
PP_0642	PP_0642	Q88Q56	YitT family protein		GO:0005886	IPR051461;IPR003740;	PF02588;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	other_domain_resolved_membrane_proteins	Other domain-resolved membrane proteins	transport_membrane_domain_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 83 other domain-resolved membrane proteins. The new boundary module separates TauE/TSUP transporter candidates, AI-2E/PerM and other broad permease candidates, isolated ABC permease and binding-protein side nodes, metal/TerC/GDT1/MgtC homeostasis proteins, envelope/cell-shape/curli/biofilm side nodes, cytosolic nucleic-acid/tRNA/transcription spillovers, NRPS/RHS/toxin side nodes, and DoxX/SURF1/DedA/PAP2/MAPEG or other low-information membrane-domain proteins.	PRESENT	CURATED	PRESENT
