gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_0358	PP_0358	Q88QX6	EamA domain-containing protein		GO:0005886	IPR000620;IPR037185;IPR004626;	PF00892;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	dmt_eama_small_drug_metabolite_transporters	DMT/EamA small drug-metabolite transporters	dmt_eama_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 21 DMT/EamA/RarD/SMR-family small drug/metabolite transporter genes. All missing review folders were fetched, Asta-backed, curated, and represented in the new DMT/EamA transport boundary module, which separates SugE/EmrE SMR-family efflux candidates, RarD-like EamA permeases, amino-acid/vitamin-associated EamA candidates, diverse-substrate candidates, and generic EamA/DMT membrane permeases. emrE choline/betaine TreeGrafter rows were modified toward broader SMR-family efflux context.	PRESENT	CURATED	PRESENT
PP_1166	PP_1166	Q88NP1	Permease of the drug/metabolite transporter (DMT) superfamily		GO:0016020	IPR000620;IPR037185;	PF00892;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	dmt_eama_small_drug_metabolite_transporters	DMT/EamA small drug-metabolite transporters	dmt_eama_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 21 DMT/EamA/RarD/SMR-family small drug/metabolite transporter genes. All missing review folders were fetched, Asta-backed, curated, and represented in the new DMT/EamA transport boundary module, which separates SugE/EmrE SMR-family efflux candidates, RarD-like EamA permeases, amino-acid/vitamin-associated EamA candidates, diverse-substrate candidates, and generic EamA/DMT membrane permeases. emrE choline/betaine TreeGrafter rows were modified toward broader SMR-family efflux context.	PRESENT	CURATED	PRESENT
sugE	PP_1701	Q88M73	Guanidinium exporter		GO:0005886; GO:0022857; GO:1990961	IPR037185;IPR000390;IPR045324;	PF00893;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	dmt_eama_small_drug_metabolite_transporters	DMT/EamA small drug-metabolite transporters	dmt_eama_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 21 DMT/EamA/RarD/SMR-family small drug/metabolite transporter genes. All missing review folders were fetched, Asta-backed, curated, and represented in the new DMT/EamA transport boundary module, which separates SugE/EmrE SMR-family efflux candidates, RarD-like EamA permeases, amino-acid/vitamin-associated EamA candidates, diverse-substrate candidates, and generic EamA/DMT membrane permeases. emrE choline/betaine TreeGrafter rows were modified toward broader SMR-family efflux context.	PRESENT	CURATED	PRESENT
PP_1753	PP_1753	Q88M22	Permease of the drug/metabolite transporter (DMT) superfamily		GO:0016020	IPR050638;IPR000620;IPR037185;	PF00892;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	dmt_eama_small_drug_metabolite_transporters	DMT/EamA small drug-metabolite transporters	dmt_eama_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 21 DMT/EamA/RarD/SMR-family small drug/metabolite transporter genes. All missing review folders were fetched, Asta-backed, curated, and represented in the new DMT/EamA transport boundary module, which separates SugE/EmrE SMR-family efflux candidates, RarD-like EamA permeases, amino-acid/vitamin-associated EamA candidates, diverse-substrate candidates, and generic EamA/DMT membrane permeases. emrE choline/betaine TreeGrafter rows were modified toward broader SMR-family efflux context.	PRESENT	CURATED	PRESENT
PP_2231	PP_2231	Q88KQ9	Permease of the drug/metabolite transporter (DMT) superfamily		GO:0005886	IPR051258;IPR000620;IPR037185;	PF00892;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	dmt_eama_small_drug_metabolite_transporters	DMT/EamA small drug-metabolite transporters	dmt_eama_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 21 DMT/EamA/RarD/SMR-family small drug/metabolite transporter genes. All missing review folders were fetched, Asta-backed, curated, and represented in the new DMT/EamA transport boundary module, which separates SugE/EmrE SMR-family efflux candidates, RarD-like EamA permeases, amino-acid/vitamin-associated EamA candidates, diverse-substrate candidates, and generic EamA/DMT membrane permeases. emrE choline/betaine TreeGrafter rows were modified toward broader SMR-family efflux context.	PRESENT	CURATED	PRESENT
rhtA	PP_2239	Q88KQ1	Threonine and homoserine exporter		GO:0005886	IPR051258;IPR000620;IPR037185;	PF00892;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	dmt_eama_small_drug_metabolite_transporters	DMT/EamA small drug-metabolite transporters	dmt_eama_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 21 DMT/EamA/RarD/SMR-family small drug/metabolite transporter genes. All missing review folders were fetched, Asta-backed, curated, and represented in the new DMT/EamA transport boundary module, which separates SugE/EmrE SMR-family efflux candidates, RarD-like EamA permeases, amino-acid/vitamin-associated EamA candidates, diverse-substrate candidates, and generic EamA/DMT membrane permeases. emrE choline/betaine TreeGrafter rows were modified toward broader SMR-family efflux context.	PRESENT	CURATED	PRESENT
eamA	PP_2872	Q88IX7	O-acetylserine/cysteine export transporter		GO:0016020	IPR050638;IPR000620;IPR037185;	PF00892;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	dmt_eama_small_drug_metabolite_transporters	DMT/EamA small drug-metabolite transporters	dmt_eama_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 21 DMT/EamA/RarD/SMR-family small drug/metabolite transporter genes. All missing review folders were fetched, Asta-backed, curated, and represented in the new DMT/EamA transport boundary module, which separates SugE/EmrE SMR-family efflux candidates, RarD-like EamA permeases, amino-acid/vitamin-associated EamA candidates, diverse-substrate candidates, and generic EamA/DMT membrane permeases. emrE choline/betaine TreeGrafter rows were modified toward broader SMR-family efflux context.	PRESENT	CURATED	PRESENT
PP_2949	PP_2949	Q88IQ0	Permease		GO:0016020	IPR050638;IPR000620;IPR037185;	PF00892;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	dmt_eama_small_drug_metabolite_transporters	DMT/EamA small drug-metabolite transporters	dmt_eama_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 21 DMT/EamA/RarD/SMR-family small drug/metabolite transporter genes. All missing review folders were fetched, Asta-backed, curated, and represented in the new DMT/EamA transport boundary module, which separates SugE/EmrE SMR-family efflux candidates, RarD-like EamA permeases, amino-acid/vitamin-associated EamA candidates, diverse-substrate candidates, and generic EamA/DMT membrane permeases. emrE choline/betaine TreeGrafter rows were modified toward broader SMR-family efflux context.	PRESENT	CURATED	PRESENT
rarD	PP_3436	Q88HC4	Chloramphenicol-sensitive protein		GO:0005886	IPR000620;IPR037185;IPR004626;	PF00892;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	dmt_eama_small_drug_metabolite_transporters	DMT/EamA small drug-metabolite transporters	dmt_eama_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 21 DMT/EamA/RarD/SMR-family small drug/metabolite transporter genes. All missing review folders were fetched, Asta-backed, curated, and represented in the new DMT/EamA transport boundary module, which separates SugE/EmrE SMR-family efflux candidates, RarD-like EamA permeases, amino-acid/vitamin-associated EamA candidates, diverse-substrate candidates, and generic EamA/DMT membrane permeases. emrE choline/betaine TreeGrafter rows were modified toward broader SMR-family efflux context.	PRESENT	CURATED	PRESENT
PP_3521	PP_3521	Q88H44	EamA domain-containing protein		GO:0016020	IPR050638;IPR000620;IPR037185;	PF00892;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	dmt_eama_small_drug_metabolite_transporters	DMT/EamA small drug-metabolite transporters	dmt_eama_transport_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 21 DMT/EamA/RarD/SMR-family small drug/metabolite transporter genes. All missing review folders were fetched, Asta-backed, curated, and represented in the new DMT/EamA transport boundary module, which separates SugE/EmrE SMR-family efflux candidates, RarD-like EamA permeases, amino-acid/vitamin-associated EamA candidates, diverse-substrate candidates, and generic EamA/DMT membrane permeases. emrE choline/betaine TreeGrafter rows were modified toward broader SMR-family efflux context.	PRESENT	CURATED	PRESENT
