gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_0093	PP_0093	Q88RN6	Zinc protease protein		GO:0006508; GO:0008233	IPR014553;	PF10023;	Hydrolase;Membrane;Protease;Reference proteome;Transmembrane;Transmembrane helix	membrane_metalloenzymes_and_envelope_side_nodes	Membrane metalloenzymes and envelope side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 membrane metalloenzyme/envelope side-node entries. The validated boundary module separates membrane protease/metalloprotease context, membrane lipid/cell-wall glycosylation side nodes, TamB envelope assembly context, and CopD/CycZ-like copper/cytochrome side nodes that should not be curated as ion transporters.	PRESENT	CURATED	PRESENT
PP_0144	PP_0144	Q88RI5	Metalloprotease, insulinase family		GO:0006508; GO:0008237; GO:0046872	IPR011249;IPR011765;IPR050626;IPR007863;	PF00675;PF05193;	Hydrolase;Membrane;Metalloprotease;Protease;Reference proteome;Signal;Transmembrane;Transmembrane helix;Zinc	membrane_metalloenzymes_and_envelope_side_nodes	Membrane metalloenzymes and envelope side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 membrane metalloenzyme/envelope side-node entries. The validated boundary module separates membrane protease/metalloprotease context, membrane lipid/cell-wall glycosylation side nodes, TamB envelope assembly context, and CopD/CycZ-like copper/cytochrome side nodes that should not be curated as ion transporters.	PRESENT	CURATED	PRESENT
PP_1124	PP_1124	Q88NT0	Copper resistance protein D domain-containing protein		GO:0016020	IPR008457;	PF05425;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	membrane_metalloenzymes_and_envelope_side_nodes	Membrane metalloenzymes and envelope side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 membrane metalloenzyme/envelope side-node entries. The validated boundary module separates membrane protease/metalloprotease context, membrane lipid/cell-wall glycosylation side nodes, TamB envelope assembly context, and CopD/CycZ-like copper/cytochrome side nodes that should not be curated as ion transporters.	PRESENT	CURATED	PRESENT
PP_1526	PP_1526	Q88MP4	Beta-monoglucosyldiacylglycerol synthase (EC 2.4.1.336) (UDP-glucose:1,2-diacylglycerol 3-beta-D-glucosyltransferase)	2.4.1.336	GO:0005886; GO:0016758	IPR017853;IPR050321;IPR029044;	PF13641;	Glycosyltransferase;Magnesium;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix	membrane_metalloenzymes_and_envelope_side_nodes	Membrane metalloenzymes and envelope side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 membrane metalloenzyme/envelope side-node entries. The validated boundary module separates membrane protease/metalloprotease context, membrane lipid/cell-wall glycosylation side nodes, TamB envelope assembly context, and CopD/CycZ-like copper/cytochrome side nodes that should not be curated as ion transporters.	PRESENT	CURATED	PRESENT
rseP	PP_1598	Q88MH3	Zinc metalloprotease (EC 3.4.24.-)	3.4.24.-	GO:0004222; GO:0006508; GO:0016020; GO:0046872	IPR001478;IPR041489;IPR036034;IPR004387;IPR008915;	PF17820;PF02163;	Hydrolase;Membrane;Metal-binding;Metalloprotease;Protease;Reference proteome;Transmembrane;Transmembrane helix;Zinc	membrane_metalloenzymes_and_envelope_side_nodes	Membrane metalloenzymes and envelope side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 membrane metalloenzyme/envelope side-node entries. The validated boundary module separates membrane protease/metalloprotease context, membrane lipid/cell-wall glycosylation side nodes, TamB envelope assembly context, and CopD/CycZ-like copper/cytochrome side nodes that should not be curated as ion transporters.	PRESENT	CURATED	PRESENT
wbpL	PP_1804	Q88LX3	Glycosyl transferase WbpL		GO:0005886; GO:0009103; GO:0016780; GO:0044038; GO:0046872; GO:0071555	IPR000715;	PF00953;	Cell membrane;Magnesium;Membrane;Metal-binding;Reference proteome;Transferase;Transmembrane;Transmembrane helix	membrane_metalloenzymes_and_envelope_side_nodes	Membrane metalloenzymes and envelope side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 membrane metalloenzyme/envelope side-node entries. The validated boundary module separates membrane protease/metalloprotease context, membrane lipid/cell-wall glycosylation side nodes, TamB envelope assembly context, and CopD/CycZ-like copper/cytochrome side nodes that should not be curated as ion transporters.	PRESENT	CURATED	PRESENT
PP_1838	PP_1838	Q88LT9	Sulfatase N-terminal domain-containing protein		GO:0005886; GO:0046872	IPR017850;IPR012160;IPR050448;IPR000917;	PF00884;	Cell membrane;Manganese;Membrane;Metal-binding;Reference proteome;Transmembrane;Transmembrane helix	membrane_metalloenzymes_and_envelope_side_nodes	Membrane metalloenzymes and envelope side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 membrane metalloenzyme/envelope side-node entries. The validated boundary module separates membrane protease/metalloprotease context, membrane lipid/cell-wall glycosylation side nodes, TamB envelope assembly context, and CopD/CycZ-like copper/cytochrome side nodes that should not be curated as ion transporters.	PRESENT	CURATED	PRESENT
htpX	PP_1871	Q88LQ8	Protease HtpX (EC 3.4.24.-) (Heat shock protein HtpX)	3.4.24.-	GO:0004222; GO:0005886; GO:0006508; GO:0008270	IPR050083;IPR022919;IPR001915;	PF01435;	Cell inner membrane;Cell membrane;Hydrolase;Membrane;Metal-binding;Metalloprotease;Protease;Reference proteome;Transmembrane;Transmembrane helix;Zinc	membrane_metalloenzymes_and_envelope_side_nodes	Membrane metalloenzymes and envelope side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 membrane metalloenzyme/envelope side-node entries. The validated boundary module separates membrane protease/metalloprotease context, membrane lipid/cell-wall glycosylation side nodes, TamB envelope assembly context, and CopD/CycZ-like copper/cytochrome side nodes that should not be curated as ion transporters.	PRESENT	CURATED	PRESENT
PP_2893	PP_2893	Q88IV6	Translocation and assembly module TamB C-terminal domain-containing protein		GO:0005886; GO:0009306; GO:0097347	IPR007452;	PF04357;PF27051;	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	membrane_metalloenzymes_and_envelope_side_nodes	Membrane metalloenzymes and envelope side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 membrane metalloenzyme/envelope side-node entries. The validated boundary module separates membrane protease/metalloprotease context, membrane lipid/cell-wall glycosylation side nodes, TamB envelope assembly context, and CopD/CycZ-like copper/cytochrome side nodes that should not be curated as ion transporters.	PRESENT	CURATED	PRESENT
PP_2974	PP_2974	Q88IM5	Sulfatase		GO:0005886; GO:0046872	IPR017850;IPR012160;IPR050448;IPR000917;	PF00884;	Cell membrane;Manganese;Membrane;Metal-binding;Reference proteome;Transmembrane;Transmembrane helix	membrane_metalloenzymes_and_envelope_side_nodes	Membrane metalloenzymes and envelope side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 membrane metalloenzyme/envelope side-node entries. The validated boundary module separates membrane protease/metalloprotease context, membrane lipid/cell-wall glycosylation side nodes, TamB envelope assembly context, and CopD/CycZ-like copper/cytochrome side nodes that should not be curated as ion transporters.	PRESENT	CURATED	PRESENT
ybhN	PP_3263	Q88HU0	Phospholipid modification enzyme		GO:0005886	IPR022791;	PF03706;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	membrane_metalloenzymes_and_envelope_side_nodes	Membrane metalloenzymes and envelope side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 membrane metalloenzyme/envelope side-node entries. The validated boundary module separates membrane protease/metalloprotease context, membrane lipid/cell-wall glycosylation side nodes, TamB envelope assembly context, and CopD/CycZ-like copper/cytochrome side nodes that should not be curated as ion transporters.	PRESENT	CURATED	PRESENT
PP_4263	PP_4263	Q88F36	Membrane-bounded cytochrome biogenesis cycZ-like domain, copper tolerance protein			IPR039447;	PF13386;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	membrane_metalloenzymes_and_envelope_side_nodes	Membrane metalloenzymes and envelope side nodes	transport_membrane_enzyme_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 14 membrane metalloenzyme/envelope side-node entries. The validated boundary module separates membrane protease/metalloprotease context, membrane lipid/cell-wall glycosylation side nodes, TamB envelope assembly context, and CopD/CycZ-like copper/cytochrome side nodes that should not be curated as ion transporters.	PRESENT	CURATED	PRESENT
