suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
PP_0094	PP_0094	Q88RN5	Q88RN5_PSEPK	PP_0094	PP_0094	5'-nucleotidase (EC 3.1.3.5)	unreviewed	1.0	3.1.3.5	GO:0004713; GO:0005829; GO:0008253; GO:0046872	kegg:ppu00630	Glyoxylate and dicarboxylate metabolism	true	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/PP_0094	PRESENT	genes/PSEPK/PP_0094/PP_0094-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0094/PP_0094-deep-research-asta.md
katE	PP_0115	Q88RL4	Q88RL4_PSEPK	katE	katE PP_0115	Catalase (EC 1.11.1.6)	unreviewed	3.0	1.11.1.6	GO:0004096; GO:0005829; GO:0006979; GO:0020037; GO:0042744; GO:0046872	kegg:ppu04146	Peroxisome	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/katE	PRESENT	genes/PSEPK/katE/katE-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/katE/katE-deep-research-asta.md
glyA1	PP_0322	Q88R12	GLYA1_PSEPK	glyA1	glyA1 glyA-1 PP_0322	Serine hydroxymethyltransferase 1 (SHMT 1) (Serine methylase 1) (EC 2.1.2.1)	reviewed	3.0	2.1.2.1	GO:0004372; GO:0005829; GO:0019264; GO:0030170; GO:0035999	kegg:ppu04981	Folate transport and metabolism	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/glyA1	PRESENT	genes/PSEPK/glyA1/glyA1-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/glyA1/glyA1-deep-research-asta.md
purU-I	PP_0327	Q88R07	Q88R07_PSEPK	purU-I	purU-I purU PP_0327	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	unreviewed	2.0	3.5.1.10	GO:0006189; GO:0006730; GO:0008864	kegg:ppu00670	One carbon pool by folate	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/purU-I	PRESENT	genes/PSEPK/purU-I/purU-I-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/purU-I/purU-I-deep-research-asta.md
glcB	PP_0356	Q88QX8	MASZ_PSEPK	glcB	glcB PP_0356	Malate synthase G (EC 2.3.3.9)	reviewed	3.0	2.3.3.9	GO:0000287; GO:0004474; GO:0005829; GO:0006097; GO:0006099; GO:0009436	kegg:ppu00620	Pyruvate metabolism	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/glcB	PRESENT	genes/PSEPK/glcB/glcB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/glcB/glcB-deep-research-asta.md
PP_0416	PP_0416	Q88QS2	GPH_PSEPK	PP_0416	PP_0416	Phosphoglycolate phosphatase (PGP) (PGPase) (EC 3.1.3.18)	reviewed	3.0	3.1.3.18	GO:0005829; GO:0005975; GO:0006281; GO:0008967; GO:0046295; GO:0046872	kegg:ppu00630	Glyoxylate and dicarboxylate metabolism	true	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/PP_0416	PRESENT	genes/PSEPK/PP_0416/PP_0416-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0416/PP_0416-deep-research-asta.md
katA	PP_0481	Q88QK9	Q88QK9_PSEPK	katA	katA PP_0481	Catalase (EC 1.11.1.6)	unreviewed	3.0	1.11.1.6	GO:0004096; GO:0005737; GO:0020037; GO:0042542; GO:0042744; GO:0046872	kegg:ppu04146	Peroxisome	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/katA	PRESENT	genes/PSEPK/katA/katA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/katA/katA-deep-research-asta.md
fdoG	PP_0489	A0A140FVZ1	A0A140FVZ1_PSEPK	fdoG	fdoG PP_0489	Formate dehydrogenase-O major subunit (EC 1.2.1.2)	unreviewed	2.0	1.2.1.2	GO:0008863; GO:0009055; GO:0009061; GO:0030151; GO:0042597; GO:0043546; GO:0047111; GO:0051539	kegg:ppu00680	Methane metabolism	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/fdoG	PRESENT	genes/PSEPK/fdoG/fdoG-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/fdoG/fdoG-deep-research-asta.md
fdoH	PP_0490	Q88QK1	Q88QK1_PSEPK	fdoH	fdoH PP_0490	Formate dehydrogenase iron-sulfur subunit	unreviewed	2.0		GO:0005886; GO:0015944; GO:0016491; GO:0045333; GO:0046872; GO:0051539	kegg:ppu00680	Methane metabolism	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/fdoH	PRESENT	genes/PSEPK/fdoH/fdoH-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/fdoH/fdoH-deep-research-asta.md
fdoI	PP_0491	Q88QK0	Q88QK0_PSEPK	fdoI	fdoI PP_0491	Formate dehydrogenase-O, gamma subunit (EC 1.2.1.2)	unreviewed	2.0	1.2.1.2	GO:0005886; GO:0008863; GO:0009055; GO:0009061; GO:0009326; GO:0015944; GO:0022904; GO:0036397; GO:0046872	kegg:ppu00680	Methane metabolism	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/fdoI	PRESENT	genes/PSEPK/fdoI/fdoI-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/fdoI/fdoI-deep-research-asta.md
PP_0582	PP_0582	Q88QB2	Q88QB2_PSEPK	PP_0582	PP_0582	Thiolase family protein	unreviewed	1.0		GO:0003988; GO:0005829	kegg:ppu00900	Terpenoid backbone biosynthesis	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/PP_0582	PRESENT	genes/PSEPK/PP_0582/PP_0582-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0582/PP_0582-deep-research-asta.md
mdh	PP_0654	Q88Q44	MDH_PSEPK	mdh	mdh PP_0654	Probable malate dehydrogenase (EC 1.1.1.37)	reviewed	2.0	1.1.1.37	GO:0004459; GO:0006089; GO:0006099; GO:0030060	kegg:ppu00566	Sulfoquinovose metabolism	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/mdh	PRESENT	genes/PSEPK/mdh/mdh-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/mdh/mdh-deep-research-asta.md
glyA2	PP_0671	Q88Q27	GLYA2_PSEPK	glyA2	glyA2 glyA-2 PP_0671	Serine hydroxymethyltransferase 2 (SHMT 2) (Serine methylase 2) (EC 2.1.2.1)	reviewed	3.0	2.1.2.1	GO:0004372; GO:0005829; GO:0019264; GO:0030170; GO:0035999	kegg:ppu04981	Folate transport and metabolism	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/glyA2	PRESENT	genes/PSEPK/glyA2/glyA2-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/glyA2/glyA2-deep-research-asta.md
hprA	PP_0762	Q88PT6	Q88PT6_PSEPK	hprA	hprA PP_0762	Glycerate dehydrogenase	unreviewed	1.0		GO:0016616; GO:0051287	kegg:ppu00680	Methane metabolism	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/hprA	PRESENT	genes/PSEPK/hprA/hprA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/hprA/hprA-deep-research-asta.md
gcvT-I	PP_0986	Q88P67	Q88P67_PSEPK	gcvT-I	gcvT-I PP_0986	aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	unreviewed	2.0	2.1.2.10	GO:0004047; GO:0005960; GO:0006546; GO:0008483	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/gcvT-I	PRESENT	genes/PSEPK/gcvT-I/gcvT-I-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/gcvT-I/gcvT-I-deep-research-asta.md
gcvP1	PP_0988	Q88P65	GCSP1_PSEPK	gcvP1	gcvP1 gcvP-1 PP_0988	Glycine dehydrogenase (decarboxylating) 1 (EC 1.4.4.2) (Glycine cleavage system P-protein 1) (Glycine decarboxylase 1) (Glycine dehydrogenase (aminomethyl-transferring) 1)	reviewed	3.0	1.4.4.2	GO:0004375; GO:0005829; GO:0005960; GO:0016594; GO:0019464; GO:0030170	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/gcvP1	PRESENT	genes/PSEPK/gcvP1/gcvP1-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/gcvP1/gcvP1-deep-research-asta.md
gcvH1	PP_0989	Q88P64	GCSH1_PSEPK	gcvH1	gcvH1 gcvH-1 PP_0989	Glycine cleavage system H protein 1	reviewed	2.0		GO:0005829; GO:0005960; GO:0009249; GO:0019464	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/gcvH1	PRESENT	genes/PSEPK/gcvH1/gcvH1-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/gcvH1/gcvH1-deep-research-asta.md
eda	PP_1024	Q88P29	Q88P29_PSEPK	eda	eda PP_1024	2-dehydro-3-deoxy-phosphogluconate aldolase (EC 4.1.2.14)	unreviewed	2.0	4.1.2.14	GO:0008675	kegg:ppu00030	Pentose phosphate pathway	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/eda	PRESENT	genes/PSEPK/eda/eda-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/eda/eda-deep-research-asta.md
ghrB	PP_1261	Q88NF1	Q88NF1_PSEPK	ghrB	ghrB PP_1261	2-ketoaldonate reductase / hydroxypyruvate/glyoxylate reductase (EC 1.1.1.215, EC 1.1.1.79, EC 1.1.1.81)	unreviewed	2.0	1.1.1.215; 1.1.1.79; 1.1.1.81	GO:0005829; GO:0008873; GO:0016618; GO:0030267; GO:0051287	kegg:ppu00030	Pentose phosphate pathway	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/ghrB	PRESENT	genes/PSEPK/ghrB/ghrB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/ghrB/ghrB-deep-research-asta.md
purU-II	PP_1367	Q88N49	Q88N49_PSEPK	purU-II	purU-II purU PP_1367	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	unreviewed	2.0	3.5.1.10	GO:0006189; GO:0006730; GO:0008864	kegg:ppu00670	One carbon pool by folate	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/purU-II	PRESENT	genes/PSEPK/purU-II/purU-II-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/purU-II/purU-II-deep-research-asta.md
PP_1907	PP_1907	Q88LM3	Q88LM3_PSEPK	PP_1907	PP_1907	Hydrolase, haloacid dehalogenase-like family	unreviewed	1.0		GO:0005829; GO:0006281; GO:0008967; GO:0046872	kegg:ppu00630	Glyoxylate and dicarboxylate metabolism	true	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/PP_1907	PRESENT	genes/PSEPK/PP_1907/PP_1907-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_1907/PP_1907-deep-research-asta.md
purU-III	PP_1943	Q88LI9	Q88LI9_PSEPK	purU-III	purU-III purU PP_1943	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	unreviewed	2.0	3.5.1.10	GO:0006189; GO:0006730; GO:0008864	kegg:ppu00670	One carbon pool by folate	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/purU-III	PRESENT	genes/PSEPK/purU-III/purU-III-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/purU-III/purU-III-deep-research-asta.md
acnA-I	PP_2112	Q88L24	Q88L24_PSEPK	acnA-I	acnA-I PP_2112	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	unreviewed	2.0	4.2.1.3	GO:0003723; GO:0003994; GO:0006099; GO:0046872; GO:0051539	kegg:ppu00020	Citrate cycle (TCA cycle)	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/acnA-I	PRESENT	genes/PSEPK/acnA-I/acnA-I-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/acnA-I/acnA-I-deep-research-asta.md
puuA-I	PP_2178	Q88KW1	Q88KW1_PSEPK	puuA-I	puuA-I PP_2178	Glutamate-putrescine ligase (EC 6.3.1.11)	unreviewed	1.0	6.3.1.11	GO:0004356; GO:0006542; GO:0006598; GO:0034024	kegg:ppu00910	Nitrogen metabolism	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/puuA-I	PRESENT	genes/PSEPK/puuA-I/puuA-I-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/puuA-I/puuA-I-deep-research-asta.md
PP_2183	PP_2183	Q88KV6	Q88KV6_PSEPK	PP_2183	PP_2183	NADH-quinone oxidoreductase subunit E (NADH dehydrogenase I subunit E) (NDH-1 subunit E)	unreviewed	2.0		GO:0016491; GO:0046872; GO:0051537	kegg:ppu00680	Methane metabolism	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/Q88KV6	PRESENT	genes/PSEPK/Q88KV6/Q88KV6-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/Q88KV6/Q88KV6-deep-research-asta.md
PP_2184	PP_2184	Q88KV5	Q88KV5_PSEPK	PP_2184	PP_2184	NADH-quinone oxidoreductase subunit F (NADH dehydrogenase I subunit F) (NDH-1 subunit F)	unreviewed	2.0		GO:0008137; GO:0010181; GO:0046872; GO:0051539	kegg:ppu00680	Methane metabolism	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/PP_2184	PRESENT	genes/PSEPK/PP_2184/PP_2184-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_2184/PP_2184-deep-research-asta.md
PP_2185	PP_2185	Q88KV4	Q88KV4_PSEPK	PP_2185	PP_2185	Formate dehydrogenase, alpha subunit	unreviewed	2.0		GO:0003954; GO:0008863; GO:0015942; GO:0016020; GO:0022904; GO:0043546; GO:0046872; GO:0051537; GO:0051539; GO:1990204	kegg:ppu00680	Methane metabolism	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/Q88KV4	PRESENT	genes/PSEPK/Q88KV4/Q88KV4-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/Q88KV4/Q88KV4-deep-research-asta.md
PP_2186	PP_2186	Q88KV3	Q88KV3_PSEPK	PP_2186	PP_2186	Formate dehydrogenase, delta subunit	unreviewed	1.0			kegg:ppu00680	Methane metabolism	false	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	genes/PSEPK/PP_2186	PRESENT	genes/PSEPK/PP_2186/PP_2186-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_2186/PP_2186-deep-research-asta.md
