suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
yrfG	PP_0259	Q88R75	Q88R75_PSEPK	yrfG	yrfG PP_0259	Purine nucleotidase (EC 3.1.3.5)	unreviewed	1.0	3.1.3.5	GO:0005829; GO:0006281; GO:0008253; GO:0008967; GO:0046872	kegg:ppu00230	Purine metabolism	true	KEGG	ppu00230	Purine metabolism	genes/PSEPK/yrfG	PRESENT	genes/PSEPK/yrfG/yrfG-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/yrfG/yrfG-deep-research-asta.md
nudE	PP_0260	Q88R74	Q88R74_PSEPK	nudE	nudE PP_0260	ADP-sugar pyrophosphorylase (EC 3.6.1.21)	unreviewed	1.0	3.6.1.21	GO:0005829; GO:0006753; GO:0019144; GO:0019693	kegg:ppu00230	Purine metabolism	true	KEGG	ppu00230	Purine metabolism	genes/PSEPK/nudE	PRESENT	genes/PSEPK/nudE/nudE-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/nudE/nudE-deep-research-asta.md
apaH	PP_0399	Q88QT8	APAH_PSEPK	apaH	apaH PP_0399	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical (EC 3.6.1.41) (Ap4A hydrolase) (Diadenosine 5',5'''-P1,P4-tetraphosphate pyrophosphohydrolase) (Diadenosine tetraphosphatase)	reviewed	2.0	3.6.1.41	GO:0008803	kegg:ppu00230	Purine metabolism	true	KEGG	ppu00230	Purine metabolism	genes/PSEPK/apaH	PRESENT	genes/PSEPK/apaH/apaH-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/apaH/apaH-deep-research-asta.md
PP_0591	PP_0591	Q88QA3	ADE_PSEPK	PP_0591	PP_0591	Adenine deaminase (ADE) (EC 3.5.4.2) (Adenine aminohydrolase) (AAH)	reviewed	3.0	3.5.4.2	GO:0000034; GO:0005829; GO:0006146; GO:0008270; GO:0009117; GO:0043103	kegg:ppu00230	Purine metabolism	true	KEGG	ppu00230	Purine metabolism	genes/PSEPK/PP_0591	PRESENT	genes/PSEPK/PP_0591/PP_0591-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0591/PP_0591-deep-research-asta.md
yfiH	PP_0624	Q88Q72	Q88Q72_PSEPK	yfiH	yfiH PP_0624	Purine nucleoside phosphorylase	unreviewed	2.0		GO:0005507; GO:0016787; GO:0017061	kegg:ppu00270	Cysteine and methionine metabolism	false	KEGG	ppu00230	Purine metabolism	genes/PSEPK/yfiH	PRESENT	genes/PSEPK/yfiH/yfiH-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/yfiH/yfiH-deep-research-asta.md
prs	PP_0722	Q88PX6	KPRS_PSEPK	prs	prs prsA PP_0722	Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate synthase) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase)	reviewed	4.0	2.7.6.1	GO:0000287; GO:0002189; GO:0004749; GO:0005524; GO:0005737; GO:0006015; GO:0006164; GO:0009156; GO:0016301	kegg:ppu00030	Pentose phosphate pathway	false	KEGG	ppu00230	Purine metabolism	genes/PSEPK/prs	PRESENT	genes/PSEPK/prs/prs-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/prs/prs-deep-research-asta.md
PP_0747	PP_0747	Q88PV1	Q88PV1_PSEPK	PP_0747	PP_0747	Hypoxanthine-guanine phosphoribosyltransferase	unreviewed	2.0		GO:0000287; GO:0004422; GO:0005829; GO:0006178; GO:0032263; GO:0032264; GO:0046100	kegg:ppu00230	Purine metabolism	true	KEGG	ppu00230	Purine metabolism	genes/PSEPK/PP_0747	PRESENT	genes/PSEPK/PP_0747/PP_0747-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0747/PP_0747-deep-research-asta.md
ndk	PP_0849	Q88PK1	NDK_PSEPK	ndk	ndk PP_0849	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	reviewed	3.0	2.7.4.6	GO:0004550; GO:0005524; GO:0005737; GO:0006183; GO:0006228; GO:0006241; GO:0046872	kegg:ppu00240	Pyrimidine metabolism	false	KEGG	ppu00230	Purine metabolism	genes/PSEPK/ndk	PRESENT	genes/PSEPK/ndk/ndk-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/ndk/ndk-deep-research-asta.md
arcC	PP_0999	Q88P54	Q88P54_PSEPK	arcC	arcC PP_0999	Carbamate kinase	unreviewed	1.0		GO:0005829; GO:0008804; GO:0019546	kegg:ppu00910	Nitrogen metabolism	false	KEGG	ppu00230	Purine metabolism	genes/PSEPK/arcC	PRESENT	genes/PSEPK/arcC/arcC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/arcC/arcC-deep-research-asta.md
guaB	PP_1031	Q88P22	Q88P22_PSEPK	guaB	guaB PP_1031	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	unreviewed	3.0	1.1.1.205	GO:0000166; GO:0003938; GO:0006177; GO:0006183; GO:0046872	kegg:ppu00230	Purine metabolism	true	KEGG	ppu00230	Purine metabolism	genes/PSEPK/guaB	PRESENT	genes/PSEPK/guaB/guaB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/guaB/guaB-deep-research-asta.md
guaA	PP_1032	Q88P21	GUAA_PSEPK	guaA	guaA PP_1032	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	reviewed	3.0	6.3.5.2	GO:0003921; GO:0005524; GO:0005829	kegg:ppu00230	Purine metabolism	true	KEGG	ppu00230	Purine metabolism	genes/PSEPK/guaA	PRESENT	genes/PSEPK/guaA/guaA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/guaA/guaA-deep-research-asta.md
purL	PP_1037	Q88P16	PUR4_PSEPK	purL	purL PP_1037	Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT)	reviewed	3.0	6.3.5.3	GO:0004642; GO:0005524; GO:0005737; GO:0006189; GO:0046872	kegg:ppu00230	Purine metabolism	true	KEGG	ppu00230	Purine metabolism	genes/PSEPK/purL	PRESENT	genes/PSEPK/purL/purL-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/purL/purL-deep-research-asta.md
nrdB	PP_1177	Q88NN0	Q88NN0_PSEPK	nrdB	nrdB PP_1177	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1)	unreviewed	2.0	1.17.4.1	GO:0004748; GO:0009263; GO:0046872	kegg:ppu00240	Pyrimidine metabolism	false	KEGG	ppu00230	Purine metabolism	genes/PSEPK/nrdB	PRESENT	genes/PSEPK/nrdB/nrdB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/nrdB/nrdB-deep-research-asta.md
