gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
osmC	PP_0089	Q88RP0	Stress-induced peroxiredoxin, lipoyl-dependent peroxidase		GO:0004601; GO:0006979	IPR015946;IPR003718;IPR036102;IPR052707;IPR019904;	PF02566;	Oxidoreductase;Peroxidase;Reference proteome	peroxide_peroxiredoxin_detoxification	Peroxide and peroxiredoxin detoxification	oxidative_stress_peroxide_detoxification_boundary	COMPLETED_SUBMODULE	CURATED	OsmC/Ohr/AhpC/Tpx/TsaA/Bcp-family peroxidases plus cytochrome-c, DyP, and non-heme chloroperoxidase candidates. Curate as bacterial peroxide and hydroperoxide detoxification, not peroxisome organelle biology.	PRESENT	CURATED	PRESENT
PP_0235	PP_0235	Q88R98	Peroxidase		GO:0005829; GO:0045454; GO:0051920	IPR000866;IPR024706;IPR019479;IPR045020;IPR036249;IPR013766;	PF10417;PF00578;	Antioxidant;Oxidoreductase;Peroxidase;Redox-active center;Reference proteome	peroxide_peroxiredoxin_detoxification	Peroxide and peroxiredoxin detoxification	oxidative_stress_peroxide_detoxification_boundary	COMPLETED_SUBMODULE	CURATED	OsmC/Ohr/AhpC/Tpx/TsaA/Bcp-family peroxidases plus cytochrome-c, DyP, and non-heme chloroperoxidase candidates. Curate as bacterial peroxide and hydroperoxide detoxification, not peroxisome organelle biology.	PRESENT	CURATED	PRESENT
PP_0335	PP_0335	Q88QZ9	Glutathione S-transferase family protein		GO:0005737	IPR036282;IPR004045;IPR050983;IPR036249;	PF13410;PF13417;	Reference proteome	glutathione_thiol_detoxification	Glutathione, thiol, and conjugation detoxification	glutathione_metabolism_boundary	COMPLETED_REUSE_EXISTING	CURATED	GST-family proteins, glutathione-dependent thiol reductase, formaldehyde dehydrogenase, and methionine-derivative detoxification candidates. Reuse the glutathione boundary where the function is genuinely glutathione-linked; keep generic GST-family spillovers conservative.	PRESENT	CURATED	PRESENT
srkA	PP_0359	Q88QX5	Stress response kinase A (EC 2.7.11.1) (Serine/threonine-protein kinase SrkA)	2.7.11.1	GO:0000287; GO:0004674; GO:0005524; GO:0005737; GO:0106310	IPR002575;IPR011009;IPR032882;	PF01636;	ATP-binding;Cytoplasm;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Phosphoprotein;Reference proteome;Serine/threonine-protein kinase;Stress response;Transferase	stress_regulatory_or_misc_spillovers	Stress regulatory and miscellaneous spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	Stress-response kinase, Dps, phenylacetate thioesterase detoxification, bleomycin resistance, OxyR regulation, and low-information stress-induced proteins. Curate with gene-specific restraint rather than forcing a single pathway.	PRESENT	CURATED	PRESENT
tsaA	PP_1084	Q88NW9	Thioredoxin peroxidase		GO:0005829; GO:0006979; GO:0008379; GO:0033554; GO:0042744; GO:0042802; GO:0045454	IPR000866;IPR050217;IPR024706;IPR019479;IPR036249;IPR013766;	PF10417;PF00578;	Disulfide bond;Oxidoreductase;Peroxidase;Redox-active center;Reference proteome	peroxide_peroxiredoxin_detoxification	Peroxide and peroxiredoxin detoxification	oxidative_stress_peroxide_detoxification_boundary	COMPLETED_SUBMODULE	CURATED	OsmC/Ohr/AhpC/Tpx/TsaA/Bcp-family peroxidases plus cytochrome-c, DyP, and non-heme chloroperoxidase candidates. Curate as bacterial peroxide and hydroperoxide detoxification, not peroxisome organelle biology.	PRESENT	CURATED	PRESENT
capB	PP_1099	Q88NV5	Cold shock protein CapB		GO:0003677; GO:0005829; GO:0006351	IPR012156;IPR011129;IPR019844;IPR002059;IPR012340;	PF00313;	Activator;Cytoplasm;DNA-binding;Reference proteome;Transcription;Transcription regulation	cold_heat_shock_chaperone_spillovers	Cold/heat shock and small chaperone spillovers	integrated_stress_response_boundary	COMPLETED_REUSE_EXISTING	CURATED	Cold-shock proteins and Hsp20/small heat-shock proteins. Reuse the bacterial stress/proteostasis boundary where appropriate, while keeping cold-shock RNA-binding and Hsp20 chaperone biology distinct.	PRESENT	CURATED	PRESENT
dps	PP_1210	Q88NJ7	DNA-binding stress protein (EC 1.16.3.1)	1.16.3.1	GO:0003677; GO:0004322; GO:0008199	IPR002177;IPR023188;IPR012347;IPR009078;IPR008331;	PF00210;	DNA-binding;Oxidoreductase;Reference proteome	stress_regulatory_or_misc_spillovers	Stress regulatory and miscellaneous spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	Stress-response kinase, Dps, phenylacetate thioesterase detoxification, bleomycin resistance, OxyR regulation, and low-information stress-induced proteins. Curate with gene-specific restraint rather than forcing a single pathway.	PRESENT	CURATED	PRESENT
PP_1235	PP_1235	Q88NH4	thioredoxin-dependent peroxiredoxin (EC 1.11.1.24) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin Bcp)	1.11.1.24	GO:0005737; GO:0008379; GO:0034599; GO:0045454	IPR000866;IPR024706;IPR050924;IPR036249;IPR013766;	PF00578;	Antioxidant;Disulfide bond;Oxidoreductase;Peroxidase;Redox-active center;Reference proteome	peroxide_peroxiredoxin_detoxification	Peroxide and peroxiredoxin detoxification	oxidative_stress_peroxide_detoxification_boundary	COMPLETED_SUBMODULE	CURATED	OsmC/Ohr/AhpC/Tpx/TsaA/Bcp-family peroxidases plus cytochrome-c, DyP, and non-heme chloroperoxidase candidates. Curate as bacterial peroxide and hydroperoxide detoxification, not peroxisome organelle biology.	PRESENT	CURATED	PRESENT
PP_1269	PP_1269	Q88NE3	Universal stress protein family			IPR014729;IPR006015;IPR006016;	PF00582;	Reference proteome	universal_stress_proteins	Universal stress protein candidates	universal_stress_protein_boundary	COMPLETED_SUBMODULE	CURATED	USP-domain proteins with weak pathway specificity. First-pass curation should separate ATP-binding USP proteins from low-information stress protein candidates and avoid assigning specific stress responses without direct evidence.	PRESENT	CURATED	PRESENT
cspA-I	PP_1522	Q88MP8	Major cold shock protein		GO:0003676; GO:0005829	IPR012156;IPR050181;IPR011129;IPR019844;IPR002059;IPR012340;	PF00313;	Cytoplasm;Reference proteome	cold_heat_shock_chaperone_spillovers	Cold/heat shock and small chaperone spillovers	integrated_stress_response_boundary	COMPLETED_REUSE_EXISTING	CURATED	Cold-shock proteins and Hsp20/small heat-shock proteins. Reuse the bacterial stress/proteostasis boundary where appropriate, while keeping cold-shock RNA-binding and Hsp20 chaperone biology distinct.	PRESENT	CURATED	PRESENT
yffB	PP_1531	Q88MP0	Glutathione-dependent thiol reductase			IPR006660;IPR036249;IPR006504;	PF03960;	Reference proteome	glutathione_thiol_detoxification	Glutathione, thiol, and conjugation detoxification	glutathione_metabolism_boundary	COMPLETED_REUSE_EXISTING	CURATED	GST-family proteins, glutathione-dependent thiol reductase, formaldehyde dehydrogenase, and methionine-derivative detoxification candidates. Reuse the glutathione boundary where the function is genuinely glutathione-linked; keep generic GST-family spillovers conservative.	PRESENT	CURATED	PRESENT
ohr	PP_1859	Q88LR9	Organic hydroperoxide resistance protein		GO:0006979	IPR015946;IPR019953;IPR003718;IPR036102;	PF02566;	Reference proteome	peroxide_peroxiredoxin_detoxification	Peroxide and peroxiredoxin detoxification	oxidative_stress_peroxide_detoxification_boundary	COMPLETED_SUBMODULE	CURATED	OsmC/Ohr/AhpC/Tpx/TsaA/Bcp-family peroxidases plus cytochrome-c, DyP, and non-heme chloroperoxidase candidates. Curate as bacterial peroxide and hydroperoxide detoxification, not peroxisome organelle biology.	PRESENT	CURATED	PRESENT
