gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
amiD	PP_0130	Q88RJ9	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	3.5.1.28	GO:0008745; GO:0009253; GO:0009254; GO:0019867; GO:0071555	IPR036505;IPR002502;IPR051206;IPR002477;IPR036365;IPR036366;	PF01510;PF01471;	Cell wall biogenesis/degradation;Hydrolase;Reference proteome	peptidoglycan_turnover_remodeling_candidates	Peptidoglycan turnover and remodeling candidates	peptidoglycan_biosynthesis	EXISTING_OR_REUSE	CURATED	Murein amidases, lytic transglycosylases, endopeptidase/PBP-like enzymes, and peptidoglycan-binding/remodeling candidates; all 11 are first-pass curated and represented in the peptidoglycan biosynthesis/remodeling module.	PRESENT	CURATED	PRESENT
ampD	PP_0789	Q88PQ9	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)	3.5.1.28	GO:0005737; GO:0008745; GO:0009253; GO:0009254; GO:0046872; GO:0071555	IPR036505;IPR002502;IPR051206;	PF01510;	Cell wall biogenesis/degradation;Cytoplasm;Hydrolase;Metal-binding;Reference proteome;Zinc	peptidoglycan_turnover_remodeling_candidates	Peptidoglycan turnover and remodeling candidates	peptidoglycan_biosynthesis	EXISTING_OR_REUSE	CURATED	Murein amidases, lytic transglycosylases, endopeptidase/PBP-like enzymes, and peptidoglycan-binding/remodeling candidates; all 11 are first-pass curated and represented in the peptidoglycan biosynthesis/remodeling module.	PRESENT	CURATED	PRESENT
rlpA__Q88PC1	PP_0929	Q88PC1	Endolytic peptidoglycan transglycosylase RlpA (EC 4.2.2.-)	4.2.2.-	GO:0000270; GO:0005886; GO:0008932; GO:0071555	IPR034718;IPR009009;IPR036908;IPR012997;	PF03330;	Cell membrane;Cell wall biogenesis/degradation;Lipoprotein;Lyase;Membrane;Palmitate;Reference proteome	peptidoglycan_turnover_remodeling_candidates	Peptidoglycan turnover and remodeling candidates	peptidoglycan_biosynthesis	EXISTING_OR_REUSE	CURATED	Murein amidases, lytic transglycosylases, endopeptidase/PBP-like enzymes, and peptidoglycan-binding/remodeling candidates; all 11 are first-pass curated and represented in the peptidoglycan biosynthesis/remodeling module.	PRESENT	CURATED	PRESENT
mltF	PP_1036	Q88P17	Membrane-bound lytic murein transglycosylase F (EC 4.2.2.n1) (Murein lyase F)	4.2.2.n1	GO:0008933; GO:0009253; GO:0009279; GO:0016998; GO:0071555	IPR023346;IPR023703;IPR001638;IPR000189;IPR008258;	PF00497;PF01464;	Cell outer membrane;Cell wall biogenesis/degradation;Lyase;Membrane;Reference proteome;Signal	peptidoglycan_turnover_remodeling_candidates	Peptidoglycan turnover and remodeling candidates	peptidoglycan_biosynthesis	EXISTING_OR_REUSE	CURATED	Murein amidases, lytic transglycosylases, endopeptidase/PBP-like enzymes, and peptidoglycan-binding/remodeling candidates; all 11 are first-pass curated and represented in the peptidoglycan biosynthesis/remodeling module.	PRESENT	CURATED	PRESENT
PP_1325	PP_1325	Q88N87	Lipoprotein		GO:0008360; GO:0009252; GO:0030234; GO:0031241	IPR007443;IPR028082;IPR011990;	PF04348;	Cell outer membrane;Cell shape;Lipoprotein;Membrane;Palmitate;Peptidoglycan synthesis;Reference proteome;Signal	peptidoglycan_turnover_remodeling_candidates	Peptidoglycan turnover and remodeling candidates	peptidoglycan_biosynthesis	EXISTING_OR_REUSE	CURATED	Murein amidases, lytic transglycosylases, endopeptidase/PBP-like enzymes, and peptidoglycan-binding/remodeling candidates; all 11 are first-pass curated and represented in the peptidoglycan biosynthesis/remodeling module.	PRESENT	CURATED	PRESENT
PP_2147	PP_2147	Q88KZ2	Peptidoglycan-binding protein CsiV			IPR021241;	PF10972;	Reference proteome;Signal	peptidoglycan_turnover_remodeling_candidates	Peptidoglycan turnover and remodeling candidates	peptidoglycan_biosynthesis	EXISTING_OR_REUSE	CURATED	Murein amidases, lytic transglycosylases, endopeptidase/PBP-like enzymes, and peptidoglycan-binding/remodeling candidates; all 11 are first-pass curated and represented in the peptidoglycan biosynthesis/remodeling module.	PRESENT	CURATED	PRESENT
PP_3562	PP_3562	Q88H03	Cell wall hydrolase SleB domain-containing protein		GO:0016787	IPR011105;IPR042047;	PF07486;	Reference proteome;Signal	peptidoglycan_turnover_remodeling_candidates	Peptidoglycan turnover and remodeling candidates	peptidoglycan_biosynthesis	EXISTING_OR_REUSE	CURATED	Murein amidases, lytic transglycosylases, endopeptidase/PBP-like enzymes, and peptidoglycan-binding/remodeling candidates; all 11 are first-pass curated and represented in the peptidoglycan biosynthesis/remodeling module.	PRESENT	CURATED	PRESENT
pbpG	PP_3794	Q88GD0	Periplasmic murein D-alanyl-D-alanine endopeptidase (EC 3.4.-.-)	3.4.-.-	GO:0006508; GO:0008360; GO:0009002; GO:0009252; GO:0071555	IPR012338;IPR018044;IPR001967;	PF00768;	Cell shape;Cell wall biogenesis/degradation;Hydrolase;Peptidoglycan synthesis;Reference proteome;Signal	peptidoglycan_turnover_remodeling_candidates	Peptidoglycan turnover and remodeling candidates	peptidoglycan_biosynthesis	EXISTING_OR_REUSE	CURATED	Murein amidases, lytic transglycosylases, endopeptidase/PBP-like enzymes, and peptidoglycan-binding/remodeling candidates; all 11 are first-pass curated and represented in the peptidoglycan biosynthesis/remodeling module.	PRESENT	CURATED	PRESENT
rlpA__Q88DM1	PP_4804	Q88DM1	Endolytic peptidoglycan transglycosylase RlpA (EC 4.2.2.-)	4.2.2.-	GO:0000270; GO:0005886; GO:0008932; GO:0009279; GO:0042834; GO:0071555	IPR034718;IPR009009;IPR036908;IPR012997;IPR007730;IPR036680;	PF03330;PF05036;	Cell membrane;Cell wall biogenesis/degradation;Lipoprotein;Lyase;Membrane;Palmitate;Reference proteome;Signal	peptidoglycan_turnover_remodeling_candidates	Peptidoglycan turnover and remodeling candidates	peptidoglycan_biosynthesis	EXISTING_OR_REUSE	CURATED	Murein amidases, lytic transglycosylases, endopeptidase/PBP-like enzymes, and peptidoglycan-binding/remodeling candidates; all 11 are first-pass curated and represented in the peptidoglycan biosynthesis/remodeling module.	PRESENT	CURATED	PRESENT
PP_4971	PP_4971	Q88D56	Membrane-bound lytic murein transglycosylase A (EC 4.2.2.n1) (Murein hydrolase A)	4.2.2.n1	GO:0004553; GO:0008933; GO:0009253; GO:0009254; GO:0019867; GO:0071555	IPR010611;IPR026044;IPR005300;IPR036908;	PF06725;PF03562;	Cell wall biogenesis/degradation;Lyase;Reference proteome	peptidoglycan_turnover_remodeling_candidates	Peptidoglycan turnover and remodeling candidates	peptidoglycan_biosynthesis	EXISTING_OR_REUSE	CURATED	Murein amidases, lytic transglycosylases, endopeptidase/PBP-like enzymes, and peptidoglycan-binding/remodeling candidates; all 11 are first-pass curated and represented in the peptidoglycan biosynthesis/remodeling module.	PRESENT	CURATED	PRESENT
