gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
osmC	PP_0089	Q88RP0	Stress-induced peroxiredoxin, lipoyl-dependent peroxidase		GO:0004601; GO:0006979	IPR015946;IPR003718;IPR036102;IPR052707;IPR019904;	PF02566;	Oxidoreductase;Peroxidase;Reference proteome	peroxide_peroxiredoxin_detoxification	Peroxide and peroxiredoxin detoxification	oxidative_stress_peroxide_detoxification_boundary	COMPLETED_SUBMODULE	CURATED	OsmC/Ohr/AhpC/Tpx/TsaA/Bcp-family peroxidases plus cytochrome-c, DyP, and non-heme chloroperoxidase candidates. Curate as bacterial peroxide and hydroperoxide detoxification, not peroxisome organelle biology.	PRESENT	CURATED	PRESENT
PP_0235	PP_0235	Q88R98	Peroxidase		GO:0005829; GO:0045454; GO:0051920	IPR000866;IPR024706;IPR019479;IPR045020;IPR036249;IPR013766;	PF10417;PF00578;	Antioxidant;Oxidoreductase;Peroxidase;Redox-active center;Reference proteome	peroxide_peroxiredoxin_detoxification	Peroxide and peroxiredoxin detoxification	oxidative_stress_peroxide_detoxification_boundary	COMPLETED_SUBMODULE	CURATED	OsmC/Ohr/AhpC/Tpx/TsaA/Bcp-family peroxidases plus cytochrome-c, DyP, and non-heme chloroperoxidase candidates. Curate as bacterial peroxide and hydroperoxide detoxification, not peroxisome organelle biology.	PRESENT	CURATED	PRESENT
tsaA	PP_1084	Q88NW9	Thioredoxin peroxidase		GO:0005829; GO:0006979; GO:0008379; GO:0033554; GO:0042744; GO:0042802; GO:0045454	IPR000866;IPR050217;IPR024706;IPR019479;IPR036249;IPR013766;	PF10417;PF00578;	Disulfide bond;Oxidoreductase;Peroxidase;Redox-active center;Reference proteome	peroxide_peroxiredoxin_detoxification	Peroxide and peroxiredoxin detoxification	oxidative_stress_peroxide_detoxification_boundary	COMPLETED_SUBMODULE	CURATED	OsmC/Ohr/AhpC/Tpx/TsaA/Bcp-family peroxidases plus cytochrome-c, DyP, and non-heme chloroperoxidase candidates. Curate as bacterial peroxide and hydroperoxide detoxification, not peroxisome organelle biology.	PRESENT	CURATED	PRESENT
PP_1235	PP_1235	Q88NH4	thioredoxin-dependent peroxiredoxin (EC 1.11.1.24) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin Bcp)	1.11.1.24	GO:0005737; GO:0008379; GO:0034599; GO:0045454	IPR000866;IPR024706;IPR050924;IPR036249;IPR013766;	PF00578;	Antioxidant;Disulfide bond;Oxidoreductase;Peroxidase;Redox-active center;Reference proteome	peroxide_peroxiredoxin_detoxification	Peroxide and peroxiredoxin detoxification	oxidative_stress_peroxide_detoxification_boundary	COMPLETED_SUBMODULE	CURATED	OsmC/Ohr/AhpC/Tpx/TsaA/Bcp-family peroxidases plus cytochrome-c, DyP, and non-heme chloroperoxidase candidates. Curate as bacterial peroxide and hydroperoxide detoxification, not peroxisome organelle biology.	PRESENT	CURATED	PRESENT
ohr	PP_1859	Q88LR9	Organic hydroperoxide resistance protein		GO:0006979	IPR015946;IPR019953;IPR003718;IPR036102;	PF02566;	Reference proteome	peroxide_peroxiredoxin_detoxification	Peroxide and peroxiredoxin detoxification	oxidative_stress_peroxide_detoxification_boundary	COMPLETED_SUBMODULE	CURATED	OsmC/Ohr/AhpC/Tpx/TsaA/Bcp-family peroxidases plus cytochrome-c, DyP, and non-heme chloroperoxidase candidates. Curate as bacterial peroxide and hydroperoxide detoxification, not peroxisome organelle biology.	PRESENT	CURATED	PRESENT
ahpC	PP_2439	Q88K52	Alkyl hydroperoxide reductase C (EC 1.11.1.26) (Peroxiredoxin) (Thioredoxin peroxidase)	1.11.1.26	GO:0005829; GO:0006979; GO:0008379; GO:0033554; GO:0042744; GO:0045454; GO:0102039	IPR017559;IPR000866;IPR050217;IPR024706;IPR019479;IPR036249;IPR013766;	PF10417;PF00578;	Antioxidant;Cytoplasm;Disulfide bond;Oxidoreductase;Peroxidase;Redox-active center;Reference proteome	peroxide_peroxiredoxin_detoxification	Peroxide and peroxiredoxin detoxification	oxidative_stress_peroxide_detoxification_boundary	COMPLETED_SUBMODULE	CURATED	OsmC/Ohr/AhpC/Tpx/TsaA/Bcp-family peroxidases plus cytochrome-c, DyP, and non-heme chloroperoxidase candidates. Curate as bacterial peroxide and hydroperoxide detoxification, not peroxisome organelle biology.	PRESENT	CURATED	PRESENT
PP_2943	PP_2943	Q88IQ6	Cytochrome c551 peroxidase		GO:0004130; GO:0009055; GO:0020037; GO:0042597; GO:0046872	IPR009056;IPR036909;IPR051395;IPR004852;IPR026259;	PF03150;	Heme;Iron;Metal-binding;Oxidoreductase;Periplasm;Peroxidase;Reference proteome;Signal	peroxide_peroxiredoxin_detoxification	Peroxide and peroxiredoxin detoxification	oxidative_stress_peroxide_detoxification_boundary	COMPLETED_SUBMODULE	CURATED	OsmC/Ohr/AhpC/Tpx/TsaA/Bcp-family peroxidases plus cytochrome-c, DyP, and non-heme chloroperoxidase candidates. Curate as bacterial peroxide and hydroperoxide detoxification, not peroxisome organelle biology.	PRESENT	CURATED	PRESENT
PP_3248	PP_3248	Q88HV5	Dyp-type peroxidase family protein		GO:0004601; GO:0005829; GO:0020037; GO:0046872	IPR011008;IPR048328;IPR006314;	PF20628;	3D-structure;Heme;Iron;Metal-binding;Oxidoreductase;Peroxidase;Reference proteome	peroxide_peroxiredoxin_detoxification	Peroxide and peroxiredoxin detoxification	oxidative_stress_peroxide_detoxification_boundary	COMPLETED_SUBMODULE	CURATED	OsmC/Ohr/AhpC/Tpx/TsaA/Bcp-family peroxidases plus cytochrome-c, DyP, and non-heme chloroperoxidase candidates. Curate as bacterial peroxide and hydroperoxide detoxification, not peroxisome organelle biology.	PRESENT	CURATED	PRESENT
tpx	PP_3587	Q88GY0	Thiol peroxidase (Tpx) (EC 1.11.1.24) (Peroxiredoxin tpx) (Prx) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin)	1.11.1.24	GO:0008379; GO:0034599	IPR013740;IPR036249;IPR013766;IPR002065;IPR018219;IPR050455;	PF08534;	Antioxidant;Disulfide bond;Oxidoreductase;Peroxidase;Redox-active center;Reference proteome	peroxide_peroxiredoxin_detoxification	Peroxide and peroxiredoxin detoxification	oxidative_stress_peroxide_detoxification_boundary	COMPLETED_SUBMODULE	CURATED	OsmC/Ohr/AhpC/Tpx/TsaA/Bcp-family peroxidases plus cytochrome-c, DyP, and non-heme chloroperoxidase candidates. Curate as bacterial peroxide and hydroperoxide detoxification, not peroxisome organelle biology.	PRESENT	CURATED	PRESENT
cpo	PP_4021	Q88FR2	Non-heme chloroperoxidase (EC 1.11.1.10)	1.11.1.10	GO:0016691	IPR050471;IPR000073;IPR029058;	PF00561;	Oxidoreductase;Peroxidase;Reference proteome	peroxide_peroxiredoxin_detoxification	Peroxide and peroxiredoxin detoxification	oxidative_stress_peroxide_detoxification_boundary	COMPLETED_SUBMODULE	CURATED	OsmC/Ohr/AhpC/Tpx/TsaA/Bcp-family peroxidases plus cytochrome-c, DyP, and non-heme chloroperoxidase candidates. Curate as bacterial peroxide and hydroperoxide detoxification, not peroxisome organelle biology.	PRESENT	CURATED	PRESENT
