suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
PP_0228	PP_0228	Q88RA5	Q88RA5_PSEPK	PP_0228	PP_0228	serine O-acetyltransferase (EC 2.3.1.30)	unreviewed	2.0	2.3.1.30	GO:0008652; GO:0009001	kegg:ppu00543	Exopolysaccharide biosynthesis	true	KEGG	ppu00543	Exopolysaccharide biosynthesis	genes/PSEPK/PP_0228	PRESENT	genes/PSEPK/PP_0228/PP_0228-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0228/PP_0228-deep-research-asta.md
cysE	PP_0840	Q88PL0	Q88PL0_PSEPK	cysE	cysE PP_0840	serine O-acetyltransferase (EC 2.3.1.30)	unreviewed	2.0	2.3.1.30	GO:0005737; GO:0006535; GO:0009001	kegg:ppu00543	Exopolysaccharide biosynthesis	true	KEGG	ppu00543	Exopolysaccharide biosynthesis	genes/PSEPK/cysE	PRESENT	genes/PSEPK/cysE/cysE-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/cysE/cysE-deep-research-asta.md
PP_1110	PP_1110	Q88NU4	Q88NU4_PSEPK	PP_1110	PP_1110	serine O-acetyltransferase (EC 2.3.1.30)	unreviewed	1.0	2.3.1.30	GO:0008652; GO:0009001	kegg:ppu00543	Exopolysaccharide biosynthesis	true	KEGG	ppu00543	Exopolysaccharide biosynthesis	genes/PSEPK/PP_1110	PRESENT	genes/PSEPK/PP_1110/PP_1110-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_1110/PP_1110-deep-research-asta.md
algF	PP_1278	Q88ND4	ALGF_PSEPK	algF	algF PP_1278	Alginate biosynthesis protein AlgF	reviewed	2.0		GO:0042121; GO:0042597	kegg:ppu00543	Exopolysaccharide biosynthesis	true	KEGG	ppu00543	Exopolysaccharide biosynthesis	genes/PSEPK/algF	PRESENT	genes/PSEPK/algF/algF-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/algF/algF-deep-research-asta.md
algJ	PP_1279	Q88ND3	ALGJ_PSEPK	algJ	algJ PP_1279	Probable alginate O-acetylase AlgJ (EC 2.3.1.-) (Alginate biosynthesis protein AlgJ)	reviewed	3.0	2.3.1.-	GO:0005886; GO:0016746; GO:0042121; GO:0042597	kegg:ppu00543	Exopolysaccharide biosynthesis	true	KEGG	ppu00543	Exopolysaccharide biosynthesis	genes/PSEPK/algJ	PRESENT	genes/PSEPK/algJ/algJ-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/algJ/algJ-deep-research-asta.md
algI	PP_1280	Q88ND2	ALGI_PSEPK	algI	algI PP_1280	Probable alginate O-acetylase AlgI (EC 2.3.1.-) (Alginate biosynthesis protein AlgI)	reviewed	2.0	2.3.1.-	GO:0005886; GO:0016746; GO:0042121	kegg:ppu00543	Exopolysaccharide biosynthesis	true	KEGG	ppu00543	Exopolysaccharide biosynthesis	genes/PSEPK/algI	PRESENT	genes/PSEPK/algI/algI-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/algI/algI-deep-research-asta.md
algX	PP_1282	Q88ND0	ALGX_PSEPK	algX	algX PP_1282	Alginate biosynthesis protein AlgX (Probable alginate O-acetyltransferase AlgX) (EC 2.3.1.-)	reviewed	3.0	2.3.1.-	GO:0016746; GO:0042121; GO:0042597	kegg:ppu00543	Exopolysaccharide biosynthesis	true	KEGG	ppu00543	Exopolysaccharide biosynthesis	genes/PSEPK/algX	PRESENT	genes/PSEPK/algX/algX-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/algX/algX-deep-research-asta.md
alg44	PP_1286	Q88NC6	ALG44_PSEPK	alg44	alg44 PP_1286	Alginate biosynthesis protein Alg44	reviewed	2.0		GO:0035438; GO:0042121; GO:0042597	kegg:ppu00543	Exopolysaccharide biosynthesis	true	KEGG	ppu00543	Exopolysaccharide biosynthesis	genes/PSEPK/alg44	PRESENT	genes/PSEPK/alg44/alg44-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/alg44/alg44-deep-research-asta.md
alg8	PP_1287	Q88NC5	ALG8_PSEPK	alg8	alg8 PP_1287	Glycosyltransferase alg8 (EC 2.4.-.-)	reviewed	2.0	2.4.-.-	GO:0005886; GO:0030213; GO:0042121; GO:0050501; GO:0085029	kegg:ppu00543	Exopolysaccharide biosynthesis	true	KEGG	ppu00543	Exopolysaccharide biosynthesis	genes/PSEPK/alg8	PRESENT	genes/PSEPK/alg8/alg8-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/alg8/alg8-deep-research-asta.md
PP_2124	PP_2124	Q88L13	Q88L13_PSEPK	PP_2124	PP_2124	Glycosyl transferase	unreviewed	1.0		GO:0009103; GO:0016757	kegg:ppu00543	Exopolysaccharide biosynthesis	true	KEGG	ppu00543	Exopolysaccharide biosynthesis	genes/PSEPK/PP_2124	PRESENT	genes/PSEPK/PP_2124/PP_2124-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_2124/PP_2124-deep-research-asta.md
PP_3136	PP_3136	Q88I65	Q88I65_PSEPK	PP_3136	PP_3136	Serine acetyltransferase (EC 2.3.1.30)	unreviewed	2.0	2.3.1.30	GO:0005737; GO:0006535; GO:0009001; GO:0009245; GO:0016020	kegg:ppu00543	Exopolysaccharide biosynthesis	true	KEGG	ppu00543	Exopolysaccharide biosynthesis	genes/PSEPK/PP_3136	PRESENT	genes/PSEPK/PP_3136/PP_3136-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_3136/PP_3136-deep-research-asta.md
