suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
gshA	PP_0243	Q88R90	GSH1_PSEPK	gshA	gshA PP_0243	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	reviewed	2.0	6.3.2.2	GO:0004357; GO:0005524; GO:0005829; GO:0006750; GO:0046872	kegg:ppu00340	Histidine metabolism	true	KEGG	ppu00340	Histidine metabolism	genes/PSEPK/gshA	MISSING		MISSING	MISSING
hisB	PP_0289	Q88R45	HIS7_PSEPK	hisB	hisB PP_0289	Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)	reviewed	2.0	4.2.1.19	GO:0000105; GO:0004424; GO:0005737	kegg:ppu00340	Histidine metabolism	true	KEGG	ppu00340	Histidine metabolism	genes/PSEPK/hisB	MISSING		MISSING	MISSING
hisH	PP_0290	Q88R44	HIS5_PSEPK	hisH	hisH PP_0290	Imidazole glycerol phosphate synthase subunit HisH (EC 4.3.2.10) (IGP synthase glutaminase subunit) (EC 3.5.1.2) (IGP synthase subunit HisH) (ImGP synthase subunit HisH) (IGPS subunit HisH)	reviewed	3.0	3.5.1.2; 4.3.2.10	GO:0000105; GO:0000107; GO:0004359; GO:0005737; GO:0016829	kegg:ppu00340	Histidine metabolism	true	KEGG	ppu00340	Histidine metabolism	genes/PSEPK/hisH	MISSING		MISSING	MISSING
hisA	PP_0292	Q88R42	HIS4_PSEPK	hisA	hisA PP_0292	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	reviewed	2.0	5.3.1.16	GO:0000105; GO:0000162; GO:0003949; GO:0005737	kegg:ppu00340	Histidine metabolism	true	KEGG	ppu00340	Histidine metabolism	genes/PSEPK/hisA	MISSING		MISSING	MISSING
hisF	PP_0293	Q88R41	HIS6_PSEPK	hisF	hisF PP_0293	Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF)	reviewed	3.0	4.3.2.10	GO:0000105; GO:0000107; GO:0005737; GO:0016829	kegg:ppu00340	Histidine metabolism	true	KEGG	ppu00340	Histidine metabolism	genes/PSEPK/hisF	MISSING		MISSING	MISSING
hisG	PP_0965	Q88P87	HIS1_PSEPK	hisG	hisG PP_0965	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	reviewed	2.0	2.4.2.17	GO:0000105; GO:0003879; GO:0005524; GO:0005737	kegg:ppu00340	Histidine metabolism	true	KEGG	ppu00340	Histidine metabolism	genes/PSEPK/hisG	MISSING		MISSING	MISSING
hisD	PP_0966	P59400	HISX_PSEPK	hisD	hisD PP_0966	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	reviewed	3.0	1.1.1.23	GO:0000105; GO:0004399; GO:0005829; GO:0008270; GO:0051287	kegg:ppu00340	Histidine metabolism	true	KEGG	ppu00340	Histidine metabolism	genes/PSEPK/hisD	PRESENT	genes/PSEPK/hisD/hisD-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/hisD/hisD-deep-research-asta.md
hisC	PP_0967	Q88P86	HIS8_PSEPK	hisC	hisC PP_0967	Histidinol-phosphate aminotransferase (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase)	reviewed	2.0	2.6.1.9	GO:0000105; GO:0004400; GO:0030170	kegg:ppu00401	Novobiocin biosynthesis	false	KEGG	ppu00340	Histidine metabolism	genes/PSEPK/hisC	PRESENT	genes/PSEPK/hisC/hisC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/hisC/hisC-deep-research-asta.md
PP_1721	PP_1721	Q88M53	Q88M53_PSEPK	PP_1721	PP_1721	Phosphoserine phosphatase (EC 3.1.3.-)	unreviewed	1.0	3.1.3.-	GO:0016787; GO:0046872	kegg:ppu00340	Histidine metabolism	true	KEGG	ppu00340	Histidine metabolism	genes/PSEPK/PP_1721	MISSING		MISSING	MISSING
PP_3157	PP_3157	Q88I44	Q88I44_PSEPK	PP_3157	PP_3157	Histidinol-phosphatase (EC 3.1.3.15)	unreviewed	2.0	3.1.3.15	GO:0000105; GO:0004401; GO:0046872	kegg:ppu00340	Histidine metabolism	true	KEGG	ppu00340	Histidine metabolism	genes/PSEPK/PP_3157	MISSING		MISSING	MISSING
