gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_0598	PP_0598	A0A140FVZ4	Paraquat-inducible protein A		GO:0005886	IPR007498;IPR051800;	PF04403;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	stress_resistance_membrane_spillovers	Stress-resistance membrane spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 20 stress-resistance membrane spillover genes. The existing stress/detoxification spillover module was extended with Pqi paraquat-response proteins, PP_1264 xenobiotic efflux context, TerB toxic-stress context, holin/phage release side nodes, CidA/CidB holin-regulator context, and unresolved VasX/CptA/ToxA toxin-domain membrane side nodes.	PRESENT	CURATED	PRESENT
PP_0599	PP_0599	Q88Q96	Paraquat-inducible protein B		GO:0005886	IPR003399;IPR051800;	PF02470;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	stress_resistance_membrane_spillovers	Stress-resistance membrane spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 20 stress-resistance membrane spillover genes. The existing stress/detoxification spillover module was extended with Pqi paraquat-response proteins, PP_1264 xenobiotic efflux context, TerB toxic-stress context, holin/phage release side nodes, CidA/CidB holin-regulator context, and unresolved VasX/CptA/ToxA toxin-domain membrane side nodes.	PRESENT	CURATED	PRESENT
PP_1264	PP_1264	Q88NE8	Fusaric acid resistance protein		GO:0005886; GO:0022857	IPR006726;	PF04632;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	stress_resistance_membrane_spillovers	Stress-resistance membrane spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 20 stress-resistance membrane spillover genes. The existing stress/detoxification spillover module was extended with Pqi paraquat-response proteins, PP_1264 xenobiotic efflux context, TerB toxic-stress context, holin/phage release side nodes, CidA/CidB holin-regulator context, and unresolved VasX/CptA/ToxA toxin-domain membrane side nodes.	PRESENT	CURATED	PRESENT
PP_1425	PP_1425	Q88MZ3	Toxin CptA			IPR009883;	PF07254;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	stress_resistance_membrane_spillovers	Stress-resistance membrane spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 20 stress-resistance membrane spillover genes. The existing stress/detoxification spillover module was extended with Pqi paraquat-response proteins, PP_1264 xenobiotic efflux context, TerB toxic-stress context, holin/phage release side nodes, CidA/CidB holin-regulator context, and unresolved VasX/CptA/ToxA toxin-domain membrane side nodes.	PRESENT	CURATED	PRESENT
PP_1487	PP_1487	Q88MT1	Tellurite resistance TerB family protein			IPR029024;IPR007486;	PF04391;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	stress_resistance_membrane_spillovers	Stress-resistance membrane spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 20 stress-resistance membrane spillover genes. The existing stress/detoxification spillover module was extended with Pqi paraquat-response proteins, PP_1264 xenobiotic efflux context, TerB toxic-stress context, holin/phage release side nodes, CidA/CidB holin-regulator context, and unresolved VasX/CptA/ToxA toxin-domain membrane side nodes.	PRESENT	CURATED	PRESENT
PP_1559	PP_1559	Q88ML2	Holin			IPR006481;	PF05106;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	stress_resistance_membrane_spillovers	Stress-resistance membrane spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 20 stress-resistance membrane spillover genes. The existing stress/detoxification spillover module was extended with Pqi paraquat-response proteins, PP_1264 xenobiotic efflux context, TerB toxic-stress context, holin/phage release side nodes, CidA/CidB holin-regulator context, and unresolved VasX/CptA/ToxA toxin-domain membrane side nodes.	PRESENT	CURATED	PRESENT
PP_1576	PP_1576	Q88MJ5	Immunity protein			IPR016410;	PF14373;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	stress_resistance_membrane_spillovers	Stress-resistance membrane spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 20 stress-resistance membrane spillover genes. The existing stress/detoxification spillover module was extended with Pqi paraquat-response proteins, PP_1264 xenobiotic efflux context, TerB toxic-stress context, holin/phage release side nodes, CidA/CidB holin-regulator context, and unresolved VasX/CptA/ToxA toxin-domain membrane side nodes.	PRESENT	CURATED	PRESENT
PP_2076	PP_2076	Q88L59	Toxin VasX N-terminal region domain-containing protein			IPR048126;IPR046864;	PF20249;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	stress_resistance_membrane_spillovers	Stress-resistance membrane spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 20 stress-resistance membrane spillover genes. The existing stress/detoxification spillover module was extended with Pqi paraquat-response proteins, PP_1264 xenobiotic efflux context, TerB toxic-stress context, holin/phage release side nodes, CidA/CidB holin-regulator context, and unresolved VasX/CptA/ToxA toxin-domain membrane side nodes.	PRESENT	CURATED	PRESENT
PP_2577	PP_2577	Q88JS2	Paraquat-inducible protein B (PqiB like)		GO:0005886	IPR003399;IPR051800;	PF02470;	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	stress_resistance_membrane_spillovers	Stress-resistance membrane spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 20 stress-resistance membrane spillover genes. The existing stress/detoxification spillover module was extended with Pqi paraquat-response proteins, PP_1264 xenobiotic efflux context, TerB toxic-stress context, holin/phage release side nodes, CidA/CidB holin-regulator context, and unresolved VasX/CptA/ToxA toxin-domain membrane side nodes.	PRESENT	CURATED	PRESENT
PP_2612	PP_2612	Q88JN7	Toxin VasX N-terminal region domain-containing protein			IPR048126;IPR046864;	PF20249;	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	stress_resistance_membrane_spillovers	Stress-resistance membrane spillovers	stress_detoxification_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 20 stress-resistance membrane spillover genes. The existing stress/detoxification spillover module was extended with Pqi paraquat-response proteins, PP_1264 xenobiotic efflux context, TerB toxic-stress context, holin/phage release side nodes, CidA/CidB holin-regulator context, and unresolved VasX/CptA/ToxA toxin-domain membrane side nodes.	PRESENT	CURATED	PRESENT
