suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
glyA1	PP_0322	Q88R12	GLYA1_PSEPK	glyA1	glyA1 glyA-1 PP_0322	Serine hydroxymethyltransferase 1 (SHMT 1) (Serine methylase 1) (EC 2.1.2.1)	reviewed	3.0	2.1.2.1	GO:0004372; GO:0005829; GO:0019264; GO:0030170; GO:0035999	kegg:ppu04981	Folate transport and metabolism	false	KEGG	ppu00670	One carbon pool by folate	genes/PSEPK/glyA1	PRESENT	genes/PSEPK/glyA1/glyA1-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/glyA1/glyA1-deep-research-asta.md
purU-I	PP_0327	Q88R07	Q88R07_PSEPK	purU-I	purU-I purU PP_0327	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	unreviewed	2.0	3.5.1.10	GO:0006189; GO:0006730; GO:0008864	kegg:ppu00670	One carbon pool by folate	true	KEGG	ppu00670	One carbon pool by folate	genes/PSEPK/purU-I	PRESENT	genes/PSEPK/purU-I/purU-I-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/purU-I/purU-I-deep-research-asta.md
glyA2	PP_0671	Q88Q27	GLYA2_PSEPK	glyA2	glyA2 glyA-2 PP_0671	Serine hydroxymethyltransferase 2 (SHMT 2) (Serine methylase 2) (EC 2.1.2.1)	reviewed	3.0	2.1.2.1	GO:0004372; GO:0005829; GO:0019264; GO:0030170; GO:0035999	kegg:ppu04981	Folate transport and metabolism	false	KEGG	ppu00670	One carbon pool by folate	genes/PSEPK/glyA2	PRESENT	genes/PSEPK/glyA2/glyA2-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/glyA2/glyA2-deep-research-asta.md
PP_0708	PP_0708	Q88PZ0	Q88PZ0_PSEPK	PP_0708	PP_0708	Betaine-aldehyde dehydrogenase	unreviewed	1.0		GO:0016620	kegg:ppu00670	One carbon pool by folate	true	KEGG	ppu00670	One carbon pool by folate	genes/PSEPK/PP_0708	PRESENT	genes/PSEPK/PP_0708/PP_0708-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0708/PP_0708-deep-research-asta.md
gcvT-I	PP_0986	Q88P67	Q88P67_PSEPK	gcvT-I	gcvT-I PP_0986	aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	unreviewed	2.0	2.1.2.10	GO:0004047; GO:0005960; GO:0006546; GO:0008483	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00670	One carbon pool by folate	genes/PSEPK/gcvT-I	PRESENT	genes/PSEPK/gcvT-I/gcvT-I-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/gcvT-I/gcvT-I-deep-research-asta.md
gcvP1	PP_0988	Q88P65	GCSP1_PSEPK	gcvP1	gcvP1 gcvP-1 PP_0988	Glycine dehydrogenase (decarboxylating) 1 (EC 1.4.4.2) (Glycine cleavage system P-protein 1) (Glycine decarboxylase 1) (Glycine dehydrogenase (aminomethyl-transferring) 1)	reviewed	3.0	1.4.4.2	GO:0004375; GO:0005829; GO:0005960; GO:0016594; GO:0019464; GO:0030170	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00670	One carbon pool by folate	genes/PSEPK/gcvP1	PRESENT	genes/PSEPK/gcvP1/gcvP1-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/gcvP1/gcvP1-deep-research-asta.md
gcvH1	PP_0989	Q88P64	GCSH1_PSEPK	gcvH1	gcvH1 gcvH-1 PP_0989	Glycine cleavage system H protein 1	reviewed	2.0		GO:0005829; GO:0005960; GO:0009249; GO:0019464	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00670	One carbon pool by folate	genes/PSEPK/gcvH1	PRESENT	genes/PSEPK/gcvH1/gcvH1-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/gcvH1/gcvH1-deep-research-asta.md
purU-II	PP_1367	Q88N49	Q88N49_PSEPK	purU-II	purU-II purU PP_1367	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	unreviewed	2.0	3.5.1.10	GO:0006189; GO:0006730; GO:0008864	kegg:ppu00670	One carbon pool by folate	true	KEGG	ppu00670	One carbon pool by folate	genes/PSEPK/purU-II	PRESENT	genes/PSEPK/purU-II/purU-II-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/purU-II/purU-II-deep-research-asta.md
purN	PP_1664	Q88MB0	Q88MB0_PSEPK	purN	purN PP_1664	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	unreviewed	3.0	2.1.2.2	GO:0004644; GO:0005829; GO:0006189	kegg:ppu00670	One carbon pool by folate	true	KEGG	ppu00670	One carbon pool by folate	genes/PSEPK/purN	PRESENT	genes/PSEPK/purN/purN-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/purN/purN-deep-research-asta.md
purU-III	PP_1943	Q88LI9	Q88LI9_PSEPK	purU-III	purU-III purU PP_1943	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	unreviewed	2.0	3.5.1.10	GO:0006189; GO:0006730; GO:0008864	kegg:ppu00670	One carbon pool by folate	true	KEGG	ppu00670	One carbon pool by folate	genes/PSEPK/purU-III	PRESENT	genes/PSEPK/purU-III/purU-III-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/purU-III/purU-III-deep-research-asta.md
folD1	PP_1945	Q88LI7	FOLD1_PSEPK	folD1	folD1 folD-1 PP_1945	Bifunctional protein FolD 1 [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	reviewed	3.0	1.5.1.5; 3.5.4.9	GO:0000105; GO:0004477; GO:0004488; GO:0005829; GO:0006164; GO:0009086; GO:0035999	kegg:ppu00670	One carbon pool by folate	true	KEGG	ppu00670	One carbon pool by folate	genes/PSEPK/folD1	PRESENT	genes/PSEPK/folD1/folD1-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/folD1/folD1-deep-research-asta.md
folD2	PP_2265	Q88KM5	FOLD2_PSEPK	folD2	folD2 folD-2 PP_2265	Bifunctional protein FolD 2 [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	reviewed	3.0	1.5.1.5; 3.5.4.9	GO:0000105; GO:0004477; GO:0004488; GO:0005829; GO:0006164; GO:0009086; GO:0035999	kegg:ppu00670	One carbon pool by folate	true	KEGG	ppu00670	One carbon pool by folate	genes/PSEPK/folD2	PRESENT	genes/PSEPK/folD2/folD2-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/folD2/folD2-deep-research-asta.md
metH	PP_2375	Q88KB5	Q88KB5_PSEPK	metH	metH PP_2375	Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase)	unreviewed	3.0	2.1.1.13	GO:0005829; GO:0008270; GO:0008705; GO:0031419; GO:0032259; GO:0046653; GO:0050667	kegg:ppu04980	Cobalamin transport and metabolism	false	KEGG	ppu00670	One carbon pool by folate	genes/PSEPK/metH	PRESENT	genes/PSEPK/metH/metH-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/metH/metH-deep-research-asta.md
lpdG	PP_4187	Q88FB1	Q88FB1_PSEPK	lpdG	lpdG PP_4187	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	unreviewed	3.0	1.8.1.4	GO:0004148; GO:0005737; GO:0006103; GO:0050660	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00670	One carbon pool by folate	genes/PSEPK/lpdG	PRESENT	genes/PSEPK/lpdG/lpdG-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/lpdG/lpdG-deep-research-asta.md
lpdV	PP_4404	Q88EP9	Q88EP9_PSEPK	lpdV	lpdV PP_4404	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	unreviewed	3.0	1.8.1.4	GO:0004148; GO:0005737; GO:0006103; GO:0050660	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00670	One carbon pool by folate	genes/PSEPK/lpdV	PRESENT	genes/PSEPK/lpdV/lpdV-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/lpdV/lpdV-deep-research-asta.md
PP_4594	PP_4594	Q88E72	Q88E72_PSEPK	PP_4594	PP_4594	Cystathionine gamma-synthase	unreviewed	2.0		GO:0004123; GO:0005737; GO:0009086; GO:0019343; GO:0019346; GO:0030170	kegg:ppu00450	Selenocompound metabolism	false	KEGG	ppu00670	One carbon pool by folate	genes/PSEPK/PP_4594	PRESENT	genes/PSEPK/PP_4594/PP_4594-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_4594/PP_4594-deep-research-asta.md
folM	PP_4632	Q88E36	Q88E36_PSEPK	folM	folM PP_4632	Dihydromonapterin reductase (EC 1.5.1.3) (EC 1.5.1.50) (Dihydrofolate reductase)	unreviewed	2.0	1.5.1.3; 1.5.1.50	GO:0004146; GO:0006730	kegg:ppu00670	One carbon pool by folate	true	KEGG	ppu00670	One carbon pool by folate	genes/PSEPK/folM	PRESENT	genes/PSEPK/folM/folM-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/folM/folM-deep-research-asta.md
PP_4638	PP_4638	Q88E30	Q88E30_PSEPK	PP_4638	PP_4638	Methylenetetrahydrofolate reductase	unreviewed	2.0		GO:0005829; GO:0009086; GO:0035999; GO:0071949; GO:0106312	kegg:ppu00670	One carbon pool by folate	true	KEGG	ppu00670	One carbon pool by folate	genes/PSEPK/PP_4638	PRESENT	genes/PSEPK/PP_4638/PP_4638-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_4638/PP_4638-deep-research-asta.md
purH	PP_4822	Q88DK3	PUR9_PSEPK	purH	purH PP_4822	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	reviewed	3.0	2.1.2.3; 3.5.4.10	GO:0003937; GO:0004643; GO:0005829; GO:0006189	kegg:ppu00670	One carbon pool by folate	true	KEGG	ppu00670	One carbon pool by folate	genes/PSEPK/purH	PRESENT	genes/PSEPK/purH/purH-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/purH/purH-deep-research-asta.md
metK	PP_4967	Q88D60	METK_PSEPK	metK	metK PP_4967	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	reviewed	3.0	2.5.1.6	GO:0000287; GO:0004478; GO:0005524; GO:0005737; GO:0006556; GO:0006730	kegg:ppu00999	Biosynthesis of various plant secondary metabolites	false	KEGG	ppu00670	One carbon pool by folate	genes/PSEPK/metK	PRESENT	genes/PSEPK/metK/metK-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/metK/metK-deep-research-asta.md
