gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_0017	PP_0017	Q88RW2	Transcriptional regulator			IPR035616;	PF22055;	Reference proteome	low_information_or_named_transcriptional_regulators	Low-information or named transcriptional regulators	transcriptional_regulator_spillover_boundary	COMPLETED_SUBMODULE	CURATED	Named regulators and transcription-factor-like proteins that do not fall cleanly into one of the dominant families. First-pass curation is complete for all 32 genes; the split is represented in the transcriptional regulator spillover boundary module. Existing HexR curation was preserved as an anchor, 31 new reviews were Asta-backed, conservative NEW transcription-regulator molecular-function rows were added only where product/domain evidence supports them, and PP_1762, PP_2738, PP_4528, PP_5232, and PP_5343 remain no-core unresolved.	PRESENT	CURATED	PRESENT
PP_0036	PP_0036	Q88RU3	Transcriptional regulator		GO:0000976; GO:0003700; GO:0006351	IPR000847;IPR005119;IPR036388;IPR036390;	PF00126;PF03466;	DNA-binding;Reference proteome;Transcription;Transcription regulation	lysr_transcriptional_regulators	LysR-family transcriptional regulators	lysr_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	Large LysR-family transcription-factor expansion. First-pass curation is complete for all 107 genes; the split is represented in the LysR transcriptional regulator boundary module. Existing pcaQ, galR, and catR curated anchor reviews were preserved and given Asta retrieval provenance, 104 new reviews were Asta-backed, generic LysR paralogs were curated to DNA-binding transcription-regulator core functions, and direct pathway-process annotations on regulator genes were marked as pathway-association over-annotation unless a specific activator review supports positive transcription regulation. Regulons, effectors, and regulatory direction remain unresolved for generic paralogs.	PRESENT	CURATED	PRESENT
PP_0051	PP_0051	Q88RS8	Sigma-54 dependent transcriptional regulator		GO:0005524; GO:0006351; GO:0006355; GO:0016301; GO:0043565	IPR003593;IPR058031;IPR009057;IPR002197;IPR027417;IPR000014;IPR035965;IPR013656;IPR002078;IPR025662;IPR025943;IPR025944;	PF25601;PF02954;PF08448;PF00158;	ATP-binding;DNA-binding;Kinase;Nucleotide-binding;Reference proteome;Transcription;Transcription regulation;Transferase	sigma54_enhancer_binding_regulators	Sigma-54 enhancer-binding regulators and LuxR-like EBPs	sigma54_enhancer_binding_regulator_boundary	COMPLETED_SUBMODULE	CURATED	AAA+ sigma-54 enhancer-binding regulators and related LuxR-like DNA-binding regulators. First-pass curation is complete for all 16 genes; the split is represented in the sigma-54 enhancer-binding regulator boundary module. ATP binding is retained as non-core cofactor context for sigma-54 activators, LuxR/GerE regulators are kept generic pending regulon evidence, and PP_5473 remains no-core unresolved.	PRESENT	CURATED	PRESENT
PP_0055	PP_0055	Q88RS4	Transcriptional regulator		GO:0003700; GO:0006351; GO:0043565	IPR058163;IPR000847;IPR005119;IPR036388;IPR036390;	PF00126;PF03466;	DNA-binding;Reference proteome;Transcription;Transcription regulation	lysr_transcriptional_regulators	LysR-family transcriptional regulators	lysr_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	Large LysR-family transcription-factor expansion. First-pass curation is complete for all 107 genes; the split is represented in the LysR transcriptional regulator boundary module. Existing pcaQ, galR, and catR curated anchor reviews were preserved and given Asta retrieval provenance, 104 new reviews were Asta-backed, generic LysR paralogs were curated to DNA-binding transcription-regulator core functions, and direct pathway-process annotations on regulator genes were marked as pathway-association over-annotation unless a specific activator review supports positive transcription regulation. Regulons, effectors, and regulatory direction remain unresolved for generic paralogs.	PRESENT	CURATED	PRESENT
PP_0079	PP_0079	Q88RQ0	Transcriptional regulator		GO:0003700; GO:0006351; GO:0043565	IPR058163;IPR000847;IPR005119;IPR017786;IPR036388;IPR036390;	PF00126;PF03466;	DNA-binding;Reference proteome;Transcription;Transcription regulation	lysr_transcriptional_regulators	LysR-family transcriptional regulators	lysr_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	Large LysR-family transcription-factor expansion. First-pass curation is complete for all 107 genes; the split is represented in the LysR transcriptional regulator boundary module. Existing pcaQ, galR, and catR curated anchor reviews were preserved and given Asta retrieval provenance, 104 new reviews were Asta-backed, generic LysR paralogs were curated to DNA-binding transcription-regulator core functions, and direct pathway-process annotations on regulator genes were marked as pathway-association over-annotation unless a specific activator review supports positive transcription regulation. Regulons, effectors, and regulatory direction remain unresolved for generic paralogs.	PRESENT	CURATED	PRESENT
trpI	PP_0084	Q88RP5	HTH-type transcriptional regulator TrpI (TrpBA operon transcriptional activator)		GO:0000162; GO:0003700; GO:0006351; GO:0009891; GO:0043565	IPR058163;IPR000847;IPR005119;IPR037418;IPR036388;IPR036390;	PF00126;PF03466;	Activator;Amino-acid biosynthesis;Aromatic amino acid biosynthesis;DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation;Tryptophan biosynthesis	lysr_transcriptional_regulators	LysR-family transcriptional regulators	lysr_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	Large LysR-family transcription-factor expansion. First-pass curation is complete for all 107 genes; the split is represented in the LysR transcriptional regulator boundary module. Existing pcaQ, galR, and catR curated anchor reviews were preserved and given Asta retrieval provenance, 104 new reviews were Asta-backed, generic LysR paralogs were curated to DNA-binding transcription-regulator core functions, and direct pathway-process annotations on regulator genes were marked as pathway-association over-annotation unless a specific activator review supports positive transcription regulation. Regulons, effectors, and regulatory direction remain unresolved for generic paralogs.	PRESENT	CURATED	PRESENT
gcdR	PP_0157	Q88RH3	Transcriptional activator of gcdH, LysR family		GO:0003700; GO:0006351; GO:0043565	IPR058163;IPR000847;IPR005119;IPR036388;IPR036390;	PF00126;PF03466;	DNA-binding;Reference proteome;Transcription;Transcription regulation	lysr_transcriptional_regulators	LysR-family transcriptional regulators	lysr_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	Large LysR-family transcription-factor expansion. First-pass curation is complete for all 107 genes; the split is represented in the LysR transcriptional regulator boundary module. Existing pcaQ, galR, and catR curated anchor reviews were preserved and given Asta retrieval provenance, 104 new reviews were Asta-backed, generic LysR paralogs were curated to DNA-binding transcription-regulator core functions, and direct pathway-process annotations on regulator genes were marked as pathway-association over-annotation unless a specific activator review supports positive transcription regulation. Regulons, effectors, and regulatory direction remain unresolved for generic paralogs.	PRESENT	CURATED	PRESENT
PP_0163	PP_0163	Q88RG7	Transcriptional regulator		GO:0003677; GO:0003700; GO:0006351	IPR011711;IPR008920;IPR000524;IPR036388;IPR036390;	PF07729;PF00392;	DNA-binding;Reference proteome;Transcription;Transcription regulation	gntr_transcriptional_regulators	GntR-family transcriptional regulators	gntr_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	GntR-family transcription regulators. First-pass curation is complete for all 29 genes; the split is represented in the GntR-family transcriptional regulator boundary module. The curation separates FadR/GntR C-terminal, UTRA/HutC-like, and PLP/aminotransferase-domain regulator candidates, keeps DNA-binding transcription factor activity as the shared core function, and leaves effector ligands, target regulons, regulatory direction, and PLP-domain substrate chemistry unresolved.	PRESENT	CURATED	PRESENT
PP_0175	PP_0175	Q88RF5	Transcriptional regulator		GO:0003677; GO:0003700; GO:0006351; GO:0006950	IPR000835;IPR039422;IPR036388;IPR036390;IPR054040;	PF22166;	DNA-binding;Reference proteome;Transcription;Transcription regulation	low_information_or_named_transcriptional_regulators	Low-information or named transcriptional regulators	transcriptional_regulator_spillover_boundary	COMPLETED_SUBMODULE	CURATED	Named regulators and transcription-factor-like proteins that do not fall cleanly into one of the dominant families. First-pass curation is complete for all 32 genes; the split is represented in the transcriptional regulator spillover boundary module. Existing HexR curation was preserved as an anchor, 31 new reviews were Asta-backed, conservative NEW transcription-regulator molecular-function rows were added only where product/domain evidence supports them, and PP_1762, PP_2738, PP_4528, PP_5232, and PP_5343 remain no-core unresolved.	PRESENT	CURATED	PRESENT
PP_0204	PP_0204	Q88RC8	Transcriptional regulator, GntR family		GO:0003677; GO:0003700; GO:0006351; GO:0045892	IPR050679;IPR028978;IPR000524;IPR011663;IPR036388;IPR036390;	PF00392;PF07702;	DNA-binding;Reference proteome;Transcription;Transcription regulation	gntr_transcriptional_regulators	GntR-family transcriptional regulators	gntr_transcriptional_regulator_boundary	COMPLETED_SUBMODULE	CURATED	GntR-family transcription regulators. First-pass curation is complete for all 29 genes; the split is represented in the GntR-family transcriptional regulator boundary module. The curation separates FadR/GntR C-terminal, UTRA/HutC-like, and PLP/aminotransferase-domain regulator candidates, keeps DNA-binding transcription factor activity as the shared core function, and leaves effector ligands, target regulons, regulatory direction, and PLP-domain substrate chemistry unresolved.	PRESENT	CURATED	PRESENT
