suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
PP_0596	PP_0596	Q88Q98	Q88Q98_PSEPK	PP_0596	PP_0596	Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)	unreviewed	1.0	2.6.1.18	GO:0004015; GO:0009102; GO:0016223; GO:0030170	kegg:ppu00410	beta-Alanine metabolism	true	KEGG	ppu00410	beta-Alanine metabolism	genes/PSEPK/PP_0596	PRESENT	genes/PSEPK/PP_0596/PP_0596-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0596/PP_0596-deep-research-asta.md
mmsA-I	PP_0597	Q88Q97	Q88Q97_PSEPK	mmsA-I	mmsA-I PP_0597	methylmalonate-semialdehyde dehydrogenase (CoA acylating) (EC 1.2.1.27)	unreviewed	1.0	1.2.1.27	GO:0004491; GO:0006210; GO:0006574	kegg:ppu00562	Inositol phosphate metabolism	false	KEGG	ppu00410	beta-Alanine metabolism	genes/PSEPK/mmsA-I	PRESENT	genes/PSEPK/mmsA-I/mmsA-I-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/mmsA-I/mmsA-I-deep-research-asta.md
PP_0614	PP_0614	Q88Q81	Q88Q81_PSEPK	PP_0614	PP_0614	N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1 (EC 3.5.1.6, EC 3.5.3.9)	unreviewed	2.0	3.5.1.6; 3.5.3.9	GO:0003837; GO:0046872; GO:0047652	kegg:ppu00410	beta-Alanine metabolism	true	KEGG	ppu00410	beta-Alanine metabolism	genes/PSEPK/PP_0614	PRESENT	genes/PSEPK/PP_0614/PP_0614-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0614/PP_0614-deep-research-asta.md
patD	PP_1481	Q88MT7	Q88MT7_PSEPK	patD	patD PP_1481	Medium chain aldehyde dehydrogenase (EC 1.2.1.19, EC 1.2.1.54)	unreviewed	2.0	1.2.1.19; 1.2.1.54	GO:0019145; GO:0047107	kegg:ppu00410	beta-Alanine metabolism	true	KEGG	ppu00410	beta-Alanine metabolism	genes/PSEPK/patD	PRESENT	genes/PSEPK/patD/patD-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/patD/patD-deep-research-asta.md
fadB	PP_2136	Q88L02	FADB_PSEPK	fadB	fadB PP_2136	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	reviewed	5.0	1.1.1.35; 4.2.1.17; 5.1.2.3; 5.3.3.8	GO:0004165; GO:0006635; GO:0008692; GO:0016509; GO:0018812; GO:0036125; GO:0070403	kegg:ppu00930	Caprolactam degradation	false	KEGG	ppu00410	beta-Alanine metabolism	genes/PSEPK/fadB	PRESENT	genes/PSEPK/fadB/fadB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/fadB/fadB-deep-research-asta.md
acd	PP_2216	Q88KS3	Q88KS3_PSEPK	acd	acd PP_2216	3-sulfinopropanoyl-CoA desulfinase (EC 1.3.8.11) (EC 3.13.1.4) (3-sulfinopropionyl coenzyme A desulfinase) (Cyclohexane-1-carbonyl-CoA dehydrogenase)	unreviewed	2.0	1.3.8.11; 3.13.1.4	GO:0003995; GO:0050660	kegg:ppu00410	beta-Alanine metabolism	true	KEGG	ppu00410	beta-Alanine metabolism	genes/PSEPK/acd	PRESENT	genes/PSEPK/acd/acd-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/acd/acd-deep-research-asta.md
PP_2217	PP_2217	Q88KS2	Q88KS2_PSEPK	PP_2217	PP_2217	enoyl-CoA hydratase (EC 4.2.1.17)	unreviewed	2.0	4.2.1.17	GO:0006635; GO:0018812	kegg:ppu00930	Caprolactam degradation	false	KEGG	ppu00410	beta-Alanine metabolism	genes/PSEPK/PP_2217	PRESENT	genes/PSEPK/PP_2217/PP_2217-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_2217/PP_2217-deep-research-asta.md
prr	PP_2801	Q88J48	Q88J48_PSEPK	prr	prr PP_2801	Gamma-aminobutyraldehyde dehydrogenase (EC 1.2.1.19)	unreviewed	1.0	1.2.1.19	GO:0019145	kegg:ppu00410	beta-Alanine metabolism	true	KEGG	ppu00410	beta-Alanine metabolism	genes/PSEPK/prr	PRESENT	genes/PSEPK/prr/prr-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/prr/prr-deep-research-asta.md
paaF	PP_3284	Q88HR9	Q88HR9_PSEPK	paaF	paaF PP_3284	Enoyl-CoA hydratase-isomerase (EC 4.2.1.17)	unreviewed	1.0	4.2.1.17	GO:0004300; GO:0006635	kegg:ppu00930	Caprolactam degradation	false	KEGG	ppu00410	beta-Alanine metabolism	genes/PSEPK/paaF	PRESENT	genes/PSEPK/paaF/paaF-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/paaF/paaF-deep-research-asta.md
hyuC	PP_4034	Q88FQ3	Q88FQ3_PSEPK	hyuC	hyuC PP_4034	N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 2 (EC 3.5.1.6, EC 3.5.3.9)	unreviewed	2.0	3.5.1.6; 3.5.3.9	GO:0003837; GO:0046872; GO:0047652	kegg:ppu00410	beta-Alanine metabolism	true	KEGG	ppu00410	beta-Alanine metabolism	genes/PSEPK/hyuC	PRESENT	genes/PSEPK/hyuC/hyuC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/hyuC/hyuC-deep-research-asta.md
