suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
fruK	PP_0794	Q88PQ4	Q88PQ4_PSEPK	fruK	fruK PP_0794	Phosphofructokinase	unreviewed	2.0		GO:0005524; GO:0005829; GO:0008662; GO:0016052; GO:0044281	kegg:ppu02060	Phosphotransferase system (PTS)	false	KEGG	ppu00051	Fructose and mannose metabolism	genes/PSEPK/fruK	PRESENT	genes/PSEPK/fruK/fruK-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/fruK/fruK-deep-research-asta.md
fruA	PP_0795	Q88PQ3	Q88PQ3_PSEPK	fruA	fruA PP_0795	protein-N(pi)-phosphohistidine--D-fructose phosphotransferase (EC 2.7.1.202)	unreviewed	2.0	2.7.1.202	GO:0005351; GO:0005886; GO:0009401; GO:0016301; GO:0022877; GO:0090563	kegg:ppu02060	Phosphotransferase system (PTS)	false	KEGG	ppu00051	Fructose and mannose metabolism	genes/PSEPK/fruA	PRESENT	genes/PSEPK/fruA/fruA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/fruA/fruA-deep-research-asta.md
algA	PP_1277	Q88ND5	ALGA_PSEPK	algA	algA PP_1277	Alginate biosynthesis protein AlgA [Includes: Mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI); Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) (GDP-mannose pyrophosphorylase) (GMP) (GMPP) (GTP--mannose-1-phosphate guanylyltransferase)]	reviewed	3.0	2.7.7.13; 5.3.1.8	GO:0004475; GO:0004476; GO:0005525; GO:0009298; GO:0042121	kegg:ppu00051	Fructose and mannose metabolism	true	KEGG	ppu00051	Fructose and mannose metabolism	genes/PSEPK/algA	PRESENT	genes/PSEPK/algA/algA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/algA/algA-deep-research-asta.md
algL	PP_1281	Q88ND1	ALGL_PSEPK	algL	algL PP_1281	Alginate lyase (EC 4.2.2.3) (Poly(beta-D-mannuronate) lyase)	reviewed	2.0	4.2.2.3	GO:0042122; GO:0042597; GO:0045135	kegg:ppu00051	Fructose and mannose metabolism	true	KEGG	ppu00051	Fructose and mannose metabolism	genes/PSEPK/algL	PRESENT	genes/PSEPK/algL/algL-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/algL/algL-deep-research-asta.md
algG	PP_1283	Q88NC9	ALGG_PSEPK	algG	algG PP_1283	Mannuronan C5-epimerase (EC 5.1.3.37) (Poly(beta-D-mannuronate) C5 epimerase)	reviewed	3.0	5.1.3.37	GO:0016853; GO:0042121; GO:0042597	kegg:ppu00051	Fructose and mannose metabolism	true	KEGG	ppu00051	Fructose and mannose metabolism	genes/PSEPK/algG	PRESENT	genes/PSEPK/algG/algG-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/algG/algG-deep-research-asta.md
alg44	PP_1286	Q88NC6	ALG44_PSEPK	alg44	alg44 PP_1286	Alginate biosynthesis protein Alg44	reviewed	2.0		GO:0035438; GO:0042121; GO:0042597	kegg:ppu00543	Exopolysaccharide biosynthesis	false	KEGG	ppu00051	Fructose and mannose metabolism	genes/PSEPK/alg44	PRESENT	genes/PSEPK/alg44/alg44-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/alg44/alg44-deep-research-asta.md
alg8	PP_1287	Q88NC5	ALG8_PSEPK	alg8	alg8 PP_1287	Glycosyltransferase alg8 (EC 2.4.-.-)	reviewed	2.0	2.4.-.-	GO:0005886; GO:0030213; GO:0042121; GO:0050501; GO:0085029	kegg:ppu00543	Exopolysaccharide biosynthesis	false	KEGG	ppu00051	Fructose and mannose metabolism	genes/PSEPK/alg8	PRESENT	genes/PSEPK/alg8/alg8-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/alg8/alg8-deep-research-asta.md
algD	PP_1288	Q88NC4	ALGD_PSEPK	algD	algD PP_1288	GDP-mannose 6-dehydrogenase (GMD) (EC 1.1.1.132)	reviewed	2.0	1.1.1.132	GO:0042121; GO:0047919; GO:0051287	kegg:ppu00051	Fructose and mannose metabolism	true	KEGG	ppu00051	Fructose and mannose metabolism	genes/PSEPK/algD	PRESENT	genes/PSEPK/algD/algD-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/algD/algD-deep-research-asta.md
PP_1776	PP_1776	Q88M00	Q88M00_PSEPK	PP_1776	PP_1776	Alginate biosynthesis protein AlgA (EC 2.7.7.13) (EC 5.3.1.8)	unreviewed	3.0	2.7.7.13; 5.3.1.8	GO:0004475; GO:0004476; GO:0005525; GO:0009298; GO:0042121	kegg:ppu00051	Fructose and mannose metabolism	true	KEGG	ppu00051	Fructose and mannose metabolism	genes/PSEPK/PP_1776	PRESENT	genes/PSEPK/PP_1776/PP_1776-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_1776/PP_1776-deep-research-asta.md
cpsG	PP_1777	Q88LZ9	Q88LZ9_PSEPK	cpsG	cpsG PP_1777	phosphomannomutase (EC 5.4.2.8)	unreviewed	2.0	5.4.2.8	GO:0000287; GO:0004615; GO:0005975	kegg:ppu00052	Galactose metabolism	false	KEGG	ppu00051	Fructose and mannose metabolism	genes/PSEPK/cpsG	PRESENT	genes/PSEPK/cpsG/cpsG-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/cpsG/cpsG-deep-research-asta.md
gmd	PP_1799	Q88LX8	Q88LX8_PSEPK	gmd	gmd PP_1799	GDP-mannose 4,6-dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase)	unreviewed	2.0	4.2.1.47	GO:0008446; GO:0042351; GO:0070401	kegg:ppu00051	Fructose and mannose metabolism	true	KEGG	ppu00051	Fructose and mannose metabolism	genes/PSEPK/gmd	PRESENT	genes/PSEPK/gmd/gmd-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/gmd/gmd-deep-research-asta.md
