suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	openscientist_research_status	openscientist_research_file
dnaN	PP_0011	P0A120	DPO3B_PSEPK	dnaN	dnaN PP_0011	Beta sliding clamp (Beta clamp) (Sliding clamp) (Beta-clamp processivity factor) (DNA polymerase III beta sliding clamp subunit) (DNA polymerase III subunit beta)	reviewed	3.0		GO:0003677; GO:0003887; GO:0005737; GO:0006271; GO:0008408; GO:0009360; GO:0042802	kegg:ppu03030	DNA replication	false	KEGG	ppu03430	Mismatch repair	genes/PSEPK/dnaN	MISSING		MISSING	MISSING	
PP_0353	PP_0353	Q88QY1	Q88QY1_PSEPK	PP_0353	PP_0353	Exonuclease	unreviewed	1.0		GO:0003676; GO:0005829; GO:0006259; GO:0008408	kegg:ppu03030	DNA replication	false	KEGG	ppu03430	Mismatch repair	genes/PSEPK/PP_0353	MISSING		MISSING	MISSING	
ssb	PP_0485	Q88QK5	SSB_PSEPK	ssb	ssb PP_0485	Single-stranded DNA-binding protein (SSB)	reviewed	2.0		GO:0003697; GO:0006260; GO:0006281; GO:0006310; GO:0009295	kegg:ppu03030	DNA replication	false	KEGG	ppu03430	Mismatch repair	genes/PSEPK/ssb	MISSING		MISSING	MISSING	
xseB	PP_0529	Q88QG5	EX7S_PSEPK	xseB	xseB PP_0529	Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit)	reviewed	2.0	3.1.11.6	GO:0005829; GO:0006308; GO:0008855; GO:0009318	kegg:ppu03430	Mismatch repair	true	KEGG	ppu03430	Mismatch repair	genes/PSEPK/xseB	PRESENT	genes/PSEPK/xseB/xseB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/xseB/xseB-deep-research-openscientist.md
holC	PP_0979	Q88P74	Q88P74_PSEPK	holC	holC PP_0979	DNA polymerase III subunit chi (EC 2.7.7.7)	unreviewed	1.0	2.7.7.7	GO:0003677; GO:0003887; GO:0006260; GO:0032298	kegg:ppu03030	DNA replication	false	KEGG	ppu03430	Mismatch repair	genes/PSEPK/holC	MISSING		MISSING	MISSING	
xseA	PP_1027	Q88P26	EX7L_PSEPK	xseA	xseA PP_1027	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	reviewed	2.0	3.1.11.6	GO:0003676; GO:0005737; GO:0006308; GO:0008855; GO:0009318	kegg:ppu03430	Mismatch repair	true	KEGG	ppu03430	Mismatch repair	genes/PSEPK/xseA	PRESENT	genes/PSEPK/xseA/xseA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/xseA/xseA-deep-research-openscientist.md
sbcB	PP_1365	Q88N51	Q88N51_PSEPK	sbcB	sbcB PP_1365	Exodeoxyribonuclease I (EC 3.1.11.1)	unreviewed	2.0	3.1.11.1	GO:0000175; GO:0003677; GO:0006281; GO:0008310; GO:0046872	kegg:ppu03430	Mismatch repair	true	KEGG	ppu03430	Mismatch repair	genes/PSEPK/sbcB	PRESENT	genes/PSEPK/sbcB/sbcB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/sbcB/sbcB-deep-research-openscientist.md
recJ	PP_1477	Q88MU1	Q88MU1_PSEPK	recJ	recJ PP_1477	Single-stranded-DNA-specific exonuclease RecJ	unreviewed	2.0		GO:0003676; GO:0006281; GO:0006310; GO:0008409	kegg:ppu03410	Base excision repair	false	KEGG	ppu03430	Mismatch repair	genes/PSEPK/recJ	PRESENT	genes/PSEPK/recJ/recJ-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/recJ/recJ-deep-research-openscientist.md
dnaEA	PP_1606	Q88MG5	Q88MG5_PSEPK	dnaEA	dnaEA PP_1606	DNA polymerase III subunit alpha (EC 2.7.7.7)	unreviewed	2.0	2.7.7.7	GO:0003676; GO:0003887; GO:0005737; GO:0006260; GO:0008408	kegg:ppu03030	DNA replication	false	KEGG	ppu03430	Mismatch repair	genes/PSEPK/dnaEA	MISSING		MISSING	MISSING	
mutS	PP_1626	Q88ME7	MUTS_PSEPK	mutS	mutS PP_1626	DNA mismatch repair protein MutS	reviewed	2.0		GO:0003684; GO:0005524; GO:0005829; GO:0006298; GO:0030983; GO:0140664	kegg:ppu03430	Mismatch repair	true	KEGG	ppu03430	Mismatch repair	genes/PSEPK/mutS	PRESENT	genes/PSEPK/mutS/mutS-ai-review.yaml	CURATED	MISSING	
holB	PP_1966	Q88LG7	Q88LG7_PSEPK	holB	holB PP_1966	DNA polymerase III subunit delta' (EC 2.7.7.7)	unreviewed	2.0	2.7.7.7	GO:0003677; GO:0003887; GO:0006261; GO:0008408; GO:0009360	kegg:ppu03030	DNA replication	false	KEGG	ppu03430	Mismatch repair	genes/PSEPK/holB	MISSING		MISSING	MISSING	
dnaQ	PP_4141	Q88FF6	Q88FF6_PSEPK	dnaQ	dnaQ PP_4141	DNA polymerase III subunit epsilon (EC 2.7.7.7)	unreviewed	3.0	2.7.7.7	GO:0003677; GO:0003887; GO:0005829; GO:0008408; GO:0045004; GO:0046872	kegg:ppu03030	DNA replication	false	KEGG	ppu03430	Mismatch repair	genes/PSEPK/dnaQ	MISSING		MISSING	MISSING	
dnaX	PP_4269	Q88F30	Q88F30_PSEPK	dnaX	dnaX PP_4269	DNA polymerase III subunit gamma/tau (EC 2.7.7.7)	unreviewed	3.0	2.7.7.7	GO:0003677; GO:0003887; GO:0005524; GO:0006261; GO:0009360; GO:0046872	kegg:ppu03030	DNA replication	false	KEGG	ppu03430	Mismatch repair	genes/PSEPK/dnaX	MISSING		MISSING	MISSING	
ligA	PP_4274	Q88F25	DNLJ_PSEPK	ligA	ligA PP_4274	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	reviewed	3.0	6.5.1.2	GO:0003677; GO:0003911; GO:0005829; GO:0006260; GO:0006281; GO:0046872	kegg:ppu03420	Nucleotide excision repair	false	KEGG	ppu03430	Mismatch repair	genes/PSEPK/ligA	MISSING		MISSING	MISSING	
PP_4768	PP_4768	Q88DQ5	Q88DQ5_PSEPK	PP_4768	PP_4768	Exonuclease	unreviewed	1.0		GO:0003676; GO:0005829; GO:0008408; GO:0045004	kegg:ppu03030	DNA replication	false	KEGG	ppu03430	Mismatch repair	genes/PSEPK/PP_4768	MISSING		MISSING	MISSING	
holA	PP_4796	Q88DM9	Q88DM9_PSEPK	holA	holA PP_4796	DNA polymerase III subunit delta (EC 2.7.7.7)	unreviewed	2.0	2.7.7.7	GO:0003677; GO:0003887; GO:0006261; GO:0009360	kegg:ppu03030	DNA replication	false	KEGG	ppu03430	Mismatch repair	genes/PSEPK/holA	MISSING		MISSING	MISSING	
mutL	PP_4896	Q88DD1	MUTL_PSEPK	mutL	mutL PP_4896	DNA mismatch repair protein MutL	reviewed	2.0		GO:0005524; GO:0006298; GO:0016887; GO:0030983; GO:0032300; GO:0140664	kegg:ppu03430	Mismatch repair	true	KEGG	ppu03430	Mismatch repair	genes/PSEPK/mutL	PRESENT	genes/PSEPK/mutL/mutL-ai-review.yaml	CURATED	MISSING	
ligB	PP_4968	Q88D59	LIGB_PSEPK	ligB	ligB PP_4968	DNA ligase B (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)] B)	reviewed	2.0	6.5.1.2	GO:0003911; GO:0006260; GO:0006281	kegg:ppu03420	Nucleotide excision repair	false	KEGG	ppu03430	Mismatch repair	genes/PSEPK/ligB	MISSING		MISSING	MISSING	
