gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_0276	PP_0276	Q88R58	Transcriptional regulator, Cro/CI family		GO:0003677	IPR001387;IPR039554;IPR010982;	PF13744;	Reference proteome	xre_cro_phage_toxin_antitoxin_regulators	XRE/Cro phage and toxin-antitoxin regulators	phage_regulation_toxin_antitoxin_boundary	COMPLETED_SUBMODULE	CURATED	XRE/Cro/C1-like regulators and MqsRA-like toxin-antitoxin components. First-pass curation is complete for all 28 genes; the existing phage regulation/toxin-antitoxin boundary module was extended with MqsRA/HigA, LexA-like, Cro/C1-cupin, simple Cro/C1, and non-phage regulatory spillover groups. PP_5680 remains no-core unresolved, and RodZ/CdaR/PucR/LuxR/PuuR-like spillovers are not forced into phage-specific biology.	PRESENT	CURATED	PRESENT
PP_0497	PP_0497	Q88QJ4	Transcriptional regulator, Cro/CI family			IPR001387;		Reference proteome	xre_cro_phage_toxin_antitoxin_regulators	XRE/Cro phage and toxin-antitoxin regulators	phage_regulation_toxin_antitoxin_boundary	COMPLETED_SUBMODULE	CURATED	XRE/Cro/C1-like regulators and MqsRA-like toxin-antitoxin components. First-pass curation is complete for all 28 genes; the existing phage regulation/toxin-antitoxin boundary module was extended with MqsRA/HigA, LexA-like, Cro/C1-cupin, simple Cro/C1, and non-phage regulatory spillover groups. PP_5680 remains no-core unresolved, and RodZ/CdaR/PucR/LuxR/PuuR-like spillovers are not forced into phage-specific biology.	PRESENT	CURATED	PRESENT
PP_0852	PP_0852	Q88PJ8	Transcriptional regulator, Cro/CI family		GO:0003677	IPR050400;IPR001387;IPR010982;IPR025194;	PF13413;PF13464;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	xre_cro_phage_toxin_antitoxin_regulators	XRE/Cro phage and toxin-antitoxin regulators	phage_regulation_toxin_antitoxin_boundary	COMPLETED_SUBMODULE	CURATED	XRE/Cro/C1-like regulators and MqsRA-like toxin-antitoxin components. First-pass curation is complete for all 28 genes; the existing phage regulation/toxin-antitoxin boundary module was extended with MqsRA/HigA, LexA-like, Cro/C1-cupin, simple Cro/C1, and non-phage regulatory spillover groups. PP_5680 remains no-core unresolved, and RodZ/CdaR/PucR/LuxR/PuuR-like spillovers are not forced into phage-specific biology.	PRESENT	CURATED	PRESENT
PP_1198	PP_1198	Q88NK9	Transcriptional regulator, Cro/CI family (HigA antitoxin like)		GO:0003677; GO:0006351	IPR001387;IPR052359;IPR010982;	PF01381;	DNA-binding;Reference proteome;Transcription;Transcription regulation	xre_cro_phage_toxin_antitoxin_regulators	XRE/Cro phage and toxin-antitoxin regulators	phage_regulation_toxin_antitoxin_boundary	COMPLETED_SUBMODULE	CURATED	XRE/Cro/C1-like regulators and MqsRA-like toxin-antitoxin components. First-pass curation is complete for all 28 genes; the existing phage regulation/toxin-antitoxin boundary module was extended with MqsRA/HigA, LexA-like, Cro/C1-cupin, simple Cro/C1, and non-phage regulatory spillover groups. PP_5680 remains no-core unresolved, and RodZ/CdaR/PucR/LuxR/PuuR-like spillovers are not forced into phage-specific biology.	PRESENT	CURATED	PRESENT
PP_1549	PP_1549	Q88MM2	Transcriptional regulator, Cro/CI family		GO:0003677; GO:0006351	IPR001387;IPR010982;IPR039418;IPR036286;IPR015927;	PF00717;	DNA-binding;Reference proteome;Transcription;Transcription regulation	xre_cro_phage_toxin_antitoxin_regulators	XRE/Cro phage and toxin-antitoxin regulators	phage_regulation_toxin_antitoxin_boundary	COMPLETED_SUBMODULE	CURATED	XRE/Cro/C1-like regulators and MqsRA-like toxin-antitoxin components. First-pass curation is complete for all 28 genes; the existing phage regulation/toxin-antitoxin boundary module was extended with MqsRA/HigA, LexA-like, Cro/C1-cupin, simple Cro/C1, and non-phage regulatory spillover groups. PP_5680 remains no-core unresolved, and RodZ/CdaR/PucR/LuxR/PuuR-like spillovers are not forced into phage-specific biology.	PRESENT	CURATED	PRESENT
PP_1550	PP_1550	Q88MM1	Transcriptional regulator, Cro/CI family		GO:0003677	IPR010982;	PF14549;	Reference proteome	xre_cro_phage_toxin_antitoxin_regulators	XRE/Cro phage and toxin-antitoxin regulators	phage_regulation_toxin_antitoxin_boundary	COMPLETED_SUBMODULE	CURATED	XRE/Cro/C1-like regulators and MqsRA-like toxin-antitoxin components. First-pass curation is complete for all 28 genes; the existing phage regulation/toxin-antitoxin boundary module was extended with MqsRA/HigA, LexA-like, Cro/C1-cupin, simple Cro/C1, and non-phage regulatory spillover groups. PP_5680 remains no-core unresolved, and RodZ/CdaR/PucR/LuxR/PuuR-like spillovers are not forced into phage-specific biology.	PRESENT	CURATED	PRESENT
PP_1716	PP_1716	Q88M58	Transcriptional regulator, Cro/CI family		GO:0003677	IPR001387;IPR010982;	PF01381;	Reference proteome	xre_cro_phage_toxin_antitoxin_regulators	XRE/Cro phage and toxin-antitoxin regulators	phage_regulation_toxin_antitoxin_boundary	COMPLETED_SUBMODULE	CURATED	XRE/Cro/C1-like regulators and MqsRA-like toxin-antitoxin components. First-pass curation is complete for all 28 genes; the existing phage regulation/toxin-antitoxin boundary module was extended with MqsRA/HigA, LexA-like, Cro/C1-cupin, simple Cro/C1, and non-phage regulatory spillover groups. PP_5680 remains no-core unresolved, and RodZ/CdaR/PucR/LuxR/PuuR-like spillovers are not forced into phage-specific biology.	PRESENT	CURATED	PRESENT
PP_1935	PP_1935	Q88LJ6	Transcriptional regulator, Cro/CI family		GO:0003677	IPR001387;IPR010982;	PF13560;	Reference proteome	xre_cro_phage_toxin_antitoxin_regulators	XRE/Cro phage and toxin-antitoxin regulators	phage_regulation_toxin_antitoxin_boundary	COMPLETED_SUBMODULE	CURATED	XRE/Cro/C1-like regulators and MqsRA-like toxin-antitoxin components. First-pass curation is complete for all 28 genes; the existing phage regulation/toxin-antitoxin boundary module was extended with MqsRA/HigA, LexA-like, Cro/C1-cupin, simple Cro/C1, and non-phage regulatory spillover groups. PP_5680 remains no-core unresolved, and RodZ/CdaR/PucR/LuxR/PuuR-like spillovers are not forced into phage-specific biology.	PRESENT	CURATED	PRESENT
PP_2177	PP_2177	Q88KW2	Transcriptional regulator		GO:0003677; GO:0003700; GO:0005829	IPR001387;IPR013096;IPR010982;IPR014710;IPR011051;IPR050807;	PF07883;PF01381;	DNA-binding;Reference proteome	xre_cro_phage_toxin_antitoxin_regulators	XRE/Cro phage and toxin-antitoxin regulators	phage_regulation_toxin_antitoxin_boundary	COMPLETED_SUBMODULE	CURATED	XRE/Cro/C1-like regulators and MqsRA-like toxin-antitoxin components. First-pass curation is complete for all 28 genes; the existing phage regulation/toxin-antitoxin boundary module was extended with MqsRA/HigA, LexA-like, Cro/C1-cupin, simple Cro/C1, and non-phage regulatory spillover groups. PP_5680 remains no-core unresolved, and RodZ/CdaR/PucR/LuxR/PuuR-like spillovers are not forced into phage-specific biology.	PRESENT	CURATED	PRESENT
PP_2181	PP_2181	Q88KV8	Transcriptional regulator, Cro/CI family		GO:0003677; GO:0003700; GO:0005829	IPR001387;IPR013096;IPR010982;IPR014710;IPR011051;IPR050807;	PF07883;PF01381;	DNA-binding;Reference proteome	xre_cro_phage_toxin_antitoxin_regulators	XRE/Cro phage and toxin-antitoxin regulators	phage_regulation_toxin_antitoxin_boundary	COMPLETED_SUBMODULE	CURATED	XRE/Cro/C1-like regulators and MqsRA-like toxin-antitoxin components. First-pass curation is complete for all 28 genes; the existing phage regulation/toxin-antitoxin boundary module was extended with MqsRA/HigA, LexA-like, Cro/C1-cupin, simple Cro/C1, and non-phage regulatory spillover groups. PP_5680 remains no-core unresolved, and RodZ/CdaR/PucR/LuxR/PuuR-like spillovers are not forced into phage-specific biology.	PRESENT	CURATED	PRESENT
