gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_0017	PP_0017	Q88RW2	Transcriptional regulator			IPR035616;	PF22055;	Reference proteome	low_information_or_named_transcriptional_regulators	Low-information or named transcriptional regulators	transcriptional_regulator_spillover_boundary	COMPLETED_SUBMODULE	CURATED	Named regulators and transcription-factor-like proteins that do not fall cleanly into one of the dominant families. First-pass curation is complete for all 32 genes; the split is represented in the transcriptional regulator spillover boundary module. Existing HexR curation was preserved as an anchor, 31 new reviews were Asta-backed, conservative NEW transcription-regulator molecular-function rows were added only where product/domain evidence supports them, and PP_1762, PP_2738, PP_4528, PP_5232, and PP_5343 remain no-core unresolved.	PRESENT	CURATED	PRESENT
PP_0175	PP_0175	Q88RF5	Transcriptional regulator		GO:0003677; GO:0003700; GO:0006351; GO:0006950	IPR000835;IPR039422;IPR036388;IPR036390;IPR054040;	PF22166;	DNA-binding;Reference proteome;Transcription;Transcription regulation	low_information_or_named_transcriptional_regulators	Low-information or named transcriptional regulators	transcriptional_regulator_spillover_boundary	COMPLETED_SUBMODULE	CURATED	Named regulators and transcription-factor-like proteins that do not fall cleanly into one of the dominant families. First-pass curation is complete for all 32 genes; the split is represented in the transcriptional regulator spillover boundary module. Existing HexR curation was preserved as an anchor, 31 new reviews were Asta-backed, conservative NEW transcription-regulator molecular-function rows were added only where product/domain evidence supports them, and PP_1762, PP_2738, PP_4528, PP_5232, and PP_5343 remain no-core unresolved.	PRESENT	CURATED	PRESENT
PP_0274	PP_0274	Q88R60	Transcriptional regulator containing HTH domain		GO:0001046; GO:0006355	IPR039060;IPR001387;IPR010982;		Reference proteome	low_information_or_named_transcriptional_regulators	Low-information or named transcriptional regulators	transcriptional_regulator_spillover_boundary	COMPLETED_SUBMODULE	CURATED	Named regulators and transcription-factor-like proteins that do not fall cleanly into one of the dominant families. First-pass curation is complete for all 32 genes; the split is represented in the transcriptional regulator spillover boundary module. Existing HexR curation was preserved as an anchor, 31 new reviews were Asta-backed, conservative NEW transcription-regulator molecular-function rows were added only where product/domain evidence supports them, and PP_1762, PP_2738, PP_4528, PP_5232, and PP_5343 remain no-core unresolved.	PRESENT	CURATED	PRESENT
PP_0357	PP_0357	Q88QX7	Glycine cleavage system transcriptional repressor		GO:0005737; GO:0006351; GO:0006355	IPR045865;IPR002912;IPR016867;IPR050990;	PF13740;	Cytoplasm;Reference proteome;Repressor;Transcription	low_information_or_named_transcriptional_regulators	Low-information or named transcriptional regulators	transcriptional_regulator_spillover_boundary	COMPLETED_SUBMODULE	CURATED	Named regulators and transcription-factor-like proteins that do not fall cleanly into one of the dominant families. First-pass curation is complete for all 32 genes; the split is represented in the transcriptional regulator spillover boundary module. Existing HexR curation was preserved as an anchor, 31 new reviews were Asta-backed, conservative NEW transcription-regulator molecular-function rows were added only where product/domain evidence supports them, and PP_1762, PP_2738, PP_4528, PP_5232, and PP_5343 remain no-core unresolved.	PRESENT	CURATED	PRESENT
nrdR	PP_0513	Q88QI0	Transcriptional repressor NrdR		GO:0003677; GO:0005524; GO:0006351; GO:0008270; GO:0045892	IPR005144;IPR055173;IPR003796;	PF03477;PF22811;	ATP-binding;DNA-binding;Metal-binding;Nucleotide-binding;Reference proteome;Repressor;Transcription;Transcription regulation;Zinc;Zinc-finger	low_information_or_named_transcriptional_regulators	Low-information or named transcriptional regulators	transcriptional_regulator_spillover_boundary	COMPLETED_SUBMODULE	CURATED	Named regulators and transcription-factor-like proteins that do not fall cleanly into one of the dominant families. First-pass curation is complete for all 32 genes; the split is represented in the transcriptional regulator spillover boundary module. Existing HexR curation was preserved as an anchor, 31 new reviews were Asta-backed, conservative NEW transcription-regulator molecular-function rows were added only where product/domain evidence supports them, and PP_1762, PP_2738, PP_4528, PP_5232, and PP_5343 remain no-core unresolved.	PRESENT	CURATED	PRESENT
PP_0537	PP_0537	Q88QF7	Transcriptional regulator		GO:0003677; GO:0006351	IPR001387;IPR010982;IPR036286;		DNA-binding;Reference proteome;Transcription;Transcription regulation	low_information_or_named_transcriptional_regulators	Low-information or named transcriptional regulators	transcriptional_regulator_spillover_boundary	COMPLETED_SUBMODULE	CURATED	Named regulators and transcription-factor-like proteins that do not fall cleanly into one of the dominant families. First-pass curation is complete for all 32 genes; the split is represented in the transcriptional regulator spillover boundary module. Existing HexR curation was preserved as an anchor, 31 new reviews were Asta-backed, conservative NEW transcription-regulator molecular-function rows were added only where product/domain evidence supports them, and PP_1762, PP_2738, PP_4528, PP_5232, and PP_5343 remain no-core unresolved.	PRESENT	CURATED	PRESENT
hexR	PP_1021	Q88P32	HTH-type transcriptional regulator HexR		GO:0000976; GO:0001217; GO:0006351; GO:0032993; GO:0097367; GO:1901135	IPR009057;IPR000281;IPR047640;IPR035472;IPR001347;IPR046348;IPR036388;	PF01418;PF01380;	DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation	low_information_or_named_transcriptional_regulators	Low-information or named transcriptional regulators	transcriptional_regulator_spillover_boundary	COMPLETED_SUBMODULE	CURATED	Named regulators and transcription-factor-like proteins that do not fall cleanly into one of the dominant families. First-pass curation is complete for all 32 genes; the split is represented in the transcriptional regulator spillover boundary module. Existing HexR curation was preserved as an anchor, 31 new reviews were Asta-backed, conservative NEW transcription-regulator molecular-function rows were added only where product/domain evidence supports them, and PP_1762, PP_2738, PP_4528, PP_5232, and PP_5343 remain no-core unresolved.	PRESENT	CURATED	PRESENT
PP_1057	PP_1057	Q88NZ6	Transcriptional regulator, PadR family			IPR005149;IPR036388;IPR036390;	PF03551;	Reference proteome	low_information_or_named_transcriptional_regulators	Low-information or named transcriptional regulators	transcriptional_regulator_spillover_boundary	COMPLETED_SUBMODULE	CURATED	Named regulators and transcription-factor-like proteins that do not fall cleanly into one of the dominant families. First-pass curation is complete for all 32 genes; the split is represented in the transcriptional regulator spillover boundary module. Existing HexR curation was preserved as an anchor, 31 new reviews were Asta-backed, conservative NEW transcription-regulator molecular-function rows were added only where product/domain evidence supports them, and PP_1762, PP_2738, PP_4528, PP_5232, and PP_5343 remain no-core unresolved.	PRESENT	CURATED	PRESENT
PP_1236	PP_1236	Q88NH3	Glycine cleavage system transcriptional repressor		GO:0005737; GO:0006351; GO:0006355	IPR045865;IPR016867;IPR050990;	PF13740;	Cytoplasm;Reference proteome;Repressor;Transcription	low_information_or_named_transcriptional_regulators	Low-information or named transcriptional regulators	transcriptional_regulator_spillover_boundary	COMPLETED_SUBMODULE	CURATED	Named regulators and transcription-factor-like proteins that do not fall cleanly into one of the dominant families. First-pass curation is complete for all 32 genes; the split is represented in the transcriptional regulator spillover boundary module. Existing HexR curation was preserved as an anchor, 31 new reviews were Asta-backed, conservative NEW transcription-regulator molecular-function rows were added only where product/domain evidence supports them, and PP_1762, PP_2738, PP_4528, PP_5232, and PP_5343 remain no-core unresolved.	PRESENT	CURATED	PRESENT
mraZ	PP_1328	Q88N85	Transcriptional regulator MraZ		GO:0000976; GO:0003700; GO:0005737; GO:0006351; GO:0009295; GO:2000143	IPR003444;IPR035644;IPR020603;IPR035642;IPR038619;IPR007159;IPR037914;	PF02381;	Cytoplasm;DNA-binding;Reference proteome;Repeat;Transcription;Transcription regulation	low_information_or_named_transcriptional_regulators	Low-information or named transcriptional regulators	transcriptional_regulator_spillover_boundary	COMPLETED_SUBMODULE	CURATED	Named regulators and transcription-factor-like proteins that do not fall cleanly into one of the dominant families. First-pass curation is complete for all 32 genes; the split is represented in the transcriptional regulator spillover boundary module. Existing HexR curation was preserved as an anchor, 31 new reviews were Asta-backed, conservative NEW transcription-regulator molecular-function rows were added only where product/domain evidence supports them, and PP_1762, PP_2738, PP_4528, PP_5232, and PP_5343 remain no-core unresolved.	PRESENT	CURATED	PRESENT
