suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
PP_0058	PP_0058	Q88RS1	Q88RS1_PSEPK	PP_0058	PP_0058	1-acyl-sn-glycerol-3-phosphate acyltransferase	unreviewed	1.0		GO:0003841; GO:0006654	kegg:ppu00561	Glycerolipid metabolism	false	KEGG	ppu00564	Glycerophospholipid metabolism	genes/PSEPK/PP_0058	PRESENT	genes/PSEPK/PP_0058/PP_0058-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0058/PP_0058-deep-research-asta.md
plsY	PP_0391	Q88QU5	PLSY_PSEPK	plsY	plsY PP_0391	Glycerol-3-phosphate acyltransferase (Acyl-PO4 G3P acyltransferase) (Acyl-phosphate--glycerol-3-phosphate acyltransferase) (G3P acyltransferase) (GPAT) (EC 2.3.1.275) (Lysophosphatidic acid synthase) (LPA synthase)	reviewed	3.0	2.3.1.275	GO:0005886; GO:0008654; GO:0043772	kegg:ppu00561	Glycerolipid metabolism	false	KEGG	ppu00564	Glycerophospholipid metabolism	genes/PSEPK/plsY	PRESENT	genes/PSEPK/plsY/plsY-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/plsY/plsY-deep-research-asta.md
pgpA	PP_0520	Q88QH3	Q88QH3_PSEPK	pgpA	pgpA PP_0520	Phosphatidylglycerophosphatase A (EC 3.1.3.27) (Phosphatidylglycerolphosphate phosphatase A)	unreviewed	2.0	3.1.3.27	GO:0005886; GO:0006655; GO:0008962; GO:0009395; GO:0046872	kegg:ppu00564	Glycerophospholipid metabolism	true	KEGG	ppu00564	Glycerophospholipid metabolism	genes/PSEPK/pgpA	PRESENT	genes/PSEPK/pgpA/pgpA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/pgpA/pgpA-deep-research-asta.md
eutC	PP_0542	Q88QF2	EUTC_PSEPK	eutC	eutC PP_0542	Ethanolamine ammonia-lyase small subunit (EAL small subunit) (EC 4.3.1.7)	reviewed	3.0	4.3.1.7	GO:0006520; GO:0008851; GO:0009350; GO:0031419; GO:0031471; GO:0046336	kegg:ppu00564	Glycerophospholipid metabolism	true	KEGG	ppu00564	Glycerophospholipid metabolism	genes/PSEPK/eutC	PRESENT	genes/PSEPK/eutC/eutC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/eutC/eutC-deep-research-asta.md
eutB	PP_0543	Q88QF1	Q88QF1_PSEPK	eutB	eutB PP_0543	Ethanolamine ammonia-lyase large subunit (EAL large subunit) (EC 4.3.1.7)	unreviewed	3.0	4.3.1.7	GO:0005829; GO:0006520; GO:0008851; GO:0009350; GO:0031419; GO:0031471; GO:0046336	kegg:ppu00564	Glycerophospholipid metabolism	true	KEGG	ppu00564	Glycerophospholipid metabolism	genes/PSEPK/eutB	PRESENT	genes/PSEPK/eutB/eutB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/eutB/eutB-deep-research-asta.md
pcs	PP_0731	Q88PW7	Q88PW7_PSEPK	pcs	pcs PP_0731	Phosphatidylcholine synthase (EC 2.7.8.24)	unreviewed	1.0	2.7.8.24	GO:0008654; GO:0016020; GO:0050520	kegg:ppu00564	Glycerophospholipid metabolism	true	KEGG	ppu00564	Glycerophospholipid metabolism	genes/PSEPK/pcs	PRESENT	genes/PSEPK/pcs/pcs-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/pcs/pcs-deep-research-asta.md
PP_0892	PP_0892	Q88PF8	Q88PF8_PSEPK	PP_0892	PP_0892	Phospholipase family protein	unreviewed	1.0		GO:0008808; GO:0016020; GO:0032049	kegg:ppu00564	Glycerophospholipid metabolism	true	KEGG	ppu00564	Glycerophospholipid metabolism	genes/PSEPK/PP_0892	PRESENT	genes/PSEPK/PP_0892/PP_0892-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0892/PP_0892-deep-research-asta.md
glpD	PP_1073	Q88NY0	Q88NY0_PSEPK	glpD	glpD PP_1073	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	unreviewed	2.0	1.1.5.3	GO:0004368; GO:0009331; GO:0046168	kegg:ppu00564	Glycerophospholipid metabolism	true	KEGG	ppu00564	Glycerophospholipid metabolism	genes/PSEPK/glpD	PRESENT	genes/PSEPK/glpD/glpD-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/glpD/glpD-deep-research-asta.md
plsB	PP_1520	Q88MQ0	PLSB_PSEPK	plsB	plsB PP_1520	Glycerol-3-phosphate acyltransferase (GPAT) (EC 2.3.1.15)	reviewed	2.0	2.3.1.15	GO:0004366; GO:0005886; GO:0006631; GO:0016024	kegg:ppu00561	Glycerolipid metabolism	false	KEGG	ppu00564	Glycerophospholipid metabolism	genes/PSEPK/plsB	PRESENT	genes/PSEPK/plsB/plsB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/plsB/plsB-deep-research-asta.md
cdsA	PP_1596	Q88MH5	Q88MH5_PSEPK	cdsA	cdsA PP_1596	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	unreviewed	2.0	2.7.7.41	GO:0004605; GO:0005886; GO:0016024	kegg:ppu00564	Glycerophospholipid metabolism	true	KEGG	ppu00564	Glycerophospholipid metabolism	genes/PSEPK/cdsA	PRESENT	genes/PSEPK/cdsA/cdsA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/cdsA/cdsA-deep-research-asta.md
