gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_0116	PP_0116	Q88RL3	Lipoprotein			IPR048086;		Lipoprotein;Reference proteome;Signal	domain_resolved_lipoprotein_spillovers	Domain-resolved lipoprotein spillovers	transport_envelope_spillover_boundary	NEW_OR_REUSE_BOUNDARY	CURATED	Lipoprotein/name-keyword entries with InterPro/Pfam/GO signal but no compact pathway assignment; all 30 are first-pass curated and represented in the transport/envelope spillover boundary module.	PRESENT	CURATED	PRESENT
PP_0139	PP_0139	Q88RJ0	Lipoprotein			IPR005586;	PF03886;	Lipoprotein;Reference proteome;Signal	domain_resolved_lipoprotein_spillovers	Domain-resolved lipoprotein spillovers	transport_envelope_spillover_boundary	NEW_OR_REUSE_BOUNDARY	CURATED	Lipoprotein/name-keyword entries with InterPro/Pfam/GO signal but no compact pathway assignment; all 30 are first-pass curated and represented in the transport/envelope spillover boundary module.	PRESENT	CURATED	PRESENT
PP_0512	PP_0512	Q88QI1	Lipoprotein			IPR039366;	PF09619;	Reference proteome	domain_resolved_lipoprotein_spillovers	Domain-resolved lipoprotein spillovers	transport_envelope_spillover_boundary	NEW_OR_REUSE_BOUNDARY	CURATED	Lipoprotein/name-keyword entries with InterPro/Pfam/GO signal but no compact pathway assignment; all 30 are first-pass curated and represented in the transport/envelope spillover boundary module.	PRESENT	CURATED	PRESENT
PP_0549	PP_0549	Q88QE5	Lipoprotein			IPR010780;	PF07119;	Lipoprotein;Reference proteome;Signal	domain_resolved_lipoprotein_spillovers	Domain-resolved lipoprotein spillovers	transport_envelope_spillover_boundary	NEW_OR_REUSE_BOUNDARY	CURATED	Lipoprotein/name-keyword entries with InterPro/Pfam/GO signal but no compact pathway assignment; all 30 are first-pass curated and represented in the transport/envelope spillover boundary module.	PRESENT	CURATED	PRESENT
PP_0576	PP_0576	Q88QB8	Lipoprotein			IPR025411;	PF13590;	Lipoprotein;Reference proteome;Signal	domain_resolved_lipoprotein_spillovers	Domain-resolved lipoprotein spillovers	transport_envelope_spillover_boundary	NEW_OR_REUSE_BOUNDARY	CURATED	Lipoprotein/name-keyword entries with InterPro/Pfam/GO signal but no compact pathway assignment; all 30 are first-pass curated and represented in the transport/envelope spillover boundary module.	PRESENT	CURATED	PRESENT
PP_0753	PP_0753	Q88PU5	Lipoprotein			IPR005619;	PF03923;	Lipoprotein;Reference proteome;Signal	domain_resolved_lipoprotein_spillovers	Domain-resolved lipoprotein spillovers	transport_envelope_spillover_boundary	NEW_OR_REUSE_BOUNDARY	CURATED	Lipoprotein/name-keyword entries with InterPro/Pfam/GO signal but no compact pathway assignment; all 30 are first-pass curated and represented in the transport/envelope spillover boundary module.	PRESENT	CURATED	PRESENT
PP_1115	PP_1115	Q88NT9	Lipoprotein		GO:0009269	IPR004864;IPR013990;	PF03168;	Lipoprotein;Reference proteome	domain_resolved_lipoprotein_spillovers	Domain-resolved lipoprotein spillovers	transport_envelope_spillover_boundary	NEW_OR_REUSE_BOUNDARY	CURATED	Lipoprotein/name-keyword entries with InterPro/Pfam/GO signal but no compact pathway assignment; all 30 are first-pass curated and represented in the transport/envelope spillover boundary module.	PRESENT	CURATED	PRESENT
PP_1146	PP_1146	Q88NQ9	Lipoprotein			IPR058148;		Reference proteome	domain_resolved_lipoprotein_spillovers	Domain-resolved lipoprotein spillovers	transport_envelope_spillover_boundary	NEW_OR_REUSE_BOUNDARY	CURATED	Lipoprotein/name-keyword entries with InterPro/Pfam/GO signal but no compact pathway assignment; all 30 are first-pass curated and represented in the transport/envelope spillover boundary module.	PRESENT	CURATED	PRESENT
PP_1153	PP_1153	Q88NQ2	Lipoprotein			IPR023117;IPR036808;	PF09634;	Lipoprotein;Reference proteome	domain_resolved_lipoprotein_spillovers	Domain-resolved lipoprotein spillovers	transport_envelope_spillover_boundary	NEW_OR_REUSE_BOUNDARY	CURATED	Lipoprotein/name-keyword entries with InterPro/Pfam/GO signal but no compact pathway assignment; all 30 are first-pass curated and represented in the transport/envelope spillover boundary module.	PRESENT	CURATED	PRESENT
PP_1161	PP_1161	Q88NP6	Lipoprotein			IPR011978;IPR036255;	PF03695;	Lipoprotein;Reference proteome	domain_resolved_lipoprotein_spillovers	Domain-resolved lipoprotein spillovers	transport_envelope_spillover_boundary	NEW_OR_REUSE_BOUNDARY	CURATED	Lipoprotein/name-keyword entries with InterPro/Pfam/GO signal but no compact pathway assignment; all 30 are first-pass curated and represented in the transport/envelope spillover boundary module.	PRESENT	CURATED	PRESENT
