suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
trpA	PP_0082	Q88RP7	TRPA_PSEPK	trpA	trpA PP_0082	Tryptophan synthase alpha chain (EC 4.2.1.20)	reviewed	2.0	4.2.1.20	GO:0004834; GO:0005829	kegg:ppu00400	Phenylalanine, tyrosine and tryptophan biosynthesis	false	KEGG	ppu00260	Glycine, serine and threonine metabolism	genes/PSEPK/trpA	PRESENT	genes/PSEPK/trpA/trpA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/trpA/trpA-deep-research-asta.md
trpB	PP_0083	Q88RP6	TRPB_PSEPK	trpB	trpB PP_0083	Tryptophan synthase beta chain (EC 4.2.1.20)	reviewed	2.0	4.2.1.20	GO:0004834; GO:0005737	kegg:ppu00400	Phenylalanine, tyrosine and tryptophan biosynthesis	false	KEGG	ppu00260	Glycine, serine and threonine metabolism	genes/PSEPK/trpB	PRESENT	genes/PSEPK/trpB/trpB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/trpB/trpB-deep-research-asta.md
thrB	PP_0121	Q88RK8	Q88RK8_PSEPK	thrB	thrB PP_0121	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	unreviewed	2.0	2.7.1.39	GO:0004413; GO:0005524; GO:0009088	kegg:ppu00260	Glycine, serine and threonine metabolism	true	KEGG	ppu00260	Glycine, serine and threonine metabolism	genes/PSEPK/thrB	PRESENT	genes/PSEPK/thrB/thrB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/thrB/thrB-deep-research-asta.md
tdcG-I	PP_0297	Q88R37	Q88R37_PSEPK	tdcG-I	tdcG-I PP_0297	L-serine dehydratase (EC 4.3.1.17)	unreviewed	2.0	4.3.1.17	GO:0003941; GO:0006094; GO:0009063; GO:0046872; GO:0051539	kegg:ppu00270	Cysteine and methionine metabolism	false	KEGG	ppu00260	Glycine, serine and threonine metabolism	genes/PSEPK/tdcG-I	PRESENT	genes/PSEPK/tdcG-I/tdcG-I-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/tdcG-I/tdcG-I-deep-research-asta.md
dgcA	PP_0310	Q88R24	Q88R24_PSEPK	dgcA	dgcA PP_0310	Dimethylglycine dehydrogenase subunit (EC 1.5.8.-)	unreviewed	1.0	1.5.8.-	GO:0010181; GO:0016491	kegg:ppu00260	Glycine, serine and threonine metabolism	true	KEGG	ppu00260	Glycine, serine and threonine metabolism	genes/PSEPK/dgcA	PRESENT	genes/PSEPK/dgcA/dgcA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/dgcA/dgcA-deep-research-asta.md
dgcB	PP_0311	Q88R23	Q88R23_PSEPK	dgcB	dgcB PP_0311	Dimethylglycine dehydrogenase subunit (EC 1.5.8.-)	unreviewed	1.0	1.5.8.-	GO:0005886; GO:0016491; GO:0046872; GO:0051539	kegg:ppu00260	Glycine, serine and threonine metabolism	true	KEGG	ppu00260	Glycine, serine and threonine metabolism	genes/PSEPK/dgcB	PRESENT	genes/PSEPK/dgcB/dgcB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/dgcB/dgcB-deep-research-asta.md
PP_0312	PP_0312	Q88R22	Q88R22_PSEPK	PP_0312	PP_0312	Electron transfer flavoprotein, alpha subunit	unreviewed	1.0		GO:0009055; GO:0033539; GO:0050660	kegg:ppu00260	Glycine, serine and threonine metabolism	true	KEGG	ppu00260	Glycine, serine and threonine metabolism	genes/PSEPK/PP_0312	PRESENT	genes/PSEPK/PP_0312/PP_0312-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0312/PP_0312-deep-research-asta.md
PP_0313	PP_0313	Q88R21	Q88R21_PSEPK	PP_0313	PP_0313	Electron transfer flavoprotein beta subunit	unreviewed	1.0		GO:0009055	kegg:ppu00260	Glycine, serine and threonine metabolism	true	KEGG	ppu00260	Glycine, serine and threonine metabolism	genes/PSEPK/PP_0313	PRESENT	genes/PSEPK/PP_0313/PP_0313-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0313/PP_0313-deep-research-asta.md
gbcA	PP_0315	Q88R19	Q88R19_PSEPK	gbcA	gbcA PP_0315	Glycine-betaine dioxygenase subunit (EC 1.13.-.-)	unreviewed	1.0	1.13.-.-	GO:0005506; GO:0051213; GO:0051537	kegg:ppu00260	Glycine, serine and threonine metabolism	true	KEGG	ppu00260	Glycine, serine and threonine metabolism	genes/PSEPK/gbcA	PRESENT	genes/PSEPK/gbcA/gbcA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/gbcA/gbcA-deep-research-asta.md
gbcB	PP_0316	Q88R18	Q88R18_PSEPK	gbcB	gbcB PP_0316	Glycine-betaine dioxygenase subunit (EC 1.13.-.-)	unreviewed	1.0	1.13.-.-	GO:0046872; GO:0051213; GO:0051537	kegg:ppu00260	Glycine, serine and threonine metabolism	true	KEGG	ppu00260	Glycine, serine and threonine metabolism	genes/PSEPK/gbcB	PRESENT	genes/PSEPK/gbcB/gbcB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/gbcB/gbcB-deep-research-asta.md
