cluster_id	start_locus	end_locus	size	dominant_class	classes	primary_buckets	review_status	asta_status	genes	products
ppu02010-C01	PP_0076	PP_0076	1	osmoprotectant/choline/betaine/carnitine	osmoprotectant/choline/betaine/carnitine:1	kegg:ppu02010:1	PRESENT:1	PRESENT:1	PP_0076	Choline betaine-binding protein
ppu02010-C02	PP_0112	PP_0120	6	methionine/amino acid/polyamine	methionine/amino acid/polyamine:3; metal/cobalamin/siderophore:3	kegg:ppu02010:6	PRESENT:6	PRESENT:6	metQ, metI, metN1, znuB, znuC, PP_0120	Methionine ABC transporter, periplasmic binding protein | Methionine ABC transporter, permease protein | Methionine import ATP-binding protein MetN 1 (EC 7.4.2.11) | High-affinity zinc uptake system membrane protein ZnuB | Zinc import ATP-binding protein ZnuC (EC 7.2.2.20) | High-affinity zinc uptake system protein ZnuA
ppu02010-C03	PP_0140	PP_0142	3	general ABC	general ABC:2; lipid/lps/lipoprotein:1	kegg:ppu02010:3	PRESENT:3	PRESENT:3	PP_0140, PP_0141, PP_0142	Mce/MlaD domain-containing protein | ABC transporter, ATP-binding protein | ABC transporter, permease protein
ppu02010-C04	PP_0167	PP_0172	4	general ABC	general ABC:3; efflux/secretion/toxin:1	kegg:ppu00920:3; kegg:ppu02010:1	PRESENT:4	PRESENT:4	paxB, PP_0170, PP_0171, PP_0172	Toxin secretion ATP-binding protein | ABC transporter, periplasmic binding protein | ABC transporter, ATP-binding protein | ABC transporter, permease protein
ppu02010-C05	PP_0207	PP_0209	3	sulfur/sulfonate/taurine	sulfur/sulfonate/taurine:2; general ABC:1	kegg:ppu00920:3	PRESENT:3	PRESENT:3	PP_0207, PP_0208, tauB-I	Putative aliphatic sulfonates-binding protein | Nitrate ABC transporter, permease protein | ATP-binding taurine transporter subunit (EC 3.6.3.36)
ppu02010-C06	PP_0219	PP_0221	3	methionine/amino acid/polyamine	methionine/amino acid/polyamine:3	kegg:ppu02010:3	PRESENT:3	PRESENT:3	metP, metN2, PP_0221	L,D-methionine D-methionine ABC transporter-permease subunit | Methionine import ATP-binding protein MetN 2 (EC 7.4.2.11) | Methionine ABC transporter periplasmic-binding lipoprotein (MetQ-like protein)
ppu02010-C07	PP_0225	PP_0227	3	sulfur/sulfonate/taurine	sulfur/sulfonate/taurine:3	kegg:ppu02010:2; kegg:ppu02040:1	PRESENT:3	PRESENT:3	sctC, sctS, fliY	Sulfur compound ABC transporter-ATP-binding subunit | Sulfur compound ABC transporter-permease subunit | Periplasmic cystine-binding protein
ppu02010-C08	PP_0231	PP_0233	3	sulfur/sulfonate/taurine	sulfur/sulfonate/taurine:3	kegg:ppu00920:3	PRESENT:3	PRESENT:3	tauC, tauB, tauA	Taurine ABC transporter permease subunit (EC 3.6.3.36) | Taurine import ATP-binding protein TauB (EC 7.6.2.7) | Taurine ABC transporter periplasmic binding subunit
ppu02010-C09	PP_0237	PP_0240	3	sulfur/sulfonate/taurine	sulfur/sulfonate/taurine:3	kegg:ppu00920:3	PRESENT:3	PRESENT:3	ssuA, ssuC, ssuB	Putative aliphatic sulfonates-binding protein | Aliphatic sulfonate ABC transporter-permease subunit / transport of isethionate | Aliphatic sulfonates import ATP-binding protein SsuB (EC 7.6.2.14)
ppu02010-C10	PP_0280	PP_0283	4	methionine/amino acid/polyamine	methionine/amino acid/polyamine:4	kegg:ppu02010:4	PRESENT:4	PRESENT:4	PP_0280, PP_0281, artJ, aotP	Arginine ABC transporter permease protein ArtM | Amino acid ABC transporter, permease protein | L-arginine ABC transporter-periplasmic binding subunit (EC 3.6.3.21) | Arginine/ornithine transport ATP-binding protein AotP
ppu02010-C11	PP_0294	PP_0296	3	osmoprotectant/choline/betaine/carnitine	osmoprotectant/choline/betaine/carnitine:3	kegg:ppu02010:3	PRESENT:3	PRESENT:3	cbcV, cbcW, cbcX	Choline / betaine / carnitine ABC transporter-ATP binding subunit (EC 3.6.3.32) | Choline / betaine / carnitine ABC transporter-membrane subunit (EC 3.6.3.32) | Choline / betaine / carnitine ABC transporter-substrate binding protein (EC 3.6.3.32)
ppu02010-C12	PP_0304	PP_0304	1	osmoprotectant/choline/betaine/carnitine	osmoprotectant/choline/betaine/carnitine:1	kegg:ppu02010:1	PRESENT:1	PRESENT:1	caiX	Carnitine uptake ABC transporter, periplasmic component
ppu02010-C13	PP_0524	PP_0524	1	metal/cobalamin/siderophore	metal/cobalamin/siderophore:1	kegg:ppu02010:1	PRESENT:1	PRESENT:1	PP_0524	Periplasmic cobalamin-binding protein HutB
ppu02010-C14	PP_0615	PP_0619	5	methionine/amino acid/polyamine	methionine/amino acid/polyamine:5	kegg:ppu02024:5	PRESENT:5	PRESENT:5	PP_0615, PP_0616, PP_0617, PP_0618, PP_0619	Branched-chain amino acid ABC transporter, ATP-binding protein | Branched-chain amino acid ABC transporter, ATP binding protein | Branched-chain amino acid ABC transporter, permease protein | Branched-chain amino acid ABC transporter, permease protein | Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein
ppu02010-C15	PP_0804	PP_0804	1	efflux/secretion/toxin	efflux/secretion/toxin:1	kegg:ppu02010:1	PRESENT:1	PRESENT:1	PP_0804	Protein secretion ABC efflux system, permease and ATP-binding protein
ppu02010-C16	PP_0824	PP_0827	4	phosphate/phosphonate/glycerol-phosphate	phosphate/phosphonate/glycerol-phosphate:4	kegg:ppu02010:4	PRESENT:4	PRESENT:4	ptxB, phnC, phnE, ptxC	Phosphonate transport system-binding protein | Phosphonates import ATP-binding protein PhnC (EC 7.3.2.2) | Phosphonate ABC transporter, permease protein | Phosphonate transport system permease protein PtxC
ppu02010-C17	PP_0868	PP_0873	5	osmoprotectant/choline/betaine/carnitine	osmoprotectant/choline/betaine/carnitine:3; general ABC:1; methionine/amino acid/polyamine:1	kegg:ppu02010:5	PRESENT:5	PRESENT:5	yehX, yehW, PP_0870, PP_0871, potF-I	Quaternary amine transport ATP-binding protein (EC 7.6.2.9) | Osmoprotectant ABC transporter permease subunit | Glycine betaine/carnitine/choline ABC transporter, periplasmic binding protein | Glycine betaine/carnitine/choline ABC transporter, permease protein | Putrescine-binding periplasmic protein
ppu02010-C18	PP_0878	PP_0885	7	methionine/amino acid/polyamine	methionine/amino acid/polyamine:7	kegg:ppu02010:4; kegg:ppu02030:3	PRESENT:7	PRESENT:7	dppF, dppD, dppC, dppB, dppA-I, dppA-II, dppA-III	ABC-type dipeptide transporter (EC 7.4.2.9) | ABC-type dipeptide transporter (EC 7.4.2.9) | Dipeptide ABC transporter-putative membrane subunit (EC 3.6.3.23) | Dipeptide ABC transporter-putative membrane subunit (EC 3.6.3.23) | Dipeptide ABC transporter-periplasmic binding protein (EC 3.6.3.23) | Dipeptide ABC transporter-periplasmic binding protein (EC 3.6.3.23) | Dipeptide ABC transporter-periplasmic binding protein (EC 3.6.3.23)
ppu02010-C19	PP_0953	PP_0953	1	lipid/lps/lipoprotein	lipid/lps/lipoprotein:1	kegg:ppu02010:1	PRESENT:1	PRESENT:1	lptB	Lipopolysaccharide export system ATP-binding protein LptB
ppu02010-C20	PP_0958	PP_0962	5	lipid/lps/lipoprotein	lipid/lps/lipoprotein:3; other:2	kegg:ppu02010:5	PRESENT:5	PRESENT:5	mlaF, mlaE, mlaD, ttg2D, ttg2E	Intermembrane phospholipid transport system ATP-binding protein MlaF | Intermembrane phospholipid transport system permease protein MlaE | Phospholipid ABC transporter binding protein | Toluene tolerance protein | Toluene-tolerance protein
ppu02010-C21	PP_0982	PP_0983	2	lipid/lps/lipoprotein	lipid/lps/lipoprotein:2	kegg:ppu02010:2	PRESENT:2	PRESENT:2	PP_0982, PP_0983	Lipopolysaccharide export system permease protein LptF | LPS export ABC transporter permease LptG
ppu02010-C22	PP_1015	PP_1018	4	sugar/polyol	sugar/polyol:4	kegg:ppu02010:4	PRESENT:4	PRESENT:4	gtsA, gtsB, gtsC, gtsD	Mannose/glucose ABC transporter, glucose-binding periplasmic protein | Mannose/glucose ABC transporter, permease protein | Mannose/glucose ABC transporter, permease protein | Maltose import ATP-binding protein YcjV (EC 7.5.2.1)
ppu02010-C23	PP_1068	PP_1071	4	general ABC	general ABC:4	kegg:ppu02010:4	PRESENT:4	PRESENT:4	gltL, gltK, gltJ, gltI	Glutamate / aspartate ABC transporter-ATP binding subunit (EC 3.6.3.21) | Glutamate/aspartate import permease protein GltK | Glutamate / aspartate ABC transporter-permease subunit (EC 3.6.3.21) | Glutamate / aspartate ABC transporter-periplasmic binding protein (EC 3.6.3.21)
ppu02010-C24	PP_1078	PP_1078	1	general ABC	general ABC:1	kegg:ppu02010:1	PRESENT:1	PRESENT:1	PP_1078	ABC transporter, ATP-binding protein
ppu02010-C25	PP_1137	PP_1141	5	methionine/amino acid/polyamine	methionine/amino acid/polyamine:5	kegg:ppu02024:5	PRESENT:5	PRESENT:5	livF-I, livG, livM, livH, livK	High-affinity branched-chain amino acid transport ATP-binding protein | Branched chain amino acid transporter-ATP binding subunit | Branched chain amino acid transporter-permease subunit | Branched chain amino acid transporter-permease subunit | Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit
ppu02010-C26	PP_1297	PP_1300	4	methionine/amino acid/polyamine	methionine/amino acid/polyamine:3; general ABC:1	kegg:ppu02010:4	PRESENT:4	PRESENT:4	yhdW, yhdX, yhdY, yhdZ	Amino-acid ABC transporter-binding protein YhdW | Amino acid ABC transporter-permease subunit | Amino acid ABC transporter-membrane subunit | Amino acid ABC transporter-ATP-binding subunit
ppu02010-C27	PP_1741	PP_1741	1	osmoprotectant/choline/betaine/carnitine	osmoprotectant/choline/betaine/carnitine:1	kegg:ppu02010:1	PRESENT:1	PRESENT:1	betX	Choline / betaine / carnitine ABC transporter-substrate binding protein BetX (EC 3.6.3.32)
ppu02010-C28	PP_1778	PP_1779	2	general ABC	general ABC:1; lipid/lps/lipoprotein:1	kegg:ppu02010:2	PRESENT:2	PRESENT:2	PP_1778, PP_1779	Transport permease protein | Lipopolysaccharide ABC export system, ATP-binding protein
ppu02010-C29	PP_2154	PP_2156	3	lipid/lps/lipoprotein	lipid/lps/lipoprotein:3	kegg:ppu02010:3	PRESENT:3	PRESENT:3	lolC, lolD, lolE	LolC | Lipoprotein-releasing system ATP-binding protein LolD (EC 7.6.2.-) | Lipoprotein releasing system, permease protein
ppu02010-C30	PP_2195	PP_2195	1	methionine/amino acid/polyamine	methionine/amino acid/polyamine:1	kegg:ppu02010:1	PRESENT:1	PRESENT:1	PP_2195	Putrescine-binding periplasmic protein
ppu02010-C31	PP_2240	PP_2240	1	efflux/secretion/toxin	efflux/secretion/toxin:1	kegg:ppu02010:1	PRESENT:1	PRESENT:1	PP_2240	ABC efflux transporter, permease/ATP-binding protein
ppu02010-C32	PP_2260	PP_2264	5	sugar/polyol	sugar/polyol:4; phosphate/phosphonate/glycerol-phosphate:1	kegg:ppu02010:5	PRESENT:5	PRESENT:5	PP_2260, PP_2261, PP_2262, PP_2263, PP_2264	Glycerol-phosphate ABC transporter, ATP-binding protein | Sugar ABC transporter, ATP-binding protein | Sugar ABC transporter, permease protein | Sugar ABC transporter, permease protein | Sugar ABC transporter, periplasmic sugar-binding protein
ppu02010-C33	PP_2454	PP_2459	4	sugar/polyol	sugar/polyol:4	kegg:ppu02010:3; kegg:ppu02030:1	PRESENT:4	PRESENT:4	rbsB, rbsA-I, rbsC, rbsD	Ribose ABC transporter, periplasmic ribose-binding subunit | Ribose ABC transporter-ATP-binding subunit (EC 3.6.3.17) | D-ribose ABC transporter-permease subunit (EC 3.6.3.17) | D-ribose pyranase (EC 5.4.99.62)
ppu02010-C34	PP_2560	PP_2560	1	efflux/secretion/toxin	efflux/secretion/toxin:1	kegg:ppu02010:1	PRESENT:1	PRESENT:1	aprDA	Alkaline protease secretion transporter ATP-binding protein
ppu02010-C35	PP_2595	PP_2596	2	general ABC	general ABC:2	kegg:ppu02010:2	PRESENT:2	PRESENT:2	PP_2595, PP_2596	ABC transporter, permease/ATP-binding protein | ABC transporter, permease/ATP-binding protein
ppu02010-C36	PP_2628	PP_2628	1	general ABC	general ABC:1	kegg:ppu02010:1	PRESENT:1	PRESENT:1	PP_2628	Uncharacterized ABC transporter ATP-binding protein HI_1051
ppu02010-C37	PP_2656	PP_2659	4	phosphate/phosphonate/glycerol-phosphate	phosphate/phosphonate/glycerol-phosphate:4	kegg:ppu02010:4	PRESENT:4	PRESENT:4	pstS, pstC, pstA, pstB1	Phosphate-binding protein PstS | Phosphate transport system permease protein | Phosphate transport system permease protein PstA | Phosphate import ATP-binding protein PstB 1 (EC 7.3.2.1) (ABC phosphate transporter 1) (Phosphate-transporting ATPase 1)
ppu02010-C38	PP_2748	PP_2753	6	methionine/amino acid/polyamine	methionine/amino acid/polyamine:4; general ABC:2	kegg:ppu02024:6	PRESENT:6	PRESENT:6	PP_2748, PP_2749, PP_2750, PP_2751, PP_2752, PP_2753	Branched-chain amino acid ABC transporter, ATP-binding protein | Branched-chain amino acid ABC transporter, permease protein | Branched-chain amino acid ABC transporter, permease protein | Leucine-binding protein domain-containing protein | Leucine-binding protein domain-containing protein | Branched-chain amino acid ABC transporter, ATP-binding protein
ppu02010-C39	PP_2757	PP_2761	5	sugar/polyol	sugar/polyol:5	kegg:ppu02010:3; kegg:ppu02030:2	PRESENT:5	PRESENT:5	PP_2757, PP_2758, rbsA, PP_2760, PP_2761	Sugar-binding protein | Ribose ABC transporter, periplasmic ribose-binding protein | Ribose import ATP-binding protein RbsA (EC 7.5.2.7) | Ribose transport permease protein | Ribose ABC transporter, permease protein
ppu02010-C40	PP_2767	PP_2770	4	methionine/amino acid/polyamine	methionine/amino acid/polyamine:3; general ABC:1	kegg:ppu02024:4	PRESENT:4	PRESENT:4	PP_2767, PP_2768, PP_2769, PP_2770	Branched-chain amino acid ABC transporter, ATP-binding protein | Branched-chain amino acid ABC transporter, permease protein | Branched-chain amino acid ABC transporter, permease protein | Leucine-binding protein domain-containing protein
ppu02010-C41	PP_2774	PP_2775	2	osmoprotectant/choline/betaine/carnitine	osmoprotectant/choline/betaine/carnitine:2	kegg:ppu02010:2	PRESENT:2	PRESENT:2	opuA, PP_2775	Glycine betaine ABC transporter, ATPase/permease fusion protein | Glycine betaine/L-proline ABC transporter, periplasmic component
ppu02010-C42	PP_3076	PP_3078	3	general ABC	general ABC:2; methionine/amino acid/polyamine:1	kegg:ppu02010:3	PRESENT:3	PRESENT:3	PP_3076, PP_3077, PP_3078	ABC transporter permease protein | Oligopeptide transport system permease protein YejB | ABC transporter, periplasmic binding protein
ppu02010-C43	PP_3147	PP_3147	1	methionine/amino acid/polyamine	methionine/amino acid/polyamine:1	kegg:ppu02010:1	PRESENT:1	PRESENT:1	potF-II	Putrescine-binding periplasmic protein
ppu02010-C44	PP_3217	PP_3217	1	sulfur/sulfonate/taurine	sulfur/sulfonate/taurine:1	kegg:ppu00920:1	PRESENT:1	PRESENT:1	PP_3217	Putative aliphatic sulfonates-binding protein
ppu02010-C45	PP_3228	PP_3229	2	sulfur/sulfonate/taurine	sulfur/sulfonate/taurine:2	kegg:ppu00920:2	PRESENT:2	PRESENT:2	PP_3228, PP_3229	Putative aliphatic sulfonates-binding protein | Putative aliphatic sulfonates-binding protein
ppu02010-C46	PP_3342	PP_3346	5	metal/cobalamin/siderophore	metal/cobalamin/siderophore:5	kegg:ppu02010:5	PRESENT:5	PRESENT:5	nikA, nikB, nikC, nikD, nikE	Nickel ABC transporter periplasmic binding protein (EC 3.6.3.24) | Nickel ABC transporter permease subunit (EC 3.6.3.24) | Nickel ABC transporter permease subunit (EC 3.6.3.24) | Nickel import ATP-binding protein NikD (EC 7.2.2.11) | Nickel import ATP-binding protein NikE (EC 7.2.2.11)
ppu02010-C47	PP_3528	PP_3528	1	sulfur/sulfonate/taurine	sulfur/sulfonate/taurine:1	kegg:ppu00920:1	PRESENT:1	PRESENT:1	PP_3528	Putative aliphatic sulfonates-binding protein
ppu02010-C48	PP_3558	PP_3559	2	methionine/amino acid/polyamine	methionine/amino acid/polyamine:1; osmoprotectant/choline/betaine/carnitine:1	kegg:ppu02010:2	PRESENT:2	PRESENT:2	PP_3558, PP_3559	Amino acid transporter, periplasmic amino acid-binding protein | Glycine betaine ABC transporter (Permease)
ppu02010-C49	PP_3719	PP_3719	1	methionine/amino acid/polyamine	methionine/amino acid/polyamine:1	kegg:ppu02010:1	PRESENT:1	PRESENT:1	PP_3719	Putrescine-binding periplasmic protein
ppu02010-C50	PP_3801	PP_3803	3	general ABC	general ABC:2; metal/cobalamin/siderophore:1	kegg:ppu02010:3	PRESENT:3	PRESENT:3	PP_3801, PP_3802, PP_3803	High-affinity zinc uptake system protein ZnuA | Cation ABC transporter, ATP-binding protein | Cation ABC transporter, permease protein
ppu02010-C51	PP_3818	PP_3818	1	phosphate/phosphonate/glycerol-phosphate	phosphate/phosphonate/glycerol-phosphate:1	kegg:ppu02010:1	PRESENT:1	PRESENT:1	PP_3818	Periplamic phosphate-binding protein
ppu02010-C52	PP_3828	PP_3830	3	general ABC	general ABC:2; metal/cobalamin/siderophore:1	kegg:ppu02010:3	PRESENT:3	PRESENT:3	modA, modB, modC	Molybdate-binding periplasmic protein | Molybdenum transport system permease | Molybdenum import ATP-binding protein ModC (EC 7.3.2.5)
ppu02010-C53	PP_3845	PP_3845	1	methionine/amino acid/polyamine	methionine/amino acid/polyamine:1	kegg:ppu02010:1	PRESENT:1	PRESENT:1	potF-III	Putrescine-binding periplasmic protein
ppu02010-C54	PP_4146	PP_4150	5	methionine/amino acid/polyamine	methionine/amino acid/polyamine:3; general ABC:2	kegg:ppu02010:5	PRESENT:5	PRESENT:5	PP_4146, yejA, PP_4148, PP_4149, yejF	Peptide ABC transporter, periplamic peptide-binding protein | Microcin C transporter-periplasmic binding protein | Oligopeptide transport system permease protein YejB | Inner membrane ABC transporter permease protein | ABC-type dipeptide transporter (EC 7.4.2.9)
ppu02010-C55	PP_4210	PP_4210	1	metal/cobalamin/siderophore	metal/cobalamin/siderophore:1	kegg:ppu02010:1	PRESENT:1	PRESENT:1	pvdT	Pyoverdine export ATP-binding/permease protein PvdT (EC 7.6.2.-)
ppu02010-C56	PP_4216	PP_4216	1	metal/cobalamin/siderophore	metal/cobalamin/siderophore:1	kegg:ppu02010:1	PRESENT:1	PRESENT:1	pvdE	Pyoverdine ABC export system, fused ATPase and permease components
ppu02010-C57	PP_4305	PP_4305	1	sulfur/sulfonate/taurine	sulfur/sulfonate/taurine:1	kegg:ppu00920:1	PRESENT:1	PRESENT:1	sbp-I	Sulfate ABC transporter
