suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
scpC	PP_0154	Q88RH5	Q88RH5_PSEPK	scpC	scpC PP_0154	Propionyl-CoA:succinate CoA transferase (EC 2.8.3.-)	unreviewed	2.0	2.8.3.-	GO:0003986; GO:0006083; GO:0006084; GO:0008775	kegg:ppu00020	Citrate cycle (TCA cycle)	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/scpC	PRESENT	genes/PSEPK/scpC/scpC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/scpC/scpC-deep-research-asta.md
aceF	PP_0338	Q88QZ6	Q88QZ6_PSEPK	aceF	aceF PP_0338	Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	unreviewed	2.0	2.3.1.12	GO:0004742; GO:0005737; GO:0006086; GO:0016491; GO:0031405; GO:0045254	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/aceF	PRESENT	genes/PSEPK/aceF/aceF-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/aceF/aceF-deep-research-asta.md
aceE	PP_0339	Q88QZ5	Q88QZ5_PSEPK	aceE	aceE PP_0339	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	unreviewed	2.0	1.2.4.1	GO:0004739; GO:0046872	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/aceE	PRESENT	genes/PSEPK/aceE/aceE-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/aceE/aceE-deep-research-asta.md
glcB	PP_0356	Q88QX8	MASZ_PSEPK	glcB	glcB PP_0356	Malate synthase G (EC 2.3.3.9)	reviewed	3.0	2.3.3.9	GO:0000287; GO:0004474; GO:0005829; GO:0006097; GO:0006099; GO:0009436	kegg:ppu00620	Pyruvate metabolism	true	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/glcB	PRESENT	genes/PSEPK/glcB/glcB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/glcB/glcB-deep-research-asta.md
aldB-I	PP_0545	Q88QE9	Q88QE9_PSEPK	aldB-I	aldB-I PP_0545	Aldehyde dehydrogenase (EC 1.2.1.3)	unreviewed	1.0	1.2.1.3	GO:0004029	kegg:ppu00010	Glycolysis / Gluconeogenesis	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/aldB-I	PRESENT	genes/PSEPK/aldB-I/aldB-I-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/aldB-I/aldB-I-deep-research-asta.md
acoC	PP_0553	Q88QE1	Q88QE1_PSEPK	acoC	acoC PP_0553	Dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system (EC 2.3.1.12)	unreviewed	1.0	2.3.1.12	GO:0004742	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/acoC	PRESENT	genes/PSEPK/acoC/acoC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/acoC/acoC-deep-research-asta.md
accC	PP_0558	Q88QD6	Q88QD6_PSEPK	accC	accC PP_0558	Biotin carboxylase (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	unreviewed	2.0	6.3.4.14	GO:0004075; GO:0005524; GO:0006633; GO:0046872; GO:2001295	kegg:ppu00061	Fatty acid biosynthesis	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/accC	PRESENT	genes/PSEPK/accC/accC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/accC/accC-deep-research-asta.md
accB	PP_0559	Q88QD5	Q88QD5_PSEPK	accB	accB PP_0559	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	unreviewed	2.0		GO:0003989; GO:0006633; GO:0009317	kegg:ppu00061	Fatty acid biosynthesis	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/accB	PRESENT	genes/PSEPK/accB/accB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/accB/accB-deep-research-asta.md
PP_0582	PP_0582	Q88QB2	Q88QB2_PSEPK	PP_0582	PP_0582	Thiolase family protein	unreviewed	1.0		GO:0003988; GO:0005829	kegg:ppu00900	Terpenoid backbone biosynthesis	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/PP_0582	PRESENT	genes/PSEPK/PP_0582/PP_0582-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0582/PP_0582-deep-research-asta.md
mdh	PP_0654	Q88Q44	MDH_PSEPK	mdh	mdh PP_0654	Probable malate dehydrogenase (EC 1.1.1.37)	reviewed	2.0	1.1.1.37	GO:0004459; GO:0006089; GO:0006099; GO:0030060	kegg:ppu00566	Sulfoquinovose metabolism	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/mdh	PRESENT	genes/PSEPK/mdh/mdh-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/mdh/mdh-deep-research-asta.md
mqo1	PP_0751	Q88PU7	MQO1_PSEPK	mqo1	mqo1 mqo-1 PP_0751	Probable malate:quinone oxidoreductase 1 (EC 1.1.5.4) (MQO 1) (Malate dehydrogenase [quinone] 1)	reviewed	2.0	1.1.5.4	GO:0006099; GO:0008924; GO:0047545	kegg:ppu00020	Citrate cycle (TCA cycle)	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/mqo1	PRESENT	genes/PSEPK/mqo1/mqo1-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/mqo1/mqo1-deep-research-asta.md
PP_0772	PP_0772	Q88PS6	Q88PS6_PSEPK	PP_0772	PP_0772	Metallo-beta-lactamase family protein	unreviewed	1.0		GO:0016787; GO:0046872	kegg:ppu00620	Pyruvate metabolism	true	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/PP_0772	PRESENT	genes/PSEPK/PP_0772/PP_0772-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0772/PP_0772-deep-research-asta.md
pta	PP_0774	Q88PS4	PTA_PSEPK	pta	pta PP_0774	Phosphate acetyltransferase (EC 2.3.1.8) (Phosphotransacetylase)	reviewed	3.0	2.3.1.8	GO:0005737; GO:0006085; GO:0008959	kegg:ppu00430	Taurine and hypotaurine metabolism	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/pta	PRESENT	genes/PSEPK/pta/pta-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/pta/pta-deep-research-asta.md
PP_0897	PP_0897	Q88PF3	Q88PF3_PSEPK	PP_0897	PP_0897	Fumarate hydratase class I (EC 4.2.1.2)	unreviewed	2.0	4.2.1.2	GO:0004333; GO:0006091; GO:0046872; GO:0051539	kegg:ppu00020	Citrate cycle (TCA cycle)	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/PP_0897	PRESENT	genes/PSEPK/PP_0897/PP_0897-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0897/PP_0897-deep-research-asta.md
fumC-I	PP_0944	Q88PA6	Q88PA6_PSEPK	fumC-I	fumC-I fumC PP_0944	Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase)	unreviewed	3.0	4.2.1.2	GO:0004333; GO:0005737; GO:0006099; GO:0006106	kegg:ppu00020	Citrate cycle (TCA cycle)	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/fumC-I	PRESENT	genes/PSEPK/fumC-I/fumC-I-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/fumC-I/fumC-I-deep-research-asta.md
leuA	PP_1025	Q88P28	LEU1_PSEPK	leuA	leuA PP_1025	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	reviewed	3.0	2.3.3.13	GO:0000287; GO:0003852; GO:0003985; GO:0005737; GO:0009098	kegg:ppu00290	Valine, leucine and isoleucine biosynthesis	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/leuA	PRESENT	genes/PSEPK/leuA/leuA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/leuA/leuA-deep-research-asta.md
mqo2	PP_1251	Q88NF9	MQO2_PSEPK	mqo2	mqo2 mqo-2 PP_1251	Probable malate:quinone oxidoreductase 2 (EC 1.1.5.4) (MQO 2) (Malate dehydrogenase [quinone] 2)	reviewed	2.0	1.1.5.4	GO:0006099; GO:0008924; GO:0047545	kegg:ppu00020	Citrate cycle (TCA cycle)	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/mqo2	PRESENT	genes/PSEPK/mqo2/mqo2-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/mqo2/mqo2-deep-research-asta.md
ghrB	PP_1261	Q88NF1	Q88NF1_PSEPK	ghrB	ghrB PP_1261	2-ketoaldonate reductase / hydroxypyruvate/glyoxylate reductase (EC 1.1.1.215, EC 1.1.1.79, EC 1.1.1.81)	unreviewed	2.0	1.1.1.215; 1.1.1.79; 1.1.1.81	GO:0005829; GO:0008873; GO:0016618; GO:0030267; GO:0051287	kegg:ppu00030	Pentose phosphate pathway	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/ghrB	PRESENT	genes/PSEPK/ghrB/ghrB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/ghrB/ghrB-deep-research-asta.md
pykA	PP_1362	Q88N54	Q88N54_PSEPK	pykA	pykA PP_1362	Pyruvate kinase (EC 2.7.1.40)	unreviewed	2.0	2.7.1.40	GO:0000287; GO:0004743; GO:0005524; GO:0016301; GO:0030955	kegg:ppu00010	Glycolysis / Gluconeogenesis	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/pykA	PRESENT	genes/PSEPK/pykA/pykA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/pykA/pykA-deep-research-asta.md
PP_1389	PP_1389	Q88N27	OADC_PSEPK	PP_1389	PP_1389	Oxaloacetate decarboxylase (EC 4.1.1.112)	reviewed	3.0	4.1.1.112	GO:0000287; GO:0006107; GO:0008948; GO:0019629; GO:0042866; GO:0046421	kegg:ppu00620	Pyruvate metabolism	true	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/PP_1389	PRESENT	genes/PSEPK/PP_1389/PP_1389-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_1389/PP_1389-deep-research-asta.md
ppc	PP_1505	Q88MR4	CAPP_PSEPK	ppc	ppc PP_1505	Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31)	reviewed	2.0	4.1.1.31	GO:0000287; GO:0005829; GO:0006099; GO:0006107; GO:0008964; GO:0015977	kegg:ppu00710	Carbon fixation by Calvin cycle	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/ppc	PRESENT	genes/PSEPK/ppc/ppc-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/ppc/ppc-deep-research-asta.md
accA	PP_1607	Q88MG4	ACCA_PSEPK	accA	accA PP_1607	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	reviewed	3.0	2.1.3.15	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	kegg:ppu00061	Fatty acid biosynthesis	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/accA	PRESENT	genes/PSEPK/accA/accA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/accA/accA-deep-research-asta.md
frmA	PP_1616	Q88MF5	Q88MF5_PSEPK	frmA	frmA PP_1616	S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.1) (EC 1.1.1.284) (Alcohol dehydrogenase class-3) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase)	unreviewed	3.0	1.1.1.1; 1.1.1.284	GO:0004022; GO:0005829; GO:0008270; GO:0046294; GO:0080007; GO:0106321; GO:0106322	kegg:ppu00626	Naphthalene degradation	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/frmA	PRESENT	genes/PSEPK/frmA/frmA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/frmA/frmA-deep-research-asta.md
ldhA	PP_1649	Q88MC4	Q88MC4_PSEPK	ldhA	ldhA PP_1649	D-lactate dehydrogenase (EC 1.1.1.28)	unreviewed	1.0	1.1.1.28	GO:0008720; GO:0051287	kegg:ppu00620	Pyruvate metabolism	true	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/ldhA	PRESENT	genes/PSEPK/ldhA/ldhA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/ldhA/ldhA-deep-research-asta.md
fumC	PP_1755	Q88M20	FUMC_PSEPK	fumC	fumC fumC-2 PP_1755	Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase)	reviewed	3.0	4.2.1.2	GO:0004333; GO:0005737; GO:0006099; GO:0006106; GO:0006108	kegg:ppu00020	Citrate cycle (TCA cycle)	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/fumC	PRESENT	genes/PSEPK/fumC/fumC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/fumC/fumC-deep-research-asta.md
accD	PP_1996	Q88LD9	ACCD_PSEPK	accD	accD PP_1996	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	reviewed	3.0	2.1.3.15	GO:0003989; GO:0005524; GO:0006633; GO:0008270; GO:0009329; GO:0016743; GO:2001295	kegg:ppu00061	Fatty acid biosynthesis	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/accD	PRESENT	genes/PSEPK/accD/accD-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/accD/accD-deep-research-asta.md
ppsA	PP_2082	Q88L53	Q88L53_PSEPK	ppsA	ppsA PP_2082	Phosphoenolpyruvate synthase (PEP synthase) (EC 2.7.9.2) (Pyruvate, water dikinase)	unreviewed	2.0	2.7.9.2	GO:0005524; GO:0006094; GO:0008986; GO:0046872	kegg:ppu00680	Methane metabolism	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/ppsA	PRESENT	genes/PSEPK/ppsA/ppsA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/ppsA/ppsA-deep-research-asta.md
PP_2213	PP_2213	Q88KS6	Q88KS6_PSEPK	PP_2213	PP_2213	Acyl-CoA synthetase (EC 6.2.1.-)	unreviewed	2.0	6.2.1.-	GO:0004321; GO:0005524; GO:0006633; GO:0006637; GO:0015645; GO:0016405	kegg:ppu00680	Methane metabolism	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/PP_2213	PRESENT	genes/PSEPK/PP_2213/PP_2213-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_2213/PP_2213-deep-research-asta.md
PP_2215	PP_2215	Q88KS4	Q88KS4_PSEPK	PP_2215	PP_2215	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	unreviewed	2.0	2.3.1.9	GO:0003985; GO:0033812; GO:0044281	kegg:ppu00900	Terpenoid backbone biosynthesis	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/PP_2215	PRESENT	genes/PSEPK/PP_2215/PP_2215-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_2215/PP_2215-deep-research-asta.md
calA	PP_2426	Q88K65	Q88K65_PSEPK	calA	calA PP_2426	Coniferyl alcohol dehydrogenase (EC 1.1.1.194)	unreviewed	1.0	1.1.1.194	GO:0008106; GO:0008270; GO:0050268	kegg:ppu00561	Glycerolipid metabolism	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/calA	PRESENT	genes/PSEPK/calA/calA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/calA/calA-deep-research-asta.md
pedE	PP_2674	Q88JH5	PEDE_PSEPK	pedE	pedE qedH-I PP_2674	Quinoprotein alcohol dehydrogenase PedE (EC 1.1.2.8) (Ca(2+)-dependent pyrroloquinoline quinone-dependent alcohol dehydrogenase) (Ca(2+)-dependent PQQ-ADH)	reviewed	5.0	1.1.2.8	GO:0005509; GO:0016020; GO:0020037; GO:0030288; GO:0052934; GO:0070968	kegg:ppu00625	Chloroalkane and chloroalkene degradation	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/pede	PRESENT	genes/PSEPK/pede/pede-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/pede/pedE-deep-research-asta.md
pedH	PP_2679	Q88JH0	PEDH_PSEPK	pedH	pedH qedH-II PP_2679	Quinoprotein alcohol dehydrogenase PedH (EC 1.1.2.-) (Lanthanide-dependent pyrroloquinoline quinone-dependent alcohol dehydrogenase) (Lanthanide-dependent PQQ-ADH)	reviewed	5.0	1.1.2.-	GO:0005509; GO:0016020; GO:0020037; GO:0030288; GO:0052934; GO:0070968	kegg:ppu00625	Chloroalkane and chloroalkene degradation	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/pedH	PRESENT	genes/PSEPK/pedH/pedH-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/pedH/pedH-deep-research-asta.md
aldB-II	PP_2680	Q88JG9	Q88JG9_PSEPK	aldB-II	aldB-II PP_2680	Aldehyde dehydrogenase (EC 1.2.1.3)	unreviewed	1.0	1.2.1.3	GO:0004029	kegg:ppu00010	Glycolysis / Gluconeogenesis	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/pedI	PRESENT	genes/PSEPK/pedI/pedI-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/pedI/pedI-deep-research-asta.md
mqo3	PP_2925	Q88IS4	MQO3_PSEPK	mqo3	mqo3 mqo-3 PP_2925	Probable malate:quinone oxidoreductase 3 (EC 1.1.5.4) (MQO 3) (Malate dehydrogenase [quinone] 3)	reviewed	2.0	1.1.5.4	GO:0006099; GO:0008924; GO:0047545	kegg:ppu00020	Citrate cycle (TCA cycle)	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/mqo3	PRESENT	genes/PSEPK/mqo3/mqo3-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/mqo3/mqo3-deep-research-asta.md
PP_3355	PP_3355	Q88HK1	Q88HK1_PSEPK	PP_3355	PP_3355	Beta-ketothiolase	unreviewed	1.0		GO:0003985; GO:0006635	kegg:ppu00900	Terpenoid backbone biosynthesis	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/PP_3355	PRESENT	genes/PSEPK/PP_3355/PP_3355-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_3355/PP_3355-deep-research-asta.md
PP_3382	PP_3382	Q88HH6	Q88HH6_PSEPK	PP_3382	PP_3382	Gluconate 2-dehydrogenase cytochrome c subunit (EC 1.1.99.3)	unreviewed	2.0	1.1.99.3	GO:0005506; GO:0005886; GO:0009055; GO:0020037; GO:0033717	kegg:ppu00030	Pentose phosphate pathway	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/PP_3382	PRESENT	genes/PSEPK/PP_3382/PP_3382-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_3382/PP_3382-deep-research-asta.md
adhB	PP_3623	Q88GU4	Q88GU4_PSEPK	adhB	adhB PP_3623	Alcohol dehydrogenase cytochrome c subunit	unreviewed	1.0		GO:0005506; GO:0005886; GO:0009055; GO:0016614; GO:0020037	kegg:ppu00030	Pentose phosphate pathway	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/adhB	PRESENT	genes/PSEPK/adhB/adhB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/adhB/adhB-deep-research-asta.md
bktB	PP_3754	Q88GH0	Q88GH0_PSEPK	bktB	bktB PP_3754	Beta-ketothiolase BktB (EC 2.3.1.16, EC 2.3.1.9)	unreviewed	2.0	2.3.1.16; 2.3.1.9	GO:0003985; GO:0033812; GO:0044281	kegg:ppu00900	Terpenoid backbone biosynthesis	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/bktB	PRESENT	genes/PSEPK/bktB/bktB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/bktB/bktB-deep-research-asta.md
gloA	PP_3766	Q88GF8	Q88GF8_PSEPK	gloA	gloA PP_3766	Lactoylglutathione lyase (EC 4.4.1.5) (Glyoxalase I)	unreviewed	2.0	4.4.1.5	GO:0004462; GO:0046872	kegg:ppu00620	Pyruvate metabolism	true	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/gloA	PRESENT	genes/PSEPK/gloA/gloA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/gloA/gloA-deep-research-asta.md
adhP	PP_3839	Q88G86	Q88G86_PSEPK	adhP	adhP PP_3839	Short-chain alcohol dehydrogenase (EC 1.1.1.-, EC 1.1.1.1)	unreviewed	1.0	1.1.1.-; 1.1.1.1	GO:0004022; GO:0008270	kegg:ppu00626	Naphthalene degradation	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/adhP	PRESENT	genes/PSEPK/adhP/adhP-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/adhP/adhP-deep-research-asta.md
gloB	PP_4144	Q88FF3	GLO2_PSEPK	gloB	gloB PP_4144 PP4144	Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II)	reviewed	3.0	3.1.2.6	GO:0004416; GO:0019243; GO:0046872	kegg:ppu00620	Pyruvate metabolism	true	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/gloB	PRESENT	genes/PSEPK/gloB/gloB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/gloB/gloB-deep-research-asta.md
lpdG	PP_4187	Q88FB1	Q88FB1_PSEPK	lpdG	lpdG PP_4187	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	unreviewed	3.0	1.8.1.4	GO:0004148; GO:0005737; GO:0006103; GO:0050660	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/lpdG	PRESENT	genes/PSEPK/lpdG/lpdG-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/lpdG/lpdG-deep-research-asta.md
pyk	PP_4301	Q88EZ9	Q88EZ9_PSEPK	pyk	pyk PP_4301	Pyruvate kinase (EC 2.7.1.40)	unreviewed	2.0	2.7.1.40	GO:0000287; GO:0004743; GO:0005524; GO:0016301; GO:0030955	kegg:ppu00010	Glycolysis / Gluconeogenesis	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/pyk	PRESENT	genes/PSEPK/pyk/pyk-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/pyk/pyk-deep-research-asta.md
lpdV	PP_4404	Q88EP9	Q88EP9_PSEPK	lpdV	lpdV PP_4404	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	unreviewed	3.0	1.8.1.4	GO:0004148; GO:0005737; GO:0006103; GO:0050660	kegg:ppu00785	Lipoic acid metabolism	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/lpdV	PRESENT	genes/PSEPK/lpdV/lpdV-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/lpdV/lpdV-deep-research-asta.md
acsA1	PP_4487	Q88EH6	ACSA1_PSEPK	acsA1	acsA1 PP_4487	Acetyl-coenzyme A synthetase 1 (AcCoA synthetase 1) (Acs 1) (EC 6.2.1.1) (Acetate--CoA ligase 1) (Acyl-activating enzyme 1)	reviewed	3.0	6.2.1.1	GO:0003987; GO:0005524; GO:0005829; GO:0016208; GO:0019427; GO:0046872	kegg:ppu00680	Methane metabolism	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/acsA1	PRESENT	genes/PSEPK/acsA1/acsA1-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/acsA1/acsA1-deep-research-asta.md
yqeF	PP_4636	Q88E32	Q88E32_PSEPK	yqeF	yqeF PP_4636	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	unreviewed	2.0	2.3.1.9	GO:0003985; GO:0033812; GO:0044281	kegg:ppu00900	Terpenoid backbone biosynthesis	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/yqeF	PRESENT	genes/PSEPK/yqeF/yqeF-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/yqeF/yqeF-deep-research-asta.md
acsA2	PP_4702	Q88DW6	ACSA2_PSEPK	acsA2	acsA2 acsB PP_4702	Acetyl-coenzyme A synthetase 2 (AcCoA synthetase 2) (Acs 2) (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acyl-activating enzyme 2)	reviewed	3.0	6.2.1.1	GO:0003987; GO:0005524; GO:0005829; GO:0016208; GO:0019427; GO:0046872	kegg:ppu00680	Methane metabolism	false	KEGG	ppu00620	Pyruvate metabolism	genes/PSEPK/acsA2	PRESENT	genes/PSEPK/acsA2/acsA2-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/acsA2/acsA2-deep-research-asta.md
