suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
PP_0103	PP_0103	Q88RM6	Q88RM6_PSEPK	PP_0103	PP_0103	Cytochrome c oxidase subunit 2 (EC 7.1.1.9)	unreviewed	3.0	7.1.1.9	GO:0004129; GO:0005507; GO:0005886; GO:0016491; GO:0020037; GO:0042773	kegg:ppu00190	Oxidative phosphorylation	true	KEGG	ppu00190	Oxidative phosphorylation	genes/PSEPK/PP_0103	PRESENT	genes/PSEPK/PP_0103/PP_0103-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0103/PP_0103-deep-research-asta.md
ctaD	PP_0104	Q88RM5	Q88RM5_PSEPK	ctaD	ctaD PP_0104	Cytochrome c oxidase subunit 1 (EC 7.1.1.9)	unreviewed	3.0	7.1.1.9	GO:0004129; GO:0005886; GO:0006119; GO:0015990; GO:0016491; GO:0020037; GO:0022904; GO:0045277; GO:0046872	kegg:ppu00190	Oxidative phosphorylation	true	KEGG	ppu00190	Oxidative phosphorylation	genes/PSEPK/ctaD	PRESENT	genes/PSEPK/ctaD/ctaD-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/ctaD/ctaD-deep-research-asta.md
PP_0105	PP_0105	Q88RM4	Q88RM4_PSEPK	PP_0105	PP_0105	Cytochrome c oxidase assembly protein CtaG	unreviewed	2.0		GO:0005507; GO:0005886	kegg:ppu00190	Oxidative phosphorylation	true	KEGG	ppu00190	Oxidative phosphorylation	genes/PSEPK/PP_0105	PRESENT	genes/PSEPK/PP_0105/PP_0105-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0105/PP_0105-deep-research-asta.md
PP_0106	PP_0106	Q88RM3	Q88RM3_PSEPK	PP_0106	PP_0106	Probable cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome aa3 subunit 3) (Cytochrome c oxidase polypeptide III)	unreviewed	2.0	7.1.1.9	GO:0004129; GO:0005886; GO:0019646; GO:0045277	kegg:ppu00190	Oxidative phosphorylation	true	KEGG	ppu00190	Oxidative phosphorylation	genes/PSEPK/PP_0106	PRESENT	genes/PSEPK/PP_0106/PP_0106-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0106/PP_0106-deep-research-asta.md
PP_0109	PP_0109	Q88RM0	Q88RM0_PSEPK	PP_0109	PP_0109	Cytochrome B	unreviewed	2.0		GO:0006784; GO:0016020; GO:0016491; GO:0046872	kegg:ppu00860	Porphyrin metabolism	false	KEGG	ppu00190	Oxidative phosphorylation	genes/PSEPK/PP_0109	PRESENT	genes/PSEPK/PP_0109/PP_0109-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0109/PP_0109-deep-research-asta.md
cyoE1	PP_0110	Q88RL9	CYOE1_PSEPK	cyoE1	cyoE1 cyoE-1 PP_0110	Protoheme IX farnesyltransferase 1 (EC 2.5.1.141) (Heme B farnesyltransferase 1) (Heme O synthase 1)	reviewed	3.0	2.5.1.141	GO:0005886; GO:0008495; GO:0048034	kegg:ppu00860	Porphyrin metabolism	false	KEGG	ppu00190	Oxidative phosphorylation	genes/PSEPK/cyoE1	PRESENT	genes/PSEPK/cyoE1/cyoE1-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/cyoE1/cyoE1-deep-research-asta.md
ppa	PP_0538	Q88QF6	IPYR_PSEPK	ppa	ppa PP_0538	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	reviewed	3.0	3.6.1.1	GO:0000287; GO:0004427; GO:0005737; GO:0006796	kegg:ppu00190	Oxidative phosphorylation	true	KEGG	ppu00190	Oxidative phosphorylation	genes/PSEPK/ppa	PRESENT	genes/PSEPK/ppa/ppa-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/ppa/ppa-deep-research-asta.md
ndh	PP_0626	Q88Q70	Q88Q70_PSEPK	ndh	ndh PP_0626	NADH dehydrogenase (EC 1.6.99.3)	unreviewed	1.0	1.6.99.3	GO:0003955; GO:0019646	kegg:ppu00190	Oxidative phosphorylation	true	KEGG	ppu00190	Oxidative phosphorylation	genes/PSEPK/ndh	PRESENT	genes/PSEPK/ndh/ndh-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/ndh/ndh-deep-research-asta.md
ppkB	PP_0712	Q88PY6	Q88PY6_PSEPK	ppkB	ppkB PP_0712	ADP/GDP-polyphosphate phosphotransferase (EC 2.7.4.-) (Polyphosphate kinase PPK2)	unreviewed	2.0	2.7.4.-	GO:0006793; GO:0008976	kegg:ppu03018	RNA degradation	false	KEGG	ppu00190	Oxidative phosphorylation	genes/PSEPK/ppkB	PRESENT	genes/PSEPK/ppkB/ppkB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/ppkB/ppkB-deep-research-asta.md
cyoA	PP_0812	Q88PN7	Q88PN7_PSEPK	cyoA	cyoA PP_0812	Ubiquinol oxidase subunit 2	unreviewed	3.0		GO:0004129; GO:0005507; GO:0005886; GO:0009486; GO:0016682; GO:0042773	kegg:ppu00190	Oxidative phosphorylation	true	KEGG	ppu00190	Oxidative phosphorylation	genes/PSEPK/cyoA	PRESENT	genes/PSEPK/cyoA/cyoA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/cyoA/cyoA-deep-research-asta.md
