suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
PP_1157	PP_1157	Q877U6	Q877U6_PSEPK	PP_1157	PP_1157 PP_3365	Acetolactate synthase	unreviewed	1.0		GO:0000287; GO:0003984; GO:0005948; GO:0009097; GO:0009099; GO:0030976; GO:0050660	kegg:ppu00660	C5-Branched dibasic acid metabolism	true	KEGG	ppu00660	C5-Branched dibasic acid metabolism	genes/PSEPK/PP_1157	PRESENT	genes/PSEPK/PP_1157/PP_1157-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_1157/PP_1157-deep-research-asta.md
PP_1394	PP_1394	Q88N22	Q88N22_PSEPK	PP_1394	PP_1394	Acetolactate synthase, large subunit	unreviewed	1.0		GO:0000287; GO:0003984; GO:0005948; GO:0009097; GO:0009099; GO:0030976; GO:0050660	kegg:ppu00660	C5-Branched dibasic acid metabolism	true	KEGG	ppu00660	C5-Branched dibasic acid metabolism	genes/PSEPK/PP_1394	PRESENT	genes/PSEPK/PP_1394/PP_1394-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_1394/PP_1394-deep-research-asta.md
leuC	PP_1985	Q88LE8	LEUC_PSEPK	leuC	leuC PP_1985	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	reviewed	3.0	4.2.1.33	GO:0003861; GO:0009098; GO:0046872; GO:0051539	kegg:ppu00660	C5-Branched dibasic acid metabolism	true	KEGG	ppu00660	C5-Branched dibasic acid metabolism	genes/PSEPK/leuC	PRESENT	genes/PSEPK/leuC/leuC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/leuC/leuC-deep-research-asta.md
leuD	PP_1986	Q88LE7	LEUD_PSEPK	leuD	leuD PP_1986	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	reviewed	2.0	4.2.1.33	GO:0003861; GO:0009098; GO:0009316	kegg:ppu00660	C5-Branched dibasic acid metabolism	true	KEGG	ppu00660	C5-Branched dibasic acid metabolism	genes/PSEPK/leuD	PRESENT	genes/PSEPK/leuD/leuD-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/leuD/leuD-deep-research-asta.md
leuB	PP_1988	Q88LE5	LEU3_PSEPK	leuB	leuB PP_1988	3-isopropylmalate dehydrogenase (EC 1.1.1.85) (3-IPM-DH) (Beta-IPM dehydrogenase) (IMDH)	reviewed	3.0	1.1.1.85	GO:0000287; GO:0003862; GO:0005829; GO:0009098; GO:0051287	kegg:ppu00660	C5-Branched dibasic acid metabolism	true	KEGG	ppu00660	C5-Branched dibasic acid metabolism	genes/PSEPK/leuB	PRESENT	genes/PSEPK/leuB/leuB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/leuB/leuB-deep-research-asta.md
galC	PP_2514	Q88JX9	GALC_PSEPK	galC	galC PP_2514	4-carboxy-4-hydroxy-2-oxoadipic acid aldolase (CHA aldolase) (EC 4.1.3.17) (Gallate degradation protein C)	reviewed	4.0	4.1.3.17	GO:0016833; GO:0019396; GO:0046872; GO:0047443	kegg:ppu00660	C5-Branched dibasic acid metabolism	true	KEGG	ppu00660	C5-Branched dibasic acid metabolism	genes/PSEPK/galC	PRESENT	genes/PSEPK/galC/galC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/galC/galC-deep-research-asta.md
sucD	PP_4185	Q88FB3	Q88FB3_PSEPK	sucD	sucD PP_4185	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	unreviewed	3.0	6.2.1.5	GO:0000166; GO:0004775; GO:0004776; GO:0006099; GO:0009361	kegg:ppu00660	C5-Branched dibasic acid metabolism	true	KEGG	ppu00660	C5-Branched dibasic acid metabolism	genes/PSEPK/sucD	PRESENT	genes/PSEPK/sucD/sucD-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/sucD/sucD-deep-research-asta.md
sucC	PP_4186	Q88FB2	SUCC_PSEPK	sucC	sucC PP_4186 PP4186	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	reviewed	3.0	6.2.1.5	GO:0000287; GO:0004775; GO:0004776; GO:0005524; GO:0005829; GO:0006099; GO:0006104; GO:0042709	kegg:ppu00660	C5-Branched dibasic acid metabolism	true	KEGG	ppu00660	C5-Branched dibasic acid metabolism	genes/PSEPK/sucC	PRESENT	genes/PSEPK/sucC/sucC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/sucC/sucC-deep-research-asta.md
ilvH	PP_4679	Q88DY9	Q88DY9_PSEPK	ilvH	ilvH PP_4679	Acetolactate synthase small subunit (AHAS) (ALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase small subunit)	unreviewed	3.0	2.2.1.6	GO:0003984; GO:0005829; GO:0009097; GO:0009099; GO:1990610	kegg:ppu00660	C5-Branched dibasic acid metabolism	true	KEGG	ppu00660	C5-Branched dibasic acid metabolism	genes/PSEPK/ilvH	PRESENT	genes/PSEPK/ilvH/ilvH-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/ilvH/ilvH-deep-research-asta.md
ilvI	PP_4680	Q88DY8	Q88DY8_PSEPK	ilvI	ilvI PP_4680	Acetolactate synthase (EC 2.2.1.6)	unreviewed	3.0	2.2.1.6	GO:0000287; GO:0003984; GO:0005948; GO:0009097; GO:0009099; GO:0030976; GO:0050660	kegg:ppu00660	C5-Branched dibasic acid metabolism	true	KEGG	ppu00660	C5-Branched dibasic acid metabolism	genes/PSEPK/ilvI	PRESENT	genes/PSEPK/ilvI/ilvI-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/ilvI/ilvI-deep-research-asta.md
