suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
PP_0317	PP_0317	Q88R17	Q88R17_PSEPK	PP_0317	PP_0317	Methyl-accepting chemotaxis transducer	unreviewed	2.0		GO:0004888; GO:0005886; GO:0006935; GO:0007165	kegg:ppu02030	Bacterial chemotaxis	true	KEGG	ppu02030	Bacterial chemotaxis	genes/PSEPK/PP_0317	MISSING		MISSING	MISSING	
mcpH	PP_0320	Q88R14	MCPH_PSEPK	mcpH	mcpH PP_0320	Methyl-accepting chemotaxis protein McpH	reviewed	3.0		GO:0005886; GO:0006935; GO:0007165	kegg:ppu02030	Bacterial chemotaxis	true	KEGG	ppu02030	Bacterial chemotaxis	genes/PSEPK/mcpH	MISSING		MISSING	MISSING	
ctpL	PP_0562	Q88QD2	Q88QD2_PSEPK	ctpL	ctpL PP_0562	Methyl-accepting chemotaxis protein CtpL	unreviewed	1.0		GO:0004888; GO:0005886; GO:0006935; GO:0007165	kegg:ppu02030	Bacterial chemotaxis	true	KEGG	ppu02030	Bacterial chemotaxis	genes/PSEPK/ctpL	MISSING		MISSING	MISSING	
PP_0584	PP_0584	Q88QB0	Q88QB0_PSEPK	PP_0584	PP_0584	Methyl-accepting chemotaxis transducer	unreviewed	2.0		GO:0004888; GO:0005886; GO:0006935; GO:0007165	kegg:ppu02030	Bacterial chemotaxis	true	KEGG	ppu02030	Bacterial chemotaxis	genes/PSEPK/PP_0584	MISSING		MISSING	MISSING	
PP_0779	PP_0779	Q88PR9	Q88PR9_PSEPK	PP_0779	PP_0779	Methyl-accepting chemotaxis transducer/sensory box protein	unreviewed	1.0		GO:0005886; GO:0006935; GO:0007165; GO:0016301	kegg:ppu02030	Bacterial chemotaxis	true	KEGG	ppu02030	Bacterial chemotaxis	genes/PSEPK/PP_0779	MISSING		MISSING	MISSING	
PP_0802	PP_0802	Q88PP6	Q88PP6_PSEPK	PP_0802	PP_0802	Chemotaxis protein	unreviewed	1.0		GO:0000160; GO:0006935	kegg:ppu02030	Bacterial chemotaxis	true	KEGG	ppu02030	Bacterial chemotaxis	genes/PSEPK/PP_0802	MISSING		MISSING	MISSING	
dppA-I	PP_0882	Q88PG8	Q88PG8_PSEPK	dppA-I	dppA-I PP_0882	Dipeptide ABC transporter-periplasmic binding protein (EC 3.6.3.23)	unreviewed	2.0	3.6.3.23	GO:0015031; GO:0016787; GO:0030288; GO:0042938; GO:0043190; GO:1904680	kegg:ppu02030	Bacterial chemotaxis	true	KEGG	ppu02030	Bacterial chemotaxis	genes/PSEPK/dppA-I	PRESENT	genes/PSEPK/dppA-I/dppA-I-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/dppA-I/dppA-I-deep-research-asta.md
dppA-II	PP_0884	Q88PG6	Q88PG6_PSEPK	dppA-II	dppA-II PP_0884	Dipeptide ABC transporter-periplasmic binding protein (EC 3.6.3.23)	unreviewed	2.0	3.6.3.23	GO:0015031; GO:0016787; GO:0030288; GO:0042938; GO:0043190; GO:1904680	kegg:ppu02030	Bacterial chemotaxis	true	KEGG	ppu02030	Bacterial chemotaxis	genes/PSEPK/dppA-II	PRESENT	genes/PSEPK/dppA-II/dppA-II-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/dppA-II/dppA-II-deep-research-asta.md
dppA-III	PP_0885	Q88PG5	Q88PG5_PSEPK	dppA-III	dppA-III PP_0885	Dipeptide ABC transporter-periplasmic binding protein (EC 3.6.3.23)	unreviewed	2.0	3.6.3.23	GO:0015031; GO:0016787; GO:0030288; GO:0042938; GO:0043190; GO:1904680	kegg:ppu02030	Bacterial chemotaxis	true	KEGG	ppu02030	Bacterial chemotaxis	genes/PSEPK/dppA-III	PRESENT	genes/PSEPK/dppA-III/dppA-III-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/dppA-III/dppA-III-deep-research-asta.md
mcpU	PP_1228	Q88NI1	MCPU_PSEPK	mcpU	mcpU PP_1228	Methyl-accepting chemotaxis protein McpU	reviewed	4.0		GO:0005886; GO:0006935; GO:0007165	kegg:ppu02030	Bacterial chemotaxis	true	KEGG	ppu02030	Bacterial chemotaxis	genes/PSEPK/mcpU	MISSING		MISSING	MISSING	
