gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
rsmG	PP_0003	P0A124	Ribosomal RNA small subunit methyltransferase G (EC 2.1.1.170) (16S rRNA 7-methylguanosine methyltransferase) (16S rRNA m7G methyltransferase)	2.1.1.170	GO:0005829; GO:0070043	IPR003682;IPR029063;	PF02527;	PTHR31760;PTHR31760:SF0;	Cytoplasm;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rsmB	PP_0066	Q88RR3	Ribosomal RNA small subunit methyltransferase B (EC 2.1.1.176) (16S rRNA m5C967 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RsmB)	2.1.1.176	GO:0003723; GO:0005829; GO:0006355; GO:0009383; GO:0070475	IPR049560;IPR001678;IPR035926;IPR006027;IPR023267;IPR004573;IPR054728;IPR018314;IPR029063;	PF01189;PF01029;PF22458;	PTHR22807:SF61;PTHR22807;	Cytoplasm;Methyltransferase;Reference proteome;Ribosome biogenesis;RNA-binding;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rsmA	PP_0401	Q88QT6	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	2.1.1.182	GO:0003723; GO:0005829; GO:0052908	IPR001737;IPR023165;IPR020596;IPR020598;IPR011530;IPR029063;	PF00398;	PTHR11727;PTHR11727:SF7;	Cytoplasm;Methyltransferase;Reference proteome;RNA-binding;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rluD	PP_0623	A0A140FVZ6	Pseudouridine synthase (EC 5.4.99.-)	5.4.99.-	GO:0000455; GO:0003723; GO:0005737; GO:0160140	IPR020103;IPR006224;IPR006225;IPR006145;IPR050188;IPR002942;IPR036986;	PF00849;PF01479;	PTHR21600;PTHR21600:SF44;	Cytoplasm;Isomerase;Reference proteome;RNA-binding;rRNA processing	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rsmC	PP_0761	Q88PT7	Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.172) (16S rRNA m2G1207 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RsmC)	2.1.1.172	GO:0003676; GO:0005737; GO:0052914	IPR002052;IPR013675;IPR023543;IPR046977;IPR029063;IPR007848;	PF05175;PF08468;	PTHR47816;PTHR47816:SF4;	Cytoplasm;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rlmN	PP_0850	Q88PK0	Dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase)	2.1.1.192	GO:0000049; GO:0002935; GO:0005737; GO:0019843; GO:0030488; GO:0046872; GO:0051539; GO:0070040; GO:0070475	IPR013785;IPR040072;IPR048641;IPR027492;IPR004383;IPR007197;IPR058240;	PF04055;PF21016;	PTHR30544;PTHR30544:SF5;	4Fe-4S;Cytoplasm;Disulfide bond;Iron;Iron-sulfur;Metal-binding;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase;tRNA processing	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rlmF	PP_0976	Q88P77	Ribosomal RNA large subunit methyltransferase F (EC 2.1.1.181) (23S rRNA mA1618 methyltransferase) (rRNA adenine N-6-methyltransferase)	2.1.1.181	GO:0005737; GO:0052907; GO:0070475	IPR010286;IPR016909;IPR029063;	PF05971;	PTHR13393:SF0;PTHR13393;	Cytoplasm;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
PP_1191	PP_1191	Q88NL6	Dual-specificity RNA pseudouridine synthase RluF (EC 5.4.99.21) (23S rRNA pseudouridine(2604) synthase) (Ribosomal large subunit pseudouridine synthase F) (rRNA pseudouridylate synthase F) (rRNA-uridine isomerase F) (tRNA(Tyr) pseudouridine(35) synthase)	5.4.99.21	GO:0001522; GO:0003723; GO:0006396; GO:0160138	IPR020103;IPR050343;IPR002942;IPR036986;	PF01479;	PTHR47683;PTHR47683:SF2;	Reference proteome;RNA-binding	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rsmI	PP_1326	Q88N86	Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI)	2.1.1.198	GO:0005737; GO:0070677	IPR000878;IPR035996;IPR014777;IPR014776;IPR008189;IPR053910;IPR018063;	PF23016;PF00590;	PTHR46111;PTHR46111:SF1;	Cytoplasm;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
rsmH	PP_1329	Q88N84	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	2.1.1.199	GO:0005737; GO:0070475; GO:0071424	IPR002903;IPR023397;IPR029063;	PF01795;	PTHR11265:SF0;PTHR11265;	Cytoplasm;Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase	rrna_modification_methyltransferase_pseudouridine	rRNA modification methyltransferase and pseudouridine enzymes	rrna_modification_ribosome_maturation_boundary	NEW_SUBMODULE	COMPLETE	Rsm/Rlm/Rlu/Rsu-family rRNA methyltransferase and pseudouridine synthase entries, including dual rRNA/tRNA enzymes where the rRNA role is the dominant product-name signal. Curate site-specific RNA modification terms where GOA/domain support is strong, and keep broad RNA binding non-core.	PRESENT	CURATED	PRESENT
