gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_0015	PP_0015	Q88RW4	Transposon protein			IPR003593;IPR052026;IPR027417;IPR008868;	PF05621;	PTHR35894;PTHR35894:SF5;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_0016	PP_0016	Q88RW3	TniQ domain-containing protein			IPR009492;	PF06527;		Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_0637	PP_0637	Q877Q0	Transposase			IPR039552;IPR052344;IPR004291;IPR024463;IPR024474;	PF03050;PF13817;PF13007;PF13005;	PTHR33678;PTHR33678:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_0638	PP_0638	Q88Q60	Transposase			IPR008878;	PF05717;	PTHR36455;PTHR36455:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_0650	PP_0650	Q88Q48	Transposase IS66 C-terminal domain-containing protein			IPR039552;	PF13817;		Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_3113	PP_3113	Q88I86	Transposase			IPR008878;	PF05717;	PTHR36455;PTHR36455:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_3114	PP_3114	Q877K0	Transposase			IPR039552;IPR052344;IPR004291;IPR024463;IPR024474;	PF03050;PF13817;PF13007;PF13005;	PTHR33678;PTHR33678:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_3115	PP_3115	Q88I85	Transposase			IPR045489;	PF20008;		Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_3500	PP_3500	Q877M6	Transposase			IPR008878;	PF05717;	PTHR36455;PTHR36455:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
PP_3501	PP_3501	Q877J9	Transposase			IPR039552;IPR052344;IPR004291;IPR024463;IPR024474;	PF03050;PF13817;PF13007;PF13005;	PTHR33678;PTHR33678:SF1;	Reference proteome	transposase_domain_or_fragment	Domain-only or fragmentary transposase candidates	mobile_genetic_elements_boundary	DEFER_LOW_EVIDENCE	COMPLETE	Transposase-name records with no fetched GOA rows or only very broad binding rows. Treat short fragments and domain-only entries cautiously.	PRESENT	CURATED	PRESENT
