suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
ppkB	PP_0712	Q88PY6	Q88PY6_PSEPK	ppkB	ppkB PP_0712	ADP/GDP-polyphosphate phosphotransferase (EC 2.7.4.-) (Polyphosphate kinase PPK2)	unreviewed	2.0	2.7.4.-	GO:0006793; GO:0008976	kegg:ppu03018	RNA degradation	true	KEGG	ppu03018	RNA degradation	genes/PSEPK/ppkB	PRESENT	genes/PSEPK/ppkB/ppkB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/ppkB/ppkB-deep-research-asta.md
rhlB	PP_1295	Q88NB7	RHLB_PSEPK	rhlB	rhlB PP_1295	ATP-dependent RNA helicase RhlB (EC 3.6.4.13)	reviewed	3.0	3.6.4.13	GO:0003723; GO:0003724; GO:0005524; GO:0005829; GO:0006401; GO:0016887	kegg:ppu03018	RNA degradation	true	KEGG	ppu03018	RNA degradation	genes/PSEPK/rhlB	PRESENT	genes/PSEPK/rhlB/rhlB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/rhlB/rhlB-deep-research-asta.md
groEL	PP_1361	Q88N55	CH60_PSEPK	groEL	groEL groL PP_1361	Chaperonin GroEL (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin-60) (Cpn60)	reviewed	3.0	5.6.1.7	GO:0005524; GO:0005737; GO:0016853; GO:0042026; GO:0051082; GO:0140662	kegg:ppu04156	Integrated stress response (ISR) signaling pathway	false	KEGG	ppu03018	RNA degradation	genes/PSEPK/groEL	PRESENT	genes/PSEPK/groEL/groEL-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/groEL/groEL-deep-research-asta.md
eno	PP_1612	Q88MF9	ENO_PSEPK	eno	eno PP_1612	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	reviewed	3.0	4.2.1.11	GO:0000015; GO:0000287; GO:0004634; GO:0005576; GO:0006096; GO:0009986	kegg:ppu03018	RNA degradation	true	KEGG	ppu03018	RNA degradation	genes/PSEPK/eno	PRESENT	genes/PSEPK/eno/eno-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/eno/eno-deep-research-asta.md
deaD	PP_1868	Q88LR1	Q88LR1_PSEPK	deaD	deaD csdA PP_1868	ATP-dependent RNA helicase DeaD (EC 3.6.4.13) (Cold-shock DEAD box protein A)	unreviewed	3.0	3.6.4.13	GO:0000027; GO:0003724; GO:0005524; GO:0005829; GO:0005840; GO:0006401; GO:0016887; GO:0033592; GO:0070417	kegg:ppu03018	RNA degradation	true	KEGG	ppu03018	RNA degradation	genes/PSEPK/deaD	PRESENT	genes/PSEPK/deaD/deaD-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/deaD/deaD-deep-research-asta.md
rne	PP_1905	Q88LM4	Q88LM4_PSEPK	rne	rne PP_1905	Ribonuclease E (RNase E) (EC 3.1.26.12)	unreviewed	3.0	3.1.26.12	GO:0000049; GO:0000287; GO:0005737; GO:0006364; GO:0006402; GO:0008033; GO:0008270; GO:0008995; GO:0009898; GO:0019843	kegg:ppu03018	RNA degradation	true	KEGG	ppu03018	RNA degradation	genes/PSEPK/rne	PRESENT	genes/PSEPK/rne/rne-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/rne/rne-deep-research-asta.md
recQ	PP_4516	Q88EE9	Q88EE9_PSEPK	recQ	recQ PP_4516	DNA helicase RecQ (EC 5.6.2.4)	unreviewed	3.0	5.6.2.4	GO:0003677; GO:0005524; GO:0005737; GO:0006260; GO:0006281; GO:0006310; GO:0009378; GO:0009432; GO:0016787; GO:0030894; GO:0043138; GO:0043590; GO:0046872	kegg:ppu03018	RNA degradation	true	KEGG	ppu03018	RNA degradation	genes/PSEPK/recQ	PRESENT	genes/PSEPK/recQ/recQ-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/recQ/recQ-deep-research-asta.md
pcnB	PP_4697	Q88DX1	Q88DX1_PSEPK	pcnB	pcnB PP_4697	Poly(A) polymerase I (PAP I) (EC 2.7.7.19)	unreviewed	3.0	2.7.7.19	GO:0003723; GO:0005524; GO:0006351; GO:0006397; GO:0043633; GO:1990817	kegg:ppu03018	RNA degradation	true	KEGG	ppu03018	RNA degradation	genes/PSEPK/pcnB	PRESENT	genes/PSEPK/pcnB/pcnB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/pcnB/pcnB-deep-research-asta.md
pnp	PP_4708	Q88DW0	PNP_PSEPK	pnp	pnp PP_4708	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	reviewed	3.0	2.7.7.8	GO:0000175; GO:0000287; GO:0003723; GO:0004654; GO:0005829; GO:0006396; GO:0006402	kegg:ppu03018	RNA degradation	true	KEGG	ppu03018	RNA degradation	genes/PSEPK/pnp	PRESENT	genes/PSEPK/pnp/pnp-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/pnp/pnp-deep-research-asta.md
dnaK	PP_4727	Q88DU2	DNAK_PSEPK	dnaK	dnaK PP_4727	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	reviewed	2.0		GO:0005524; GO:0006457; GO:0016887; GO:0051082	kegg:ppu04156	Integrated stress response (ISR) signaling pathway	false	KEGG	ppu03018	RNA degradation	genes/PSEPK/dnaK	PRESENT	genes/PSEPK/dnaK/dnaK-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/dnaK/dnaK-deep-research-asta.md
