suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
rpmH	PP_0009	P0A161	RL34_PSEPK	rpmH	rpmH PP_0009	Large ribosomal subunit protein bL34 (50S ribosomal protein L34)	reviewed	2.0		GO:0003735; GO:0005840; GO:0006412; GO:1990904	kegg:ppu03010	Ribosome	true	KEGG	ppu03010	Ribosome	genes/PSEPK/rpmH	PRESENT	genes/PSEPK/rpmH/rpmH-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/rpmH/rpmH-deep-research-asta.md
rpsU	PP_0389	P0A165	RS21_PSEPK	rpsU	rpsU PP_0389	Small ribosomal subunit protein bS21 (30S ribosomal protein S21)	reviewed	2.0		GO:0003735; GO:0005840; GO:0006412; GO:1990904	kegg:ppu03010	Ribosome	true	KEGG	ppu03010	Ribosome	genes/PSEPK/rpsU	PRESENT	genes/PSEPK/rpsU/rpsU-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/rpsU/rpsU-deep-research-asta.md
rplK	PP_0443	Q88QP5	RL11_PSEPK	rplK	rplK PP_0443	Large ribosomal subunit protein uL11 (50S ribosomal protein L11)	reviewed	2.0		GO:0003735; GO:0006412; GO:0022625; GO:0070180	kegg:ppu03010	Ribosome	true	KEGG	ppu03010	Ribosome	genes/PSEPK/rplK	PRESENT	genes/PSEPK/rplK/rplK-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/rplK/rplK-deep-research-asta.md
rplA	PP_0444	Q88QP4	RL1_PSEPK	rplA	rplA PP_0444	Large ribosomal subunit protein uL1 (50S ribosomal protein L1)	reviewed	2.0		GO:0000049; GO:0003735; GO:0006412; GO:0006417; GO:0019843; GO:0022625	kegg:ppu03010	Ribosome	true	KEGG	ppu03010	Ribosome	genes/PSEPK/rplA	PRESENT	genes/PSEPK/rplA/rplA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/rplA/rplA-deep-research-asta.md
rplJ	PP_0445	Q88QP3	RL10_PSEPK	rplJ	rplJ PP_0445	Large ribosomal subunit protein uL10 (50S ribosomal protein L10)	reviewed	2.0		GO:0003735; GO:0006412; GO:0015934; GO:0070180	kegg:ppu03010	Ribosome	true	KEGG	ppu03010	Ribosome	genes/PSEPK/rplJ	PRESENT	genes/PSEPK/rplJ/rplJ-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/rplJ/rplJ-deep-research-asta.md
rplL	PP_0446	P0A157	RL7_PSEPK	rplL	rplL PP_0446	Large ribosomal subunit protein bL12 (50S ribosomal protein L7/L12)	reviewed	2.0		GO:0003729; GO:0003735; GO:0006412; GO:0022625	kegg:ppu03010	Ribosome	true	KEGG	ppu03010	Ribosome	genes/PSEPK/rplL	PRESENT	genes/PSEPK/rplL/rplL-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/rplL/rplL-deep-research-asta.md
rpsL	PP_0449	Q88QP0	RS12_PSEPK	rpsL	rpsL PP_0449	Small ribosomal subunit protein uS12 (30S ribosomal protein S12)	reviewed	3.0		GO:0000049; GO:0003735; GO:0006412; GO:0015935; GO:0019843	kegg:ppu03010	Ribosome	true	KEGG	ppu03010	Ribosome	genes/PSEPK/rpsL	PRESENT	genes/PSEPK/rpsL/rpsL-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/rpsL/rpsL-deep-research-asta.md
rpsG	PP_0450	Q88QN9	RS7_PSEPK	rpsG	rpsG PP_0450	Small ribosomal subunit protein uS7 (30S ribosomal protein S7)	reviewed	2.0		GO:0000049; GO:0003735; GO:0006412; GO:0015935; GO:0019843	kegg:ppu03010	Ribosome	true	KEGG	ppu03010	Ribosome	genes/PSEPK/rpsG	PRESENT	genes/PSEPK/rpsG/rpsG-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/rpsG/rpsG-deep-research-asta.md
rpsJ	PP_0453	Q88QN6	RS10_PSEPK	rpsJ	rpsJ PP_0453	Small ribosomal subunit protein uS10 (30S ribosomal protein S10)	reviewed	2.0		GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:1990904	kegg:ppu03010	Ribosome	true	KEGG	ppu03010	Ribosome	genes/PSEPK/rpsJ	PRESENT	genes/PSEPK/rpsJ/rpsJ-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/rpsJ/rpsJ-deep-research-asta.md
rplC	PP_0454	Q88QN5	RL3_PSEPK	rplC	rplC PP_0454	Large ribosomal subunit protein uL3 (50S ribosomal protein L3)	reviewed	2.0		GO:0003735; GO:0006412; GO:0019843; GO:0022625	kegg:ppu03010	Ribosome	true	KEGG	ppu03010	Ribosome	genes/PSEPK/rplC	PRESENT	genes/PSEPK/rplC/rplC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/rplC/rplC-deep-research-asta.md
