suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
accC	PP_0558	Q88QD6	Q88QD6_PSEPK	accC	accC PP_0558	Biotin carboxylase (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	unreviewed	2.0	6.3.4.14	GO:0004075; GO:0005524; GO:0006633; GO:0046872; GO:2001295	kegg:ppu00061	Fatty acid biosynthesis	true	KEGG	ppu00061	Fatty acid biosynthesis	genes/PSEPK/accC	PRESENT	genes/PSEPK/accC/accC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/accC/accC-deep-research-asta.md
accB	PP_0559	Q88QD5	Q88QD5_PSEPK	accB	accB PP_0559	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	unreviewed	2.0		GO:0003989; GO:0006633; GO:0009317	kegg:ppu00061	Fatty acid biosynthesis	true	KEGG	ppu00061	Fatty acid biosynthesis	genes/PSEPK/accB	PRESENT	genes/PSEPK/accB/accB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/accB/accB-deep-research-asta.md
PP_0581	PP_0581	Q88QB3	Q88QB3_PSEPK	PP_0581	PP_0581	3-oxoacyl-(Acyl-carrier-protein) reductase	unreviewed	1.0		GO:0016616	kegg:ppu00780	Biotin metabolism	false	KEGG	ppu00061	Fatty acid biosynthesis	genes/PSEPK/PP_0581	PRESENT	genes/PSEPK/PP_0581/PP_0581-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0581/PP_0581-deep-research-asta.md
fabZ	PP_1602	Q88MG9	FABZ_PSEPK	fabZ	fabZ PP_1602	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase)	reviewed	3.0	4.2.1.59	GO:0005737; GO:0006633; GO:0009245; GO:0016020; GO:0019171	kegg:ppu00780	Biotin metabolism	false	KEGG	ppu00061	Fatty acid biosynthesis	genes/PSEPK/fabZ	PRESENT	genes/PSEPK/fabZ/fabZ-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/fabZ/fabZ-deep-research-asta.md
accA	PP_1607	Q88MG4	ACCA_PSEPK	accA	accA PP_1607	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	reviewed	3.0	2.1.3.15	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295	kegg:ppu00061	Fatty acid biosynthesis	true	KEGG	ppu00061	Fatty acid biosynthesis	genes/PSEPK/accA	PRESENT	genes/PSEPK/accA/accA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/accA/accA-deep-research-asta.md
PP_1852	PP_1852	Q88LS6	Q88LS6_PSEPK	PP_1852	PP_1852	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) (EC 1.3.1.10)	unreviewed	1.0	1.3.1.10	GO:0141148	kegg:ppu00780	Biotin metabolism	false	KEGG	ppu00061	Fatty acid biosynthesis	genes/PSEPK/PP_1852	PRESENT	genes/PSEPK/PP_1852/PP_1852-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_1852/PP_1852-deep-research-asta.md
fabD	PP_1913	Q88LL7	Q88LL7_PSEPK	fabD	fabD PP_1913	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	unreviewed	2.0	2.3.1.39	GO:0004314; GO:0005829; GO:0006633	kegg:ppu00074	Mycolic acid biosynthesis	false	KEGG	ppu00061	Fatty acid biosynthesis	genes/PSEPK/fabD	PRESENT	genes/PSEPK/fabD/fabD-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/fabD/fabD-deep-research-asta.md
fabG	PP_1914	Q88LL6	Q88LL6_PSEPK	fabG	fabG PP_1914	3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100)	unreviewed	2.0	1.1.1.100	GO:0004316; GO:0030497; GO:0051287	kegg:ppu00780	Biotin metabolism	false	KEGG	ppu00061	Fatty acid biosynthesis	genes/PSEPK/fabG	PRESENT	genes/PSEPK/fabG/fabG-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/fabG/fabG-deep-research-asta.md
fabF	PP_1916	Q88LL4	Q88LL4_PSEPK	fabF	fabF PP_1916	3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179)	unreviewed	2.0	2.3.1.179	GO:0004315; GO:0005829; GO:0006633	kegg:ppu00780	Biotin metabolism	false	KEGG	ppu00061	Fatty acid biosynthesis	genes/PSEPK/fabF	PRESENT	genes/PSEPK/fabF/fabF-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/fabF/fabF-deep-research-asta.md
accD	PP_1996	Q88LD9	ACCD_PSEPK	accD	accD PP_1996	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	reviewed	3.0	2.1.3.15	GO:0003989; GO:0005524; GO:0006633; GO:0008270; GO:0009329; GO:0016743; GO:2001295	kegg:ppu00061	Fatty acid biosynthesis	true	KEGG	ppu00061	Fatty acid biosynthesis	genes/PSEPK/accD	PRESENT	genes/PSEPK/accD/accD-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/accD/accD-deep-research-asta.md
