suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	openscientist_research_status	openscientist_research_file	module_interpretation
hemA	PP_0732	Q88PW6	HEM1_PSEPK	hemA	hemA PP_0732	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	reviewed	3.0	1.2.1.70	GO:0008883; GO:0019353; GO:0050661	kegg:ppu00860	Porphyrin metabolism	true	KEGG	ppu00860	Porphyrin metabolism	genes/PSEPK/hemA	PRESENT	genes/PSEPK/hemA/hemA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/hemA/hemA-deep-research-openscientist.md	covered: first C5 glutamyl-tRNA reaction
hemL	PP_4784	Q88DP0	GSA_PSEPK	hemL	hemL PP_4784	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	reviewed	3.0	5.4.3.8	GO:0005737; GO:0006782; GO:0030170; GO:0042286	kegg:ppu00860	Porphyrin metabolism	true	KEGG	ppu00860	Porphyrin metabolism	genes/PSEPK/hemL	PRESENT	genes/PSEPK/hemL/hemL-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/hemL/hemL-deep-research-openscientist.md	covered: second C5 glutamyl-tRNA reaction
hemB	PP_2913	Q88IT6	Q88IT6_PSEPK	hemB	hemB PP_2913	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	unreviewed	2.0	4.2.1.24	GO:0004655; GO:0005829; GO:0006782; GO:0008270	kegg:ppu00860	Porphyrin metabolism	true	KEGG	ppu00860	Porphyrin metabolism	genes/PSEPK/hemB	PRESENT	genes/PSEPK/hemB/hemB-ai-review.yaml	CURATED	MISSING	.	covered candidate: Zn/Mg-site ALAD paralog; dominance unresolved
hemBB	PP_3322	Q88HN1	Q88HN1_PSEPK	hemBB	hemBB PP_3322	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	unreviewed	2.0	4.2.1.24	GO:0004655; GO:0005829; GO:0006782; GO:0008270	kegg:ppu00860	Porphyrin metabolism	true	KEGG	ppu00860	Porphyrin metabolism	genes/PSEPK/hemBB	PRESENT	genes/PSEPK/hemBB/hemBB-ai-review.yaml	CURATED	MISSING	.	covered candidate: Mg-site ALAD paralog; dominance unresolved
hemC	PP_0186	Q88RE5	HEM3_PSEPK	hemC	hemC PP_0186	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	reviewed	3.0	2.5.1.61	GO:0004418; GO:0005737; GO:0006782	kegg:ppu00860	Porphyrin metabolism	true	KEGG	ppu00860	Porphyrin metabolism	genes/PSEPK/hemC	PRESENT	genes/PSEPK/hemC/hemC-ai-review.yaml	CURATED	MISSING	.	covered: hydroxymethylbilane synthesis
hemD	PP_0187	Q88RE4	Q88RE4_PSEPK	hemD	hemD PP_0187	Uroporphyrinogen-III synthase (EC 4.2.1.75)	unreviewed	2.0	4.2.1.75	GO:0004852; GO:0006780; GO:0006782	kegg:ppu00860	Porphyrin metabolism	true	KEGG	ppu00860	Porphyrin metabolism	genes/PSEPK/hemD	PRESENT	genes/PSEPK/hemD/hemD-ai-review.yaml	CURATED	MISSING	.	covered: uroporphyrinogen III synthesis
hemE	PP_5074	Q88CV6	DCUP_PSEPK	hemE	hemE PP_5074	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	reviewed	3.0	4.1.1.37	GO:0004853; GO:0005829; GO:0019353	kegg:ppu00860	Porphyrin metabolism	true	KEGG	ppu00860	Porphyrin metabolism	genes/PSEPK/hemE	PRESENT	genes/PSEPK/hemE/hemE-ai-review.yaml	CURATED	MISSING	.	covered: coproporphyrinogen III synthesis
hemF	PP_0073	Q88RQ6	HEM6_PSEPK	hemF	hemF PP_0073	Oxygen-dependent coproporphyrinogen-III oxidase (CPO) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	reviewed	3.0	1.3.3.3	GO:0004109; GO:0005737; GO:0006782; GO:0042803; GO:0046872	kegg:ppu00860	Porphyrin metabolism	true	KEGG	ppu00860	Porphyrin metabolism	genes/PSEPK/hemF	PRESENT	genes/PSEPK/hemF/hemF-ai-review.yaml	CURATED	MISSING	.	covered: oxygen-dependent coproporphyrinogen oxidation
hemN	PP_4264	Q88F35	Q88F35_PSEPK	hemN	hemN PP_4264	Coproporphyrinogen-III oxidase (EC 1.3.98.3)	unreviewed	3.0	1.3.98.3	GO:0004109; GO:0005737; GO:0006782; GO:0046872; GO:0051539; GO:0051989	kegg:ppu00860	Porphyrin metabolism	true	KEGG	ppu00860	Porphyrin metabolism	genes/PSEPK/hemN	PRESENT	genes/PSEPK/hemN/hemN-ai-review.yaml	CURATED	MISSING	.	covered: oxygen-independent radical-SAM variant
PP_0431	PP_0431	Q88QQ7	Q88QQ7_PSEPK	PP_0431	PP_0431	Protoporphyrinogen IX oxidase (PPO) (EC 1.3.99.-)	unreviewed	3.0	1.3.99.-	GO:0005886; GO:0006782; GO:0046872; GO:0070818	kegg:ppu00860	Porphyrin metabolism	true	KEGG	ppu00860	Porphyrin metabolism	genes/PSEPK/PP_0431	PRESENT	genes/PSEPK/PP_0431/PP_0431-ai-review.yaml	CURATED	MISSING	.	covered: HemJ membrane-electron-transfer variant
