gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_0014	PP_0014	Q88RW5	Transposase		GO:0003676; GO:0015074	IPR001584;IPR012337;IPR036397;			Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
PP_0334	PP_0334	Q88R00	Transposase		GO:0003677; GO:0004803; GO:0006313	IPR002525;IPR047650;IPR003346;	PF01548;PF02371;	PTHR33055:SF3;PTHR33055;	Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
PP_0526	PP_0526	Q877S7	Transposase		GO:0003677; GO:0004803; GO:0006313	IPR002525;IPR047650;IPR003346;	PF01548;PF02371;	PTHR33055:SF13;PTHR33055;	Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
PP_0568	PP_0568	Q88QC6	Transposase IS200-like domain-containing protein		GO:0004803; GO:0006313; GO:0043565	IPR052715;IPR002686;IPR036515;	PF01797;	PTHR36966;PTHR36966:SF1;	Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
PP_1133	PP_1133	Q877U3	Transposase		GO:0003677; GO:0004803; GO:0006313	IPR002525;IPR047650;IPR003346;	PF01548;PF02371;	PTHR33055:SF13;PTHR33055;	Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
PP_1931	PP_1931	Q88LK0	IS1182 family transposase		GO:0003677; GO:0004803; GO:0006313	IPR047629;IPR002559;IPR008490;	PF01609;PF05598;	PTHR33408;PTHR33408:SF2;	Coiled coil;Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
PP_2570	PP_2570	Q877T6	Transposase		GO:0003677; GO:0004803; GO:0006313	IPR002525;IPR047650;IPR003346;	PF01548;PF02371;	PTHR33055:SF13;PTHR33055;	Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
PP_2976	PP_2976	Q88IM3	Transposase		GO:0003677; GO:0004803; GO:0006313	IPR009057;IPR002514;IPR036388;	PF01527;		Coiled coil;Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
tnpB	PP_2977	Q88IM2	Tn4652, transposase subunit B		GO:0003676; GO:0015074	IPR025948;IPR001584;IPR012337;IPR036397;IPR048020;IPR050900;	PF13276;PF00665;PF13333;	PTHR46889:SF5;PTHR46889;	Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
PP_3498	PP_3498	Q88H63	Transposase		GO:0003677; GO:0004803; GO:0006313	IPR002525;IPR047650;IPR003346;	PF01548;PF02371;	PTHR33055:SF3;PTHR33055;	Reference proteome	transposase_goa_supported	GOA-supported transposases and insertion-sequence integration proteins	mobile_genetic_elements_boundary	REUSE_OR_EXTEND_EXISTING	COMPLETE	Transposase or transposase-subunit records with fetched GOA support for transposase activity, DNA transposition, DNA integration, or nucleic-acid binding. This is the highest-confidence first curation target.	PRESENT	CURATED	PRESENT
