gene	ordered_locus	uniprot_accession	protein_name	partition_bucket	partition_label	proposed_module	recommended_action	notes	review_status	curation_status	asta_research_status
fur__Q88RL0	PP_0119	Q88RL0	Ferric uptake regulation protein	fur_iron_regulation_spillover	Fur/iron regulation spillover	iron_homeostasis_regulation_boundary	SIDE_CONTEXT	Fur-family iron regulation context; not quorum-signal synthesis or reception.	PRESENT	CURATED	PRESENT
potA	PP_0411	Q88QS7	Spermidine/putrescine import ATP-binding protein PotA (EC 7.6.2.11)	polyamine_abc_import	Polyamine ABC import	polyamine_transport_boundary	EXISTING_OR_REUSE	Putrescine/spermidine/polyamine import systems; plausible quorum/biofilm context but best curated as transport.	PRESENT	CURATED	PRESENT
PP_0412	PP_0412	Q88QS6	Polyamine ABC transporter, periplasmic polyamine-binding protein	polyamine_abc_import	Polyamine ABC import	polyamine_transport_boundary	EXISTING_OR_REUSE	Putrescine/spermidine/polyamine import systems; plausible quorum/biofilm context but best curated as transport.	PRESENT	CURATED	PRESENT
PP_0413	PP_0413	Q88QS5	Polyamine ABC transporter, permease protein	polyamine_abc_import	Polyamine ABC import	polyamine_transport_boundary	EXISTING_OR_REUSE	Putrescine/spermidine/polyamine import systems; plausible quorum/biofilm context but best curated as transport.	PRESENT	CURATED	PRESENT
PP_0414	PP_0414	Q88QS4	Polyamine ABC transporter, permease protein	polyamine_abc_import	Polyamine ABC import	polyamine_transport_boundary	EXISTING_OR_REUSE	Putrescine/spermidine/polyamine import systems; plausible quorum/biofilm context but best curated as transport.	PRESENT	CURATED	PRESENT
PP_0615	PP_0615	Q88Q80	Branched-chain amino acid ABC transporter, ATP-binding protein	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
PP_0616	PP_0616	Q88Q79	Branched-chain amino acid ABC transporter, ATP binding protein	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
PP_0617	PP_0617	Q88Q78	Branched-chain amino acid ABC transporter, permease protein	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
PP_0618	PP_0618	Q88Q77	Branched-chain amino acid ABC transporter, permease protein	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
PP_0619	PP_0619	Q88Q76	Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
PP_0806	PP_0806	Q88PP2	Surface adhesion protein	surface_adhesion_singleton	Surface adhesion singleton	surface_adhesion_boundary	DEFER	Surface-adhesion protein that may fit a biofilm/surface module rather than quorum sensing.	PRESENT	CURATED	PRESENT
livF-I	PP_1137	Q88NR8	High-affinity branched-chain amino acid transport ATP-binding protein	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
livG	PP_1138	Q88NR7	Branched chain amino acid transporter-ATP binding subunit	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
livM	PP_1139	Q88NR6	Branched chain amino acid transporter-permease subunit	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
livH	PP_1140	Q88NR5	Branched chain amino acid transporter-permease subunit	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
livK	PP_1141	Q88NR4	Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
ydcV	PP_1482	Q88MT6	Polyamine ABC transporter, permease protein	polyamine_abc_import	Polyamine ABC import	polyamine_transport_boundary	EXISTING_OR_REUSE	Putrescine/spermidine/polyamine import systems; plausible quorum/biofilm context but best curated as transport.	PRESENT	CURATED	PRESENT
ydcU	PP_1483	Q88MT5	Polyamine ABC transporter, permease protein	polyamine_abc_import	Polyamine ABC import	polyamine_transport_boundary	EXISTING_OR_REUSE	Putrescine/spermidine/polyamine import systems; plausible quorum/biofilm context but best curated as transport.	PRESENT	CURATED	PRESENT
ydcT	PP_1484	Q88MT4	Predicted polyamine ABC transporter, ATP-binding protein (EC 3.6.3.31)	polyamine_abc_import	Polyamine ABC import	polyamine_transport_boundary	EXISTING_OR_REUSE	Putrescine/spermidine/polyamine import systems; plausible quorum/biofilm context but best curated as transport.	PRESENT	CURATED	PRESENT
ydcS	PP_1486	Q88MT2	Polyamine ABC transporter, periplasmic polyamine-binding protein	polyamine_abc_import	Polyamine ABC import	polyamine_transport_boundary	EXISTING_OR_REUSE	Putrescine/spermidine/polyamine import systems; plausible quorum/biofilm context but best curated as transport.	PRESENT	CURATED	PRESENT
PP_1722	PP_1722	Q88M52	ABC transporter, ATP-binding protein	phosphonate_abc_import	Phosphonate/AEP ABC import	phosphonate_phosphinate_metabolism	EXISTING_OR_REUSE	2-aminoethylphosphonate ABC import context; route to phosphonate uptake/catabolism.	PRESENT	CURATED	PRESENT
PP_1723	PP_1723	Q88M51	2-aminoethylphosphonate transport system permease	phosphonate_abc_import	Phosphonate/AEP ABC import	phosphonate_phosphinate_metabolism	EXISTING_OR_REUSE	2-aminoethylphosphonate ABC import context; route to phosphonate uptake/catabolism.	PRESENT	CURATED	PRESENT
PP_1724	PP_1724	Q88M50	ABC-type 2-aminoethylphosphonate transporter permease	phosphonate_abc_import	Phosphonate/AEP ABC import	phosphonate_phosphinate_metabolism	EXISTING_OR_REUSE	2-aminoethylphosphonate ABC import context; route to phosphonate uptake/catabolism.	PRESENT	CURATED	PRESENT
PP_1726	PP_1726	Q88M48	ABC transporter, periplasmic binding protein	phosphonate_abc_import	Phosphonate/AEP ABC import	phosphonate_phosphinate_metabolism	EXISTING_OR_REUSE	2-aminoethylphosphonate ABC import context; route to phosphonate uptake/catabolism.	PRESENT	CURATED	PRESENT
PP_2064	PP_2064	Q88L71	Multidrug efflux RND membrane fusion protein	rnd_multidrug_efflux	RND multidrug efflux	rnd_multidrug_efflux_boundary	NEW_SUBMODULE	MFP/RND efflux pair; resistance/export context rather than quorum sensing.	PRESENT	CURATED	PRESENT
PP_2065	PP_2065	Q88L70	Multidrug efflux RND transporter	rnd_multidrug_efflux	RND multidrug efflux	rnd_multidrug_efflux_boundary	NEW_SUBMODULE	MFP/RND efflux pair; resistance/export context rather than quorum sensing.	PRESENT	CURATED	PRESENT
PP_2713	PP_2713	Q88JD6	DNA-binding response regulator	qsebc_like_two_component_regulation	QseBC-like two-component regulation	qsebc_like_two_component_regulation_boundary	NEW_SUBMODULE	QseB/KdpE-like response regulators and paired sensor kinases; the closest ppu02024 regulatory signal bucket.	PRESENT	CURATED	PRESENT
PP_2714	PP_2714	Q88JD5	histidine kinase (EC 2.7.13.3)	qsebc_like_two_component_regulation	QseBC-like two-component regulation	qsebc_like_two_component_regulation_boundary	NEW_SUBMODULE	QseB/KdpE-like response regulators and paired sensor kinases; the closest ppu02024 regulatory signal bucket.	PRESENT	CURATED	PRESENT
PP_2748	PP_2748	Q88JA1	Branched-chain amino acid ABC transporter, ATP-binding protein	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
PP_2749	PP_2749	Q88JA0	Branched-chain amino acid ABC transporter, permease protein	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
PP_2750	PP_2750	Q88J99	Branched-chain amino acid ABC transporter, permease protein	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
PP_2751	PP_2751	Q88J98	Leucine-binding protein domain-containing protein	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
PP_2752	PP_2752	Q88J97	Leucine-binding protein domain-containing protein	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
PP_2753	PP_2753	Q88J96	Branched-chain amino acid ABC transporter, ATP-binding protein	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
PP_2767	PP_2767	Q88J82	Branched-chain amino acid ABC transporter, ATP-binding protein	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
PP_2768	PP_2768	Q88J81	Branched-chain amino acid ABC transporter, permease protein	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
PP_2769	PP_2769	Q88J80	Branched-chain amino acid ABC transporter, permease protein	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
PP_2770	PP_2770	Q88J79	Leucine-binding protein domain-containing protein	branched_chain_amino_acid_abc_import	Branched-chain amino-acid ABC import	branched_chain_amino_acid_abc_import_boundary	EXISTING_OR_REUSE	Liv/Bra-like amino-acid import systems already routed through ABC-transporter submodules.	PRESENT	CURATED	PRESENT
PP_2870	PP_2870	Q88IX9	Spermidine/putrescine-binding periplasmic protein	polyamine_abc_import	Polyamine ABC import	polyamine_transport_boundary	EXISTING_OR_REUSE	Putrescine/spermidine/polyamine import systems; plausible quorum/biofilm context but best curated as transport.	PRESENT	CURATED	PRESENT
PP_3220	PP_3220	Q88HY3	ABC-type dipeptide transporter (EC 7.4.2.9)	peptide_opine_glutathione_abc_import	Peptide/opine/glutathione ABC import	peptide_opine_glutathione_abc_import_boundary	NEW_SUBMODULE	Dipeptide and Gsi/opine-like import systems; transport context rather than quorum sensing.	PRESENT	CURATED	PRESENT
PP_3221	PP_3221	Q88HY2	ABC transporter, permease protein	peptide_opine_glutathione_abc_import	Peptide/opine/glutathione ABC import	peptide_opine_glutathione_abc_import_boundary	NEW_SUBMODULE	Dipeptide and Gsi/opine-like import systems; transport context rather than quorum sensing.	PRESENT	CURATED	PRESENT
