gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
qmcA	PP_0199	Q88RD3	Membrane protease family, stomatin		GO:0005886; GO:0006508; GO:0008233; GO:0098552	IPR043202;IPR001107;IPR036013;IPR001972;	PF01145;	PTHR10264:SF19;PTHR10264;	Hydrolase;Protease;Reference proteome	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
PP_0759	PP_0759	Q88PT9	Peptidase M48 domain-containing protein		GO:0004222; GO:0016020; GO:0046872; GO:0051603	IPR051156;IPR001915;	PF01435;	PTHR22726;PTHR22726:SF1;	Hydrolase;Metal-binding;Metalloprotease;Protease;Reference proteome;Signal;Zinc	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
pmbA	PP_0942	Q88PA8	Regulatory protease		GO:0005829; GO:0006508; GO:0008237	IPR045569;IPR045570;IPR002510;IPR047657;IPR035068;IPR036059;	PF01523;PF19290;PF19289;	PTHR43421;PTHR43421:SF1;	Cytoplasm;Hydrolase;Metalloprotease;Protease;Reference proteome	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
PP_1232	PP_1232	Q88NH7	Putative beta-barrel assembly-enhancing protease (EC 3.4.-.-)	3.4.-.-	GO:0004222; GO:0008270; GO:0016020; GO:0042597; GO:0051603	IPR051156;IPR001915;IPR030873;IPR011990;	PF01435;PF14559;	PTHR22726;PTHR22726:SF1;	Coiled coil;Hydrolase;Metal-binding;Metalloprotease;Periplasm;Protease;Reference proteome;Signal;Zinc	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
PP_1499	PP_1499	Q88MS0	Flavohemoglobin expression-modulating QEGLA motif protein		GO:0006508; GO:0008237; GO:0080164	IPR012656;IPR012548;	PF08014;	PTHR31817;PTHR31817:SF0;	Hydrolase;Metalloprotease;Protease;Reference proteome	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
PP_4113	PP_4113	Q88FI3	Peptidase S8/S53 domain-containing protein		GO:0004252; GO:0006508	IPR000209;IPR036852;IPR022398;IPR023828;IPR050131;IPR016916;	PF00082;	PTHR43806:SF11;PTHR43806;	Hydrolase;Protease;Reference proteome;Serine protease;Signal	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
PP_4924	PP_4924	Q88DA3	Serine protease, subtilase family		GO:0004252; GO:0005509; GO:0005737; GO:0012505; GO:0016020; GO:0016485	IPR041690;IPR008979;IPR001343;IPR034182;IPR002884;IPR000209;IPR036852;IPR023828;IPR011049;	PF17892;PF00353;PF01483;PF00082;PF26745;	PTHR42884:SF14;PTHR42884;	Calcium;Hydrolase;Protease;Reference proteome;Serine protease;Signal	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
PP_5112	PP_5112	Q88CR8	Processin peptidase (EC 3.4.24.-)	3.4.24.-	GO:0006508; GO:0008237; GO:0046872	IPR011249;IPR011765;IPR050626;IPR007863;	PF00675;PF05193;	PTHR43690;PTHR43690:SF17;	Hydrolase;Metalloprotease;Protease;Reference proteome;Signal;Zinc	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
PP_5115	PP_5115	Q88CR5	Zinc protease		GO:0006508; GO:0008237; GO:0046872	IPR011249;IPR011765;IPR050626;IPR007863;	PF00675;PF05193;	PTHR43690;PTHR43690:SF17;	Hydrolase;Metalloprotease;Protease;Reference proteome;Zinc	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
PP_5116	PP_5116	Q88CR4	Peptidase M16		GO:0046872	IPR011249;IPR050361;IPR011765;IPR007863;	PF00675;PF05193;	PTHR11851;PTHR11851:SF224;	Reference proteome	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
PP_5455	PP_5455	A0A140FW05	Peptidase M15A C-terminal domain-containing protein			IPR013230;IPR009045;	PF08291;		Reference proteome	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
PP_5604	PP_5604	A0A140FWF5	Subtilisin-like serine protease		GO:0004252; GO:0006508	IPR036852;			Hydrolase;Protease;Reference proteome;Serine protease	periplasmic_membrane_secreted_protease_qc	Periplasmic, membrane, and secreted protease quality-control context	envelope_protease_quality_control_boundary	NEW_OR_REUSE_BOUNDARY	QUEUED	Membrane M48, beta-barrel assembly-enhancing protease, subtilase, M16 zinc protease/processin peptidase, and other envelope or exported protease candidates. Use signal peptide/membrane context and domain evidence; leave substrates unresolved unless supported.	PRESENT	CURATED	PRESENT
