gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_0865	PP_0865	Q88PI5	ECF subfamily RNA polymerase sigma-24 factor		GO:0003677; GO:0006352; GO:0016987	IPR039425;IPR014284;IPR007627;IPR013249;IPR013325;IPR013324;IPR036388;	PF04542;PF08281;	Reference proteome;Sigma factor;Transcription;Transcription regulation	sigma_anti_sigma_and_sigma_factors	Sigma, ECF sigma, anti-sigma, and anti-anti-sigma factors	sigma_anti_sigma_regulation_boundary	COMPLETED_SUBMODULE	CURATED	Sigma factors and anti-sigma regulators. First-pass curation is complete for all 16 genes; the split is represented in the sigma/anti-sigma regulation boundary module, preserving existing RpoS, PvdS, and RpoH curation decisions while adding Asta-backed first-pass reviews for the remaining sigma, anti-sigma, and anti-anti-sigma genes.	PRESENT	CURATED	PRESENT
PP_0994	PP_0994	Q88P59	RNA polymerase sigma factor		GO:0003677; GO:0006352; GO:0016987	IPR039425;IPR014284;IPR007627;IPR013249;IPR013325;IPR013324;IPR036388;	PF04542;PF08281;	DNA-binding;Reference proteome;Sigma factor;Transcription;Transcription regulation	sigma_anti_sigma_and_sigma_factors	Sigma, ECF sigma, anti-sigma, and anti-anti-sigma factors	sigma_anti_sigma_regulation_boundary	COMPLETED_SUBMODULE	CURATED	Sigma factors and anti-sigma regulators. First-pass curation is complete for all 16 genes; the split is represented in the sigma/anti-sigma regulation boundary module, preserving existing RpoS, PvdS, and RpoH curation decisions while adding Asta-backed first-pass reviews for the remaining sigma, anti-sigma, and anti-anti-sigma genes.	PRESENT	CURATED	PRESENT
PP_1008	PP_1008	Q88P45	RNA polymerase subunit sigma-24		GO:0003677; GO:0006352; GO:0016987	IPR039425;IPR014284;IPR007627;IPR013249;IPR013325;IPR013324;IPR036388;	PF04542;PF08281;	Reference proteome;Sigma factor;Transcription;Transcription regulation	sigma_anti_sigma_and_sigma_factors	Sigma, ECF sigma, anti-sigma, and anti-anti-sigma factors	sigma_anti_sigma_regulation_boundary	COMPLETED_SUBMODULE	CURATED	Sigma factors and anti-sigma regulators. First-pass curation is complete for all 16 genes; the split is represented in the sigma/anti-sigma regulation boundary module, preserving existing RpoS, PvdS, and RpoH curation decisions while adding Asta-backed first-pass reviews for the remaining sigma, anti-sigma, and anti-anti-sigma genes.	PRESENT	CURATED	PRESENT
rpoE	PP_1427	Q88MZ1	RNA polymerase sigma factor		GO:0003677; GO:0006352; GO:0006950; GO:0016987	IPR039425;IPR014284;IPR000838;IPR007627;IPR013249;IPR014286;IPR013325;IPR013324;IPR036388;	PF04542;PF08281;	DNA-binding;Reference proteome;Sigma factor;Transcription;Transcription regulation	sigma_anti_sigma_and_sigma_factors	Sigma, ECF sigma, anti-sigma, and anti-anti-sigma factors	sigma_anti_sigma_regulation_boundary	COMPLETED_SUBMODULE	CURATED	Sigma factors and anti-sigma regulators. First-pass curation is complete for all 16 genes; the split is represented in the sigma/anti-sigma regulation boundary module, preserving existing RpoS, PvdS, and RpoH curation decisions while adding Asta-backed first-pass reviews for the remaining sigma, anti-sigma, and anti-anti-sigma genes.	PRESENT	CURATED	PRESENT
mucA	PP_1428	Q88MZ0	Sigma factor AlgU negative regulatory protein		GO:0005886; GO:0016989	IPR052383;IPR005573;IPR005572;IPR036147;	PF03873;PF03872;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	sigma_anti_sigma_and_sigma_factors	Sigma, ECF sigma, anti-sigma, and anti-anti-sigma factors	sigma_anti_sigma_regulation_boundary	COMPLETED_SUBMODULE	CURATED	Sigma factors and anti-sigma regulators. First-pass curation is complete for all 16 genes; the split is represented in the sigma/anti-sigma regulation boundary module, preserving existing RpoS, PvdS, and RpoH curation decisions while adding Asta-backed first-pass reviews for the remaining sigma, anti-sigma, and anti-anti-sigma genes.	PRESENT	CURATED	PRESENT
mucB	PP_1429	Q88MY9	Sigma factor AlgU regulatory protein MucB		GO:0030288; GO:0032885; GO:0045152	IPR033436;IPR038484;IPR033434;IPR005588;	PF03888;PF17188;	Periplasm;Reference proteome;Signal	sigma_anti_sigma_and_sigma_factors	Sigma, ECF sigma, anti-sigma, and anti-anti-sigma factors	sigma_anti_sigma_regulation_boundary	COMPLETED_SUBMODULE	CURATED	Sigma factors and anti-sigma regulators. First-pass curation is complete for all 16 genes; the split is represented in the sigma/anti-sigma regulation boundary module, preserving existing RpoS, PvdS, and RpoH curation decisions while adding Asta-backed first-pass reviews for the remaining sigma, anti-sigma, and anti-anti-sigma genes.	PRESENT	CURATED	PRESENT
rpoS	PP_1623	Q88ME8	RNA polymerase sigma factor RpoS (Sigma S) (Sigma-38)		GO:0003677; GO:0005737; GO:0006352; GO:0016987	IPR014284;IPR000943;IPR009042;IPR007627;IPR007624;IPR007630;IPR013325;IPR013324;IPR012761;IPR050239;IPR036388;	PF00140;PF04542;PF04539;PF04545;	Cytoplasm;DNA-binding;Reference proteome;Sigma factor;Transcription;Transcription regulation	sigma_anti_sigma_and_sigma_factors	Sigma, ECF sigma, anti-sigma, and anti-anti-sigma factors	sigma_anti_sigma_regulation_boundary	COMPLETED_SUBMODULE	CURATED	Sigma factors and anti-sigma regulators. First-pass curation is complete for all 16 genes; the split is represented in the sigma/anti-sigma regulation boundary module, preserving existing RpoS, PvdS, and RpoH curation decisions while adding Asta-backed first-pass reviews for the remaining sigma, anti-sigma, and anti-anti-sigma genes.	PRESENT	CURATED	PRESENT
PP_2088	PP_2088	Q88L47	RNA polymerase sigma factor SigX		GO:0003677; GO:0006352; GO:0016987	IPR039425;IPR014284;IPR007627;IPR007630;IPR013325;IPR013324;IPR036388;	PF04542;PF04545;	DNA-binding;Reference proteome;Sigma factor;Transcription;Transcription regulation	sigma_anti_sigma_and_sigma_factors	Sigma, ECF sigma, anti-sigma, and anti-anti-sigma factors	sigma_anti_sigma_regulation_boundary	COMPLETED_SUBMODULE	CURATED	Sigma factors and anti-sigma regulators. First-pass curation is complete for all 16 genes; the split is represented in the sigma/anti-sigma regulation boundary module, preserving existing RpoS, PvdS, and RpoH curation decisions while adding Asta-backed first-pass reviews for the remaining sigma, anti-sigma, and anti-anti-sigma genes.	PRESENT	CURATED	PRESENT
PP_2166	PP_2166	Q88KX3	Anti-anti-sigma factor		GO:0043856	IPR002645;IPR036513;IPR014557;	PF13466;	Reference proteome	sigma_anti_sigma_and_sigma_factors	Sigma, ECF sigma, anti-sigma, and anti-anti-sigma factors	sigma_anti_sigma_regulation_boundary	COMPLETED_SUBMODULE	CURATED	Sigma factors and anti-sigma regulators. First-pass curation is complete for all 16 genes; the split is represented in the sigma/anti-sigma regulation boundary module, preserving existing RpoS, PvdS, and RpoH curation decisions while adding Asta-backed first-pass reviews for the remaining sigma, anti-sigma, and anti-anti-sigma genes.	PRESENT	CURATED	PRESENT
PP_2888	PP_2888	Q88IW1	ECF sigma factor PrtI		GO:0003677; GO:0006352; GO:0016987	IPR053866;IPR039425;IPR014284;IPR013249;IPR013325;IPR013324;IPR036388;	PF22029;PF08281;	Reference proteome;Sigma factor;Transcription;Transcription regulation	sigma_anti_sigma_and_sigma_factors	Sigma, ECF sigma, anti-sigma, and anti-anti-sigma factors	sigma_anti_sigma_regulation_boundary	COMPLETED_SUBMODULE	CURATED	Sigma factors and anti-sigma regulators. First-pass curation is complete for all 16 genes; the split is represented in the sigma/anti-sigma regulation boundary module, preserving existing RpoS, PvdS, and RpoH curation decisions while adding Asta-backed first-pass reviews for the remaining sigma, anti-sigma, and anti-anti-sigma genes.	PRESENT	CURATED	PRESENT
