suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
amgK	PP_0405	Q88QT3	AMGK_PSEPK	amgK	amgK PP_0405	N-acetylmuramate/N-acetylglucosamine kinase (MurNAc/GlcNAc kinase) (EC 2.7.1.221) (Anomeric sugar kinase)	reviewed	4.0	2.7.1.221	GO:0005524; GO:0008360; GO:0009252; GO:0009254; GO:0019200; GO:0046677; GO:0071555; GO:0097172	kegg:ppu00520	Amino sugar and nucleotide sugar metabolism	true	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/amgK	PRESENT	genes/PSEPK/amgK/amgK-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/amgK/amgK-deep-research-asta.md
murU	PP_0406	Q88QT2	MURU_PSEPK	murU	murU PP_0406	N-acetylmuramate alpha-1-phosphate uridylyltransferase (MurNAc-1P uridylyltransferase) (MurNAc-alpha-1P uridylyltransferase) (EC 2.7.7.99)	reviewed	5.0	2.7.7.99	GO:0000287; GO:0002134; GO:0008360; GO:0009252; GO:0009254; GO:0046677; GO:0070569; GO:0071555; GO:0097172; GO:0097367	kegg:ppu00520	Amino sugar and nucleotide sugar metabolism	true	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/murU	PRESENT	genes/PSEPK/murU/murU-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/murU/murU-deep-research-asta.md
anmK	PP_0434	Q88QQ4	ANMK_PSEPK	anmK	anmK PP_0434	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	reviewed	4.0	2.7.1.170	GO:0005524; GO:0006040; GO:0009254; GO:0016301; GO:0016773; GO:0046677; GO:0097175	kegg:ppu00520	Amino sugar and nucleotide sugar metabolism	true	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/anmK	PRESENT	genes/PSEPK/anmK/anmK-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/anmK/anmK-deep-research-asta.md
PP_0501	PP_0501	Q88QJ1	Q88QJ1_PSEPK	PP_0501	PP_0501	NAD-dependent epimerase/dehydratase family protein	unreviewed	1.0			kegg:ppu00052	Galactose metabolism	false	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/PP_0501	PRESENT	genes/PSEPK/PP_0501/PP_0501-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0501/PP_0501-deep-research-asta.md
murA	PP_0964	Q88P88	MURA_PSEPK	murA	murA PP_0964	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT)	reviewed	3.0	2.5.1.7	GO:0005737; GO:0008360; GO:0008760; GO:0009252; GO:0019277; GO:0051301; GO:0071555	kegg:ppu00550	Peptidoglycan biosynthesis	false	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/murA	PRESENT	genes/PSEPK/murA/murA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/murA/murA-deep-research-asta.md
glk	PP_1011	Q88P42	Q88P42_PSEPK	glk	glk PP_1011	Glucokinase (EC 2.7.1.2) (Glucose kinase)	unreviewed	2.0	2.7.1.2	GO:0004340; GO:0005524; GO:0005536; GO:0005829; GO:0006096	kegg:ppu00052	Galactose metabolism	false	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/glk	PRESENT	genes/PSEPK/glk/glk-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/glk/glk-deep-research-asta.md
algA	PP_1277	Q88ND5	ALGA_PSEPK	algA	algA PP_1277	Alginate biosynthesis protein AlgA [Includes: Mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI); Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) (GDP-mannose pyrophosphorylase) (GMP) (GMPP) (GTP--mannose-1-phosphate guanylyltransferase)]	reviewed	3.0	2.7.7.13; 5.3.1.8	GO:0004475; GO:0004476; GO:0005525; GO:0009298; GO:0042121	kegg:ppu00051	Fructose and mannose metabolism	false	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/algA	PRESENT	genes/PSEPK/algA/algA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/algA/algA-deep-research-asta.md
algD	PP_1288	Q88NC4	ALGD_PSEPK	algD	algD PP_1288	GDP-mannose 6-dehydrogenase (GMD) (EC 1.1.1.132)	reviewed	2.0	1.1.1.132	GO:0042121; GO:0047919; GO:0051287	kegg:ppu00051	Fructose and mannose metabolism	false	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/algD	PRESENT	genes/PSEPK/algD/algD-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/algD/algD-deep-research-asta.md
mupP	PP_1764	Q88M11	MUPP_PSEPK	mupP	mupP gph PP_1764	N-acetylmuramic acid 6-phosphate phosphatase (MurNAc 6-phosphate phosphatase) (MurNAc-6P phosphatase) (EC 3.1.3.105)	reviewed	5.0	3.1.3.105	GO:0005829; GO:0006281; GO:0008360; GO:0008967; GO:0009252; GO:0009254; GO:0016791; GO:0046677; GO:0046872; GO:0071555; GO:0097172	kegg:ppu00520	Amino sugar and nucleotide sugar metabolism	true	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/mupP	PRESENT	genes/PSEPK/mupP/mupP-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/mupP/mupP-deep-research-asta.md
PP_1776	PP_1776	Q88M00	Q88M00_PSEPK	PP_1776	PP_1776	Alginate biosynthesis protein AlgA (EC 2.7.7.13) (EC 5.3.1.8)	unreviewed	3.0	2.7.7.13; 5.3.1.8	GO:0004475; GO:0004476; GO:0005525; GO:0009298; GO:0042121	kegg:ppu00051	Fructose and mannose metabolism	false	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/PP_1776	PRESENT	genes/PSEPK/PP_1776/PP_1776-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_1776/PP_1776-deep-research-asta.md
cpsG	PP_1777	Q88LZ9	Q88LZ9_PSEPK	cpsG	cpsG PP_1777	phosphomannomutase (EC 5.4.2.8)	unreviewed	2.0	5.4.2.8	GO:0000287; GO:0004615; GO:0005975	kegg:ppu00052	Galactose metabolism	false	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/cpsG	PRESENT	genes/PSEPK/cpsG/cpsG-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/cpsG/cpsG-deep-research-asta.md
rfbA	PP_1783	Q88LZ3	Q88LZ3_PSEPK	rfbA	rfbA PP_1783	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	unreviewed	2.0	2.7.7.24	GO:0008879; GO:0046872	kegg:ppu00525	Acarbose and validamycin biosynthesis	false	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/rfbA	PRESENT	genes/PSEPK/rfbA/rfbA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/rfbA/rfbA-deep-research-asta.md
pgi1	PP_1808	Q88LW9	G6PI1_PSEPK	pgi1	pgi1 pgi-1 PP_1808	Glucose-6-phosphate isomerase 1 (GPI 1) (EC 5.3.1.9) (Phosphoglucose isomerase 1) (PGI 1) (Phosphohexose isomerase 1) (PHI 1)	reviewed	3.0	5.3.1.9	GO:0004347; GO:0005829; GO:0006094; GO:0006096; GO:0048029; GO:0051156; GO:0097367	kegg:ppu00500	Starch and sucrose metabolism	false	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/pgi1	PRESENT	genes/PSEPK/pgi1/pgi1-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/pgi1/pgi1-deep-research-asta.md
rffE	PP_1811	Q88LW6	Q88LW6_PSEPK	rffE	rffE PP_1811	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	unreviewed	2.0	5.1.3.14	GO:0008761	kegg:ppu00520	Amino sugar and nucleotide sugar metabolism	true	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/rffE	PRESENT	genes/PSEPK/rffE/rffE-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/rffE/rffE-deep-research-asta.md
murB	PP_1904	Q88LM5	MURB_PSEPK	murB	murB PP_1904	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase)	reviewed	3.0	1.3.1.98	GO:0005829; GO:0008360; GO:0008762; GO:0009252; GO:0051301; GO:0071555; GO:0071949	kegg:ppu00550	Peptidoglycan biosynthesis	false	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/murB	PRESENT	genes/PSEPK/murB/murB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/murB/murB-deep-research-asta.md
nagZ	PP_2145	Q88KZ4	Q88KZ4_PSEPK	nagZ	nagZ PP_2145	Beta-hexosaminidase (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase)	unreviewed	3.0	3.2.1.52	GO:0004563; GO:0005737; GO:0005975; GO:0008360; GO:0009252; GO:0009254; GO:0051301; GO:0071555	kegg:ppu01501	beta-Lactam resistance	false	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/nagZ	PRESENT	genes/PSEPK/nagZ/nagZ-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/nagZ/nagZ-deep-research-asta.md
udg	PP_2926	Q88IS3	Q88IS3_PSEPK	udg	udg PP_2926	UDP-glucose 6-dehydrogenase (EC 1.1.1.22)	unreviewed	2.0	1.1.1.22	GO:0000271; GO:0003979; GO:0006065; GO:0051287	kegg:ppu00040	Pentose and glucuronate interconversions	false	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/udg	PRESENT	genes/PSEPK/udg/udg-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/udg/udg-deep-research-asta.md
galE	PP_3129	Q88I72	Q88I72_PSEPK	galE	galE PP_3129	UDP-glucose 4-epimerase (EC 5.1.3.2)	unreviewed	2.0	5.1.3.2	GO:0003978; GO:0033499	kegg:ppu00052	Galactose metabolism	false	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/galE	PRESENT	genes/PSEPK/galE/galE-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/galE/galE-deep-research-asta.md
pgm	PP_3578	Q88GY7	Q88GY7_PSEPK	pgm	pgm PP_3578	Phosphoglucomutase (EC 5.4.2.2)	unreviewed	2.0	5.4.2.2	GO:0000287; GO:0004614; GO:0005975; GO:0006166; GO:0008973	kegg:ppu00052	Galactose metabolism	false	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/pgm	PRESENT	genes/PSEPK/pgm/pgm-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/pgm/pgm-deep-research-asta.md
galU	PP_3821	Q88GA4	Q88GA4_PSEPK	galU	galU PP_3821	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase)	unreviewed	2.0	2.7.7.9	GO:0003983; GO:0006011	kegg:ppu00040	Pentose and glucuronate interconversions	false	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/galU	PRESENT	genes/PSEPK/galU/galU-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/galU/galU-deep-research-asta.md
pgi2	PP_4701	Q88DW7	G6PI2_PSEPK	pgi2	pgi2 pgi-2 PP_4701	Glucose-6-phosphate isomerase 2 (GPI 2) (EC 5.3.1.9) (Phosphoglucose isomerase 2) (PGI 2) (Phosphohexose isomerase 2) (PHI 2)	reviewed	3.0	5.3.1.9	GO:0004347; GO:0005829; GO:0006094; GO:0006096; GO:0048029; GO:0051156; GO:0097367	kegg:ppu00500	Starch and sucrose metabolism	false	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/pgi2	PRESENT	genes/PSEPK/pgi2/pgi2-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/pgi2/pgi2-deep-research-asta.md
glmM	PP_4716	Q88DV3	GLMM_PSEPK	glmM	glmM PP_4716	Phosphoglucosamine mutase (EC 5.4.2.10)	reviewed	3.0	5.4.2.10	GO:0000287; GO:0004614; GO:0004615; GO:0005829; GO:0005975; GO:0006048; GO:0008966; GO:0009252	kegg:ppu00520	Amino sugar and nucleotide sugar metabolism	true	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/glmM	PRESENT	genes/PSEPK/glmM/glmM-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/glmM/glmM-deep-research-asta.md
algC	PP_5288	Q88C93	ALGC_PSEPK	algC	algC PP_5288	Phosphomannomutase/phosphoglucomutase (PMM / PGM) (EC 5.4.2.2) (EC 5.4.2.8)	reviewed	3.0	5.4.2.2; 5.4.2.8	GO:0000287; GO:0004614; GO:0004615; GO:0009103; GO:0009298; GO:0042121	kegg:ppu00052	Galactose metabolism	false	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/algC	PRESENT	genes/PSEPK/algC/algC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/algC/algC-deep-research-asta.md
glmS	PP_5409	Q88BX8	GLMS_PSEPK	glmS	glmS PP_5409	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	reviewed	3.0	2.6.1.16	GO:0004360; GO:0005829; GO:0005975; GO:0006002; GO:0006047; GO:0006487; GO:0046349; GO:0097367	kegg:ppu00520	Amino sugar and nucleotide sugar metabolism	true	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	genes/PSEPK/glmS	PRESENT	genes/PSEPK/glmS/glmS-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/glmS/glmS-deep-research-asta.md
