suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
PP_0058	PP_0058	Q88RS1	Q88RS1_PSEPK	PP_0058	PP_0058	1-acyl-sn-glycerol-3-phosphate acyltransferase	unreviewed	1.0		GO:0003841; GO:0006654	kegg:ppu00561	Glycerolipid metabolism	true	KEGG	ppu00561	Glycerolipid metabolism	genes/PSEPK/PP_0058	PRESENT	genes/PSEPK/PP_0058/PP_0058-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0058/PP_0058-deep-research-asta.md
plsY	PP_0391	Q88QU5	PLSY_PSEPK	plsY	plsY PP_0391	Glycerol-3-phosphate acyltransferase (Acyl-PO4 G3P acyltransferase) (Acyl-phosphate--glycerol-3-phosphate acyltransferase) (G3P acyltransferase) (GPAT) (EC 2.3.1.275) (Lysophosphatidic acid synthase) (LPA synthase)	reviewed	3.0	2.3.1.275	GO:0005886; GO:0008654; GO:0043772	kegg:ppu00561	Glycerolipid metabolism	true	KEGG	ppu00561	Glycerolipid metabolism	genes/PSEPK/plsY	PRESENT	genes/PSEPK/plsY/plsY-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/plsY/plsY-deep-research-asta.md
glpK	PP_1075	Q88NX8	GLPK_PSEPK	glpK	glpK PP_1075	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	reviewed	3.0	2.7.1.30	GO:0004370; GO:0005524; GO:0005829; GO:0006071; GO:0006072; GO:0019563	kegg:ppu00561	Glycerolipid metabolism	true	KEGG	ppu00561	Glycerolipid metabolism	genes/PSEPK/glpK	PRESENT	genes/PSEPK/glpK/glpK-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/glpK/glpK-deep-research-asta.md
plsB	PP_1520	Q88MQ0	PLSB_PSEPK	plsB	plsB PP_1520	Glycerol-3-phosphate acyltransferase (GPAT) (EC 2.3.1.15)	reviewed	2.0	2.3.1.15	GO:0004366; GO:0005886; GO:0006631; GO:0016024	kegg:ppu00561	Glycerolipid metabolism	true	KEGG	ppu00561	Glycerolipid metabolism	genes/PSEPK/plsB	PRESENT	genes/PSEPK/plsB/plsB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/plsB/plsB-deep-research-asta.md
dgkA-I	PP_1636	Q88MD7	Q88MD7_PSEPK	dgkA-I	dgkA-I PP_1636	Diacylglycerol kinase (EC 2.7.1.107)	unreviewed	3.0	2.7.1.107	GO:0004143; GO:0005524; GO:0005886; GO:0006654; GO:0046872	kegg:ppu00561	Glycerolipid metabolism	true	KEGG	ppu00561	Glycerolipid metabolism	genes/PSEPK/dgkA-I	PRESENT	genes/PSEPK/dgkA-I/dgkA-I-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/dgkA-I/dgkA-I-deep-research-asta.md
plsC	PP_1844	Q88LT3	Q88LT3_PSEPK	plsC	plsC PP_1844	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	unreviewed	2.0	2.3.1.51	GO:0003841; GO:0005886; GO:0006654; GO:0016024	kegg:ppu00561	Glycerolipid metabolism	true	KEGG	ppu00561	Glycerolipid metabolism	genes/PSEPK/plsC	PRESENT	genes/PSEPK/plsC/plsC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/plsC/plsC-deep-research-asta.md
plsX	PP_1912	Q88LL8	PLSX_PSEPK	plsX	plsX PP_1912	Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	reviewed	3.0	2.3.1.274	GO:0005737; GO:0006633; GO:0008654; GO:0043811	kegg:ppu00561	Glycerolipid metabolism	true	KEGG	ppu00561	Glycerolipid metabolism	genes/PSEPK/plsX	PRESENT	genes/PSEPK/plsX/plsX-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/plsX/plsX-deep-research-asta.md
calA	PP_2426	Q88K65	Q88K65_PSEPK	calA	calA PP_2426	Coniferyl alcohol dehydrogenase (EC 1.1.1.194)	unreviewed	1.0	1.1.1.194	GO:0008106; GO:0008270; GO:0050268	kegg:ppu00561	Glycerolipid metabolism	true	KEGG	ppu00561	Glycerolipid metabolism	genes/PSEPK/calA	PRESENT	genes/PSEPK/calA/calA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/calA/calA-deep-research-asta.md
dgkA-II	PP_2973	Q88IM6	Q88IM6_PSEPK	dgkA-II	dgkA-II PP_2973	Diacylglycerol kinase (EC 2.7.1.107)	unreviewed	3.0	2.7.1.107	GO:0004143; GO:0005524; GO:0005886; GO:0006654; GO:0046872	kegg:ppu00561	Glycerolipid metabolism	true	KEGG	ppu00561	Glycerolipid metabolism	genes/PSEPK/dgkA-II	PRESENT	genes/PSEPK/dgkA-II/dgkA-II-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/dgkA-II/dgkA-II-deep-research-asta.md
garK	PP_3178	Q88I24	Q88I24_PSEPK	garK	garK PP_3178	Glycerate kinase (EC 2.7.1.165)	unreviewed	1.0	2.7.1.165	GO:0008887; GO:0031388; GO:0043798	kegg:ppu00561	Glycerolipid metabolism	true	KEGG	ppu00561	Glycerolipid metabolism	genes/PSEPK/garK	PRESENT	genes/PSEPK/garK/garK-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/garK/garK-deep-research-asta.md
