suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
bioB	PP_0362	Q88QX2	BIOB_PSEPK	bioB	bioB PP_0362 PP0362	Biotin synthase (EC 2.8.1.6)	reviewed	3.0	2.8.1.6	GO:0004076; GO:0005506; GO:0009102; GO:0051537; GO:0051539	kegg:ppu00780	Biotin metabolism	true	KEGG	ppu00780	Biotin metabolism	genes/PSEPK/bioB	MISSING		MISSING	MISSING
bioF	PP_0363	Q88QX1	BIOF_PSEPK	bioF	bioF PP_0363 PP0363	8-amino-7-oxononanoate synthase (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (KAPA synthase) (8-amino-7-ketopelargonate synthase)	reviewed	3.0	2.3.1.47	GO:0008710; GO:0009102; GO:0030170	kegg:ppu00780	Biotin metabolism	true	KEGG	ppu00780	Biotin metabolism	genes/PSEPK/bioF	MISSING		MISSING	MISSING
bioH	PP_0364	Q88QX0	Q88QX0_PSEPK	bioH	bioH PP_0364	Pimeloyl-[acp] methyl ester esterase (EC 3.1.1.1, EC 3.1.1.85)	unreviewed	1.0	3.1.1.1; 3.1.1.85	GO:0090499; GO:0106435	kegg:ppu00780	Biotin metabolism	true	KEGG	ppu00780	Biotin metabolism	genes/PSEPK/bioH	MISSING		MISSING	MISSING
bioC	PP_0365	Q88QW9	Q88QW9_PSEPK	bioC	bioC PP_0365	Malonyl-[acyl-carrier protein] O-methyltransferase (Malonyl-ACP O-methyltransferase) (EC 2.1.1.197) (Biotin synthesis protein BioC)	unreviewed	2.0	2.1.1.197	GO:0008757; GO:0009102; GO:0010340; GO:0032259; GO:0102130	kegg:ppu00780	Biotin metabolism	true	KEGG	ppu00780	Biotin metabolism	genes/PSEPK/bioC	MISSING		MISSING	MISSING
bioD	PP_0366	Q88QW8	Q88QW8_PSEPK	bioD	bioD PP_0366	ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	unreviewed	3.0	6.3.3.3	GO:0000287; GO:0004141; GO:0005524; GO:0005829; GO:0009102; GO:0042803	kegg:ppu00780	Biotin metabolism	true	KEGG	ppu00780	Biotin metabolism	genes/PSEPK/bioD	MISSING		MISSING	MISSING
birA	PP_0437	Q88QQ1	Q88QQ1_PSEPK	birA	birA PP_0437	Bifunctional ligase/repressor BirA (Biotin operon repressor) (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase)	unreviewed	3.0	6.3.4.15	GO:0003677; GO:0004077; GO:0005524; GO:0005737; GO:0006351; GO:0006355	kegg:ppu00780	Biotin metabolism	true	KEGG	ppu00780	Biotin metabolism	genes/PSEPK/birA	MISSING		MISSING	MISSING
PP_0581	PP_0581	Q88QB3	Q88QB3_PSEPK	PP_0581	PP_0581	3-oxoacyl-(Acyl-carrier-protein) reductase	unreviewed	1.0		GO:0016616	kegg:ppu00780	Biotin metabolism	true	KEGG	ppu00780	Biotin metabolism	genes/PSEPK/PP_0581	MISSING		MISSING	MISSING
fabZ	PP_1602	Q88MG9	FABZ_PSEPK	fabZ	fabZ PP_1602	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase)	reviewed	3.0	4.2.1.59	GO:0005737; GO:0006633; GO:0009245; GO:0016020; GO:0019171	kegg:ppu00780	Biotin metabolism	true	KEGG	ppu00780	Biotin metabolism	genes/PSEPK/fabZ	MISSING		MISSING	MISSING
PP_1852	PP_1852	Q88LS6	Q88LS6_PSEPK	PP_1852	PP_1852	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) (EC 1.3.1.10)	unreviewed	1.0	1.3.1.10	GO:0141148	kegg:ppu00780	Biotin metabolism	true	KEGG	ppu00780	Biotin metabolism	genes/PSEPK/PP_1852	MISSING		MISSING	MISSING
fabG	PP_1914	Q88LL6	Q88LL6_PSEPK	fabG	fabG PP_1914	3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100)	unreviewed	2.0	1.1.1.100	GO:0004316; GO:0030497; GO:0051287	kegg:ppu00780	Biotin metabolism	true	KEGG	ppu00780	Biotin metabolism	genes/PSEPK/fabG	MISSING		MISSING	MISSING
