suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
dnaN	PP_0011	P0A120	DPO3B_PSEPK	dnaN	dnaN PP_0011	Beta sliding clamp (Beta clamp) (Sliding clamp) (Beta-clamp processivity factor) (DNA polymerase III beta sliding clamp subunit) (DNA polymerase III subunit beta)	reviewed	3.0		GO:0003677; GO:0003887; GO:0005737; GO:0006271; GO:0008408; GO:0009360; GO:0042802	kegg:ppu03030	DNA replication	false	KEGG	ppu03430	Mismatch repair	genes/PSEPK/dnaN	PRESENT	genes/PSEPK/dnaN/dnaN-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/dnaN/dnaN-deep-research-asta.md
PP_0353	PP_0353	Q88QY1	Q88QY1_PSEPK	PP_0353	PP_0353	Exonuclease	unreviewed	1.0		GO:0003676; GO:0005829; GO:0006259; GO:0008408	kegg:ppu03030	DNA replication	false	KEGG	ppu03430	Mismatch repair	genes/PSEPK/PP_0353	PRESENT	genes/PSEPK/PP_0353/PP_0353-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0353/PP_0353-deep-research-asta.md
ssb	PP_0485	Q88QK5	SSB_PSEPK	ssb	ssb PP_0485	Single-stranded DNA-binding protein (SSB)	reviewed	2.0		GO:0003697; GO:0006260; GO:0006281; GO:0006310; GO:0009295	kegg:ppu03030	DNA replication	false	KEGG	ppu03430	Mismatch repair	genes/PSEPK/ssb	PRESENT	genes/PSEPK/ssb/ssb-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/ssb/ssb-deep-research-asta.md
xseB	PP_0529	Q88QG5	EX7S_PSEPK	xseB	xseB PP_0529	Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit)	reviewed	2.0	3.1.11.6	GO:0005829; GO:0006308; GO:0008855; GO:0009318	kegg:ppu03430	Mismatch repair	true	KEGG	ppu03430	Mismatch repair	genes/PSEPK/xseB	PRESENT	genes/PSEPK/xseB/xseB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/xseB/xseB-deep-research-asta.md
holC	PP_0979	Q88P74	Q88P74_PSEPK	holC	holC PP_0979	DNA polymerase III subunit chi (EC 2.7.7.7)	unreviewed	1.0	2.7.7.7	GO:0003677; GO:0003887; GO:0006260; GO:0032298	kegg:ppu03030	DNA replication	false	KEGG	ppu03430	Mismatch repair	genes/PSEPK/holC	PRESENT	genes/PSEPK/holC/holC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/holC/holC-deep-research-asta.md
xseA	PP_1027	Q88P26	EX7L_PSEPK	xseA	xseA PP_1027	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	reviewed	2.0	3.1.11.6	GO:0003676; GO:0005737; GO:0006308; GO:0008855; GO:0009318	kegg:ppu03430	Mismatch repair	true	KEGG	ppu03430	Mismatch repair	genes/PSEPK/xseA	PRESENT	genes/PSEPK/xseA/xseA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/xseA/xseA-deep-research-asta.md
sbcB	PP_1365	Q88N51	Q88N51_PSEPK	sbcB	sbcB PP_1365	Exodeoxyribonuclease I (EC 3.1.11.1)	unreviewed	2.0	3.1.11.1	GO:0000175; GO:0003677; GO:0006281; GO:0008310; GO:0046872	kegg:ppu03430	Mismatch repair	true	KEGG	ppu03430	Mismatch repair	genes/PSEPK/sbcB	PRESENT	genes/PSEPK/sbcB/sbcB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/sbcB/sbcB-deep-research-asta.md
recJ	PP_1477	Q88MU1	Q88MU1_PSEPK	recJ	recJ PP_1477	Single-stranded-DNA-specific exonuclease RecJ	unreviewed	2.0		GO:0003676; GO:0006281; GO:0006310; GO:0008409	kegg:ppu03410	Base excision repair	false	KEGG	ppu03430	Mismatch repair	genes/PSEPK/recJ	PRESENT	genes/PSEPK/recJ/recJ-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/recJ/recJ-deep-research-asta.md
dnaEA	PP_1606	Q88MG5	Q88MG5_PSEPK	dnaEA	dnaEA PP_1606	DNA polymerase III subunit alpha (EC 2.7.7.7)	unreviewed	2.0	2.7.7.7	GO:0003676; GO:0003887; GO:0005737; GO:0006260; GO:0008408	kegg:ppu03030	DNA replication	false	KEGG	ppu03430	Mismatch repair	genes/PSEPK/dnaEA	PRESENT	genes/PSEPK/dnaEA/dnaEA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/dnaEA/dnaEA-deep-research-asta.md
mutS	PP_1626	Q88ME7	MUTS_PSEPK	mutS	mutS PP_1626	DNA mismatch repair protein MutS	reviewed	2.0		GO:0003684; GO:0005524; GO:0005829; GO:0006298; GO:0030983; GO:0140664	kegg:ppu03430	Mismatch repair	true	KEGG	ppu03430	Mismatch repair	genes/PSEPK/mutS	PRESENT	genes/PSEPK/mutS/mutS-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/mutS/mutS-deep-research-asta.md
