gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_1562	PP_1562	Q88MK9	Phage terminase, small subunit						Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_1563	PP_1563	Q88MK8	Phage terminase, large subunit		GO:0004519	IPR027417;IPR046461;IPR046462;IPR005021;	PF03354;PF20441;	PTHR41287;PTHR41287:SF1;	Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_1565	PP_1565	Q88MK6	Phage portal protein, HK97 family			IPR006944;IPR006427;	PF04860;		Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_1569	PP_1569	Q88MK2	Phage gp6-like head-tail connector protein			IPR006450;			Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_1574	PP_1574	Q88MJ7	Phage tail protein			IPR024410;	PF16459;		Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_1577	PP_1577	Q88MJ4	Phage tail tape meausure protein, lambda family			IPR006431;	PF09718;		Coiled coil;Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_2287	PP_2287	Q88KK3	Phage internal core protein			IPR023346;IPR008258;	PF01464;	PTHR37423:SF2;PTHR37423;	Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_2288	PP_2288	Q88KK2	Phage tail fiber protein			IPR005604;	PF03906;		Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_3044	PP_3044	Q88IF5	Phage portal protein, lambda family		GO:0005198; GO:0019068	IPR006429;	PF05136;		Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
PP_3058	PP_3058	Q88IE1	Phage tail protein						Reference proteome	prophage_structural_packaging	Prophage structural, head-tail, portal, terminase, and packaging proteins	prophage_structural_packaging_boundary	NEW_SUBMODULE	COMPLETE	Prophage structural and packaging proteins: head/tail/capsid/portal/terminase/sheath/tube/fiber entries. Likely a structural boundary module rather than metabolic pathway curation.	PRESENT	CURATED	PRESENT
