gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_0091	PP_0091	Q88RN8	Lipoprotein					Lipoprotein;Reference proteome;Signal	generic_lipoprotein_signal_spillovers	Generic lipoprotein/signal-peptide spillovers	transport_envelope_spillover_boundary	NEW_OR_REUSE_BOUNDARY	CURATED	Generic lipoprotein or signal-peptide entries with little functional signal; all 30 are first-pass curated as broad membrane/envelope context in the transport/envelope spillover boundary module.	PRESENT	CURATED	PRESENT
PP_0092	PP_0092	Q88RN7	Lipoprotein					Lipoprotein;Reference proteome	generic_lipoprotein_signal_spillovers	Generic lipoprotein/signal-peptide spillovers	transport_envelope_spillover_boundary	NEW_OR_REUSE_BOUNDARY	CURATED	Generic lipoprotein or signal-peptide entries with little functional signal; all 30 are first-pass curated as broad membrane/envelope context in the transport/envelope spillover boundary module.	PRESENT	CURATED	PRESENT
PP_0116	PP_0116	Q88RL3	Lipoprotein			IPR048086;		Lipoprotein;Reference proteome;Signal	domain_resolved_lipoprotein_spillovers	Domain-resolved lipoprotein spillovers	transport_envelope_spillover_boundary	NEW_OR_REUSE_BOUNDARY	CURATED	Lipoprotein/name-keyword entries with InterPro/Pfam/GO signal but no compact pathway assignment; all 30 are first-pass curated and represented in the transport/envelope spillover boundary module.	PRESENT	CURATED	PRESENT
amiD	PP_0130	Q88RJ9	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	3.5.1.28	GO:0008745; GO:0009253; GO:0009254; GO:0019867; GO:0071555	IPR036505;IPR002502;IPR051206;IPR002477;IPR036365;IPR036366;	PF01510;PF01471;	Cell wall biogenesis/degradation;Hydrolase;Reference proteome	peptidoglycan_turnover_remodeling_candidates	Peptidoglycan turnover and remodeling candidates	peptidoglycan_biosynthesis	EXISTING_OR_REUSE	CURATED	Murein amidases, lytic transglycosylases, endopeptidase/PBP-like enzymes, and peptidoglycan-binding/remodeling candidates; all 11 are first-pass curated and represented in the peptidoglycan biosynthesis/remodeling module.	PRESENT	CURATED	PRESENT
PP_0139	PP_0139	Q88RJ0	Lipoprotein			IPR005586;	PF03886;	Lipoprotein;Reference proteome;Signal	domain_resolved_lipoprotein_spillovers	Domain-resolved lipoprotein spillovers	transport_envelope_spillover_boundary	NEW_OR_REUSE_BOUNDARY	CURATED	Lipoprotein/name-keyword entries with InterPro/Pfam/GO signal but no compact pathway assignment; all 30 are first-pass curated and represented in the transport/envelope spillover boundary module.	PRESENT	CURATED	PRESENT
PP_0277	PP_0277	Q88R57	Lipoprotein					Reference proteome;Signal	generic_lipoprotein_signal_spillovers	Generic lipoprotein/signal-peptide spillovers	transport_envelope_spillover_boundary	NEW_OR_REUSE_BOUNDARY	CURATED	Generic lipoprotein or signal-peptide entries with little functional signal; all 30 are first-pass curated as broad membrane/envelope context in the transport/envelope spillover boundary module.	PRESENT	CURATED	PRESENT
lptD	PP_0404	A0A140FVZ0	LPS-assembly protein LptD		GO:0009279; GO:0015920; GO:0043165; GO:1990351	IPR020889;IPR050218;IPR007543;IPR005653;	PF04453;PF03968;	Cell outer membrane;Membrane;Reference proteome;Signal	lpt_outer_membrane_lps_transport_context	Lpt outer-membrane LPS transport context	lpt_lps_transport_boundary	EXISTING_OR_REUSE	CURATED	LptD/LptE outer-membrane LPS-assembly components already curated as context for the Lpt/LPS transport boundary.	PRESENT	CURATED	PRESENT
PP_0512	PP_0512	Q88QI1	Lipoprotein			IPR039366;	PF09619;	Reference proteome	domain_resolved_lipoprotein_spillovers	Domain-resolved lipoprotein spillovers	transport_envelope_spillover_boundary	NEW_OR_REUSE_BOUNDARY	CURATED	Lipoprotein/name-keyword entries with InterPro/Pfam/GO signal but no compact pathway assignment; all 30 are first-pass curated and represented in the transport/envelope spillover boundary module.	PRESENT	CURATED	PRESENT
PP_0549	PP_0549	Q88QE5	Lipoprotein			IPR010780;	PF07119;	Lipoprotein;Reference proteome;Signal	domain_resolved_lipoprotein_spillovers	Domain-resolved lipoprotein spillovers	transport_envelope_spillover_boundary	NEW_OR_REUSE_BOUNDARY	CURATED	Lipoprotein/name-keyword entries with InterPro/Pfam/GO signal but no compact pathway assignment; all 30 are first-pass curated and represented in the transport/envelope spillover boundary module.	PRESENT	CURATED	PRESENT
PP_0576	PP_0576	Q88QB8	Lipoprotein			IPR025411;	PF13590;	Lipoprotein;Reference proteome;Signal	domain_resolved_lipoprotein_spillovers	Domain-resolved lipoprotein spillovers	transport_envelope_spillover_boundary	NEW_OR_REUSE_BOUNDARY	CURATED	Lipoprotein/name-keyword entries with InterPro/Pfam/GO signal but no compact pathway assignment; all 30 are first-pass curated and represented in the transport/envelope spillover boundary module.	PRESENT	CURATED	PRESENT
