suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
gmhB	PP_0059	Q88RS0	GMHBB_PSEPK	gmhB	gmhB PP_0059	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)	reviewed	4.0	3.1.3.82	GO:0005737; GO:0009244; GO:0034200; GO:0046872; GO:0097171	kegg:ppu00541	Biosynthesis of various nucleotide sugars	true	KEGG	ppu00541	Biosynthesis of various nucleotide sugars	genes/PSEPK/gmhB	PRESENT	genes/PSEPK/gmhB/gmhB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/gmhB/gmhB-deep-research-asta.md
rmlC	PP_0265	Q88R69	Q88R69_PSEPK	rmlC	rmlC PP_0265	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) (Thymidine diphospho-4-keto-rhamnose 3,5-epimerase)	unreviewed	3.0	5.1.3.13	GO:0000271; GO:0005829; GO:0008830; GO:0019305	kegg:ppu00523	Polyketide sugar unit biosynthesis	false	KEGG	ppu00541	Biosynthesis of various nucleotide sugars	genes/PSEPK/rmlC	PRESENT	genes/PSEPK/rmlC/rmlC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/rmlC/rmlC-deep-research-asta.md
PP_0500	PP_0500	Q88QJ2	Q88QJ2_PSEPK	PP_0500	PP_0500	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	unreviewed	2.0	1.1.1.133	GO:0005829; GO:0008831; GO:0009243; GO:0019305	kegg:ppu00523	Polyketide sugar unit biosynthesis	false	KEGG	ppu00541	Biosynthesis of various nucleotide sugars	genes/PSEPK/PP_0500	PRESENT	genes/PSEPK/PP_0500/PP_0500-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0500/PP_0500-deep-research-asta.md
kdsC	PP_0956	Q88P96	Q88P96_PSEPK	kdsC	kdsC PP_0956	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC (EC 3.1.3.45) (KDO 8-P phosphatase)	unreviewed	2.0	3.1.3.45	GO:0008781; GO:0009103; GO:0019143; GO:0046872	kegg:ppu00541	Biosynthesis of various nucleotide sugars	true	KEGG	ppu00541	Biosynthesis of various nucleotide sugars	genes/PSEPK/kdsC	PRESENT	genes/PSEPK/kdsC/kdsC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/kdsC/kdsC-deep-research-asta.md
kdsD	PP_0957	Q88P95	Q88P95_PSEPK	kdsD	kdsD PP_0957	Arabinose 5-phosphate isomerase (API) (EC 5.3.1.13)	unreviewed	3.0	5.3.1.13	GO:0005975; GO:0019146; GO:0046872; GO:0097367; GO:1901135	kegg:ppu00541	Biosynthesis of various nucleotide sugars	true	KEGG	ppu00541	Biosynthesis of various nucleotide sugars	genes/PSEPK/kdsD	PRESENT	genes/PSEPK/kdsD/kdsD-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/kdsD/kdsD-deep-research-asta.md
algA	PP_1277	Q88ND5	ALGA_PSEPK	algA	algA PP_1277	Alginate biosynthesis protein AlgA [Includes: Mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI); Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) (GDP-mannose pyrophosphorylase) (GMP) (GMPP) (GTP--mannose-1-phosphate guanylyltransferase)]	reviewed	3.0	2.7.7.13; 5.3.1.8	GO:0004475; GO:0004476; GO:0005525; GO:0009298; GO:0042121	kegg:ppu00051	Fructose and mannose metabolism	false	KEGG	ppu00541	Biosynthesis of various nucleotide sugars	genes/PSEPK/algA	PRESENT	genes/PSEPK/algA/algA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/algA/algA-deep-research-asta.md
gmhA	PP_1323	Q88N89	Q88N89_PSEPK	gmhA	gmhA diaA PP_1323	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	unreviewed	3.0	5.3.1.28	GO:0005737; GO:0005975; GO:0008270; GO:0008968; GO:0097367; GO:2001061	kegg:ppu00541	Biosynthesis of various nucleotide sugars	true	KEGG	ppu00541	Biosynthesis of various nucleotide sugars	genes/PSEPK/gmhA	PRESENT	genes/PSEPK/gmhA/gmhA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/gmhA/gmhA-deep-research-asta.md
kdsA1	PP_1611	Q88MG0	KDSA1_PSEPK	kdsA1	kdsA1 kdsA-1 PP_1611	2-dehydro-3-deoxyphosphooctonate aldolase 1 (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase 1) (KDO-8-phosphate synthase 1) (KDO 8-P synthase 1) (KDOPS 1) (Phospho-2-dehydro-3-deoxyoctonate aldolase 1)	reviewed	3.0	2.5.1.55	GO:0005737; GO:0008676; GO:0019294	kegg:ppu00541	Biosynthesis of various nucleotide sugars	true	KEGG	ppu00541	Biosynthesis of various nucleotide sugars	genes/PSEPK/kdsA1	PRESENT	genes/PSEPK/kdsA1/kdsA1-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/kdsA1/kdsA1-deep-research-asta.md
PP_1776	PP_1776	Q88M00	Q88M00_PSEPK	PP_1776	PP_1776	Alginate biosynthesis protein AlgA (EC 2.7.7.13) (EC 5.3.1.8)	unreviewed	3.0	2.7.7.13; 5.3.1.8	GO:0004475; GO:0004476; GO:0005525; GO:0009298; GO:0042121	kegg:ppu00051	Fructose and mannose metabolism	false	KEGG	ppu00541	Biosynthesis of various nucleotide sugars	genes/PSEPK/PP_1776	PRESENT	genes/PSEPK/PP_1776/PP_1776-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_1776/PP_1776-deep-research-asta.md
rfbC	PP_1782	Q88LZ4	Q88LZ4_PSEPK	rfbC	rfbC PP_1782	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) (Thymidine diphospho-4-keto-rhamnose 3,5-epimerase)	unreviewed	3.0	5.1.3.13	GO:0000271; GO:0005829; GO:0008830; GO:0019305	kegg:ppu00523	Polyketide sugar unit biosynthesis	false	KEGG	ppu00541	Biosynthesis of various nucleotide sugars	genes/PSEPK/rfbC	PRESENT	genes/PSEPK/rfbC/rfbC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/rfbC/rfbC-deep-research-asta.md
