gene	ordered_locus	uniprot_accession	protein_name	ec_numbers	go_ids	interpro_ids	pfam_ids	keywords	partition_bucket	partition_label	proposed_module	recommended_action	bucket_status	notes	review_status	curation_status	asta_research_status
PP_0007	PP_0007	P0A179	Putative membrane protein insertion efficiency factor		GO:0005886	IPR002696;	PF01809;	Cell inner membrane;Cell membrane;Membrane;Reference proteome	low_information_membrane_proteins	Low-information membrane proteins	low_information_membrane_protein_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 67 low-information membrane proteins. The new boundary module separates clear low-information transporter candidates, ArsB arsenical pumps, the YfdC formate/nitrite transporter-family candidate, a TonB-domain energy-transducer singleton, envelope/outer-membrane/biofilm/toxin side nodes, and domain-only membrane proteins kept unresolved.	PRESENT	CURATED	PRESENT
PP_0026	PP_0026	Q88RV3	Cobalt/cadmium/zinc exporter		GO:0005385; GO:0005886	IPR002524;IPR027470;IPR036837;IPR058533;IPR027469;IPR050681;	PF01545;PF16916;	Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport;Zinc;Zinc transport	ion_metal_transporters_and_antiporters	Ion, metal, and antiporter systems	ion_metal_transport_boundary	SUBPARTITIONED	CURATED	Deeper partition created in projects/P_PUTIDA/batches/module_transport_membrane_efflux_ion_metal_partition.tsv because the 102-gene parent bucket mixes true cation transporters with redox, metalloenzyme, and envelope side nodes. Completed sub-splits include the 26-gene monovalent cation/potassium split in modules/monovalent_cation_antiporter_boundary.yaml, the five-gene P-type metal ATPase split in modules/p_type_metal_atpase_transport_boundary.yaml, and the three-gene chromate/fluoride/inorganic-channel split in modules/inorganic_ion_channel_resistance_boundary.yaml, and the 15-gene transition-metal/Mg/Co transporter split in modules/transition_metal_magnesium_cobalt_transport_boundary.yaml. The 14-gene sodium-solute/MATE split is first-pass curated in modules/sodium_solute_symporter_mate_boundary.yaml. The 14-gene membrane metalloenzyme/envelope side-node split is first-pass curated in modules/transport_membrane_enzyme_spillover_boundary.yaml. The 25-gene membrane redox/electron-transfer spillover split is first-pass curated in modules/membrane_redox_electron_transfer_boundary.yaml. All ion/metal sub-splits are now first-pass curated.	PRESENT	CURATED	PRESENT
PP_0027	PP_0027	Q88RV2	BV97-02767-like domain-containing protein			IPR060701;	PF28289;	Membrane;Reference proteome;Transmembrane;Transmembrane helix	low_information_membrane_proteins	Low-information membrane proteins	low_information_membrane_protein_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 67 low-information membrane proteins. The new boundary module separates clear low-information transporter candidates, ArsB arsenical pumps, the YfdC formate/nitrite transporter-family candidate, a TonB-domain energy-transducer singleton, envelope/outer-membrane/biofilm/toxin side nodes, and domain-only membrane proteins kept unresolved.	PRESENT	CURATED	PRESENT
PP_0033	PP_0033	Q88RU6	Undecaprenyl-glycosyl transferase		GO:0000030; GO:0005886; GO:0006493; GO:0009103; GO:0010041; GO:0016763	IPR003342;IPR050297;	PF02366;	Cell membrane;Glycosyltransferase;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix	envelope_polysaccharide_export_and_flippase_context	Envelope polysaccharide export and flippase context	envelope_polysaccharide_export_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 13 envelope polysaccharide export/flippase-context genes. The new boundary module separates ArnT/GtrA and bactoprenol-linked glycan transfer context, Wzz/Wzy/O-antigen and polysaccharide export context, Wzy O-antigen polymerase, and peptidoglycan or unresolved transglycosylase side nodes.	PRESENT	CURATED	PRESENT
PP_0034	PP_0034	Q88RU5	Bactoprenol glycosyl-transferase from phage origin		GO:0005886; GO:0016757	IPR001173;IPR050256;IPR029044;	PF00535;	Glycosyltransferase;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix	envelope_polysaccharide_export_and_flippase_context	Envelope polysaccharide export and flippase context	envelope_polysaccharide_export_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 13 envelope polysaccharide export/flippase-context genes. The new boundary module separates ArnT/GtrA and bactoprenol-linked glycan transfer context, Wzz/Wzy/O-antigen and polysaccharide export context, Wzy O-antigen polymerase, and peptidoglycan or unresolved transglycosylase side nodes.	PRESENT	CURATED	PRESENT
PP_0035	PP_0035	Q88RU4	Bactoprenol-linked glycose transferase		GO:0000271; GO:0005886; GO:0016740	IPR051401;IPR007267;	PF04138;	Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix	envelope_polysaccharide_export_and_flippase_context	Envelope polysaccharide export and flippase context	envelope_polysaccharide_export_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 13 envelope polysaccharide export/flippase-context genes. The new boundary module separates ArnT/GtrA and bactoprenol-linked glycan transfer context, Wzz/Wzy/O-antigen and polysaccharide export context, Wzy O-antigen polymerase, and peptidoglycan or unresolved transglycosylase side nodes.	PRESENT	CURATED	PRESENT
oprP	PP_0037	Q88RU2	Porin P			IPR023614;IPR010870;	PF07396;	Reference proteome	outer_membrane_porins_channels_autotransporters	Outer-membrane porins, channels, and autotransporters	transport_envelope_spillover_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 38 outer-membrane porin, channel, autotransporter, and envelope-protein genes. Thirty-three missing review folders were fetched, Asta was generated for all 38, and five curated anchors (oprE, oprF, galP, nicP, aqpZ) were preserved with added Asta provenance. The existing transport/envelope spillover module was extended with OprD/Opd substrate-selective porins, OprB carbohydrate porins, GlpF/AqpZ channels, FadL fatty-acid porin context, EstP autotransporter esterase, TamA assembly context, and low-resolution porin/outer-membrane candidates. pcaP sphingoid catabolism and oprG host-outer-membrane annotations were corrected.	PRESENT	CURATED	PRESENT
cadA-I	PP_0041	Q88RT8	P-type Zn(2+) transporter (EC 7.2.2.12)	7.2.2.12	GO:0005524; GO:0005886; GO:0016463; GO:0016887; GO:0046872	IPR023299;IPR018303;IPR023298;IPR008250;IPR059000;IPR051014;IPR036412;IPR023214;IPR027256;IPR001757;IPR044492;	PF00122;PF00702;	ATP-binding;Cell membrane;Hydrolase;Membrane;Metal-binding;Nucleotide-binding;Reference proteome;Translocase;Transmembrane;Transmembrane helix	ion_metal_transporters_and_antiporters	Ion, metal, and antiporter systems	ion_metal_transport_boundary	SUBPARTITIONED	CURATED	Deeper partition created in projects/P_PUTIDA/batches/module_transport_membrane_efflux_ion_metal_partition.tsv because the 102-gene parent bucket mixes true cation transporters with redox, metalloenzyme, and envelope side nodes. Completed sub-splits include the 26-gene monovalent cation/potassium split in modules/monovalent_cation_antiporter_boundary.yaml, the five-gene P-type metal ATPase split in modules/p_type_metal_atpase_transport_boundary.yaml, and the three-gene chromate/fluoride/inorganic-channel split in modules/inorganic_ion_channel_resistance_boundary.yaml, and the 15-gene transition-metal/Mg/Co transporter split in modules/transition_metal_magnesium_cobalt_transport_boundary.yaml. The 14-gene sodium-solute/MATE split is first-pass curated in modules/sodium_solute_symporter_mate_boundary.yaml. The 14-gene membrane metalloenzyme/envelope side-node split is first-pass curated in modules/transport_membrane_enzyme_spillover_boundary.yaml. The 25-gene membrane redox/electron-transfer spillover split is first-pass curated in modules/membrane_redox_electron_transfer_boundary.yaml. All ion/metal sub-splits are now first-pass curated.	PRESENT	CURATED	PRESENT
czcA-I	PP_0043	Q88RT6	Cation efflux system protein		GO:0005886; GO:0008324; GO:0042910	IPR027463;IPR001036;IPR004763;	PF00873;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	rnd_tripartite_efflux_and_mfp_omf_systems	RND tripartite efflux and MFP/OMF systems	rnd_multidrug_efflux_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 42 RND/MFP/OMF and adjacent efflux-system genes. The existing RND multidrug-efflux boundary module was extended with Czc metal-efflux loci, Mex/Opr and generic RND systems, MFS/Emr/EamA side contexts, type-I secretion and TolC-like outer-membrane components, PvdR pyoverdine export, and FieF CDF metal efflux. MFP/OMF components are modeled as component-level contributors unless substrate or partner evidence is stronger.	PRESENT	CURATED	PRESENT
czcB-I	PP_0044	Q88RT5	Cobalt-zinc-cadmium resistance protein		GO:0015679; GO:0016020; GO:0022857; GO:0030288; GO:0046686; GO:0046914; GO:0060003	IPR058792;IPR058647;IPR058649;IPR058648;IPR051909;IPR006143;	PF25954;PF25973;PF25975;PF25893;	Cadmium resistance;Coiled coil;Reference proteome;Signal;Transport;Zinc	rnd_tripartite_efflux_and_mfp_omf_systems	RND tripartite efflux and MFP/OMF systems	rnd_multidrug_efflux_boundary	COMPLETED_SUBMODULE	CURATED	First-pass curation is complete for all 42 RND/MFP/OMF and adjacent efflux-system genes. The existing RND multidrug-efflux boundary module was extended with Czc metal-efflux loci, Mex/Opr and generic RND systems, MFS/Emr/EamA side contexts, type-I secretion and TolC-like outer-membrane components, PvdR pyoverdine export, and FieF CDF metal efflux. MFP/OMF components are modeled as component-level contributors unless substrate or partner evidence is stronger.	PRESENT	CURATED	PRESENT
