suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	openscientist_research_status	openscientist_research_file
aroE__Q88RQ5	PP_0074	Q88RQ5	Q88RQ5_PSEPK	aroE	aroE PP_0074	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	unreviewed	3.0	1.1.1.25	GO:0004764; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0019632; GO:0050661	kegg:ppu00999	Biosynthesis of various plant secondary metabolites	true	Curated module	ppu00400	Shikimate and chorismate biosynthesis	genes/PSEPK/aroE__Q88RQ5	PRESENT	genes/PSEPK/aroE__Q88RQ5/aroE__Q88RQ5-ai-review.yaml	CURATED	RUNNING
aroQ1	PP_0560	Q88QD4	AROQ1_PSEPK	aroQ1	aroQ1 aroQ-1 PP_0560	3-dehydroquinate dehydratase 1 (3-dehydroquinase 1) (EC 4.2.1.10) (Type II DHQase 1)	reviewed	3.0	4.2.1.10	GO:0003855; GO:0008652; GO:0009073; GO:0009423; GO:0019631	kegg:ppu00400	Phenylalanine, tyrosine and tryptophan biosynthesis	true	Curated module	ppu00400	Shikimate and chorismate biosynthesis	genes/PSEPK/aroQ1	PRESENT	genes/PSEPK/aroQ1/aroQ1-ai-review.yaml	CURATED	RUNNING
aroA	PP_1770	Q88M05	Q88M05_PSEPK	aroA	aroA PP_1770	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	unreviewed	4.0	2.5.1.19	GO:0003866; GO:0004665; GO:0005737; GO:0006571; GO:0008977; GO:0009423; GO:0070403	kegg:ppu00401	Novobiocin biosynthesis	true	Curated module	ppu00400	Shikimate and chorismate biosynthesis	genes/PSEPK/aroA	PRESENT	genes/PSEPK/aroA/aroA-ai-review.yaml	CURATED	RUNNING
aroC	PP_1830	Q88LU7	AROC_PSEPK	aroC	aroC PP_1830	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	reviewed	3.0	4.2.3.5	GO:0004107; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0010181	kegg:ppu00400	Phenylalanine, tyrosine and tryptophan biosynthesis	true	Curated module	ppu00400	Shikimate and chorismate biosynthesis	genes/PSEPK/aroC	PRESENT	genes/PSEPK/aroC/aroC-ai-review.yaml	CURATED	RUNNING
aroH	PP_1866	Q88LR3	Q88LR3_PSEPK	aroH	aroH PP_1866	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	unreviewed	2.0	2.5.1.54	GO:0003849; GO:0009073	kegg:ppu00400	Phenylalanine, tyrosine and tryptophan biosynthesis	true	Curated module	ppu00400	Shikimate and chorismate biosynthesis	genes/PSEPK/aroH	PRESENT	genes/PSEPK/aroH/aroH-ai-review.yaml	CURATED	RUNNING
aroF-I	PP_2324	Q88KG6	Q88KG6_PSEPK	aroF-I	aroF-I PP_2324	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	unreviewed	2.0	2.5.1.54	GO:0003849; GO:0005737; GO:0008652; GO:0009073; GO:0009423; GO:0042802	kegg:ppu00400	Phenylalanine, tyrosine and tryptophan biosynthesis	true	Curated module	ppu00400	Shikimate and chorismate biosynthesis	genes/PSEPK/aroF-I	PRESENT	genes/PSEPK/aroF-I/aroF-I-ai-review.yaml	CURATED	RUNNING
aroE__Q88K85	PP_2406	Q88K85	Q88K85_PSEPK	aroE	aroE PP_2406	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	unreviewed	3.0	1.1.1.25	GO:0004764; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0019632; GO:0050661	kegg:ppu00400	Phenylalanine, tyrosine and tryptophan biosynthesis	true	Curated module	ppu00400	Shikimate and chorismate biosynthesis	genes/PSEPK/aroE__Q88K85	PRESENT	genes/PSEPK/aroE__Q88K85/aroE__Q88K85-ai-review.yaml	CURATED	RUNNING
aroQ2	PP_2407	Q88K84	AROQ2_PSEPK	aroQ2	aroQ2 aroQ-2 PP_2407	3-dehydroquinate dehydratase 2 (3-dehydroquinase 2) (EC 4.2.1.10) (Type II DHQase 2)	reviewed	3.0	4.2.1.10	GO:0003855; GO:0008652; GO:0009073; GO:0009423; GO:0019631	kegg:ppu00400	Phenylalanine, tyrosine and tryptophan biosynthesis	true	Curated module	ppu00400	Shikimate and chorismate biosynthesis	genes/PSEPK/aroQ2	PRESENT	genes/PSEPK/aroQ2/aroQ2-ai-review.yaml	CURATED	RUNNING
PP_2608	PP_2608	Q88JP1	Q88JP1_PSEPK	PP_2608	PP_2608	Shikimate dehydrogenase family protein	unreviewed	2.0		GO:0004764; GO:0005829; GO:0009073; GO:0009423; GO:0019632; GO:0046872; GO:0050661	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	true	Curated module	ppu00400	Shikimate and chorismate biosynthesis	genes/PSEPK/PP_2608	PRESENT	genes/PSEPK/PP_2608/PP_2608-ai-review.yaml	CURATED	RUNNING
aroE__Q88IJ7	PP_3002	Q88IJ7	Q88IJ7_PSEPK	aroE	aroE PP_3002	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	unreviewed	3.0	1.1.1.25	GO:0004764; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0019632; GO:0050661	kegg:ppu00999	Biosynthesis of various plant secondary metabolites	true	Curated module	ppu00400	Shikimate and chorismate biosynthesis	genes/PSEPK/aroE__Q88IJ7	PRESENT	genes/PSEPK/aroE__Q88IJ7/aroE__Q88IJ7-ai-review.yaml	CURATED	RUNNING
aroQ-III	PP_3003	Q88IJ6	Q88IJ6_PSEPK	aroQ-III	aroQ-III aroQ PP_3003	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	unreviewed	3.0	4.2.1.10	GO:0003855; GO:0008652; GO:0009073; GO:0009423; GO:0019631	kegg:ppu00400	Phenylalanine, tyrosine and tryptophan biosynthesis	true	Curated module	ppu00400	Shikimate and chorismate biosynthesis	genes/PSEPK/aroQ-III	PRESENT	genes/PSEPK/aroQ-III/aroQ-III-ai-review.yaml	CURATED	RUNNING
aroF-II	PP_3080	Q88IB9	Q88IB9_PSEPK	aroF-II	aroF-II PP_3080	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	unreviewed	3.0	2.5.1.54	GO:0003849; GO:0005737; GO:0008652; GO:0009073; GO:0009423; GO:0042802	kegg:ppu00400	Phenylalanine, tyrosine and tryptophan biosynthesis	true	Curated module	ppu00400	Shikimate and chorismate biosynthesis	genes/PSEPK/aroF-II	PRESENT	genes/PSEPK/aroF-II/aroF-II-ai-review.yaml	CURATED	RUNNING
