id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A0A339,"NAD(P)H-quinone oxidoreductase subunit K, chloroplastic",protein,13443,Coffea arabica,Coffea arabica (Arabian coffee),ndhK,229,PTHR11995:SF14,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 7, MITOCHONDRIAL",True
A0K922,NADH-quinone oxidoreductase subunit B,protein,331272,Burkholderia cenocepacia (strain HI2424),Burkholderia cenocepacia (strain HI2424),nuoB,159,PTHR11995:SF14,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 7, MITOCHONDRIAL",True
A0KJ66,NADH-quinone oxidoreductase subunit B,protein,380703,Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049),Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049),nuoB,224,PTHR11995:SF14,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 7, MITOCHONDRIAL",True
A0LDS6,NADH-quinone oxidoreductase subunit B,protein,156889,Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1),Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1),nuoB,167,PTHR11995:SF14,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 7, MITOCHONDRIAL",True
A0LRI2,NADH-quinone oxidoreductase subunit B,protein,351607,Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),nuoB,184,PTHR11995:SF14,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 7, MITOCHONDRIAL",True
A0PR39,NADH-quinone oxidoreductase subunit B,protein,362242,Mycobacterium ulcerans (strain Agy99),Mycobacterium ulcerans (strain Agy99),nuoB,184,PTHR11995:SF14,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 7, MITOCHONDRIAL",True
A0Q8H1,NADH-quinone oxidoreductase subunit B,protein,401614,Francisella tularensis subsp. novicida (strain ATCC 15482 / CCUG 33449 / U112),Francisella tularensis subsp. novicida (strain ATCC 15482 / CCUG 33449 / U112),nuoB,158,PTHR11995:SF14,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 7, MITOCHONDRIAL",True
A0QJU8,NADH-quinone oxidoreductase subunit B,protein,243243,Mycobacterium avium (strain 104),Mycobacterium avium (strain 104),nuoB,184,PTHR11995:SF14,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 7, MITOCHONDRIAL",True
A0QU35,NADH-quinone oxidoreductase subunit B,protein,246196,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155),Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155),nuoB,184,PTHR11995:SF14,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 7, MITOCHONDRIAL",True
A0RL90,NADH-quinone oxidoreductase subunit B,protein,412694,Bacillus thuringiensis (strain Al Hakam),Bacillus thuringiensis (strain Al Hakam),nuoB,179,PTHR11995:SF14,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 7, MITOCHONDRIAL",True
A0RMD0,NADH-quinone oxidoreductase subunit B,protein,360106,Campylobacter fetus subsp. fetus (strain 82-40),Campylobacter fetus subsp. fetus (strain 82-40),nuoB,168,PTHR11995:SF14,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 7, MITOCHONDRIAL",True
