mondo_id	disorder	gene_symbol	uniprot	inheritance	isds_2023_nos_id	isds_group	dismech_enum_value	action	confidence	omim_id	orphanet_id	evidence_pmids	notes
MONDO:0011939	Spondyloenchondrodysplasia with immune dysregulation (SPENCD), ACP5-related	ACP5	P13686	AR	NOS 12-0010	12	spondylometaphyseal_dysplasias	TAG_GROUP_12	HIGH	OMIM:607944	Orphanet:1855	PMID:36779427,PMID:21217752,PMID:21217755	TRAP deficiency; type I interferonopathy with metaphyseal enchondroma-like lesions and platyspondyly. MONDO term also xrefs OMIM:271550 and Orphanet:50816.
MONDO:0100325	Odontochondrodysplasia 1 (ODCD), TRIP11-related	TRIP11	Q15643	AR	NOS 12-0020	12	spondylometaphyseal_dysplasias	TAG_GROUP_12	HIGH	OMIM:184260	Orphanet:166272	PMID:36779427,PMID:30728324,PMID:31903676	Hypomorphic TRIP11 (GMAP-210); non-lethal counterpart of TRIP11 achondrogenesis 1A (NOS 14-0010, group 14).
MONDO:0008479	Spondylometaphyseal dysplasia Sutcliffe / "corner fracture" type, FN1-related	FN1	P02751	AD	NOS 12-0030	12	spondylometaphyseal_dysplasias	TAG_GROUP_12	HIGH	OMIM:184255	Orphanet:93315	PMID:36779427,PMID:29100092	Gene-split entity: only the FN1-related form is group 12; COL2A1-related corner-fracture cases fall under NOS 02-0050. MONDO gives this term two parents (MONDO:0016763 and MONDO:0022800 type 2 collagenopathy), which mirrors the split.
MONDO:0012160	Spondylometaphyseal dysplasia with cone-rod dystrophy, PCYT1A-related	PCYT1A	P49585	AR	NOS 12-0040	12	spondylometaphyseal_dysplasias	TAG_GROUP_12	HIGH	OMIM:608940	Orphanet:85167	PMID:36779427,PMID:24387991,PMID:24387990	CCTalpha, rate-limiting enzyme of the CDP-choline (Kennedy) pathway; one of two phospholipid-metabolism SMDs in group 12.
MONDO:0030074	Spondylometaphyseal dysplasia with corneal dystrophy, PLCB3-related	PLCB3	Q01970	AR	NOS 12-0050	12	spondylometaphyseal_dysplasias	TAG_GROUP_12	HIGH	OMIM:618961	Orphanet:589435	PMID:36779427,PMID:29122926	Absent from the dismech group-12 description. MONDO places this term directly under MONDO:0003847 hereditary disease, so it is NOT reachable from MONDO:0016763 - a MONDO classification gap, not a nosology one.
MONDO:0010814	Chondrodysplasia-pseudohermaphroditism syndrome (Nivelon-Nivelon-Mabille), HHAT-related	HHAT	Q5VTY9	AR	NOS 12-0060	12	spondylometaphyseal_dysplasias	TAG_GROUP_12	HIGH	OMIM:600092	Orphanet:1422	PMID:36779427,PMID:24784881,PMID:40326711	Absent from the dismech group-12 description. Phenotype is a multiple-congenital-anomaly syndrome (46,XY DSD, microcephaly, skeletal dysplasia) rather than a classical SMD; the group-12 placement is the nosology's own and is followed here. MONDO gives it no skeletal-dysplasia parent.
MONDO:0031010	Odontochondrodysplasia 2 with hearing loss and diabetes, MIA3 (TANGO1)-related	MIA3	Q5JRA6	AR		12	spondylometaphyseal_dysplasias	PROPOSE_GROUP_12	MEDIUM	OMIM:619269		PMID:32101163,PMID:40119123	Not in the 2023 nosology table. Dyadic sibling of NOS 12-0020: both TRIP11 and MIA3 disrupt ER-to-Golgi procollagen export and produce odontochondrodysplasia. PMID:40119123 reports metaphyseal dysplasia and scoliosis "closely resembling those observed in patients with TRIP11 variants".
MONDO:0031169	Odontochondrodysplasia (grouping class / OMIM phenotypic series)	MIA3,TRIP11			 	12	spondylometaphyseal_dysplasias	TAG_GROUP_12	MEDIUM		 	PMID:36779427,PMID:30728324,PMID:32101163	Grouping term over ODCD1 (TRIP11) and ODCD2 (MIA3); xrefs OMIMPS:184260. Tag only if dismech curates grouping classes; both members resolve to group 12.
MONDO:0008477	Spondylometaphyseal dysplasia Kozlowski type, TRPV4-related	TRPV4	Q9HBA0	AD	NOS 08-0030	8	trpv4	TAG_OTHER_GROUP	HIGH	OMIM:184252	Orphanet:93314	PMID:36779427,PMID:19232556	Already tagged to group 8 in dismech; recorded here so the SMD-named entity is not re-proposed for group 12. The 2023 table names the row "Spondyloepiphyseal dysplasia, Kozlowski type" while OMIM/MONDO retain "spondylometaphyseal".
MONDO:0009593	Severe spondylometaphyseal dysplasia, Sedaghatian type, GPX4-related	GPX4	P36969	AR	NOS 14-0030	14	severe_spondylodysplastic_dysplasias	TAG_OTHER_GROUP	HIGH	OMIM:250220	Orphanet:93317	PMID:36779427,PMID:24706940	Perinatally lethal; the nosology sorts it by severity into group 14 rather than by segment into group 12.
MONDO:0850096	Severe neonatal spondylometaphyseal dysplasia (SMD Sedaghatian-like), SBDS-related	SBDS	Q9Y3A5	AR	NOS 14-0040	14	severe_spondylodysplastic_dysplasias	TAG_OTHER_GROUP	HIGH		Orphanet:622934	PMID:36779427,PMID:17400792	SBDS also underlies Shwachman-Bodian-Diamond syndrome at NOS 11-0050 (group 11). Monarch holds no causal-gene association for this MONDO term despite the SBDS-bearing label.
MONDO:0013223	Spondylometaphyseal dysplasia Megarbane-Dagher-Melki type, PAM16-related	PAM16	Q9Y3D7	AR	NOS 14-0060	14	severe_spondylodysplastic_dysplasias	TAG_OTHER_GROUP	HIGH	OMIM:613320	Orphanet:401979	PMID:36779427,PMID:24786642	MAGMAS/TIM16 subunit of the mitochondrial PAM import motor.
MONDO:0011211	Axial spondylometaphyseal dysplasia, CFAP410-related and NEK1-related	CFAP410,NEK1	O43822,Q96PY6	AR	NOS 10-0340,NOS 10-0350	10	ciliopathies_with_major_skeletal_involvement	TAG_OTHER_GROUP	HIGH	OMIM:602271	Orphanet:168549	PMID:36779427,PMID:26974433,PMID:28123176	Retinal dystrophy plus axial skeletal involvement; classified as a skeletal ciliopathy. Monarch links only CFAP410 to this term, not NEK1.
MONDO:0018663	Rhizomelic spondylo-metaphyseal dysplasia with remission (regressive SMD), LBR-related	LBR	Q14739	AR	NOS 13-0310	13	spondylo_epi_metaphyseal_dysplasias	TAG_OTHER_GROUP	HIGH	OMIM:618019	Orphanet:448267	PMID:36779427,PMID:25348816	Anadysplasia-like spontaneously remitting course; the nosology places it in group 13 and cross-references it from the group 11 note.
MONDO:0030487	Spondylometaphyseal dysplasia, Pagnamenta type = acromesomelic dysplasia, PRKG2-related	PRKG2	Q13237	AR	NOS 16-0020	16	acromesomelic_dysplasias	TAG_OTHER_GROUP	MEDIUM	OMIM:619638		PMID:36779427,PMID:33106379	Naming conflict. OMIM titles 619638 "Spondylometaphyseal dysplasia, Pagnamenta type" and MONDO follows it; the nosology lists the PRKG2 disorder once, as acromesomelic dysplasia, and notes that the three brothers with an SMD phenotype are exactly the 619638 entry. Classified with the nosology.
MONDO:0008478	Spondylometaphyseal dysplasia Schmidt type (SEMD, COL2A1-related)	COL2A1	P02458	AD	NOS 02-0050	2	type_2_collagen	TAG_OTHER_GROUP	HIGH	OMIM:184253	Orphanet:93316	PMID:36779427	MIM 184253 is folded into "Spondyloepimetaphyseal dysplasia, COL2A1-related" (NOS 02-0050) together with 184250, 184255 and 616583.
MONDO:0008476	Spondyloepimetaphyseal dysplasia Strudwick type, COL2A1-related	COL2A1	P02458	AD	NOS 02-0050	2	type_2_collagen	TAG_OTHER_GROUP	HIGH	OMIM:184250	Orphanet:93346	PMID:36779427	Already tagged to group 2 in dismech; a MONDO SMD-subtree member that is not an ISDS group-12 disorder.
MONDO:0007987	Kniest dysplasia, COL2A1-related	COL2A1	P02458	AD	NOS 02-0060	2	type_2_collagen	TAG_OTHER_GROUP	HIGH	OMIM:156550	Orphanet:485	PMID:36779427	Already tagged to group 2 in dismech; a MONDO SMD-subtree member that is not an ISDS group-12 disorder.
MONDO:0010738	Spondylometaphyseal dysplasia, Golden type	 	 	 		12	spondylometaphyseal_dysplasias	PROVISIONAL_GROUP_12	LOW	OMIM:313420	Orphanet:168544		Unsolved legacy eponym; no causal gene, so no dyadic NOS entry exists. Covered only by the group-12 closing note on "sporadic patients with unclassified SMD variants".
MONDO:0011856	Spondylometaphyseal dysplasia with bowed forearms and facial dysmorphism	 	 	 		12	spondylometaphyseal_dysplasias	PROVISIONAL_GROUP_12	LOW	OMIM:607543	Orphanet:168552		Unsolved legacy eponym; no causal gene, so no dyadic NOS entry exists.
MONDO:0012185	Spondylometaphyseal dysplasia, A4 type	 	 	 		12	spondylometaphyseal_dysplasias	PROVISIONAL_GROUP_12	LOW	OMIM:609052	Orphanet:168555	PMID:22528043	Unsolved legacy eponym; no causal gene, so no dyadic NOS entry exists.
MONDO:0012713	Spondylometaphyseal dysplasia, East African type	 	 	 		12	spondylometaphyseal_dysplasias	PROVISIONAL_GROUP_12	LOW	OMIM:611702			Unsolved legacy eponym; no causal gene, so no dyadic NOS entry exists.
