# GENERATED -- EC-bridge-confirmed NCBIFAM->GO exactMatch candidates.
# Source of truth: ncbifam2go_candidates.py (NOT hand-reviewed; mapping_justification
# would be semapv:CompositeMatching). The 28-row ncbifam2go.sssom.yaml is the reviewed core.
# Regenerate: uv run python projects/NCBIFam/ncbifam2go_candidates.py
subject_id	predicate_id	object_id	ec	family_type	in_seed	product
NCBIFAM:NF000006	skos:exactMatch	GO:0004146	1.5.1.3	exception		trimethoprim-resistant dihydrofolate reductase DfrA26
NCBIFAM:NF000012	skos:exactMatch	GO:0004146	1.5.1.3	exception		trimethoprim-resistant dihydrofolate reductase DfrI
NCBIFAM:NF000018	skos:exactMatch	GO:0004146	1.5.1.3	exception		trimethoprim-resistant dihydrofolate reductase DfrA10
NCBIFAM:NF000019	skos:exactMatch	GO:0004146	1.5.1.3	exception		trimethoprim-resistant dihydrofolate reductase DfrA3
NCBIFAM:NF000039	skos:exactMatch	GO:0004146	1.5.1.3	exception		trimethoprim-resistant dihydrofolate reductase DfrA18
NCBIFAM:NF000041	skos:exactMatch	GO:0004146	1.5.1.3	exception		trimethoprim-resistant dihydrofolate reductase DfrA19
NCBIFAM:NF000053	skos:exactMatch	GO:0004146	1.5.1.3	exception		trimethoprim-resistant dihydrofolate reductase DfrA12
NCBIFAM:NF000055	skos:exactMatch	GO:0004146	1.5.1.3	exception		DfrA12/DfrA21 family trimethoprim-resistant dihydrofolate reductase
NCBIFAM:NF000065	skos:exactMatch	GO:0004146	1.5.1.3	exception		trimethoprim-resistant dihydrofolate reductase DfrA3b
NCBIFAM:NF000109	skos:exactMatch	GO:0004146	1.5.1.3	exception		trimethoprim-resistant dihydrofolate reductase DfrA9
NCBIFAM:NF000126	skos:exactMatch	GO:0004146	1.5.1.3	exception		trimethoprim-resistant dihydrofolate reductase DfrA8
NCBIFAM:NF000127	skos:exactMatch	GO:0004146	1.5.1.3	exception		trimethoprim-resistant dihydrofolate reductase DfrA20
NCBIFAM:NF000134	skos:exactMatch	GO:0004146	1.5.1.3	exception		trimethoprim-resistant dihydrofolate reductase DfrA23
NCBIFAM:NF000143	skos:exactMatch	GO:0004146	1.5.1.3	exception		trimethoprim-resistant dihydrofolate reductase DfrG
NCBIFAM:NF000146	skos:exactMatch	GO:0004146	1.5.1.3	exception		trimethoprim-resistant dihydrofolate reductase DfrA24
NCBIFAM:NF000155	skos:exactMatch	GO:0004146	1.5.1.3	exception		trimethoprim-sensitive dihydrofolate reductase DfrC
