procedure_key	name	level	version	mandatory	visible	n_parameters	behavioural_neurological	mp_terms	description
IMPC_ACS_001	Acoustic Startle and Pre-pulse Inhibition (PPI)	experiment	1.5	True	True	39	True	MP:0002067	The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.
IMPC_ACS_002	Acoustic Startle and Pre-pulse Inhibition (PPI)	experiment	2.4	True	True	38	True	MP:0002067	The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.
IMPC_ACS_003	Acoustic Startle and Pre-pulse Inhibition (PPI)	experiment	3.4	True	True	39	True	MP:0002067	The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.
IMPC_ALZ_001	Adult LacZ	experiment	1.9	False	True	105	False		To stain adult mutant&nbsp; and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.&nbsp; Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.&nbsp; Intensity of staining is not required but can be reported.&nbsp;&nbsp; Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.
IMPC_ABR_001	Auditory Brain Stem Response	experiment	1.7	True	True	54	True	MP:0004738	Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.
IMPC_ABR_002	Auditory Brain Stem Response	experiment	2.5	True	True	53	True	MP:0004738	Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.
IMPC_DXA_001	Body Composition (DEXA lean/fat)	experiment	1.8	True	True	18	False		Measure bone mineral content and density as well as body composition in mice using the DEXA (Dual Energy X-ray Absorptiometry) analyser.
IMPC_BWT_001	Body Weight	experiment	1.3	True	True	8	False		The body weight test measures the weight of the mouse in a time series, allowing monitoring of its evolution; also, it is required in many other procedures.
IMPC_CHL_001	Challenge Whole Body Plethysmography	experiment	1.1	False	True	49	False	MP:0002327	The purpose of this procedure is to record the respiratory function of mice, when submitted to methacholine or hypoxia challenge. Other similar protocols, for allergen sensitization and for LPS challenges, will also be available.&nbsp;Ontological description: &nbsp;MP:0002327 - abnormal respiratory function
IMPC_CBC_002	Clinical Chemistry	experiment	2.10	True	True	54	False	MP:0001545	Clinical chemistry determines biochemical parameters in plasma including enzymatic activity, specific substrates and electrolytes.&nbsp;Ontological description: MP:0001545 &ndash; blood physiology abnormalities.
IMPC_CBC_001	Clinical Chemistry	experiment	1.12	True	True	55	False	MP:0001545	Clinical chemistry determines biochemical parameters in plasma including enzymatic activity, specific substrates and electrolytes.&nbsp;Ontological description: MP:0001545 &ndash; blood physiology abnormalities.
