id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A2V9Z4,Albumin,protein,9541,Macaca fascicularis,Macaca fascicularis (Crab-eating macaque),ALB,608,PTHR11385:SF15,ALBUMIN,True
A6YF56,Albumin,protein,10036,Mesocricetus auratus,Mesocricetus auratus (Golden hamster),ALB,608,PTHR11385:SF15,ALBUMIN,True
G3MYZ3,Afamin,protein,9913,Bos taurus,Bos taurus (Bovine),AFM,604,PTHR11385:SF14,AFAMIN,True
O35090,Albumin,protein,10047,Meriones unguiculatus,Meriones unguiculatus (Mongolian jird),ALB,609,PTHR11385:SF15,ALBUMIN,True
O89020,Afamin,protein,10090,Mus musculus,Mus musculus (Mouse),Afm,608,PTHR11385:SF14,AFAMIN,True
P02768,Albumin,protein,9606,Homo sapiens,Homo sapiens (Human),ALB,609,PTHR11385:SF15,ALBUMIN,True
P02769,Albumin,protein,9913,Bos taurus,Bos taurus (Bovine),ALB,607,PTHR11385:SF15,ALBUMIN,True
P02770,Albumin,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Alb,608,PTHR11385:SF15,ALBUMIN,True
P02771,Alpha-fetoprotein,protein,9606,Homo sapiens,Homo sapiens (Human),AFP,609,PTHR11385:SF7,ALPHA-FETOPROTEIN,True
P02772,Alpha-fetoprotein,protein,10090,Mus musculus,Mus musculus (Mouse),Afp,605,PTHR11385:SF7,ALPHA-FETOPROTEIN,True
P02773,Alpha-fetoprotein,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Afp,611,PTHR11385:SF7,ALPHA-FETOPROTEIN,True
P02774,Vitamin D-binding protein,protein,9606,Homo sapiens,Homo sapiens (Human),GC,474,PTHR11385:SF11,VITAMIN D-BINDING PROTEIN,True
P04276,Vitamin D-binding protein,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Gc,476,PTHR11385:SF11,VITAMIN D-BINDING PROTEIN,True
P07724,Albumin,protein,10090,Mus musculus,Mus musculus (Mouse),Alb,608,PTHR11385:SF15,ALBUMIN,True
P08759,Albumin A,protein,8355,Xenopus laevis,Xenopus laevis (African clawed frog),alb-a,606,PTHR11385:SF14,AFAMIN,True
P08835,Albumin,protein,9823,Sus scrofa,Sus scrofa (Pig),ALB,607,PTHR11385:SF15,ALBUMIN,True
P14639,Albumin,protein,9940,Ovis aries,Ovis aries (Sheep),ALB,607,PTHR11385:SF15,ALBUMIN,True
P14872,Albumin B,protein,8355,Xenopus laevis,Xenopus laevis (African clawed frog),alb-b,607,PTHR11385:SF14,AFAMIN,True
P19121,Albumin,protein,9031,Gallus gallus,Gallus gallus (Chicken),ALB,615,PTHR11385:SF14,AFAMIN,True
P21614,Vitamin D-binding protein,protein,10090,Mus musculus,Mus musculus (Mouse),Gc,476,PTHR11385:SF11,VITAMIN D-BINDING PROTEIN,True
P21847,Albumin,protein,8400,Aquarana catesbeiana,Aquarana catesbeiana (American bullfrog),ALB,382,PTHR11385:SF14,AFAMIN,True
P21848,Albumin 1,protein,8030,Salmo salar,Salmo salar (Atlantic salmon),alb1,608,PTHR11385:SF14,AFAMIN,True
P28050,Alpha-fetoprotein,protein,9595,Gorilla gorilla gorilla,Gorilla gorilla gorilla (Western lowland gorilla),AFP,609,PTHR11385:SF7,ALPHA-FETOPROTEIN,True
P35747,Albumin,protein,9796,Equus caballus,Equus caballus (Horse),ALB,607,PTHR11385:SF15,ALBUMIN,True
P36953,Afamin,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Afm,608,PTHR11385:SF14,AFAMIN,True
P43652,Afamin,protein,9606,Homo sapiens,Homo sapiens (Human),AFM,599,PTHR11385:SF14,AFAMIN,True
P49064,Albumin,protein,9685,Felis catus,Felis catus (Cat),ALB,608,PTHR11385:SF15,ALBUMIN,True
P49065,Albumin,protein,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),ALB,608,PTHR11385:SF15,ALBUMIN,True
P49066,Alpha-fetoprotein,protein,9796,Equus caballus,Equus caballus (Horse),AFP,609,PTHR11385:SF7,ALPHA-FETOPROTEIN,True
P49822,Albumin,protein,9615,Canis lupus familiaris,Canis lupus familiaris (Dog),ALB,608,PTHR11385:SF15,ALBUMIN,True
P53789,Vitamin D-binding protein,protein,9986,Oryctolagus cuniculus,Oryctolagus cuniculus (Rabbit),GC,476,PTHR11385:SF11,VITAMIN D-BINDING PROTEIN,True
P84407,Alpha-fetoprotein,protein,9031,Gallus gallus,Gallus gallus (Chicken),AFP,615,PTHR11385:SF14,AFAMIN,True
Q03156,Albumin 2,protein,8030,Salmo salar,Salmo salar (Atlantic salmon),alb2,608,PTHR11385:SF14,AFAMIN,True
Q28522,Albumin,protein,9544,Macaca mulatta,Macaca mulatta (Rhesus macaque),ALB,600,PTHR11385:SF15,ALBUMIN,True
Q28789,Alpha-fetoprotein,protein,9598,Pan troglodytes,Pan troglodytes (Chimpanzee),AFP,609,PTHR11385:SF7,ALPHA-FETOPROTEIN,True
Q3MHN5,Vitamin D-binding protein,protein,9913,Bos taurus,Bos taurus (Bovine),GC,474,PTHR11385:SF11,VITAMIN D-BINDING PROTEIN,True
Q3SZ57,Alpha-fetoprotein,protein,9913,Bos taurus,Bos taurus (Bovine),AFP,610,PTHR11385:SF7,ALPHA-FETOPROTEIN,True
Q3T478,Serum albumin,protein,161274,Bombina maxima,Bombina maxima (Giant fire-bellied toad),,607,PTHR11385:SF14,AFAMIN,True
Q5NVH5,Albumin,protein,9601,Pongo abelii,Pongo abelii (Sumatran orangutan),ALB,609,PTHR11385:SF15,ALBUMIN,True
Q5XLE4,Albumin,protein,9793,Equus asinus,Equus asinus (Donkey),ALB,607,PTHR11385:SF15,ALBUMIN,True
Q8MJ76,Alpha-fetoprotein,protein,9823,Sus scrofa,Sus scrofa (Pig),AFP,610,PTHR11385:SF7,ALPHA-FETOPROTEIN,True
