uniprot_acc	gene_aro_id	mapped_aro_id	aro_relation	predicate_id	go_id	go_label
A0A346FWD3	ARO:3003209	ARO:3003209	exact	skos:relatedMatch	GO:0004364	glutathione transferase activity
A0AB35LIB0	ARO:3002872	ARO:3002872	exact	skos:relatedMatch	GO:0004364	glutathione transferase activity
A0A062U9V1	ARO:3008508	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A067ZA94	ARO:3001524	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A067ZA95	ARO:3001528	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A067ZA96	ARO:3001532	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A067ZAK4	ARO:3001526	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A067ZAK8	ARO:3001534	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A067ZAV1	ARO:3001525	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A067ZAV4	ARO:3001529	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A067ZAV7	ARO:3001533	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A067ZAW8	ARO:3001530	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A067ZBH9	ARO:3001527	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A067ZBI4	ARO:3001531	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A077EGT6	ARO:3005670	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A088FL09	ARO:3001595	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A088FQ27	ARO:3001589	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A088NUF2	ARO:3002496	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A097A0C1	ARO:3001586	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A097A0C9	ARO:3001587	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0A7RCB1	ARO:3003149	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0A7RCC8	ARO:3003148	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0A7RDY5	ARO:3003147	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0B4UFI2	ARO:3001597	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0B4UFI7	ARO:3001603	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0B4UG97	ARO:3001605	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0B4UGA1	ARO:3001602	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0B4UGH3	ARO:3001598	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0B4UGH6	ARO:3001604	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0B4UGT2	ARO:3001599	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0B4UHR7	ARO:3001600	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0B5J4U8	ARO:3003125	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0B5J9G0	ARO:3003126	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0B5JEF6	ARO:3003120	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0B5JGX0	ARO:3003121	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0B5JJZ9	ARO:3003124	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0C5L392	ARO:3003714	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0C5LDD5	ARO:3003716	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0C5LQ44	ARO:3003717	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0G2UH57	ARO:3003622	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0G2UMJ9	ARO:3003621	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0G4JAR3	ARO:3001458	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0H2ZJG9	ARO:3003645	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0H3WBC3	ARO:3003593	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0J0ZV06	ARO:3001617	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0K1L6V3	ARO:3003598	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0K2JKS0	ARO:3001460	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0K2JKU0	ARO:3001464	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0K2JL59	ARO:3001463	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0K2JL64	ARO:3001457	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0K2JL69	ARO:3001462	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0S1NF91	ARO:3003637	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0S1RXN4	ARO:3001612	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0S1TQK5	ARO:3005335	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0S1Z236	ARO:3005343	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0S2QD65	ARO:3005731	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0S2QDB0	ARO:3005733	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A0Y0NCS1	ARO:3005738	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A109ZYA7	ARO:3005737	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A120MIJ6	ARO:3005739	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A140HSF2	ARO:3005746	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A142K3H0	ARO:3005748	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A143J473	ARO:3001705	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1B0UTX3	ARO:3005741	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1B1FBI5	ARO:3005751	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1B1W3A5	ARO:3005761	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1B1W3A9	ARO:3005760	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1B1W3B0	ARO:3005754	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1B1W3B1	ARO:3005753	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1B1W3B5	ARO:3005759	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1B1W3B7	ARO:3005756	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1B1W3C0	ARO:3005757	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1B1W3C1	ARO:3005752	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1B1W3C3	ARO:3005755	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1B1W3C5	ARO:3005758	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1B1WXK8	ARO:3005762	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1C2NDU2	ARO:3005763	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1C9UQT2	ARO:3005765	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1C9V0L9	ARO:3005766	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1S6PXP1	ARO:3005769	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1U9ZNZ5	ARO:3005779	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1U9ZNZ8	ARO:3006048	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1U9ZP02	ARO:3005783	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1U9ZP05	ARO:3005782	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1U9ZP07	ARO:3005781	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1U9ZP10	ARO:3005778	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1U9ZP12	ARO:3005784	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1U9ZP15	ARO:3005785	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1U9ZP20	ARO:3005780	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1U9ZP30	ARO:3005786	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1V0FXG7	ARO:3005788	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1V0FXJ2	ARO:3005787	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A1V3TWQ6	ARO:3008195	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A242U8E0	ARO:3006017	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A2R3ILD5	ARO:3008700	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A2S0RIP3	ARO:3005340	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A2U8JD02	ARO:3005869	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A345N8B6	ARO:3005984	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A345N8B7	ARO:3005985	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A346ML61	ARO:3005938	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A346MLI2	ARO:3005939	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A346MLI3	ARO:3005940	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A346MLI9	ARO:3005886	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A385I6J0	ARO:3005888	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3B7M633	ARO:3005932	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G2LIY6	ARO:3005982	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G2SXX6	ARO:3005342	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2T4	ARO:3005943	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2T8	ARO:3005950	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2U8	ARO:3005927	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2V2	ARO:3005946	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2V3	ARO:3005942	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2V4	ARO:3005969	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2V7	ARO:3005961	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2V8	ARO:3005894	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2V9	ARO:3005944	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2W0	ARO:3005954	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2W1	ARO:3005945	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2W4	ARO:3005971	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2W6	ARO:3005958	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2W8	ARO:3005952	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2W9	ARO:3005951	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2X0	ARO:3005964	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2X2	ARO:3005953	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2X3	ARO:3005979	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2X4	ARO:3005968	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2X5	ARO:3005960	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2X6	ARO:3005962	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2X8	ARO:3005974	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2Y1	ARO:3005963	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2Y4	ARO:3005972	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2Y5	ARO:3005970	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2Z0	ARO:3005978	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2Z1	ARO:3005973	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C2Z9	ARO:3005980	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C310	ARO:3005947	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C313	ARO:3005955	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C324	ARO:3005965	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C333	ARO:3005975	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C364	ARO:3005948	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C376	ARO:3005956	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C384	ARO:3005966	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C391	ARO:3005976	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C3F4	ARO:3005949	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C3F9	ARO:3005957	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C3G9	ARO:3005967	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G3C3H5	ARO:3005977	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G5R306	ARO:3005986	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G5R349	ARO:3005988	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A3G6YJS4	ARO:3005981	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A482KCY4	ARO:3006002	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A482KCY6	ARO:3006005	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A482KDT9	ARO:3005998	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A482KF23	ARO:3006003	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A482KF59	ARO:3006000	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A482KFX8	ARO:3005999	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A482KIG4	ARO:3006004	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A482KJ07	ARO:3005997	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A482KK61	ARO:3006001	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A482KK77	ARO:3006019	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
A0A494J410	ARO:3004811	ARO:3000001	narrower	RO:0002327	GO:0008800	beta-lactamase activity
