id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A0K915,NADH-quinone oxidoreductase subunit I,protein,331272,Burkholderia cenocepacia (strain HI2424),Burkholderia cenocepacia (strain HI2424),nuoI,162,PTHR10849:SF20,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 8, MITOCHONDRIAL",True
A0KJ60,NADH-quinone oxidoreductase subunit I,protein,380703,Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049),Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049),nuoI,180,PTHR10849:SF20,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 8, MITOCHONDRIAL",True
A0LDR9,NADH-quinone oxidoreductase subunit I,protein,156889,Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1),Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1),nuoI,164,PTHR10849:SF20,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 8, MITOCHONDRIAL",True
A0LEQ3,NADH-quinone oxidoreductase subunit I 1,protein,335543,Syntrophobacter fumaroxidans (strain DSM 10017 / MPOB),Syntrophobacter fumaroxidans (strain DSM 10017 / MPOB),nuoI1,149,,,True
A0LJM3,NADH-quinone oxidoreductase subunit I 2,protein,335543,Syntrophobacter fumaroxidans (strain DSM 10017 / MPOB),Syntrophobacter fumaroxidans (strain DSM 10017 / MPOB),nuoI2,178,PTHR10849:SF20,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 8, MITOCHONDRIAL",True
A0LRI9,NADH-quinone oxidoreductase subunit I,protein,351607,Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),nuoI,199,PTHR10849:SF20,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 8, MITOCHONDRIAL",True
A0PR46,NADH-quinone oxidoreductase subunit I,protein,362242,Mycobacterium ulcerans (strain Agy99),Mycobacterium ulcerans (strain Agy99),nuoI,181,PTHR10849:SF20,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 8, MITOCHONDRIAL",True
A0Q8G4,NADH-quinone oxidoreductase subunit I,protein,401614,Francisella tularensis subsp. novicida (strain ATCC 15482 / CCUG 33449 / U112),Francisella tularensis subsp. novicida (strain ATCC 15482 / CCUG 33449 / U112),nuoI,162,PTHR10849:SF20,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 8, MITOCHONDRIAL",True
A0QJV5,NADH-quinone oxidoreductase subunit I,protein,243243,Mycobacterium avium (strain 104),Mycobacterium avium (strain 104),nuoI,181,PTHR10849:SF20,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 8, MITOCHONDRIAL",True
A0QU28,NADH-quinone oxidoreductase subunit I,protein,246196,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155),Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155),nuoI,180,PTHR10849:SF20,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 8, MITOCHONDRIAL",True
A0RMD6,NADH-quinone oxidoreductase subunit I,protein,360106,Campylobacter fetus subsp. fetus (strain 82-40),Campylobacter fetus subsp. fetus (strain 82-40),nuoI,165,PTHR10849:SF24,NADH-QUINONE OXIDOREDUCTASE SUBUNIT I 2,True
A1ADC9,NADH-quinone oxidoreductase subunit I,protein,405955,Escherichia coli O1:K1 / APEC,Escherichia coli O1:K1 / APEC,nuoI,180,PTHR10849:SF20,"NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 8, MITOCHONDRIAL",True
A1ALP7,NADH-quinone oxidoreductase subunit I,protein,338966,Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1),Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1),nuoI3,186,PTHR10849:SF24,NADH-QUINONE OXIDOREDUCTASE SUBUNIT I 2,True
