family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR46037	PTN001072514	GO:0005737	C	IBD	false	FB:FBgn0010583|UniProtKB:O43639|UniProtKB:P16333|UniProtKB:P46108|WB:WBGene00006410	taxon:	20251219
PTHR46037	PTN001072514	GO:0030971	F	IBD	false	FB:FBgn0024811|UniProtKB:P16333	taxon:	20210310
PTHR46037	PTN001072514	GO:0035591	F	IBD	false	MGI:MGI:104686|MGI:MGI:88508|UniProtKB:P16333|UniProtKB:P46108	taxon:	20241120
PTHR46037	PTN001072514	GO:0007167	P	IBD	false	FB:FBgn0024811|MGI:MGI:104686|MGI:MGI:109601|MGI:MGI:1306821|MGI:MGI:88508|UniProtKB:P46108	taxon:	20231129
PTHR46037	PTN001072514	GO:0016477	P	IBD	false	FB:FBgn0024811|MGI:MGI:104686|MGI:MGI:109601|MGI:MGI:1306821|MGI:MGI:88508|WB:WBGene00000416	taxon:	20210310
PTHR46037	PTN002228257	GO:0035591	F	IBD	false	UniProtKB:Q9H6Q3	taxon:6072	20240516
PTHR46037	PTN005273574	GO:0005654	C	IBD	false	UniProtKB:O75791	taxon:	20250413
PTHR46037	PTN005273574	GO:0005737	C	IBD	false	MGI:MGI:95805|UniProtKB:O75791|UniProtKB:P62993	taxon:	20260530
PTHR46037	PTN005273574	GO:0005886	C	IBD	false	FB:FBgn0004638|MGI:MGI:95805|UniProtKB:P62993|WB:WBGene00004774	taxon:	20260530
PTHR46037	PTN005273574	GO:0008180	C	IBD	false	MGI:MGI:95805|UniProtKB:P62993	taxon:	20220324
PTHR46037	PTN005273574	GO:0001784	F	IBD	false	FB:FBgn0004638|RGD:619758|UniProtKB:P62993	taxon:	20241121
PTHR46037	PTN005273574	GO:0005154	F	IBD	false	FB:FBgn0004638|RGD:619758|UniProtKB:P62993|WB:WBGene00004774	taxon:	20220324
PTHR46037	PTN005273574	GO:0007165	P	IBD	false	FB:FBgn0004638|MGI:MGI:95805|RGD:619758|UniProtKB:P62993|WB:WBGene00004774	taxon:	20250904
PTHR46037	PTN005273574	GO:0043408	P	IBD	false	FB:FBgn0004638|MGI:MGI:95805	taxon:	20220324
