goa_row	go_id	evidence	token	accession	gene	organism	reviewed	donor_codes	donor_terms	donor_has_experimental	quickgo_truncated
1	GO:0016192	IBA	AGI_LocusCode:AT1G01960	Q9LPC5	BIG3	Arabidopsis thaliana	Swiss-Prot	IBAx1;IMPx1	GO:0016192	True	False
1	GO:0016192	IBA	AGI_LocusCode:AT1G13980	Q42510	GN	Arabidopsis thaliana	Swiss-Prot	IBAx1;IEAx1;IMPx2	GO:0016192;GO:0032509	True	False
1	GO:0016192	IBA	AGI_LocusCode:AT3G43300	F4IXW2	BIG5	Arabidopsis thaliana	Swiss-Prot	IBAx1;IMPx2	GO:0016192	True	False
1	GO:0016192	IBA	AGI_LocusCode:AT3G60860	Q9LZX8	BIG2	Arabidopsis thaliana	Swiss-Prot	IBAx1;IMPx1	GO:0016192;GO:0043001	True	False
1	GO:0016192	IBA	AGI_LocusCode:AT5G39500	Q9FLY5	GNL1	Arabidopsis thaliana	Swiss-Prot	IBAx1;IEAx1;IMPx1	GO:0006890;GO:0016192	True	False
1	GO:0016192	IBA	FB:FBgn0028538	Q9VJW1	Sec71	Drosophila melanogaster	TrEMBL	IBAx1;IGIx1	GO:0016192;GO:0043001	True	False
1	GO:0016192	IBA	PomBase:SPBC211.03c	Q9P7R8		Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Swiss-Prot	IBAx1;IMPx1	GO:0006890;GO:0043001	True	False
1	GO:0016192	IBA	RGD:631430	Q7TSU1	Arfgef2	Rattus norvegicus	Swiss-Prot	IBAx1;IEAx1;IMPx1;ISOx1;ISSx1	GO:0006887;GO:0006893	True	False
1	GO:0016192	IBA	SGD:S000000748	P39993	GEA2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Swiss-Prot	IBAx1;IEAx3;IGIx1;IMPx2	GO:0006888;GO:0006890;GO:0006891	True	False
1	GO:0016192	IBA	SGD:S000002577	P11075	SEC7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Swiss-Prot	IBAx1;IMPx2	GO:0006888;GO:0006891	True	False
1	GO:0016192	IBA	SGD:S000003792	P47102	GEA1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Swiss-Prot	IBAx1;IEAx3;IGIx1;IMPx3	GO:0006888;GO:0006890;GO:0006891	True	False
1	GO:0016192	IBA	SGD:S000005241	P48563	MON2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Swiss-Prot	IBAx1;IMPx2	GO:0006895;GO:0042147	True	False
1	GO:0016192	IBA	SGD:S000006299	Q06836	SYT1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Swiss-Prot	IBAx1;IGIx2;IMPx1	GO:0006887;GO:0016192	True	False
1	GO:0016192	IBA	UniProtKB:O43739	O43739	CYTH3	Homo sapiens	Swiss-Prot	IBAx1;IMPx1	GO:0016192;GO:0048193	True	False
