pmid	in_affinage	in_uniprot_rx	cited_by_ARFGEF1_goa	annotations_anywhere	annotations_on_ARFGEF1
PMID:10212200	False	True	True	4	1
PMID:10393931	True	True	False	0	0
PMID:10716990	False	True	True	5	3
PMID:12571360	False	True	True	7	2
PMID:12606707	True	True	False	0	0
PMID:14702039	False	True	False	0	0
PMID:14973189	True	True	True	3	3
PMID:15644318	True	True	True	18	6
PMID:16467138	True	True	False	0	0
PMID:16959974	False	True	False	0	0
PMID:17081983	False	True	False	0	0
PMID:17227842	True	True	True	2	2
PMID:17360629	True	True	False	0	0
PMID:17640864	True	True	False	0	0
PMID:17974005	False	True	False	0	0
PMID:18292223	True	True	True	3	2
PMID:18417613	True	False	False	0	0
PMID:18669648	False	True	False	0	0
PMID:18691976	False	True	False	0	0
PMID:19332778	True	True	True	6	2
PMID:19413330	False	True	False	6	0
PMID:19651892	False	True	True	5	1
PMID:19690332	False	True	False	1	0
PMID:20068231	False	True	False	1	0
PMID:20360857	True	True	True	4	2
PMID:21269460	False	True	False	0	0
PMID:21406692	False	True	False	0	0
PMID:22084092	False	True	True	14	7
PMID:22291037	True	False	False	6	0
PMID:23186163	False	True	False	0	0
PMID:23220274	True	False	False	0	0
PMID:23386609	True	False	False	2	0
PMID:23572552	False	True	True	45	2
PMID:23918382	True	False	False	0	0
PMID:24090963	True	False	False	2	0
PMID:24198228	True	False	False	0	0
PMID:24275569	False	True	False	0	0
PMID:27162341	True	False	False	0	0
PMID:27373159	False	True	False	0	0
PMID:27436755	False	True	False	0	0
PMID:27834853	True	False	False	0	0
PMID:28414797	True	False	False	0	0
PMID:29740613	True	False	False	0	0
PMID:31678406	True	True	False	0	0
PMID:32415087	True	False	False	0	0
PMID:34113008	False	True	False	0	0
PMID:35090882	True	False	False	0	0
PMID:36562883	True	False	False	0	0
