reference	gene_product	symbol	taxon	go_id	qualifier	evidence	with_from	assigned_by
PMID:10716990	UniProtKB:Q9Y6D5	ARFGEF2	9606	GO:0005515	enables	IPI	UniProtKB:Q9Y6D6	IntAct
PMID:10716990	UniProtKB:Q9Y6D5	ARFGEF2	9606	GO:0000139	located_in	IDA		UniProt
PMID:10716990	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005515	enables	IPI	UniProtKB:Q9Y6D5	IntAct
PMID:10716990	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0000139	located_in	IDA		UniProt
PMID:10716990	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005829	located_in	IDA		UniProt
PMID:15644318	UniProtKB:B2RTY4	MYO9A	9606	GO:0005515	enables	IPI	UniProtKB:P61586	UniProt
PMID:15644318	UniProtKB:B2RTY4	MYO9A	9606	GO:0005515	enables	IPI	UniProtKB:Q9Y6D6	UniProt
PMID:15644318	UniProtKB:D4A631	Arfgef1	10116	GO:0005515	enables	IPI	UniProtKB:Q63358	IntAct
PMID:15644318	UniProtKB:P61586	RHOA	9606	GO:0005515	enables	IPI	UniProtKB:B2RTY4	UniProt
PMID:15644318	UniProtKB:P61586	RHOA	9606	GO:0017022	enables	IPI	UniProtKB:Q13459	UniProt
PMID:15644318	UniProtKB:Q13459	MYO9B	9606	GO:0032011	NOT|involved_in	IDA		UniProt
PMID:15644318	UniProtKB:Q13459	MYO9B	9606	GO:0005096	enables	IDA		UniProt
PMID:15644318	UniProtKB:Q13459	MYO9B	9606	GO:0005515	enables	IPI	UniProtKB:P61586	UniProt
PMID:15644318	UniProtKB:Q13459	MYO9B	9606	GO:0005515	enables	IPI	UniProtKB:Q9Y6D6	UniProt
PMID:15644318	UniProtKB:Q63358	Myo9b	10116	GO:0005515	enables	IPI	UniProtKB:D4A631	IntAct
PMID:15644318	UniProtKB:Q63358	Myo9b	10116	GO:0005515	enables	IPI	UniProtKB:Q7TSU1	UniProt
PMID:15644318	UniProtKB:Q7TSU1	Arfgef2	10116	GO:0017022	enables	IPI	UniProtKB:Q63358	UniProt
PMID:15644318	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005096	NOT|enables	IDA		UniProt
PMID:15644318	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005085	enables	IDA		UniProt
PMID:15644318	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0005515	enables	IPI	UniProtKB:Q13459-2	IntAct
PMID:15644318	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0017022	enables	IPI	UniProtKB:B2RTY4	UniProt
PMID:15644318	UniProtKB:Q9Y6D6	ARFGEF1	9606	GO:0017022	enables	IPI	UniProtKB:Q13459	UniProt
