id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A7IQE5,Pivalyl-CoA mutase large subunit,protein,78245,Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2),Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2),Xaut_5043,559,PTHR48101:SF1,"METHYLMALONYL-COA MUTASE, LARGE SUBUNIT",True
A7IQE6,Pivalyl-CoA mutase small subunit,protein,78245,Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2),Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2),Xaut_5044,148,PTHR48101:SF1,"METHYLMALONYL-COA MUTASE, LARGE SUBUNIT",True
I3VE74,2-hydroxyisobutanoyl-CoA mutase small subunit,protein,391953,Aquincola tertiaricarbonis,Aquincola tertiaricarbonis,hcmB,136,PTHR48101:SF3,COENZYME B12-DEPENDENT MUTASE,True
I3VE77,2-hydroxyisobutanoyl-CoA mutase large subunit,protein,391953,Aquincola tertiaricarbonis,Aquincola tertiaricarbonis,hcmA,562,PTHR48101:SF1,"METHYLMALONYL-COA MUTASE, LARGE SUBUNIT",True
O86028,Methylmalonyl-CoA mutase,protein,266834,Rhizobium meliloti (strain 1021),Rhizobium meliloti (strain 1021) (Ensifer meliloti),bhbA,712,PTHR48101:SF4,"METHYLMALONYL-COA MUTASE, MITOCHONDRIAL",True
P11652,Methylmalonyl-CoA mutase small subunit,protein,1752,Propionibacterium freudenreichii subsp. shermanii,Propionibacterium freudenreichii subsp. shermanii,mutA,638,PTHR48101:SF4,"METHYLMALONYL-COA MUTASE, MITOCHONDRIAL",True
P11653,Methylmalonyl-CoA mutase large subunit,protein,1752,Propionibacterium freudenreichii subsp. shermanii,Propionibacterium freudenreichii subsp. shermanii,mutB,728,PTHR48101:SF4,"METHYLMALONYL-COA MUTASE, MITOCHONDRIAL",True
P16332,"Methylmalonyl-CoA mutase, mitochondrial",protein,10090,Mus musculus,Mus musculus (Mouse),Mmut,748,PTHR48101:SF4,"METHYLMALONYL-COA MUTASE, MITOCHONDRIAL",True
P22033,"Methylmalonyl-CoA mutase, mitochondrial",protein,9606,Homo sapiens,Homo sapiens (Human),MMUT,750,PTHR48101:SF4,"METHYLMALONYL-COA MUTASE, MITOCHONDRIAL",True
P26947,Methylmalonyl-CoA mutase homolog,protein,398511,Alkalihalophilus pseudofirmus (strain ATCC BAA-2126 / JCM 17055 / OF4),Alkalihalophilus pseudofirmus (strain ATCC BAA-2126 / JCM 17055 / OF4),,147,PTHR48101:SF4,"METHYLMALONYL-COA MUTASE, MITOCHONDRIAL",True
P27253,Methylmalonyl-CoA mutase,protein,83333,Escherichia coli (strain K12),Escherichia coli (strain K12),scpA,714,PTHR48101:SF4,"METHYLMALONYL-COA MUTASE, MITOCHONDRIAL",True
P65486,Probable methylmalonyl-CoA mutase small subunit,protein,233413,Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97),Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97),mutA,615,PTHR48101:SF4,"METHYLMALONYL-COA MUTASE, MITOCHONDRIAL",True
