family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR21631	PTN000493043	GO:0004451	F	IBD	false	AGI_LocusCode:AT3G21720|CGD:CAL0000178151|SGD:S000000867|UniProtKB:O07718|UniProtKB:P0A9G6|UniProtKB:P9WKK7|UniProtKB:Q6T267|UniProtKB:Q6Z6M4|UniProtKB:Q9I0K4	taxon:	20260529
PTHR21631	PTN000493043	GO:0006097	P	IBD	false	CGD:CAL0000178151|SGD:S000000867|UniProtKB:O07718|UniProtKB:P0A9G6|UniProtKB:P9WKK7	taxon:	20260305
PTHR21631	PTN000493046	GO:0005739	C	IBD	false	SGD:S000006210	taxon:	20260305
PTHR21631	PTN000493068	GO:0009514	C	IBD	false	AGI_LocusCode:AT3G21720|UniProtKB:Q6Z6M4	taxon:33090	20200808
PTHR21631	PTN001091853	GO:0005759	C	IBD	false	SGD:S000006210	taxon:451864	20170228
PTHR21631	PTN001091853	GO:0004451	F	IRD	true	PANTHER:PTN000493043	taxon:451864	20260529
PTHR21631	PTN001091853	GO:0046421	F	IBD	false	SGD:S000006210|UniProtKB:Q6BZP5	taxon:451864	20260529
PTHR21631	PTN001091853	GO:0006097	P	IRD	true	PANTHER:PTN000493043	taxon:451864	20260305
PTHR21631	PTN001091853	GO:0019543	P	IBD	false	SGD:S000006210	taxon:451864	20260529
PTHR21631	PTN001091863	GO:0005739	C	IRD	true	PANTHER:PTN000493046	taxon:451864	20260305
PTHR21631	PTN001091863	GO:0005777	C	IBD	false	CGD:CAL0000178151|UniProtKB:P28298|UniProtKB:P28299	taxon:451864	20260529
