gene_symbol	status	source_set	reason	note_path	dossier_path	section_path	deep_research_file_count
AAAS	written	phase1_dossier		genes/human/AAAS/AAAS-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/AAAS.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/AAAS.md	1
AARSD1	written	priority_only		genes/human/AARSD1/AARSD1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/AARSD1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/AARSD1.md	1
AATF	written	phase1_dossier		genes/human/AATF/AATF-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/AATF.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/AATF.md	1
ABCE1	written	phase1_dossier		genes/human/ABCE1/ABCE1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ABCE1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ABCE1.md	1
ABCF2	written	phase1_dossier		genes/human/ABCF2/ABCF2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ABCF2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ABCF2.md	1
ABRAXAS1	written	phase1_dossier		genes/human/ABRAXAS1/ABRAXAS1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ABRAXAS1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ABRAXAS1.md	1
ABRAXAS2	written	phase1_dossier		genes/human/ABRAXAS2/ABRAXAS2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ABRAXAS2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ABRAXAS2.md	1
ABTB1	written	phase1_dossier		genes/human/ABTB1/ABTB1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ABTB1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ABTB1.md	1
ABTB2	written	phase1_dossier		genes/human/ABTB2/ABTB2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ABTB2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ABTB2.md	1
ABTB3	written	phase1_dossier		genes/human/ABTB3/ABTB3-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ABTB3.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ABTB3.md	1
ACIN1	written	phase1_dossier		genes/human/ACIN1/ACIN1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ACIN1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ACIN1.md	1
ADRB2	written	phase1_dossier		genes/human/ADRB2/ADRB2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ADRB2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ADRB2.md	1
ADRM1	written	phase1_dossier		genes/human/ADRM1/ADRM1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ADRM1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ADRM1.md	1
AFG3L2	written	phase1_dossier		genes/human/AFG3L2/AFG3L2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/AFG3L2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/AFG3L2.md	1
AGK	written	phase1_dossier		genes/human/AGK/AGK-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/AGK.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/AGK.md	1
AGR2	written	phase1_dossier		genes/human/AGR2/AGR2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/AGR2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/AGR2.md	1
AGR3	written	phase1_dossier		genes/human/AGR3/AGR3-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/AGR3.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/AGR3.md	1
AHCTF1	written	phase1_dossier		genes/human/AHCTF1/AHCTF1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/AHCTF1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/AHCTF1.md	1
AHR	written	phase1_dossier		genes/human/AHR/AHR-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/AHR.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/AHR.md	1
AIP	written	phase1_dossier		genes/human/AIP/AIP-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/AIP.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/AIP.md	1
AIPL1	written	phase1_dossier		genes/human/AIPL1/AIPL1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/AIPL1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/AIPL1.md	1
AIRE	written	phase1_dossier		genes/human/AIRE/AIRE-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/AIRE.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/AIRE.md	1
AKIRIN1	written	phase1_dossier		genes/human/AKIRIN1/AKIRIN1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/AKIRIN1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/AKIRIN1.md	1
AKIRIN2	written	phase1_dossier		genes/human/AKIRIN2/AKIRIN2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/AKIRIN2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/AKIRIN2.md	1
