id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A0LEA5,LL-diaminopimelate aminotransferase,protein,335543,Syntrophobacter fumaroxidans (strain DSM 10017 / MPOB),Syntrophobacter fumaroxidans (strain DSM 10017 / MPOB),dapL,388,PTHR42832:SF3,L-GLUTAMINE--4-(METHYLSULFANYL)-2-OXOBUTANOATE AMINOTRANSFERASE,True
A1VDD3,LL-diaminopimelate aminotransferase,protein,391774,Nitratidesulfovibrio vulgaris (strain DP4),Nitratidesulfovibrio vulgaris (strain DP4),dapL,388,PTHR42832:SF3,L-GLUTAMINE--4-(METHYLSULFANYL)-2-OXOBUTANOATE AMINOTRANSFERASE,True
A5FRC5,LL-diaminopimelate aminotransferase,protein,216389,Dehalococcoides mccartyi (strain ATCC BAA-2100 / JCM 16839 / KCTC 5957 / BAV1),Dehalococcoides mccartyi (strain ATCC BAA-2100 / JCM 16839 / KCTC 5957 / BAV1),dapL,388,PTHR42832:SF3,L-GLUTAMINE--4-(METHYLSULFANYL)-2-OXOBUTANOATE AMINOTRANSFERASE,True
B1I544,LL-diaminopimelate aminotransferase,protein,477974,Desulforudis audaxviator (strain MP104C),Desulforudis audaxviator (strain MP104C),dapL,392,PTHR42832:SF3,L-GLUTAMINE--4-(METHYLSULFANYL)-2-OXOBUTANOATE AMINOTRANSFERASE,True
B2A250,LL-diaminopimelate aminotransferase,protein,457570,Natranaerobius thermophilus (strain ATCC BAA-1301 / DSM 18059 / JW/NM-WN-LF),Natranaerobius thermophilus (strain ATCC BAA-1301 / DSM 18059 / JW/NM-WN-LF),dapL,386,PTHR42832:SF3,L-GLUTAMINE--4-(METHYLSULFANYL)-2-OXOBUTANOATE AMINOTRANSFERASE,True
B8CX89,LL-diaminopimelate aminotransferase,protein,373903,Halothermothrix orenii (strain H 168 / OCM 544 / DSM 9562),Halothermothrix orenii (strain H 168 / OCM 544 / DSM 9562),dapL,389,PTHR42832:SF3,L-GLUTAMINE--4-(METHYLSULFANYL)-2-OXOBUTANOATE AMINOTRANSFERASE,True
B8DJJ6,LL-diaminopimelate aminotransferase,protein,883,Nitratidesulfovibrio vulgaris (strain DSM 19637 / Miyazaki F),Nitratidesulfovibrio vulgaris (strain DSM 19637 / Miyazaki F),dapL,389,PTHR42832:SF3,L-GLUTAMINE--4-(METHYLSULFANYL)-2-OXOBUTANOATE AMINOTRANSFERASE,True
C6BUK3,LL-diaminopimelate aminotransferase,protein,526222,Maridesulfovibrio salexigens (strain ATCC 14822 / DSM 2638 / NCIMB 8403 / VKM B-1763),Maridesulfovibrio salexigens (strain ATCC 14822 / DSM 2638 / NCIMB 8403 / VKM B-1763),dapL,388,PTHR42832:SF3,L-GLUTAMINE--4-(METHYLSULFANYL)-2-OXOBUTANOATE AMINOTRANSFERASE,True
O31665,L-glutamine--4-(methylsulfanyl)-2-oxobutanoate aminotransferase,protein,224308,Bacillus subtilis (strain 168),Bacillus subtilis (strain 168),mtnE,398,PTHR42832:SF3,L-GLUTAMINE--4-(METHYLSULFANYL)-2-OXOBUTANOATE AMINOTRANSFERASE,True
O50434,Probable aminotransferase Rv1178,protein,83332,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Rv1178,418,PTHR42832:SF3,L-GLUTAMINE--4-(METHYLSULFANYL)-2-OXOBUTANOATE AMINOTRANSFERASE,True
O66630,LL-diaminopimelate aminotransferase,protein,224324,Aquifex aeolicus (strain VF5),Aquifex aeolicus (strain VF5),dapL,387,PTHR42832:SF3,L-GLUTAMINE--4-(METHYLSULFANYL)-2-OXOBUTANOATE AMINOTRANSFERASE,True
O87320,Putative aminotransferase AatC,protein,266834,Rhizobium meliloti (strain 1021),Rhizobium meliloti (strain 1021) (Ensifer meliloti),aatC,405,PTHR42832:SF1,GLUTAMATE-PYRUVATE AMINOTRANSFERASE ALAC,True
P39643,Transaminase BacF,protein,224308,Bacillus subtilis (strain 168),Bacillus subtilis (strain 168),bacF,399,PTHR42832:SF3,L-GLUTAMINE--4-(METHYLSULFANYL)-2-OXOBUTANOATE AMINOTRANSFERASE,True
P52069,Putative aspartate aminotransferase,protein,408,Methylorubrum extorquens,Methylorubrum extorquens (Methylobacterium dichloromethanicum),,93,PTHR42832:SF1,GLUTAMATE-PYRUVATE AMINOTRANSFERASE ALAC,True
P77434,Glutamate-pyruvate aminotransferase AlaC,protein,83333,Escherichia coli (strain K12),Escherichia coli (strain K12),alaC,412,PTHR42832:SF1,GLUTAMATE-PYRUVATE AMINOTRANSFERASE ALAC,True
Q2RK33,LL-diaminopimelate aminotransferase,protein,264732,Moorella thermoacetica (strain ATCC 39073 / JCM 9320),Moorella thermoacetica (strain ATCC 39073 / JCM 9320),dapL,390,PTHR42832:SF3,L-GLUTAMINE--4-(METHYLSULFANYL)-2-OXOBUTANOATE AMINOTRANSFERASE,True
Q30ZX9,LL-diaminopimelate aminotransferase,protein,207559,Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20),Oleidesulfovibrio alaskensis (strain ATCC BAA-1058 / DSM 17464 / G20),dapL,388,PTHR42832:SF3,L-GLUTAMINE--4-(METHYLSULFANYL)-2-OXOBUTANOATE AMINOTRANSFERASE,True
Q3AC10,LL-diaminopimelate aminotransferase,protein,246194,Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 / Z-2901),Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 / Z-2901),dapL,390,PTHR42832:SF3,L-GLUTAMINE--4-(METHYLSULFANYL)-2-OXOBUTANOATE AMINOTRANSFERASE,True
Q3MDN5,LL-diaminopimelate aminotransferase 2,protein,240292,Trichormus variabilis (strain ATCC 29413 / PCC 7937),Trichormus variabilis (strain ATCC 29413 / PCC 7937),dapL2,390,PTHR42832:SF3,L-GLUTAMINE--4-(METHYLSULFANYL)-2-OXOBUTANOATE AMINOTRANSFERASE,True
