family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR11216	PTN000130974	GO:0005737	C	IBD	false	AGI_LocusCode:AT3G20290|AGI_LocusCode:AT4G05520|FB:FBgn0016693|FB:FBgn0023388|FB:FBgn0035060|MGI:MGI:104582|MGI:MGI:104583|MGI:MGI:1338049|MGI:MGI:1338069|MGI:MGI:1341878|MGI:MGI:1919619|MGI:MGI:1928900|MGI:MGI:2154274|PomBase:SPAC25G10.09c|RGD:1305550|RGD:1309017|RGD:1560856|SGD:S000000143|SGD:S000001445|SGD:S000001727|UniProtKB:P42566|UniProtKB:Q15811|UniProtKB:Q388B5|UniProtKB:Q57XN3|UniProtKB:Q8NFH8|UniProtKB:Q9H223|UniProtKB:Q9H4M9|UniProtKB:Q9NZN3|UniProtKB:Q9NZN4|WB:WBGene00004373|dictyBase:DDB_G0282233|dictyBase:DDB_G0287325	taxon:	20260528
PTHR11216	PTN000130974	GO:0005886	C	IBD	false	AGI_LocusCode:AT3G20290|AGI_LocusCode:AT4G05520|FB:FBgn0023388|FB:FBgn0035060|MGI:MGI:104582|MGI:MGI:104583|MGI:MGI:1341878|MGI:MGI:1919619|MGI:MGI:2154274|RGD:1305550|RGD:1560856|UniProtKB:P42566|UniProtKB:Q15811|UniProtKB:Q96D71|UniProtKB:Q9H4M9|UniProtKB:Q9NZN3|UniProtKB:Q9NZN4|dictyBase:DDB_G0287325	taxon:	20260828
PTHR11216	PTN000130974	GO:0030674	F	IBD	false	MGI:MGI:1919619|SGD:S000005028	taxon:	20250411
PTHR11216	PTN000130974	GO:0006897	P	IBD	false	AGI_LocusCode:AT3G20290|AGI_LocusCode:AT4G05520|CGD:CAL0000174035|CGD:CAL0000184200|FB:FBgn0016693|FB:FBgn0023388|FB:FBgn0035060|MGI:MGI:104582|MGI:MGI:104583|MGI:MGI:1338049|MGI:MGI:1338069|MGI:MGI:1341878|MGI:MGI:2154274|RGD:1305550|RGD:628883|SGD:S000000143|SGD:S000001445|SGD:S000005028|UniProtKB:P42566|UniProtKB:Q9H4M9	taxon:	20260828
PTHR11216	PTN000130974	GO:0016197	P	IBD	false	AGI_LocusCode:AT3G20290|FB:FBgn0023388|MGI:MGI:1341878|RGD:1305550|UniProtKB:Q9H223|UniProtKB:Q9H4M9|UniProtKB:Q9NZN3|UniProtKB:Q9NZN4|WB:WBGene00004373	taxon:	20200205
PTHR11216	PTN000131009	GO:0005769	C	IBD	false	MGI:MGI:1341878|UniProtKB:Q9H223|UniProtKB:Q9H4M9	taxon:33213	20260528
PTHR11216	PTN000131009	GO:0030139	C	IBD	false	MGI:MGI:1341878|MGI:MGI:1928900	taxon:33213	20200205
PTHR11216	PTN000131009	GO:0048471	C	IBD	false	MGI:MGI:1341878|MGI:MGI:1919619|MGI:MGI:1928900|MGI:MGI:2154274	taxon:33213	20200205
PTHR11216	PTN000131009	GO:0055038	C	IBD	false	RGD:1309017|UniProtKB:Q9H223|UniProtKB:Q9H4M9|UniProtKB:Q9NZN3|UniProtKB:Q9NZN4|WB:WBGene00004373	taxon:33213	20260528
PTHR11216	PTN000131009	GO:0032456	P	IBD	false	UniProtKB:Q9H223|UniProtKB:Q9H4M9|UniProtKB:Q9NZN3|UniProtKB:Q9NZN4|WB:WBGene00004373	taxon:33213	20200205
PTHR11216	PTN000131009	GO:0060271	P	IBD	false	MGI:MGI:1341878|MGI:MGI:1928900|UniProtKB:Q9H4M9|UniProtKB:Q9NZN3|ZFIN:ZDB-GENE-030131-2069|ZFIN:ZDB-GENE-040426-2518|ZFIN:ZDB-GENE-041014-352	taxon:33213	20200205
PTHR11216	PTN000131009	GO:0072659	P	IBD	false	MGI:MGI:1928900|MGI:MGI:2154274|UniProtKB:Q9NZN3	taxon:33213	20200205
PTHR11216	PTN001677755	GO:0030132	C	IBD	false	MGI:MGI:104582|MGI:MGI:104583	taxon:6072	20200205
