id,name,entry_type,source_tax_id,source_tax_name,full_tax_name,gene,length,subfamily,subfamily_name,in_alphafold
A2VE21,Coatomer subunit gamma-2,protein,9913,Bos taurus,Bos taurus (Bovine),COPG2,871,PTHR10261:SF4,COATOMER SUBUNIT GAMMA-2,True
D4ABY2,Coatomer subunit gamma-2,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Copg2,715,PTHR10261:SF4,COATOMER SUBUNIT GAMMA-2,True
P32074,Coatomer subunit gamma,protein,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),SEC21,935,PTHR10261:SF0,COATOMER SUBUNIT GAMMA-2,True
P53620,Coatomer subunit gamma-1,protein,9913,Bos taurus,Bos taurus (Bovine),COPG1,874,PTHR10261:SF3,COATOMER SUBUNIT GAMMA-1,True
P87140,Probable coatomer subunit gamma,protein,284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843),Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),sec21,905,PTHR10261:SF0,COATOMER SUBUNIT GAMMA-2,True
Q0WW26,Coatomer subunit gamma,protein,3702,Arabidopsis thaliana,Arabidopsis thaliana (Mouse-ear cress),At4g34450,886,PTHR10261:SF0,COATOMER SUBUNIT GAMMA-2,True
Q22498,Probable coatomer subunit gamma,protein,6239,Caenorhabditis elegans,Caenorhabditis elegans,copg-1,870,PTHR10261:SF0,COATOMER SUBUNIT GAMMA-2,True
Q29AE5,Coatomer subunit gamma,protein,46245,Drosophila pseudoobscura pseudoobscura,Drosophila pseudoobscura pseudoobscura (Fruit fly),gammaCop,878,PTHR10261:SF0,COATOMER SUBUNIT GAMMA-2,True
Q4AEF8,Coatomer subunit gamma-1,protein,10116,Rattus norvegicus,Rattus norvegicus (Rat),Copg1,874,PTHR10261:SF3,COATOMER SUBUNIT GAMMA-1,True
Q54HL0,Coatomer subunit gamma,protein,44689,Dictyostelium discoideum,Dictyostelium discoideum (Social amoeba),copG,898,PTHR10261:SF0,COATOMER SUBUNIT GAMMA-2,True
Q66JI9,Coatomer subunit gamma-2,protein,8364,Xenopus tropicalis,Xenopus tropicalis (Western clawed frog),copg2,872,PTHR10261:SF4,COATOMER SUBUNIT GAMMA-2,True
Q6DKD7,Coatomer subunit gamma-2,protein,8355,Xenopus laevis,Xenopus laevis (African clawed frog),copg2,872,PTHR10261:SF4,COATOMER SUBUNIT GAMMA-2,True
Q6Z382,Coatomer subunit gamma-2,protein,39947,Oryza sativa subsp. japonica,Oryza sativa subsp. japonica (Rice),Os07g0201100,889,PTHR10261:SF0,COATOMER SUBUNIT GAMMA-2,True
Q7PVF6,Coatomer subunit gamma,protein,7165,Anopheles gambiae,Anopheles gambiae (African malaria mosquito),gammaCop,868,PTHR10261:SF0,COATOMER SUBUNIT GAMMA-2,True
Q8H852,Coatomer subunit gamma-1,protein,39947,Oryza sativa subsp. japonica,Oryza sativa subsp. japonica (Rice),Os03g0227000,884,PTHR10261:SF5,COATOMER SUBUNIT GAMMA-1,True
Q8I0G5,Coatomer subunit gamma,protein,7227,Drosophila melanogaster,Drosophila melanogaster (Fruit fly),gammaCOP,883,PTHR10261:SF0,COATOMER SUBUNIT GAMMA-2,True
Q9I8E6,Coatomer subunit gamma-2,protein,31033,Takifugu rubripes,Takifugu rubripes (Japanese pufferfish),copg2,873,PTHR10261:SF0,COATOMER SUBUNIT GAMMA-2,True
Q9PUE4,Coatomer subunit gamma-2,protein,7955,Danio rerio,Danio rerio (Zebrafish),copg2,873,PTHR10261:SF0,COATOMER SUBUNIT GAMMA-2,True
Q9QXK3,Coatomer subunit gamma-2,protein,10090,Mus musculus,Mus musculus (Mouse),Copg2,871,PTHR10261:SF4,COATOMER SUBUNIT GAMMA-2,True
Q9QZE5,Coatomer subunit gamma-1,protein,10090,Mus musculus,Mus musculus (Mouse),Copg1,874,PTHR10261:SF3,COATOMER SUBUNIT GAMMA-1,True
Q9UBF2,Coatomer subunit gamma-2,protein,9606,Homo sapiens,Homo sapiens (Human),COPG2,871,PTHR10261:SF4,COATOMER SUBUNIT GAMMA-2,True
Q9Y678,Coatomer subunit gamma-1,protein,9606,Homo sapiens,Homo sapiens (Human),COPG1,874,PTHR10261:SF3,COATOMER SUBUNIT GAMMA-1,True
